LGA_CODE_2016,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000mo_A_15_19,SW_3000mo_A_20_24,SW_3000mo_A_25_34,SW_3000mo_A_35_44,SW_3000mo_A_45_54,SW_3000mo_A_55_64,SW_3000mo_A_65_74,SW_3000mo_A_75ov,SW_3000mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ove,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000mo_A_15_19,MaOpD_3000mo_A_20_24,MaOpD_3000mo_A_25_34,MaOpD_3000mo_A_35_44,MaOpD_3000mo_A_45_54,MaOpD_3000mo_A_55_64,MaOpD_3000mo_A_65_74,MaOpD_3000mo_A_75ov,MaOpD_3000mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19
LGA39090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,534,0,6,70,129,113,58,7,0,383,0,0,31,100,85,44,12,0,266,0,3,21,37,42,17,3,0,118,0,0,14,42,33,18,9,0,116,0,0,6,17,22,21,0,0,66,7,11,10,19,23,10,7,0,83,278,385,713,1027,1049,744,203,20,4424,3,0,15,12,30,25,6,0,96,23,10,4,9,15,18,5,0,92,8,20,35,42,51,52,26,5,237,10,22,65,52,82,95,36,3,365,5,25,87,90,92,123,60,8,485,15,36,115,122,156,205,63,5,719,20,67,172,196,241,230,68,7,1000,10,76,235,250,294,267,61,6,1188,7,73,274,351,384,286,49,3,1433,0,54,213,227,259,174,36,0,963,0,28,179,187,210,116,24,0,739,4,19,130,141,161,93,10,0,559,0,19,192,210,161,97,16,0,688,0,0,47,75,51,38,3,0,217,0,13,26,36,50,54,17,3,201,103
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA39898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,681,0,8,103,104,63,43,10,0,332,0,3,59,76,52,34,6,0,237,0,0,31,49,50,18,3,0,148,0,0,22,71,73,49,7,0,229,0,0,13,34,43,36,14,0,140,21,17,17,17,8,3,3,0,85,936,1561,1770,1077,1030,723,184,21,7298,0,0,0,0,0,0,0,0,3,8,7,4,0,3,3,3,0,21,7,17,12,3,12,4,0,0,51,6,8,12,0,4,6,3,0,49,0,8,12,4,10,7,3,0,49,8,11,22,18,21,14,5,0,105,0,17,39,39,39,28,9,0,171,0,8,45,32,58,60,5,0,200,0,3,23,34,49,29,3,0,142,0,4,18,25,34,19,3,0,107,0,4,21,22,56,38,6,0,148,0,0,13,9,19,11,3,0,63,0,0,13,8,17,10,3,0,47,0,0,3,3,3,0,0,0,8,0,0,9,7,4,3,3,0,19,25
LGA40120,50,0,0,0,8,4,3,3,0,24,0,0,3,7,10,7,0,0,19,0,0,0,0,6,0,0,0,4,0,0,0,6,3,0,0,0,12,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,6,175,153,85,97,143,108,43,4,813,3,0,0,0,0,0,3,0,10,4,8,0,0,0,0,0,0,11,3,4,0,0,0,0,11,0,22,0,0,0,0,3,0,5,0,13,0,3,0,5,3,11,0,0,32,0,3,4,6,10,11,10,3,35,0,6,13,11,16,22,3,0,63,0,9,25,22,24,35,5,0,117,0,3,10,21,26,26,4,0,93,0,8,11,9,11,7,3,0,51,0,0,6,3,6,5,0,0,25,0,0,0,3,5,0,0,0,12,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,19
LGA40220,46,0,0,0,3,6,8,0,0,19,0,0,3,3,3,3,0,0,14,0,0,0,4,0,0,0,0,4,0,0,3,4,3,3,0,0,12,0,0,3,0,0,3,0,0,10,0,5,0,0,0,0,0,0,12,122,66,75,76,122,130,35,3,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,9,0,0,6,3,0,4,3,0,15,0,0,3,4,8,8,3,0,24,0,0,5,5,4,10,7,0,34,0,3,10,8,12,7,3,0,44,0,3,9,14,24,20,7,0,73,0,4,13,23,19,14,3,0,77,0,0,3,9,12,8,0,0,38,0,0,0,3,7,0,0,0,14,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9
LGA40250,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,3,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,57,0,0,5,6,9,7,3,0,35,0,0,0,11,10,3,0,0,22,0,0,0,4,5,0,0,0,8,0,0,4,3,6,0,0,0,9,0,0,0,3,7,4,0,0,8,0,0,0,0,0,0,0,0,8,124,110,118,145,177,120,34,3,828,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,17,3,0,0,0,3,0,0,0,12,0,0,0,0,0,0,3,0,14,0,0,0,4,4,0,4,0,13,0,0,4,0,7,11,10,0,41,3,7,14,15,13,23,5,0,82,0,17,17,40,50,19,3,0,152,4,10,32,34,41,46,6,0,175,0,0,14,27,30,18,6,0,97,0,0,10,17,14,15,0,0,56,0,0,6,7,11,5,3,0,26,0,0,4,0,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,18
LGA40430,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,11,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,8,0,0,4,6,3,3,0,0,19,0,0,0,3,7,0,0,0,9,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3
LGA40520,38,0,0,0,0,3,4,0,0,15,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,58,54,60,66,95,79,4,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,3,0,7,0,0,0,0,13,7,0,0,25,4,3,13,8,12,11,0,0,49,0,0,5,8,21,15,3,0,48,0,3,5,10,16,10,4,0,52,0,0,4,7,3,5,0,0,19,0,0,3,3,3,3,0,0,13,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,7
LGA40700,153,0,0,24,28,18,15,3,0,80,0,3,11,16,19,19,3,0,70,0,0,5,3,5,12,8,0,36,0,0,5,8,16,15,9,0,53,0,0,3,11,18,12,8,3,47,3,3,0,4,4,0,3,0,21,319,313,312,226,259,211,86,14,1733,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,16,3,3,0,0,3,0,0,0,12,3,7,4,3,0,0,0,0,12,0,7,3,0,0,3,0,0,17,0,0,3,3,3,3,0,0,17,0,0,8,6,7,4,0,0,35,0,3,9,4,6,12,3,0,38,0,0,8,0,8,4,0,0,30,0,0,3,4,0,3,0,0,13,0,0,3,7,3,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,11
LGA40910,77,0,0,4,10,4,4,0,0,23,0,0,7,11,5,12,3,0,38,0,0,3,3,0,5,3,0,19,0,0,3,4,3,3,0,3,16,0,0,0,0,3,0,0,0,3,4,0,0,0,0,3,0,0,12,274,184,185,127,181,117,34,15,1114,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,13,6,3,5,3,3,3,0,0,20,0,4,3,7,3,3,0,0,22,0,0,7,0,4,7,0,0,22,4,4,9,7,9,5,0,0,38,0,6,23,8,13,11,3,3,68,0,7,26,33,21,16,3,0,114,0,0,21,26,24,22,5,0,90,0,4,9,7,9,11,0,0,40,0,3,3,8,3,3,0,0,15,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,20
LGA41010,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,35,20,25,12,26,18,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,3,3,0,0,15,0,3,0,0,0,0,0,0,9,0,0,0,4,3,0,0,0,11,0,0,3,5,6,3,4,0,22,0,3,0,5,0,7,0,0,12,0,3,0,3,9,13,3,0,27,0,0,0,3,6,6,0,0,7,0,0,3,3,3,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA41060,384,0,3,42,59,54,30,3,0,188,0,0,15,28,33,39,4,3,122,0,0,3,15,19,13,4,0,66,0,0,9,24,21,13,4,0,76,0,0,7,13,3,8,3,0,34,22,17,13,4,11,3,3,0,72,950,876,755,658,774,541,126,14,4689,3,0,3,4,0,0,0,0,12,11,12,4,0,3,3,0,0,38,6,17,17,9,7,6,0,0,68,6,22,26,17,25,7,6,0,113,8,14,38,31,26,28,11,0,153,10,28,57,51,59,50,22,0,284,7,57,135,101,163,127,21,0,617,6,35,137,180,222,161,12,0,752,0,17,78,109,141,84,11,0,442,0,7,26,31,68,32,3,0,162,0,0,13,15,20,12,0,0,65,0,0,12,13,22,4,0,0,54,0,0,10,11,14,10,0,0,47,0,0,0,0,3,3,0,0,9,0,0,3,7,8,3,0,0,26,58
LGA41140,38,0,0,3,0,4,3,0,0,10,0,0,0,0,4,3,0,0,10,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,6,48,39,62,59,79,60,21,3,371,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,11,0,4,0,0,3,0,0,0,5,0,0,0,3,3,3,10,0,18,0,0,4,4,3,7,0,0,26,0,3,14,14,9,9,3,0,54,0,6,5,0,12,13,4,0,42,0,0,6,6,9,9,0,0,30,0,0,3,6,3,0,0,0,17,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3
LGA41190,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,9,7,3,0,0,46,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,3,0,3,0,4,3,3,0,0,17,0,0,0,0,3,3,0,0,8,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41330,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,7,6,6,0,0,55,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41560,36,0,0,5,0,7,0,0,0,13,0,0,0,0,9,0,0,0,12,0,0,0,0,4,4,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,3,16,134,72,90,91,107,76,12,6,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,3,0,0,10,4,0,0,0,0,6,3,0,10,3,0,7,3,8,3,3,0,19,0,4,0,3,3,12,5,0,22,0,7,8,7,13,10,3,0,47,0,3,7,12,14,9,4,0,52,0,0,4,15,9,16,0,0,40,0,0,3,7,3,3,0,0,19,0,0,0,0,6,0,3,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,9
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
LGA41830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,3,8,6,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,7,0,0,0,3,0,4,0,0,10,0,0,3,0,3,3,0,0,13,0,0,3,4,3,4,0,0,18,0,0,11,12,8,4,0,0,33,0,3,9,12,11,0,0,0,30,0,0,6,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,4,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42030,72,0,0,11,3,7,3,0,0,32,0,0,0,7,3,0,0,0,18,0,0,3,0,5,0,0,0,3,0,0,0,3,4,0,0,0,9,0,0,0,4,4,3,0,0,6,10,3,3,8,0,0,0,0,23,272,159,188,150,172,113,14,0,1079,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,5,0,0,3,3,3,5,0,0,22,0,0,0,4,0,0,3,0,12,0,0,0,3,0,5,0,0,15,0,3,3,7,4,9,7,0,25,0,4,11,10,8,7,3,0,44,0,3,16,14,18,12,0,0,59,0,0,10,12,6,7,3,0,37,0,0,4,4,7,3,0,0,24,0,0,0,4,3,4,0,0,12,0,0,0,0,5,0,0,0,9,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
LGA42110,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,8,9,14,17,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,0,0,3,0,0,3,6,6,9,0,0,19,0,0,0,0,3,4,0,0,11,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA42250,3,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,27,16,6,8,12,13,3,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,9,0,0,0,0,3,3,3,0,13,0,0,4,3,3,4,0,0,13,0,4,8,9,7,5,0,0,31,0,3,16,7,26,17,3,0,70,0,4,13,18,18,17,7,0,74,0,4,8,14,17,12,3,0,63,0,4,3,3,6,4,0,0,24,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
LGA42600,117,0,4,6,16,16,12,3,0,59,0,0,3,12,10,11,6,3,37,0,0,0,5,8,3,5,0,23,0,0,3,13,11,7,3,0,30,0,0,0,0,6,3,7,0,25,0,3,3,3,0,5,3,0,22,376,281,257,192,223,177,65,13,1579,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,20,9,0,4,0,0,0,0,0,13,6,6,0,0,0,0,0,0,15,3,3,0,4,4,0,6,0,22,0,7,4,3,5,13,0,0,30,0,9,10,3,8,3,0,0,31,0,0,9,3,6,4,3,0,35,0,0,3,3,4,6,0,0,26,0,0,0,4,0,4,0,0,9,0,0,0,3,6,3,0,0,9,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,28
