LGA_CODE_2016,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
LGA58260,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,30,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,5,0,0,3,0,8,3,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,3,0,23,3,0,0,0,0,3,0,0,0,0,0,0,48,5,3,3,0,60,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,8,8,3,0,0,0,10,7,0,0,0
LGA58330,0,0,0,8,9,0,0,0,0,13,3,0,0,0,0,8,7,0,0,3,0,11,25,3,4,0,0,33,13,0,0,3,0,17,10,0,9,0,0,21,4,0,3,3,0,14,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,96,9,21,15,0,142,20,0,0,0,0,20,14,0,0,0,0,16,8,0,0,0,0,11,14,0,0,0,0,18,13,0,6,0,0,17,14,3,0,0,0,23,17,0,6,3,0,27,17,0,3,3,0,24,23,4,5,4,0,35,14,0,3,0,0,21,10,0,13,3,0,26,0,0,4,3,0,10,0,0,0,3,0,3,176,5,47,23,0,246,14,0,3,5,0,25,3,0,0,0,0,4,292,19,71,37,3,419,7,0,0,0,0,8,22,0,0,0,0,28,20,0,3,0,0,24,25,3,0,0,0,30,17,7,5,0
LGA58400,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,4,0,0,0,0,7,3,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,5,3,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,3,8,0,0,32,3,0,0,0,0,7,0,0,0,0,0,0,44,8,7,4,0,68,0,0,0,0,0,0,3,0,0,0,0,9,3,0,0,0,0,5,3,0,0,0,0,3,0,0,4,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0
LGA58510,16,0,4,1035,933,28,16,3,3,991,640,18,14,4,3,678,649,32,12,9,5,707,699,48,29,3,0,777,738,39,21,3,7,801,603,26,14,4,0,649,327,14,11,4,7,367,90,9,4,0,0,102,13,3,0,0,0,15,5,4,0,0,0,4,6263,215,148,38,37,6696,321,0,0,3,0,325,699,0,3,4,4,713,599,9,14,4,0,626,657,22,25,8,3,716,582,15,38,14,3,647,603,27,29,7,3,671,488,21,38,8,0,559,415,16,22,8,0,464,383,12,24,4,3,421,292,15,15,11,3,339,140,13,13,9,0,180,39,3,9,4,0,53,12,0,0,0,0,13,5234,154,236,78,28,5735,513,13,4,3,4,538,172,10,4,5,15,204,12184,389,398,126,88,13180,201,0,0,0,0,201,1140,8,19,5,5,1182,2219,55,71,3,7,2357,2504,126,92,8,18,2744,1903,114,92,15
LGA58540,0,0,0,8,3,0,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,6,3,3,0,5,0,12,8,3,6,0,0,22,8,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,44,12,8,13,0,81,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,6,6,0,3,0,0,9,10,0,3,0,0,9,8,0,3,3,0,9,5,0,0,0,0,7,3,0,0,0,0,7,4,0,0,3,0,6,0,0,3,3,0,3,0,0,0,0,0,0,44,0,13,14,0,80,5,0,0,0,0,5,0,0,0,0,0,4,97,15,28,31,7,170,4,0,0,0,0,8,13,0,0,0,0,13,22,0,0,0,0,26,25,4,0,0,0,33,10,0,7,4
LGA58570,37,0,4,966,675,31,27,8,3,744,451,40,33,7,0,533,387,34,43,9,0,469,447,43,36,9,0,540,447,50,36,7,4,550,366,29,31,4,6,437,200,22,18,3,0,246,70,11,13,0,0,93,7,3,3,0,0,15,0,4,0,0,0,3,4489,301,279,39,24,5135,343,0,4,3,0,346,651,0,12,0,3,661,486,7,23,0,4,526,429,18,44,14,8,505,431,27,56,11,3,520,435,42,56,15,3,550,387,22,46,6,7,470,299,24,52,6,3,381,253,20,53,9,7,336,234,24,24,7,4,294,122,9,23,7,0,170,39,6,5,0,0,58,13,0,9,3,0,23,4112,208,404,92,41,4852,360,18,20,3,11,410,96,9,6,5,15,125,9051,530,709,140,91,10525,119,3,0,0,4,129,874,13,20,0,3,906,1728,49,76,3,8,1859,1609,137,92,13,9,1863,1256,196,92,11
LGA58610,0,0,0,4,6,0,5,0,0,12,7,0,0,0,0,13,14,0,3,3,0,23,9,0,0,4,0,15,12,0,3,3,0,20,11,4,0,3,0,17,12,0,0,0,0,16,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,78,12,16,16,0,123,15,0,0,0,0,15,6,0,0,0,0,3,5,0,0,0,0,5,8,0,0,3,0,9,12,3,4,0,0,23,16,3,0,0,0,19,21,0,0,0,0,22,8,0,0,0,0,16,8,0,0,3,0,14,17,0,3,0,0,16,3,0,3,0,0,10,4,0,0,0,0,3,3,0,0,0,0,3,130,12,14,11,3,168,11,3,6,0,3,19,5,0,0,0,0,6,216,30,38,24,5,313,6,0,0,0,0,12,27,0,0,0,0,27,22,3,0,0,0,29,28,3,10,0,0,40,23,7,8,0
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,3,0,4,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,13,8,3,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,10,7,3,3,0,25,0,0,0,0,0,4,0,0,0,0,0,0,23,9,9,12,3,62,5,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,4,4,4,0,0,0,11,11,0,0,0
LGA58760,48,4,6,1098,760,44,62,7,3,868,658,59,76,18,4,816,805,82,92,11,3,984,955,96,104,19,7,1176,814,68,102,18,6,1015,597,78,52,15,3,742,304,24,34,7,3,380,86,12,6,3,0,110,10,3,3,0,0,20,3,0,0,0,0,5,6941,499,594,108,39,8180,1444,3,8,8,8,1472,961,4,32,15,0,1008,703,18,88,28,5,844,824,60,184,44,8,1119,886,78,189,37,3,1191,1054,94,191,39,14,1388,993,70,191,48,0,1303,792,63,126,36,4,1021,610,58,105,33,8,809,422,40,71,23,3,562,173,27,47,8,3,258,38,11,18,10,3,73,13,3,9,3,0,31,8911,530,1244,326,69,11078,618,30,52,12,6,718,239,11,25,25,33,328,16718,1066,1910,465,143,20304,586,3,3,3,3,590,2232,30,79,0,17,2361,2916,132,215,9,15,3288,2621,264,269,16,25,3194,2236,345,297,28
LGA58820,0,0,0,35,22,0,0,0,0,29,26,0,0,0,0,21,36,0,0,0,0,37,42,0,0,0,0,45,21,4,3,0,0,32,19,0,4,4,0,30,9,0,3,0,0,13,3,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,229,12,16,15,5,271,16,0,0,0,0,16,11,0,0,0,0,13,11,0,0,0,0,15,22,0,0,0,0,26,23,0,0,0,0,22,34,0,3,0,0,35,20,0,0,0,0,25,12,0,0,0,0,21,16,0,7,0,0,26,18,0,3,0,0,26,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,199,12,25,9,3,243,30,0,0,0,0,32,12,0,3,0,0,13,463,25,47,19,6,553,31,0,0,0,0,31,81,0,0,0,3,83,122,0,3,0,0,125,133,7,3,4,3,148,145,8,3,0
LGA58890,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,3,0,4,0,10,3,0,3,3,0,9,4,0,3,7,0,12,0,0,3,3,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,32,4,10,15,0,60,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,0,0,10,7,0,0,0,0,12,0,0,3,0,0,8,4,3,4,3,0,12,8,0,0,0,0,7,10,0,0,3,0,13,3,0,5,0,0,6,0,0,3,0,0,8,0,0,0,0,0,3,0,0,3,0,0,0,42,10,24,11,0,86,5,0,0,0,0,8,0,0,0,3,0,5,81,13,32,34,0,158,6,0,0,0,0,6,14,0,3,0,0,17,7,0,0,0,0,9,13,3,0,0,0,16,4,3,4,0
LGA59030,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,4,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,8,3,0,0,0,0,3,3,0,0,0,0,4,42,3,4,8,0,59,0,0,0,0,0,0,15,0,0,0,0,15,20,0,0,0,0,23,25,0,0,3,0,33,27,0,0,0
LGA59090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,6,0,0,5,0,0,9,3,4,0,0,0,11,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,8,6,5,0,42,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,10,4,0,3,0,0,6,3,0,0,3,0,7,5,0,0,3,0,6,5,3,5,0,0,8,9,0,0,3,0,12,3,0,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,45,3,9,13,3,70,3,0,0,0,0,6,3,0,0,0,0,3,67,12,20,17,3,122,3,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,15,10,4,0,3,0,18,5,3,10,3
LGA59170,0,0,0,4,9,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,10,3,3,0,0,0,8,3,0,3,0,0,7,6,3,5,4,0,15,0,0,0,3,0,5,0,0,0,3,0,6,0,0,0,0,0,5,0,0,0,0,0,0,32,10,21,9,0,72,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,7,0,0,4,0,10,5,0,0,4,0,14,8,0,0,0,0,12,10,0,0,0,0,10,5,0,0,0,0,13,6,0,0,0,0,12,10,0,0,0,0,10,6,0,0,0,0,6,0,0,3,0,0,5,0,0,0,3,0,3,68,5,17,10,0,96,3,0,3,0,0,7,0,0,0,3,0,3,106,15,39,23,0,183,9,0,0,0,0,16,22,0,0,0,0,22,18,0,3,0,0,21,22,9,7,0,0,36,8,3,6,0
LGA59250,0,0,0,27,11,0,0,0,0,11,7,0,0,0,0,9,11,0,0,0,0,11,9,0,0,0,0,9,3,0,0,0,0,3,9,0,0,0,0,9,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,3,0,0,102,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,8,3,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,3,0,39,17,0,0,0,0,17,0,0,0,0,0,0,151,0,6,3,0,160,4,0,0,0,0,4,35,0,0,0,0,35,100,0,0,0,0,100,95,0,0,0,0,95,80,4,3,0
LGA59310,0,0,0,9,13,0,0,0,0,13,6,0,0,0,0,9,13,0,3,0,0,19,3,5,0,3,0,10,14,0,5,0,0,20,16,0,3,0,0,22,10,5,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,92,11,13,6,6,131,6,0,0,0,0,6,3,0,0,0,0,7,4,0,0,0,0,7,25,0,0,0,0,24,13,0,0,0,0,16,11,0,0,0,0,14,17,0,0,0,0,18,14,0,0,0,0,14,9,0,0,0,0,12,10,0,3,0,0,18,3,0,0,3,0,9,0,0,0,3,0,3,0,0,0,0,0,0,118,12,8,9,0,147,10,0,0,0,0,18,3,0,3,0,0,11,227,25,25,15,5,302,14,0,0,0,0,14,33,3,0,0,0,35,29,8,0,0,0,31,41,0,3,0,0,52,27,8,4,0
LGA59320,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,11,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,3,4,25,10,3,0,0,0,8,0,0,0,0,0,6,33,7,11,14,3,71,0,0,0,0,0,3,0,0,3,0,0,4,8,0,6,0,0,12,3,0,0,0,0,9,8,0,3,0
LGA59330,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,8,4,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,3,3,7,0,37,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,3,0,7,4,0,0,0,0,3,8,0,0,0,0,5,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,3,0,3,33,8,0,6,0,52,4,0,0,0,0,7,0,0,0,0,0,3,67,12,10,10,0,94,0,0,0,0,0,0,3,0,0,0,0,10,7,0,0,0,0,14,9,3,0,0,0,15,4,0,0,0
LGA59340,0,0,0,116,95,5,3,0,0,101,66,4,0,0,0,73,70,4,3,3,0,87,79,8,6,0,0,88,81,3,7,0,0,91,70,3,4,5,0,78,40,0,0,0,0,40,8,0,0,0,0,15,5,0,0,4,0,4,0,0,0,0,0,3,686,32,30,12,5,760,23,0,0,0,0,23,22,0,0,0,0,22,23,0,0,0,0,24,29,3,5,0,0,37,37,0,3,0,0,38,40,3,0,0,0,48,29,0,0,0,0,36,26,4,0,0,0,30,39,0,4,0,0,42,22,0,0,0,0,24,6,0,0,0,0,10,5,0,0,0,0,3,0,0,0,0,0,0,296,12,18,5,4,340,62,0,4,0,4,72,20,0,0,0,0,19,1060,40,48,26,15,1190,41,0,0,0,0,41,112,0,4,0,0,120,255,3,7,0,0,266,270,18,13,3,0,297,214,16,5,3
LGA59350,0,0,0,12,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,7,10,0,0,0,0,10,13,0,0,0,0,13,3,0,0,0,0,3,9,0,0,0,0,10,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,71,4,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,7,0,37,11,0,0,0,0,12,3,0,0,0,0,5,109,0,4,7,4,126,4,0,0,0,0,4,21,0,0,0,0,23,50,0,0,0,0,50,45,0,0,0,0,51,35,0,0,0
LGA59360,0,0,0,31,15,0,0,0,0,15,15,0,3,0,3,19,13,0,5,0,0,15,14,0,3,0,0,14,19,0,4,0,0,24,13,0,0,0,0,19,10,0,0,0,0,12,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,133,3,14,7,6,163,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,11,8,0,0,0,0,8,4,0,0,0,0,4,9,0,0,0,0,12,10,0,0,0,0,16,11,0,0,3,0,19,11,0,0,0,0,10,9,0,0,0,0,9,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,80,5,5,8,0,100,11,0,0,0,0,12,5,0,0,0,3,6,235,5,16,16,12,284,11,0,0,0,0,13,41,0,0,0,0,42,109,0,0,3,0,111,125,3,0,3,0,127,95,3,6,0
LGA59370,0,0,0,17,14,0,0,0,0,14,12,3,0,0,0,16,9,0,4,0,0,9,27,3,4,0,0,36,22,5,0,0,0,30,13,3,6,4,0,25,7,3,4,0,0,18,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,136,21,29,11,3,204,16,0,0,0,0,20,16,0,0,0,0,16,11,0,0,0,0,9,24,0,3,0,0,27,22,0,3,5,0,33,25,0,5,0,0,32,33,0,0,0,0,34,33,0,0,3,0,34,32,3,6,0,0,43,20,0,4,5,0,33,9,0,0,7,0,20,4,0,0,0,0,4,0,0,3,0,0,3,254,8,27,22,0,310,7,0,3,0,7,13,4,0,0,0,0,4,407,34,58,35,6,537,15,0,0,0,0,15,38,0,0,0,5,45,26,0,3,3,0,34,32,5,8,0,0,45,35,7,11,5
LGA59499,48,3,5,567,381,14,59,5,6,467,245,19,52,11,3,329,304,38,74,9,6,428,335,42,128,5,4,519,298,41,85,9,3,429,243,23,67,3,7,344,113,11,44,4,9,177,30,5,3,3,0,42,6,0,4,0,0,13,3,0,3,0,0,8,2828,205,604,51,46,3738,266,0,38,6,3,313,549,11,113,7,7,693,464,14,191,10,7,690,451,23,244,16,3,739,490,44,291,27,6,861,564,32,339,17,15,966,603,47,363,21,11,1044,623,33,319,19,7,995,562,21,252,14,20,870,414,17,180,10,8,639,193,4,93,6,3,302,54,4,24,3,0,87,14,3,12,4,0,31,5259,255,2460,161,95,8236,732,47,128,39,31,978,228,4,46,22,58,362,9054,519,3234,279,230,13312,900,8,33,0,9,951,2537,76,335,3,27,2982,3186,249,824,13,37,4302,2653,401,1023,14,42,4134,2061,466,927,23
LGA59799,0,0,0,8,8,0,0,0,0,8,9,0,0,0,0,10,7,0,0,0,0,7,4,0,0,0,0,4,12,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,3,8,91,0,3,3,3,99,3,0,0,0,0,9,37,0,0,0,0,37,129,0,5,0,0,131,200,3,4,0,0,199,186,0,0,0
