LGA_CODE_2016,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
LGA15990,61,123,55,34,28,4,0,305,18,15,15,17,0,0,0,61,3,0,9,13,6,3,0,33,79,143,77,58,36,8,0,395,172,728,2172,2369,1604,946,247,8241,2184,1366,1287,1114,1085,537,90,7662,149,141,125,156,115,50,34,765,13537,17715,18770,19415,13553,4486,740,88217
LGA16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,39,46,67,21,210,33,24,38,26,54,25,0,206,3,9,0,6,4,4,0,36,259,347,410,476,437,235,32,2190
LGA16150,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,4,7,4,0,0,0,16,8,98,163,146,161,85,18,683,392,461,336,286,298,102,17,1901,38,32,25,42,17,18,14,192,2883,3979,4097,4094,3068,749,108,18974
LGA16200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,13,49,71,109,124,87,30,471,110,104,82,104,116,40,8,554,13,9,9,15,14,5,4,70,838,1018,1083,1273,1028,312,83,5634
LGA16260,197,261,200,137,107,24,0,932,10,8,8,5,7,0,0,42,3,4,4,3,0,0,0,17,211,280,215,155,120,27,0,992,103,695,1109,873,670,299,67,3826,1974,2657,2189,1577,1518,452,50,10418,228,350,248,227,156,59,26,1298,16044,34640,32957,29131,19828,4188,407,137198
LGA16350,51,28,28,26,26,0,0,156,0,0,0,0,0,0,0,3,4,5,0,4,0,0,0,16,52,35,23,32,23,4,0,169,90,454,714,656,532,228,34,2714,1687,1401,1105,919,950,273,34,6369,128,148,99,116,68,30,16,602,11643,14586,14727,14462,10607,2288,220,68524
LGA16380,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,13,5,6,3,3,0,0,0,15,37,135,313,388,389,242,81,1593,623,481,461,507,555,164,16,2802,54,43,46,56,45,25,16,290,3699,4457,5645,6857,5423,1267,192,27531
LGA16400,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,3,0,0,0,8,3,6,3,3,0,0,0,18,17,137,280,327,287,174,43,1261,638,547,488,486,453,118,18,2737,42,49,28,51,50,20,7,244,4020,5300,5465,5880,4161,892,133,25849
LGA16490,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,8,20,103,187,244,233,164,46,1000,356,221,214,217,205,78,13,1293,35,34,26,27,23,3,7,150,2403,3078,2953,3182,2295,674,134,14713
LGA16550,78,135,87,68,67,15,0,443,5,11,3,5,0,0,0,33,0,0,0,3,0,0,0,4,81,149,89,80,64,15,0,481,113,366,762,729,529,236,65,2789,854,956,813,611,575,201,24,4041,105,98,78,77,64,28,18,461,6052,11530,10583,9781,6947,1894,257,47040
LGA16610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,70,96,116,76,37,457,169,114,98,118,153,44,10,697,8,11,18,21,24,10,8,99,1012,1034,1303,1606,1486,376,85,6912
LGA16650,23,33,23,12,17,3,0,118,4,0,0,0,0,0,0,8,0,3,0,0,0,0,0,5,29,42,30,19,17,3,0,129,47,222,353,275,228,98,26,1244,465,498,523,427,376,137,9,2435,69,74,43,41,39,13,7,288,3629,6245,5863,5776,4001,1009,123,26641
LGA16700,102,172,145,143,70,5,0,639,4,14,11,0,4,0,0,41,0,7,9,6,5,0,0,25,109,190,165,153,82,9,0,704,83,470,1020,846,528,188,47,3192,1430,1445,1272,769,709,252,43,5917,115,145,138,119,84,38,23,666,9927,21048,22534,18198,10725,2299,302,85034
LGA16900,9,3,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,5,4,0,3,0,0,23,13,122,229,188,132,63,10,763,564,401,368,356,280,59,7,2036,26,32,23,27,20,10,6,143,3458,3342,3639,3756,2519,429,58,17200
LGA16950,4,0,4,6,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,5,3,9,3,3,0,0,20,33,209,376,483,516,313,80,2008,876,651,631,708,755,226,20,3872,101,69,53,80,85,34,28,451,5216,6074,6676,7820,6569,1533,206,34092
LGA17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,3,50,52,94,101,114,101,24,534,274,489,512,357,263,54,8,1961,23,32,36,35,28,11,3,166,2175,3641,3775,3356,2066,432,68,15517
LGA17040,20,8,0,0,3,0,0,31,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,6,22,9,3,6,3,0,0,43,32,73,127,200,202,153,59,844,197,190,135,151,201,66,14,945,25,8,27,21,20,15,9,123,1786,1823,1657,2094,1663,593,135,9757
LGA17080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,7,14,33,60,70,116,116,49,464,92,102,91,107,115,41,4,559,12,17,15,15,16,19,8,98,680,965,1135,1359,1244,386,93,5865
LGA17100,35,42,8,26,15,0,0,132,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,35,46,8,28,15,0,0,141,23,70,148,164,114,54,28,605,283,323,253,260,241,72,12,1448,38,53,42,28,26,12,4,205,2739,5029,4910,4950,3455,774,117,21971
LGA17150,70,56,20,18,11,3,0,178,0,3,0,0,0,0,0,4,3,0,7,3,0,0,0,19,69,61,33,15,17,3,0,199,99,490,1186,1111,910,501,89,4390,2266,1255,1063,864,971,382,45,6846,129,130,98,109,67,30,21,588,12560,13412,13636,13997,10607,2929,361,67504
LGA17200,953,1991,1495,956,593,113,7,6113,40,135,129,95,45,8,3,446,11,37,62,50,17,3,0,176,1001,2166,1681,1096,656,123,10,6730,296,2364,3619,2536,1423,625,111,10971,5355,9788,8233,4014,3260,1271,218,32135,701,1159,815,600,439,189,91,3990,54778,166662,130681,87265,47502,11141,1364,499390
LGA17310,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,12,0,0,4,3,3,0,0,14,35,141,211,314,373,269,85,1438,492,464,386,368,395,143,25,2275,64,42,45,42,50,23,18,284,3714,5100,4959,5507,4403,1210,235,25123
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,43,61,85,45,9,273,35,39,36,44,52,12,4,216,12,3,3,8,5,3,0,40,307,365,427,564,475,159,33,2331
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,7,15,48,72,109,96,32,385,24,18,28,42,57,10,4,183,4,5,11,6,8,10,0,42,207,251,379,449,571,221,59,2148
LGA17420,25,56,34,17,8,3,0,142,8,5,3,4,0,0,0,20,5,3,3,3,0,0,0,20,33,62,38,26,12,6,0,177,133,470,1219,1211,974,518,119,4643,1888,1056,1026,774,733,300,28,5807,135,134,96,109,85,33,18,616,11667,14357,15550,14316,9478,2651,334,68355
LGA17550,3,6,0,3,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,9,3,4,3,8,3,0,0,23,48,228,548,531,532,263,80,2227,551,493,468,526,593,180,30,2840,67,56,77,72,58,19,11,365,3564,4477,5513,6421,5495,1309,221,26997
LGA17620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,43,88,88,133,91,54,509,97,92,71,70,106,30,14,479,9,13,16,10,21,0,8,75,713,974,941,1042,932,310,108,5018
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,27,34,54,113,99,33,362,32,30,29,39,38,12,0,173,3,3,0,5,3,0,0,12,193,281,281,388,394,203,60,1807
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,33,46,65,57,20,240,18,24,14,9,24,7,4,97,0,0,7,0,4,0,0,16,112,193,217,290,256,112,38,1227
LGA17750,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,0,3,0,0,0,8,4,0,9,3,3,0,0,17,74,147,251,267,270,179,68,1254,700,637,461,378,411,138,14,2731,93,55,33,48,43,24,16,316,5934,6620,6051,6026,4674,1121,197,30629
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,49,50,82,75,14,301,17,12,13,17,28,10,4,104,5,3,4,9,3,4,3,29,147,163,235,310,299,177,42,1372
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,33,60,60,50,19,251,13,35,29,21,26,20,3,145,6,3,7,10,8,7,3,37,209,401,373,458,435,182,40,2102
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,13,42,43,25,17,146,14,16,13,12,15,6,3,74,0,3,3,0,0,3,3,16,97,209,193,243,213,92,36,1091
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,66,95,129,94,45,464,33,47,32,48,59,22,7,251,4,3,5,7,9,4,3,50,268,409,543,732,683,282,101,3015
LGA18050,37,68,40,30,15,7,0,198,0,4,3,0,0,0,0,8,0,3,3,0,0,0,0,9,43,77,41,34,14,7,0,209,51,330,579,535,302,180,49,2026,672,576,335,204,207,120,19,2135,51,57,45,28,15,16,10,216,4280,7021,5017,4083,2643,1122,193,24359
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,35,57,91,65,19,285,16,16,17,16,12,15,0,95,4,8,3,5,0,3,0,19,98,148,236,276,298,145,40,1243
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,24,38,54,69,53,16,271,26,34,41,52,47,12,3,228,14,10,6,10,11,3,3,50,280,443,537,653,628,174,35,2744
LGA18230,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,3,6,4,3,0,0,0,19,23,125,156,185,234,162,70,952,427,481,315,280,294,99,14,1911,51,37,30,49,46,12,14,241,3336,4632,4275,4625,3630,1005,208,21715
LGA18250,113,138,104,75,47,8,3,491,6,6,6,0,0,0,0,15,0,3,3,0,0,0,0,6,115,144,116,77,54,8,3,518,74,294,669,642,455,236,54,2419,1177,1230,954,633,593,256,36,4882,99,121,80,63,54,25,14,462,7774,16056,13992,11503,7637,2207,295,59466
LGA18350,7,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,3,0,3,5,0,0,18,23,106,317,377,442,334,112,1712,499,295,248,293,300,174,33,1847,35,25,34,37,37,25,9,195,2805,2863,3221,4123,3329,1277,253,17876
LGA18400,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,6,5,0,0,0,0,0,10,40,155,275,283,245,107,29,1135,226,227,241,178,216,40,9,1134,24,10,30,32,11,11,3,127,1693,2145,2517,2420,1801,428,76,11076
LGA18450,34,25,26,20,7,0,0,104,6,8,6,5,0,0,0,18,6,3,3,4,0,0,0,14,41,35,33,25,4,0,0,138,96,425,798,738,556,294,46,2955,2067,1737,1498,1320,1294,353,37,8304,158,126,120,145,103,38,37,726,13037,15668,16905,17639,12233,2382,280,78143
LGA18500,33,54,27,23,19,7,0,166,3,6,0,0,3,0,0,12,0,0,0,0,0,0,0,5,37,62,28,24,25,4,0,180,47,206,422,505,452,378,130,2125,377,371,287,172,198,136,17,1566,39,50,36,31,33,12,13,216,2764,5257,3995,3602,2795,1355,320,20092
LGA18710,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,10,3,34,82,104,131,99,38,495,59,61,61,64,46,28,3,324,7,6,10,8,7,0,0,42,429,593,665,750,640,280,67,3423
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,3,0,3,0,0,0,7,6,24,27,33,35,18,4,141,14,16,19,10,16,10,0,78,0,4,3,0,8,0,0,19,106,147,168,169,168,73,10,846
LGA19499,142,116,93,72,45,12,4,490,5,13,7,7,0,0,0,33,8,15,7,9,10,0,0,54,161,146,107,92,60,15,3,580,125,447,613,589,453,160,44,2428,1987,2248,2256,2500,2559,972,136,12665,339,378,313,374,279,128,85,1901,19974,29918,30659,32366,23834,5924,688,143362
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,7,3,0,0,21,0,0,0,0,0,0,0,0,10,17,17,24,12,3,0,90
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,29,78,105,132,81,33,465,123,77,95,128,123,45,7,600,8,4,11,8,11,14,9,65,594,578,855,1166,1065,303,63,4617
LGA20260,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,31,66,62,122,70,27,379,129,90,74,102,110,49,8,558,6,8,6,12,8,4,8,62,638,816,899,1148,981,302,83,4865
LGA20570,8,4,7,6,5,0,0,37,4,0,0,4,0,0,0,13,0,5,0,0,0,0,0,9,16,14,13,7,7,0,0,56,33,234,388,413,359,183,30,1644,1277,1174,931,838,812,245,28,5305,129,71,65,94,69,34,22,477,7616,9220,9442,9980,7445,1576,203,45492
LGA20660,18,31,15,13,13,7,0,98,0,9,0,3,0,0,0,10,3,9,3,0,0,0,0,17,18,41,25,10,15,7,0,124,45,218,585,550,496,243,52,2185,1076,963,899,747,715,224,29,4656,56,67,70,56,52,13,18,331,5893,8774,8400,8935,6845,1715,206,40759
LGA20740,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,17,65,122,198,201,153,50,805,317,269,226,266,301,82,18,1472,32,20,25,20,30,18,9,155,1350,1655,1922,2341,2091,595,131,10097
LGA20830,6,10,10,8,7,0,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,9,9,10,8,7,0,0,41,25,142,239,303,330,273,92,1407,460,383,296,277,270,105,23,1813,37,18,27,34,32,12,7,168,2702,3198,3164,3538,2748,850,196,16390
LGA20910,35,58,23,18,16,3,0,140,4,0,0,0,0,0,0,4,0,0,0,4,0,3,0,9,37,54,25,18,20,3,0,161,69,199,660,950,775,410,93,3154,815,501,488,392,385,175,23,2789,35,52,26,33,36,17,14,217,4406,5894,5786,6764,4753,1682,247,29534
LGA21010,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,32,38,69,113,94,29,385,112,76,89,121,131,40,11,581,12,7,5,14,12,14,0,63,669,732,855,1178,1129,351,70,4981
LGA21110,123,172,101,59,40,23,6,518,7,3,0,3,3,0,0,17,3,11,8,3,13,0,0,35,134,190,114,60,56,20,6,575,147,421,1063,1350,1103,725,152,4962,1685,1341,1185,882,848,428,76,6447,101,113,93,101,58,41,14,520,9811,17376,15295,15013,10588,3514,510,72106
LGA21180,53,72,21,15,16,3,0,183,3,7,0,3,0,0,0,13,5,3,0,3,0,0,0,18,60,82,28,26,16,8,0,211,65,275,485,455,300,115,16,1704,1287,1065,964,801,755,183,20,5067,149,161,150,139,108,36,17,765,9131,15574,15206,14614,9565,1830,181,66102
LGA21270,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,36,79,99,58,22,311,41,37,31,44,57,17,5,236,3,0,3,3,6,3,4,23,251,311,377,568,598,184,48,2345
LGA21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,42,97,180,301,340,164,64,1192,387,290,261,307,338,81,11,1676,47,25,41,39,42,22,17,236,2233,2520,2863,3645,3096,796,179,15338
LGA21450,16,13,6,10,4,0,0,46,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,20,16,6,5,5,0,0,56,41,272,503,485,380,201,85,1959,752,455,373,323,321,100,7,2332,62,45,37,40,32,17,6,243,4378,4926,4853,4959,3395,894,177,23576
LGA21610,36,32,23,20,6,0,0,110,3,0,0,0,0,0,0,12,3,3,3,0,0,0,0,7,41,34,24,19,11,0,0,131,144,643,1213,1032,719,296,70,4118,1826,1247,1063,833,752,224,28,5985,108,120,127,113,97,39,22,627,10934,13879,13537,13440,8684,1866,232,62565
LGA21670,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,27,45,67,34,16,212,108,82,84,101,100,31,8,510,14,11,11,6,3,8,0,56,604,634,725,1023,852,214,45,4102
LGA21750,11,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,9,5,0,0,0,0,21,16,69,111,130,167,137,42,673,249,196,142,161,214,70,6,1036,19,22,18,26,13,7,3,107,1392,1845,1755,2010,1649,509,106,9265
LGA21830,3,0,0,0,3,0,0,10,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,16,34,68,164,208,255,168,49,946,209,127,105,130,132,68,10,769,18,11,12,24,6,6,3,85,977,1104,1229,1623,1280,453,87,6758
LGA21890,40,85,42,29,17,3,0,223,6,4,4,3,0,0,0,21,6,9,0,0,0,0,0,16,50,95,51,36,25,3,0,255,59,413,677,611,400,127,16,2303,1207,1072,898,611,574,186,23,4568,95,118,78,96,76,31,13,496,7356,11781,10686,10597,7219,1584,197,49419
LGA22110,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,8,7,0,3,3,3,0,0,12,18,104,148,215,315,258,82,1132,336,288,289,359,463,155,30,1923,43,24,26,40,63,31,12,233,1997,2453,2775,3663,3495,1069,230,15681
LGA22170,10,19,10,10,4,0,0,60,3,3,0,0,0,0,0,7,0,3,0,0,3,0,0,7,14,24,15,6,9,0,0,70,43,289,527,537,422,208,34,2066,1031,791,718,589,623,203,19,3980,77,78,56,74,62,32,11,387,6395,8488,8535,9155,6429,1539,182,40714
LGA22250,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,13,45,79,107,101,79,35,467,82,66,67,86,83,43,3,437,11,12,9,3,13,8,5,58,522,636,743,966,865,308,69,4106
LGA22310,71,96,46,29,31,4,0,280,3,4,0,4,0,0,0,5,3,0,8,3,3,0,0,14,71,104,51,32,31,7,0,305,79,399,773,851,678,362,72,3213,921,721,627,480,479,228,33,3487,58,59,48,56,45,27,19,318,5365,8614,7923,7972,5891,1921,288,37975
LGA22410,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,17,40,95,131,168,135,46,625,187,129,124,180,187,41,11,864,23,21,13,12,12,13,4,102,1033,1148,1351,1815,1465,454,113,7374
LGA22490,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,54,106,137,119,99,31,558,71,76,55,68,61,16,10,351,10,4,7,15,5,5,4,53,440,614,707,776,579,252,53,3421
LGA22620,3,8,5,5,7,0,0,25,6,4,0,0,0,0,0,9,0,3,0,0,0,0,0,12,5,16,10,8,9,0,0,42,50,190,398,432,438,236,56,1810,1335,1088,894,835,791,247,25,5213,100,54,61,71,75,37,22,419,7508,9208,9040,9820,7612,1605,241,45035
LGA22670,56,67,45,36,16,7,0,237,5,0,3,0,0,0,0,16,0,6,5,3,0,0,0,20,62,74,54,47,21,11,0,263,54,314,393,409,274,118,25,1582,1248,1368,1280,1061,961,331,31,6286,150,194,189,182,109,66,38,917,10894,21593,22683,23633,15592,3216,294,97913
LGA22750,27,26,10,14,14,0,0,100,11,6,5,3,3,0,0,22,6,3,4,6,0,0,0,19,44,40,23,20,16,0,0,146,104,489,939,884,818,404,87,3725,2728,2130,2049,1603,1669,464,63,10709,197,173,156,179,137,56,32,936,15120,20043,20435,20895,15472,3262,417,95635
LGA22830,9,3,0,0,0,0,0,16,0,0,0,0,0,0,0,6,0,3,3,3,0,0,0,7,9,5,4,3,0,0,0,22,44,157,234,303,325,183,69,1319,618,541,509,475,489,133,20,2784,64,54,61,64,44,30,15,327,4031,5589,5696,6290,4850,1182,225,27867
LGA22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,12,36,87,143,179,133,26,608,137,100,117,112,153,45,5,665,6,14,12,19,11,3,0,57,572,675,903,1099,1055,321,56,4688
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,28,56,76,57,19,265,34,30,26,43,60,19,6,216,4,7,0,5,3,3,7,30,256,330,354,514,513,153,48,2171
LGA23110,30,26,19,15,11,4,0,92,8,6,0,0,0,0,0,9,0,0,3,4,0,0,0,14,36,33,21,19,10,4,0,115,39,197,382,404,259,85,10,1383,604,576,530,432,460,110,12,2723,59,80,72,61,48,12,11,350,4112,7681,8103,8418,5722,1054,101,35197
LGA23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,4,15,42,98,113,132,67,32,498,218,204,144,160,195,60,9,984,25,19,10,22,17,11,10,109,1435,1706,1675,1969,1698,413,90,8991
LGA23270,56,76,49,17,22,4,0,223,9,4,3,3,0,0,0,16,3,3,4,9,0,0,0,20,68,79,59,27,20,4,0,257,88,428,586,536,350,137,19,2135,1467,1653,1559,1376,1048,242,32,7366,188,220,182,203,125,42,28,984,11763,21428,20943,20858,12787,2198,239,90209
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,80,114,142,117,33,531,129,78,89,102,147,51,6,606,10,15,7,16,15,3,6,71,543,604,868,1194,1138,370,76,4795
LGA23430,73,97,42,21,11,4,0,243,5,3,0,0,0,0,0,9,7,7,3,3,4,0,0,22,80,105,42,27,17,4,0,274,65,359,771,747,517,258,58,2775,1905,1083,1002,834,767,301,39,5927,106,121,111,94,72,30,17,550,10630,15544,15749,16695,11311,2915,355,73211
LGA23670,47,48,18,22,5,0,0,145,12,3,5,3,0,0,0,18,0,4,6,3,0,0,0,13,54,54,33,26,5,0,0,180,61,332,674,701,577,238,48,2627,1668,1125,975,873,888,294,34,5859,104,112,98,107,77,33,21,556,10142,13665,14122,15382,10765,2470,288,66838
LGA23810,4,8,4,3,5,0,0,26,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,8,4,4,5,0,0,27,29,99,168,145,188,113,50,789,734,657,528,606,646,167,21,3362,73,40,54,61,70,29,11,339,4293,5680,5607,6279,4949,1058,164,28046
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,4,16,30,67,108,161,92,25,495,44,17,31,51,64,20,8,234,8,7,5,22,6,3,6,47,253,328,458,632,661,244,69,2643
LGA24130,4,5,3,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,3,3,0,0,28,36,108,291,357,306,210,52,1365,491,250,278,285,263,107,12,1685,42,27,21,35,25,12,3,166,2231,2113,2490,3138,2297,784,106,13147
LGA24210,35,30,10,0,3,0,0,84,10,3,0,0,0,0,0,16,3,0,0,0,0,0,0,5,48,34,14,3,3,3,0,108,62,291,565,753,587,335,106,2697,1100,596,448,454,423,189,26,3238,49,41,38,40,27,13,4,218,5639,6006,5331,6250,4416,1418,271,29330
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,62,64,103,68,19,337,61,54,66,69,85,48,6,394,13,7,6,15,14,3,0,48,402,426,598,731,741,262,49,3214
LGA24330,82,77,44,42,20,3,0,268,3,0,0,0,0,0,0,11,0,7,0,3,0,0,0,10,86,89,47,45,23,3,0,286,29,230,419,313,172,44,12,1222,990,788,685,473,409,127,13,3490,70,94,74,80,58,17,6,395,5997,9207,8296,7751,5250,1068,97,37665
