LGA_CODE_2016,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,29,21,20,11,121,10,23,14,23,22,6,4,111,0,0,3,3,6,3,0,24,115,179,242,253,241,94,28,1157
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,7,3,34,4,0,5,3,6,3,0,22,0,0,0,0,0,0,0,4,30,50,46,62,53,16,5,255
LGA55740,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,17,48,65,46,42,10,236,54,47,27,32,38,11,8,210,4,3,4,3,0,0,0,20,370,544,420,542,373,127,26,2397
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,13,9,12,3,0,0,37,0,0,3,0,0,0,0,4,15,46,59,50,37,10,0,213
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,20,8,10,5,66,0,0,6,6,7,0,0,21,0,0,0,0,0,0,0,0,18,41,55,73,58,21,11,278
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,7,11,3,43,0,3,4,0,6,0,0,18,0,0,0,0,0,0,0,3,20,50,53,45,53,21,8,255
LGA56090,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,16,16,77,172,249,214,102,31,859,187,120,145,155,163,59,9,840,31,15,20,27,15,16,0,119,1289,1472,1718,2112,1647,486,69,8788
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,7,6,7,0,40
LGA56230,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,12,32,71,83,83,60,20,360,87,110,118,181,141,23,4,662,13,3,5,14,9,6,3,53,673,852,1157,1430,1026,235,46,5415
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,16,25,22,4,84,5,0,5,14,7,6,3,52,0,0,0,3,0,3,0,11,41,41,73,117,123,60,10,470
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,13,16,10,8,76,4,8,5,7,17,0,0,43,0,0,0,0,0,0,0,3,35,93,45,84,96,30,11,395
LGA56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,32,23,22,4,122,31,52,43,37,52,15,0,225,6,7,3,11,3,3,3,39,287,388,425,562,500,148,26,2339
LGA56580,12,35,41,34,32,0,0,152,0,4,0,0,3,0,0,5,0,4,0,5,0,0,0,4,11,44,43,35,32,0,0,167,24,53,141,212,176,125,33,758,304,583,444,378,357,139,17,2222,23,43,36,27,21,12,5,168,2150,5226,4302,4306,3340,926,116,20379
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,3,0,0,18,0,3,0,0,0,0,0,6,27,56,56,49,30,11,0,231
LGA56730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,19,43,45,64,38,16,235,58,71,61,80,104,32,4,416,8,9,0,10,11,5,3,46,526,716,795,1030,1003,254,33,4361
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,52,49,19,6,152,9,6,14,26,11,10,0,75,3,3,3,4,0,0,0,10,63,119,154,216,181,57,12,811
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,17,17,25,3,0,71
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,17,18,14,3,71,44,23,15,17,12,9,3,123,0,0,0,0,0,0,0,6,246,258,191,219,155,54,16,1130
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,12,9,4,3,34,8,33,27,30,18,3,0,116,3,15,8,11,4,0,0,48,56,227,189,198,140,26,3,846
LGA57080,308,683,574,464,254,31,4,2319,24,34,30,11,8,0,0,107,0,16,12,11,3,0,0,38,330,737,611,488,266,36,4,2464,55,312,455,324,200,105,25,1473,1487,3315,2783,1785,1379,381,30,11151,171,330,251,215,147,48,25,1191,12031,37328,32950,26661,15880,3132,279,128253
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,13,16,10,0,68,3,3,7,0,3,3,0,21,0,0,0,0,0,0,0,4,19,48,53,81,87,37,4,340
LGA57210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,25,69,71,68,17,282,27,30,26,50,59,19,5,219,3,3,0,7,3,3,0,16,278,263,389,483,415,157,44,2019
LGA57280,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,8,3,37,37,36,14,5,3,130,79,234,196,176,102,15,0,807,12,36,20,28,16,0,0,119,721,1785,1493,1368,787,118,16,6286
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,23,3,0,46,0,9,4,19,11,7,3,48,3,0,0,0,0,0,0,5,29,49,48,84,109,23,8,355
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,19,20,20,0,82,7,18,15,16,12,4,0,78,3,0,0,6,7,0,0,21,53,124,96,133,103,47,6,559
LGA57490,27,16,9,14,6,3,0,76,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,29,15,13,15,9,3,0,86,44,323,404,333,243,93,18,1459,1064,738,589,529,408,97,11,3443,58,52,51,43,29,8,12,249,6370,6439,6214,6432,3779,763,97,30091
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,13,3,0,22
LGA57700,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,21,69,114,160,128,48,13,556,95,88,69,86,88,26,5,452,10,5,3,3,7,0,5,33,712,922,930,1036,740,199,32,4569
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,5,0,0,18,3,5,7,8,7,0,0,32,0,0,3,5,0,0,0,12,28,56,67,73,63,20,0,305
LGA57840,13,10,8,6,9,0,0,42,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,10,8,7,7,0,0,48,35,100,176,232,249,131,18,945,259,270,223,157,189,71,7,1175,23,25,10,15,14,15,5,102,1880,2922,2606,2652,2122,658,66,12914
LGA57910,61,73,51,45,35,6,0,272,10,7,6,3,0,0,0,19,3,4,3,3,0,0,0,13,69,84,59,55,37,4,0,302,97,508,952,932,689,376,88,3648,1624,1416,1142,974,964,398,44,6574,95,155,113,115,82,47,19,626,11174,17895,16119,15653,11035,3100,405,75381
LGA57980,59,56,54,47,25,6,0,247,3,8,0,0,0,0,0,14,0,3,0,3,0,0,0,9,62,70,56,47,27,6,0,269,28,93,175,179,160,93,20,750,644,800,636,448,381,152,19,3071,49,56,54,46,40,11,4,270,3791,7482,6283,5426,3661,1018,130,27793
LGA58050,30,28,12,3,3,0,0,74,4,3,0,0,0,0,0,12,5,0,0,3,3,0,0,9,38,35,14,8,5,0,0,99,69,363,503,552,405,154,28,2076,1316,1062,893,822,713,236,20,5060,99,96,98,109,75,27,8,510,9058,12627,11933,12517,8192,1856,186,56371
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,4,0,20,0,0,3,0,3,0,0,11,0,0,0,0,0,0,3,3,20,34,29,53,24,9,3,170
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,11,31,27,19,14,9,0,119
LGA58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,11,38,48,36,3,158,22,16,11,24,28,10,0,110,4,3,0,3,3,0,0,15,109,101,108,203,214,97,18,858
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,4,4,0,29,0,0,0,0,7,3,0,15,0,0,0,0,0,3,0,4,12,15,23,43,37,24,3,154
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,11,14,3,0,40
LGA58510,38,31,35,26,20,0,0,147,7,4,0,0,0,0,0,7,0,3,0,3,0,0,0,6,40,34,38,29,20,0,0,170,20,138,199,150,116,64,10,689,509,711,505,345,309,109,12,2505,35,63,35,45,39,19,0,231,3653,7749,6223,5446,3808,949,79,27910
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,30,20,14,7,90,3,3,0,7,11,11,0,38,0,0,0,0,0,0,0,0,31,74,75,142,92,49,12,475
LGA58570,42,35,24,12,10,0,0,138,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,4,44,45,27,18,12,0,0,148,14,151,212,212,159,62,19,821,437,502,313,267,225,94,11,1853,33,45,29,28,17,11,3,164,2963,5600,4487,4081,2836,792,92,20856
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,13,11,19,0,83,8,6,13,8,31,6,0,62,4,0,0,5,0,0,3,9,66,89,147,156,149,62,13,688
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,9,9,4,44,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,14,15,38,44,30,12,12,157
LGA58760,41,18,6,3,0,0,0,69,9,0,3,0,0,0,0,15,3,0,3,3,0,0,0,12,51,24,14,8,0,0,0,99,85,509,759,727,454,171,19,2722,1093,818,661,589,467,154,8,3800,97,104,83,83,54,18,12,451,7799,9823,9581,9602,5806,1348,142,44105
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,14,10,33,13,0,91,13,42,86,86,85,19,0,332,6,7,3,10,0,0,3,29,177,357,472,578,427,86,17,2111
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,32,31,10,6,110,3,0,5,4,3,5,3,26,0,0,0,0,0,0,0,3,24,41,52,102,93,41,24,380
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,3,19,7,12,3,10,3,4,0,40,0,3,3,3,0,0,0,14,21,62,73,69,52,18,6,290
LGA59090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,16,14,8,4,65,4,4,3,3,9,4,0,32,0,0,0,3,0,0,0,4,13,51,51,74,63,32,9,296
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,16,10,25,18,3,79,5,4,5,5,8,9,0,38,0,0,0,3,0,0,0,10,50,71,70,80,107,55,16,456
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,13,10,54,35,27,35,7,0,159,3,10,12,5,9,0,0,32,56,251,181,166,115,26,0,787
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,21,18,24,6,0,79,8,6,13,10,18,12,0,66,0,0,3,0,0,0,0,5,72,131,132,147,146,48,14,688
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,22,13,7,0,56,4,6,7,4,5,4,0,28,0,0,0,0,0,0,0,3,19,32,38,52,44,14,3,190
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,8,5,8,36,3,0,0,0,7,3,0,24,0,0,0,0,0,0,0,0,20,30,29,50,46,20,9,212
LGA59340,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,7,17,16,10,16,0,56,29,90,92,78,50,13,3,362,3,20,12,9,15,4,0,60,256,721,652,645,487,94,14,2867
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,21,0,16,9,27,12,0,0,76,0,3,0,10,0,0,0,11,40,124,96,132,80,12,3,495
LGA59360,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,14,24,11,11,3,58,12,54,51,55,36,0,0,208,3,11,9,16,7,4,0,40,76,299,267,361,220,54,12,1290
LGA59370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,20,51,18,3,137,32,13,17,23,28,27,0,143,3,3,0,6,3,0,0,13,132,136,168,234,236,107,14,1029
LGA59499,20,18,10,10,10,3,0,74,0,8,3,3,0,0,0,17,4,4,12,3,8,3,0,29,22,35,21,18,14,3,0,119,40,157,194,179,117,52,20,766,789,1530,1415,1406,1237,381,50,6808,104,171,165,147,99,31,16,734,7185,13020,11675,11952,8294,2019,229,54378
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,42,57,56,22,0,0,178,0,18,25,15,8,0,0,72,58,405,453,444,216,14,4,1595
LGA59898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,23,28,66,36,9,161,48,25,32,54,51,19,4,229,0,0,8,5,3,3,0,14,197,220,298,422,440,115,17,1700
LGA60410,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,25,40,34,34,10,5,153,73,63,59,53,47,8,3,310,4,0,3,12,0,3,3,25,422,588,593,625,455,101,12,2792
LGA60610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,41,58,66,31,8,240,247,268,188,210,217,45,8,1178,19,14,9,26,12,7,3,93,1624,1842,2034,2595,1832,322,47,10298
LGA60810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,34,87,93,114,68,15,429,143,92,116,141,126,27,7,663,21,11,10,7,10,6,7,68,840,866,1071,1436,1141,253,55,5661
LGA61010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,19,21,24,5,101,8,8,17,4,18,10,0,63,0,0,6,3,0,0,0,13,64,104,124,154,149,64,15,681
LGA61210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,30,42,65,72,23,11,258,77,62,57,73,70,22,8,369,14,7,11,5,10,0,5,55,571,652,676,822,684,166,41,3604
LGA61410,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,7,3,3,0,3,8,0,0,12,18,83,167,190,194,108,28,781,501,355,292,294,282,93,10,1818,20,12,24,29,22,3,11,127,2475,2894,3086,3506,2744,612,88,15404
LGA61510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,22,21,30,37,4,121,52,50,43,47,77,18,4,291,11,6,6,8,6,3,3,38,271,345,447,604,513,118,22,2314
LGA61610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,9,7,41,59,59,76,55,13,310,310,238,235,255,238,68,5,1343,24,15,18,27,22,7,11,124,1882,2072,2352,2802,2024,423,57,11619
LGA61810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,30,46,53,35,6,195,39,32,38,38,52,8,3,210,3,3,4,3,13,0,3,26,228,334,352,465,450,114,29,1974
LGA62010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,16,9,3,50,3,0,6,5,8,6,0,24,0,0,0,0,0,0,0,0,30,41,69,75,86,41,11,357
LGA62210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,12,9,20,10,4,77,32,55,58,85,72,8,4,308,4,6,8,4,3,0,0,24,220,430,499,678,529,91,22,2474
LGA62410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,19,31,49,23,6,154,22,35,24,39,56,27,3,201,3,0,7,3,3,6,3,27,145,208,266,352,353,112,24,1462
LGA62610,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,12,0,0,0,0,0,0,0,7,3,3,7,3,0,0,0,13,7,56,114,91,84,50,5,406,450,392,332,343,309,70,10,1905,43,41,33,37,46,11,7,222,2629,3734,4039,4330,3304,627,79,18742
LGA62810,0,0,0,4,0,0,0,7,9,13,11,4,8,0,0,50,5,3,3,5,3,0,0,22,16,21,13,16,11,0,0,85,46,174,321,369,355,204,51,1519,1265,1350,1162,1040,1002,273,27,6126,84,84,54,70,74,29,21,416,6822,10970,11265,11875,8442,1753,204,51337
LGA63010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,3,24,68,111,140,74,17,444,82,81,100,98,90,32,3,484,8,11,6,10,15,5,5,64,498,687,879,1006,886,252,43,4258
LGA63210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,21,50,53,33,14,188,29,18,27,47,42,7,0,175,7,5,0,4,0,0,0,16,165,188,241,335,297,89,24,1341
LGA63410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,12,31,15,10,95,3,14,14,19,22,6,0,71,0,0,0,0,3,0,0,8,66,159,121,182,164,51,19,766
LGA63610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,16,84,186,220,203,116,25,845,277,154,157,137,182,63,3,975,14,14,9,11,18,11,11,86,1487,1536,1718,1848,1540,410,60,8594
LGA63810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,32,51,52,38,12,207,72,66,52,83,73,25,0,379,8,4,3,4,11,11,6,42,438,570,676,827,677,191,31,3403
LGA64010,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,8,0,3,3,3,3,0,0,19,6,7,5,3,3,0,0,26,22,116,190,236,213,114,41,926,862,760,666,618,616,185,25,3739,56,50,43,53,69,30,9,313,5237,6294,6737,7799,5840,1212,153,33266
LGA64210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,52,76,128,147,91,24,541,124,123,105,126,141,40,0,654,9,9,4,8,10,6,0,49,711,891,1066,1345,1119,319,55,5503
LGA64610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,59,89,90,57,27,363,95,77,69,81,93,31,3,462,14,5,3,9,12,7,7,54,669,849,906,1118,931,257,64,4797
LGA64810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,54,62,63,50,3,258,84,45,46,54,69,14,7,324,6,3,5,3,6,0,3,30,411,429,461,565,506,131,24,2533
LGA65010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,35,54,67,38,10,225,11,14,21,19,22,14,4,100,0,3,0,3,3,5,0,15,88,161,183,277,262,101,25,1090
LGA65210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,15,26,19,5,90,22,16,20,32,32,8,0,126,3,0,3,5,3,0,0,9,77,94,127,159,179,60,12,704
LGA65410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,44,64,78,37,10,272,74,83,89,95,102,26,5,475,7,7,11,13,9,5,0,53,562,662,715,930,767,155,26,3819
LGA65610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,16,19,14,0,66,50,76,70,87,49,6,0,334,3,9,8,13,8,4,0,40,224,388,375,492,352,68,11,1907
LGA65810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,63,110,135,70,13,436,90,75,73,94,103,41,0,476,7,8,3,4,15,3,3,43,552,551,664,906,836,239,33,3769
LGA69090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,5,3,0,0,11,7,24,28,43,36,5,4,141,119,192,188,263,262,71,11,1111,21,16,14,30,31,17,4,128,1029,1839,1778,2227,1841,369,54,9132
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,9,10,13,12,3,0,55
LGA69898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
