LGA_CODE_2016,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA57980,3,2029,1657,195,76,11,8,1957,1558,220,79,7,9,1873,1433,192,87,11,17,1745,1113,146,81,4,12,1368,669,102,54,5,4,831,250,51,22,3,0,326,48,17,6,0,0,69,19,7,3,3,0,30,14807,1193,575,57,67,16702,799,0,3,0,4,806,1345,6,20,6,3,1378,844,12,27,10,3,895,901,28,39,5,10,986,913,34,57,5,6,1016,865,36,47,8,4,967,744,49,59,11,4,865,603,40,58,11,7,711,592,46,43,12,0,693,469,46,46,7,5,576,256,60,58,11,0,385,103,30,29,10,7,175,52,8,15,10,3,86,8493,394,507,101,59,9551,1062,16,27,5,17,1137,323,18,21,15,33,405,24684,1623,1132,177,174,27793
LGA58050,28,3956,3615,357,227,43,18,4265,3682,478,283,38,37,4512,3556,446,295,36,20,4354,2597,339,261,50,14,3267,1575,208,188,28,18,2012,458,97,81,22,4,663,82,48,30,12,0,171,16,15,12,3,0,52,30701,2633,2019,312,212,35884,2494,3,16,20,14,2545,2241,6,54,24,11,2333,1354,27,120,14,8,1526,1253,67,171,38,7,1540,1232,90,150,41,18,1527,1355,85,177,47,7,1668,1298,113,173,38,10,1638,1133,116,176,47,15,1480,1063,86,158,48,11,1365,777,105,156,54,7,1100,399,66,95,36,7,610,172,36,44,40,0,296,69,6,17,21,0,115,14838,817,1499,472,118,17747,1595,62,113,24,20,1819,699,32,59,32,105,923,47829,3549,3691,843,464,56371
LGA58190,0,11,0,3,0,0,0,3,9,6,5,0,0,14,7,6,7,0,0,19,3,3,4,0,0,11,5,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,50,21,26,4,3,103,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,5,7,0,0,3,0,10,3,0,0,0,0,6,3,0,0,0,0,4,9,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,3,3,0,54,6,0,0,0,0,5,3,0,0,0,0,3,106,24,28,9,3,170
LGA58260,0,7,8,0,0,0,0,14,4,0,0,0,0,6,9,0,0,0,0,9,3,0,0,0,0,3,4,3,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,10,3,0,0,76,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,5,0,0,3,0,9,3,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,11,3,0,31,4,0,0,0,0,8,0,0,0,0,0,0,90,10,15,3,0,119
LGA58330,0,27,26,7,0,3,0,30,36,8,12,3,0,63,31,6,13,6,3,57,38,5,23,4,0,65,14,3,19,7,0,46,9,6,4,3,0,21,3,3,0,5,0,15,0,0,5,0,0,7,226,56,98,27,3,415,34,0,0,4,0,45,23,0,0,3,0,29,16,0,0,0,0,13,16,0,8,0,0,25,13,0,7,0,0,14,17,0,9,0,0,31,19,0,11,4,0,36,17,7,6,3,0,37,26,3,11,3,0,50,20,3,10,0,0,34,12,0,14,3,0,38,0,3,8,5,0,21,3,0,3,5,0,12,229,17,86,37,7,376,28,0,9,11,0,46,12,0,0,4,4,17,492,83,195,80,15,858
LGA58400,0,6,3,0,0,0,0,9,4,7,3,0,0,13,9,3,0,0,0,16,4,3,3,0,0,15,4,5,0,0,0,12,3,0,0,0,0,7,0,0,3,0,0,4,0,0,0,0,0,3,46,20,14,7,0,96,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,0,7,4,0,0,0,0,3,3,0,0,0,0,5,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,23,5,12,3,0,44,3,0,0,0,0,9,3,0,0,0,0,3,81,26,26,16,4,154
LGA58470,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,40
LGA58510,11,2135,1808,140,76,17,5,2041,1719,169,82,4,7,1983,1634,152,97,5,13,1900,1377,84,71,10,3,1550,796,69,70,5,11,949,253,50,28,7,0,343,44,16,3,0,0,71,15,7,3,3,0,26,15610,1006,707,90,77,17487,578,0,0,5,4,591,1436,10,15,9,8,1478,1097,11,34,9,4,1159,976,37,61,11,5,1086,781,29,60,13,0,885,768,39,48,16,6,875,613,40,61,12,9,727,527,34,40,14,7,626,506,21,51,12,8,601,423,41,53,14,6,538,245,32,49,15,5,342,83,16,20,12,3,136,25,4,5,6,3,48,8070,318,506,126,59,9075,838,18,15,7,6,884,380,14,22,7,31,463,24896,1355,1255,231,173,27910
LGA58540,0,19,24,3,3,3,0,38,22,13,3,10,0,46,28,14,14,4,3,60,19,6,12,5,0,46,6,3,3,3,0,15,3,3,6,3,0,18,0,0,3,0,0,5,0,0,0,3,0,4,189,42,59,35,8,327,0,0,0,0,0,0,3,0,0,0,0,9,3,0,0,0,0,3,6,0,0,0,0,11,7,0,0,0,0,9,6,0,4,0,0,5,10,0,4,0,0,20,13,0,3,3,0,15,5,0,0,0,0,7,9,0,4,0,4,10,4,3,3,3,0,15,0,0,6,3,0,6,0,0,4,0,0,4,66,4,28,22,3,120,12,5,0,9,0,20,4,0,0,0,0,3,260,53,83,67,14,475
LGA58570,8,1560,1096,169,98,19,8,1382,1123,219,125,18,6,1484,1025,198,115,8,9,1355,845,134,104,9,9,1105,479,116,69,9,3,675,173,51,41,0,0,267,31,13,9,5,3,68,4,14,0,0,0,24,10361,1304,848,97,64,12679,584,3,6,9,0,598,1109,7,34,6,4,1165,789,16,51,3,10,867,616,31,73,14,8,735,539,44,72,14,10,680,515,59,74,17,9,678,451,49,81,11,7,593,368,34,78,6,9,488,339,46,93,13,7,491,309,40,61,17,5,435,197,40,48,19,0,301,64,13,16,8,3,114,29,6,16,9,3,68,5918,382,701,142,60,7200,573,33,39,5,13,668,225,14,18,12,30,305,17082,1737,1613,257,167,20856
LGA58610,6,45,30,3,8,6,0,48,17,3,11,6,0,43,36,10,6,4,0,61,23,7,4,0,0,39,24,7,8,3,0,44,3,0,3,3,0,14,0,0,3,3,0,9,0,0,0,0,0,3,244,47,69,33,4,405,21,0,0,0,0,20,7,0,0,0,0,9,11,0,0,0,0,13,8,0,0,3,0,11,14,3,4,0,0,23,21,3,4,0,0,29,18,0,4,5,0,30,13,0,3,0,0,19,13,0,0,3,0,21,17,3,4,0,0,32,10,0,6,7,0,22,6,0,0,0,0,11,3,0,0,0,0,4,163,18,33,16,3,241,16,6,10,0,4,35,5,0,0,3,5,13,436,75,107,58,14,688
LGA58680,0,8,12,3,0,0,0,10,9,3,3,3,0,14,6,7,5,3,0,14,3,3,3,3,0,11,3,3,0,0,0,11,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,4,0,3,54,28,16,16,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,3,0,8,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,13,8,8,8,0,34,4,0,0,0,3,12,0,0,0,0,0,0,66,37,33,24,7,157
LGA58760,18,2928,2289,392,330,32,18,3067,2413,459,381,52,31,3339,2066,401,376,56,15,2913,1507,337,267,32,16,2158,897,182,180,17,13,1293,279,76,62,12,5,435,57,29,23,0,0,105,17,11,13,0,0,37,20116,2661,2500,261,172,25709,2483,7,19,23,21,2551,1816,14,74,21,7,1925,1100,41,148,34,12,1335,1065,73,260,61,8,1469,1047,117,272,44,7,1493,1217,135,282,45,19,1701,1144,119,304,54,10,1632,947,113,234,41,11,1343,759,95,213,45,9,1123,600,87,183,47,7,922,283,69,122,24,9,512,105,29,40,14,6,194,48,11,20,11,0,91,12615,904,2178,466,124,16283,1093,63,135,32,23,1346,544,56,63,36,67,769,34363,3684,4870,802,385,44105
LGA58820,0,151,195,6,6,0,0,210,205,4,8,6,0,219,218,11,11,0,0,240,173,3,9,7,4,200,85,0,11,0,0,105,21,0,3,8,0,38,9,5,3,3,0,12,4,3,3,4,0,14,1430,51,58,31,16,1583,25,0,0,0,0,27,17,0,4,0,0,26,16,0,0,0,0,24,30,0,0,0,0,35,31,0,4,0,0,36,43,3,3,0,0,46,39,3,0,0,0,39,23,4,0,0,0,28,27,0,14,4,3,44,27,3,9,3,0,44,7,0,3,4,0,20,0,0,0,0,0,7,0,0,0,0,0,3,293,19,43,17,10,376,107,4,3,0,3,123,27,0,4,0,0,36,1853,72,104,56,28,2111
LGA58890,0,10,6,0,5,0,0,22,6,6,8,5,0,32,8,5,12,12,0,34,8,5,12,6,0,40,3,0,9,5,0,24,0,0,4,3,0,13,0,0,3,6,0,5,0,0,3,5,0,12,85,34,64,50,3,233,7,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,13,7,0,0,0,0,8,7,0,3,0,0,11,5,3,4,3,0,19,8,3,3,3,0,14,14,0,3,3,0,14,6,0,12,0,0,14,0,3,3,3,0,9,0,0,6,3,0,9,0,0,7,3,0,6,53,15,43,23,0,130,9,0,0,4,0,12,0,0,0,4,0,5,153,41,110,79,3,380
LGA59030,0,32,28,0,0,0,0,29,21,0,4,0,0,21,28,0,3,0,0,36,18,0,0,6,0,28,10,0,3,0,0,15,3,0,3,0,0,7,0,0,3,0,0,4,0,0,0,0,0,0,202,3,18,11,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,15,0,3,3,0,24,9,3,0,0,0,11,7,0,0,3,0,7,236,6,28,22,3,290
LGA59090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,16,3,3,3,0,0,13,3,0,10,3,0,20,12,14,11,3,0,34,8,3,7,3,0,21,5,0,8,3,0,18,3,0,0,4,0,10,0,0,0,0,0,5,0,0,0,3,0,3,68,31,51,28,3,179,3,0,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,10,7,0,3,0,0,13,3,0,0,3,0,7,3,0,0,3,0,12,4,3,3,0,0,13,9,0,3,0,0,9,0,0,3,0,0,5,3,0,3,3,0,9,0,0,0,0,0,5,0,3,0,0,0,3,51,9,13,14,3,97,3,3,3,3,0,15,3,0,0,3,0,8,129,44,77,46,4,296
LGA59170,0,16,15,3,8,0,0,26,12,8,6,0,0,23,11,3,8,3,0,24,13,4,21,6,0,41,6,0,10,3,0,26,6,3,4,6,0,13,0,0,6,0,0,14,0,0,0,0,0,3,134,37,86,30,9,293,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,3,10,0,4,4,0,8,10,0,3,4,0,11,8,0,0,4,0,12,10,0,0,0,0,13,14,0,0,0,0,12,12,0,3,0,0,20,11,3,3,0,0,17,6,0,3,5,0,15,0,3,3,0,0,4,3,0,0,4,0,7,84,4,22,19,0,135,8,4,8,0,0,21,3,0,3,6,0,8,232,43,118,54,8,456
LGA59250,0,80,71,0,0,0,0,75,74,3,0,0,0,77,55,0,0,0,0,57,55,3,0,0,0,59,26,0,0,0,0,21,8,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,610,7,8,4,0,630,4,0,0,0,0,4,5,0,0,0,0,5,8,0,0,0,0,8,14,0,0,0,0,14,10,0,0,0,0,10,0,0,0,0,0,4,12,0,0,0,0,10,7,0,0,0,0,4,10,0,0,0,0,10,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,71,0,3,3,0,74,68,0,0,0,0,69,11,0,0,0,0,9,757,13,13,4,3,787
LGA59310,0,37,33,3,9,0,0,47,21,7,3,8,0,40,23,16,13,4,0,58,29,8,10,3,0,54,25,14,4,0,4,46,8,3,3,0,0,17,0,0,0,0,0,3,0,0,3,4,0,8,277,70,63,22,6,442,7,0,0,0,0,11,6,0,0,0,0,4,9,0,0,0,0,13,24,3,0,0,0,24,18,3,3,0,0,25,15,0,4,0,0,19,16,0,0,0,0,18,11,0,3,3,0,17,15,0,0,0,0,15,19,5,5,0,0,28,10,0,0,5,0,15,0,0,3,5,0,9,0,0,0,0,0,7,145,18,22,13,3,200,19,3,0,3,0,25,9,0,5,3,0,16,449,84,99,41,11,688
LGA59320,0,11,4,3,3,0,0,8,6,3,3,0,0,17,0,7,6,3,0,16,4,3,11,3,0,19,3,0,3,3,0,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,44,15,35,14,4,116,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,7,3,0,0,0,0,4,3,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,5,7,5,4,45,18,8,0,0,0,27,0,0,0,0,0,4,96,28,43,26,11,190
LGA59330,0,10,3,4,0,3,0,8,10,6,3,0,0,17,15,0,0,0,0,13,3,0,3,0,0,17,6,4,0,0,0,14,0,0,0,0,0,3,0,3,0,3,0,6,0,0,0,0,0,5,72,30,19,14,0,122,0,0,0,3,0,3,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,5,3,0,0,3,0,7,4,0,0,0,0,3,5,0,0,0,0,7,4,0,3,3,0,5,8,0,0,0,0,7,3,0,5,0,0,3,3,0,0,0,0,6,0,0,0,3,0,10,40,8,6,17,0,73,7,0,0,0,0,9,3,0,0,3,0,4,120,35,27,29,0,212
LGA59340,0,231,211,14,16,3,0,245,220,21,8,0,0,255,217,14,15,0,4,246,184,18,4,4,0,208,120,3,3,0,5,140,26,3,7,0,0,39,6,0,4,5,0,16,3,4,0,4,0,8,1882,107,77,29,11,2106,49,0,0,0,0,49,29,0,0,0,0,31,33,0,0,0,0,40,48,3,5,3,0,57,42,0,3,0,0,48,60,5,3,0,0,70,45,0,3,0,0,51,44,6,4,0,0,52,48,0,4,0,0,55,29,3,5,0,0,40,14,0,0,0,0,19,5,0,0,0,0,5,3,0,0,0,0,3,444,22,33,6,4,515,176,4,6,3,4,191,45,0,0,3,8,59,2553,134,113,49,22,2867
LGA59350,0,35,38,0,0,0,0,40,50,0,0,0,0,50,40,0,0,0,0,45,23,0,3,4,0,36,22,0,0,0,0,27,6,0,0,4,0,8,0,0,0,0,0,4,0,0,0,0,0,0,344,3,8,8,3,365,5,0,0,0,0,8,3,0,0,0,0,3,6,0,0,0,0,11,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,7,4,0,0,0,0,8,7,0,0,0,0,12,7,0,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,0,8,7,0,70,44,0,0,0,0,45,10,0,0,3,0,8,450,6,12,14,5,495
LGA59360,3,110,89,6,6,0,0,104,118,4,5,9,0,141,112,9,15,8,4,146,94,6,16,3,4,117,44,3,4,3,0,58,10,4,3,4,0,25,3,0,0,3,0,5,0,0,0,0,0,5,860,36,66,31,16,1005,0,0,0,0,0,4,14,0,0,0,0,15,16,0,0,0,0,13,16,0,0,0,0,16,8,0,0,0,0,10,17,0,0,0,0,17,19,0,0,3,0,26,18,0,3,3,0,26,18,0,0,3,0,17,13,0,0,0,0,10,5,4,4,3,0,14,0,0,0,0,0,0,4,0,0,6,0,7,142,3,11,15,0,173,79,0,0,0,3,80,22,0,3,9,5,36,1096,38,82,57,22,1290
LGA59370,3,53,19,5,7,0,3,39,39,13,10,7,3,71,38,11,11,9,0,75,31,5,24,7,0,68,14,9,13,3,0,46,9,7,10,3,0,37,0,5,7,3,0,13,0,3,3,0,0,3,302,86,101,40,8,539,36,0,0,3,0,36,25,0,3,0,0,26,14,0,0,0,0,12,30,0,3,0,0,38,28,3,3,3,0,41,28,0,6,0,0,35,36,3,0,0,0,45,41,0,3,3,0,45,36,4,9,3,0,53,28,5,11,5,0,52,19,0,4,9,0,29,10,0,4,0,0,15,3,0,5,3,0,13,332,21,49,34,0,438,22,0,9,3,6,36,8,3,5,0,0,18,662,110,158,78,20,1029
LGA59499,19,3503,1865,504,1077,27,41,3516,1832,493,1177,34,52,3580,1630,463,1124,26,54,3293,1196,354,848,20,39,2462,678,173,550,20,22,1438,202,74,182,4,16,489,49,23,45,3,0,116,19,11,14,11,0,51,18813,3281,8141,213,364,30815,772,3,87,23,16,905,1409,32,337,25,16,1814,1088,67,540,23,17,1729,938,96,638,32,12,1720,846,116,725,43,15,1739,895,155,833,47,24,1958,899,156,941,53,31,2080,899,162,929,28,28,2041,818,125,882,36,39,1898,682,132,761,37,29,1633,354,60,413,25,14,877,146,21,111,15,6,300,46,7,54,12,3,125,9794,1125,7246,395,249,18821,2466,192,635,102,99,3494,788,59,227,44,130,1251,31866,4658,16258,754,848,54378
LGA59799,0,190,189,0,3,0,0,192,171,3,4,0,0,175,172,7,3,0,0,185,122,4,0,0,0,131,44,3,0,0,0,49,12,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,1272,18,21,0,4,1315,8,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,7,16,0,0,0,0,16,10,0,0,0,0,10,6,4,0,0,0,11,10,0,0,0,0,10,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,3,0,0,74,162,0,0,0,0,169,23,0,0,0,5,31,1533,22,23,5,8,1595
LGA59898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,0,67,58,10,15,3,0,88,63,15,10,8,0,100,71,11,25,4,0,111,69,12,20,10,0,108,44,7,26,3,4,84,5,6,5,3,0,21,0,4,6,0,0,14,0,0,0,3,0,8,514,83,139,39,12,778,66,0,0,0,0,66,47,0,0,0,0,47,34,0,6,0,0,41,32,0,12,0,0,44,50,3,7,0,0,63,48,3,9,5,0,61,58,0,12,4,0,76,73,0,16,3,4,101,90,5,29,9,0,134,59,7,17,3,0,86,20,9,14,8,0,52,10,4,5,3,0,20,0,0,4,0,0,8,582,46,122,31,11,793,74,0,14,3,3,92,26,0,3,7,0,33,1201,123,270,83,20,1700
LGA60410,3,172,168,18,21,0,0,210,168,26,23,0,4,216,160,20,15,0,3,195,156,16,14,0,3,188,70,3,15,0,0,88,24,4,8,0,0,32,7,3,3,0,0,8,0,0,0,0,0,4,1383,113,153,6,18,1677,133,0,0,0,0,133,88,0,3,0,3,94,80,3,5,0,0,83,83,3,13,0,0,98,64,5,4,0,0,72,73,4,18,3,0,91,76,0,12,5,0,88,58,3,14,3,4,78,65,0,10,0,3,77,44,3,16,3,0,63,22,0,7,0,0,36,7,5,0,0,0,19,3,0,0,4,0,6,793,25,94,21,15,956,96,4,16,3,4,120,37,0,0,0,5,46,2307,144,266,34,40,2792
LGA60610,5,547,594,53,36,9,3,695,718,65,28,4,5,821,761,41,35,6,7,859,587,36,34,12,6,683,313,32,25,6,5,379,73,13,10,3,3,111,18,6,5,3,0,28,3,0,3,0,0,10,5303,309,239,54,48,5950,508,0,0,0,6,512,318,3,3,0,4,332,253,0,3,3,0,260,283,7,19,0,7,318,346,8,11,3,0,372,309,8,15,3,3,348,349,12,23,11,3,395,366,17,16,6,0,401,295,11,32,5,5,349,252,3,29,3,3,293,89,10,15,3,3,120,23,3,6,6,0,46,11,0,8,3,0,31,3405,86,183,53,39,3770,375,13,7,4,7,404,130,5,9,12,26,173,9216,410,437,126,115,10298
LGA60810,3,275,245,37,32,3,0,324,316,41,56,3,7,419,338,45,57,11,7,457,261,27,50,13,4,358,124,21,42,3,3,197,32,14,17,6,3,69,3,4,10,3,0,23,0,6,5,4,0,13,2310,230,337,66,33,2969,252,0,0,4,8,263,168,0,3,0,3,173,131,0,9,3,3,144,141,4,11,9,0,161,143,3,20,4,3,167,198,9,26,4,3,237,202,8,25,3,10,250,193,9,24,5,3,243,233,6,39,16,4,300,156,10,28,10,0,216,48,9,24,6,5,90,20,5,7,12,3,37,7,3,16,12,0,34,1877,69,243,84,44,2318,203,20,24,8,8,256,75,8,9,10,16,110,4460,324,607,165,104,5661
LGA61010,0,37,29,3,9,5,0,45,27,3,16,0,0,47,41,6,8,0,0,55,28,5,12,8,0,54,15,3,5,4,0,36,5,4,0,0,0,21,3,0,0,9,0,13,0,0,4,3,0,4,270,35,68,34,9,423,9,0,0,3,0,10,15,0,0,0,0,14,14,0,0,0,3,15,6,0,0,0,0,6,11,0,0,0,0,17,11,0,0,0,0,15,13,0,4,0,0,15,17,0,4,0,0,24,14,3,3,0,0,19,18,0,8,3,0,29,3,6,3,3,0,17,4,3,0,0,0,8,0,4,3,0,0,10,128,17,30,13,6,198,28,0,4,0,0,35,25,0,3,0,3,28,451,53,109,55,17,681
