LGA_CODE_2016,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA12380,49,5958,4944,554,359,36,43,5941,5014,576,374,47,36,6046,4908,575,348,39,33,5906,3966,410,281,32,41,4730,2429,258,183,32,26,2924,746,143,80,16,9,997,178,41,36,6,8,265,36,21,11,9,3,82,41787,3832,2568,321,368,48876,2062,11,13,18,20,2127,2695,31,58,29,36,2853,1925,76,114,33,22,2174,1749,129,201,53,15,2135,1612,156,226,49,20,2064,1523,161,218,48,17,1964,1462,142,194,46,17,1863,1281,133,183,46,14,1652,1194,119,163,39,13,1528,932,85,137,18,18,1190,506,73,80,17,12,681,188,37,56,13,4,304,54,18,24,15,0,110,17180,1164,1667,426,212,20649,1531,76,85,29,45,1760,1232,118,115,54,206,1726,61728,5194,4436,826,830,73013
LGA12700,0,93,87,17,16,3,0,127,97,18,22,7,0,145,102,12,32,5,3,159,96,19,39,10,3,169,48,15,28,6,0,97,14,17,14,10,0,49,3,7,12,9,0,31,4,6,6,9,0,28,723,140,208,52,16,1127,96,0,0,0,0,101,44,0,3,0,3,50,27,0,3,6,0,29,45,3,8,4,0,61,59,5,4,4,0,73,58,0,7,7,0,70,61,4,9,4,0,87,66,8,18,5,0,96,72,9,14,11,0,106,59,7,18,14,0,95,19,11,14,12,0,60,7,4,3,11,0,30,5,4,14,10,3,33,614,59,127,85,9,896,68,0,11,4,0,90,28,11,4,8,4,57,1428,209,347,154,30,2170
LGA12730,3,195,230,15,32,3,3,288,175,34,27,4,6,240,189,40,40,15,3,282,205,30,33,3,4,279,131,22,41,12,3,208,23,19,31,8,0,78,3,11,9,10,0,32,3,3,6,4,0,23,1653,212,258,72,32,2228,136,0,0,3,3,144,74,0,0,0,0,77,103,0,0,0,0,103,75,3,10,4,3,95,80,4,5,3,0,92,107,0,12,4,0,126,90,8,12,3,3,106,111,3,6,5,0,132,101,0,6,3,0,122,88,3,13,3,3,106,55,7,12,3,3,80,17,0,7,6,3,34,5,3,3,6,0,22,1052,31,85,45,20,1239,124,11,5,5,3,159,48,3,12,3,12,72,2874,262,361,132,70,3697
LGA12750,0,514,522,76,110,4,9,721,597,93,130,5,5,840,608,93,129,18,11,858,608,80,140,10,8,848,329,62,111,18,4,524,77,35,51,7,3,167,12,15,12,3,0,41,8,3,6,6,0,26,4404,548,853,90,58,5955,558,0,0,3,12,576,321,0,12,0,3,336,255,4,17,7,6,288,291,12,26,4,0,341,310,20,55,16,4,402,352,17,78,18,11,473,392,27,58,15,3,497,487,30,87,11,10,629,516,32,95,15,7,673,458,36,105,28,3,634,152,41,60,24,3,279,51,10,35,14,4,109,13,8,23,0,3,48,4175,232,647,164,66,5283,373,31,46,14,6,474,168,7,20,13,42,262,9128,817,1571,287,170,11976
LGA12850,26,4078,3472,471,299,33,58,4335,3552,489,318,41,36,4435,3535,541,360,42,38,4524,2953,451,322,37,47,3808,1729,304,190,22,27,2268,608,142,71,13,13,838,109,60,20,11,3,205,39,17,9,4,0,67,30041,3479,2275,275,353,36419,1870,15,13,28,20,1948,2253,24,50,30,21,2379,1323,47,83,22,23,1494,1323,97,119,48,17,1597,1340,109,128,37,9,1629,1449,135,149,38,19,1800,1396,133,174,56,21,1773,1353,126,213,38,13,1745,1155,115,151,36,13,1475,855,85,109,22,15,1086,416,62,64,20,13,577,119,33,22,9,5,194,52,19,18,7,0,86,14905,1002,1297,395,187,17785,1134,58,74,37,35,1331,1145,97,92,50,209,1590,47225,4639,3736,757,781,57129
LGA12870,3,261,249,36,43,11,0,338,264,49,35,8,9,369,310,34,24,15,10,398,281,36,34,17,7,375,168,20,33,12,5,234,47,11,17,11,5,87,8,9,16,7,0,44,4,0,9,8,0,20,2299,252,269,103,47,2970,175,0,0,3,0,180,119,0,0,0,0,120,89,0,4,0,0,91,109,3,10,3,0,131,107,3,13,7,0,130,109,0,10,9,0,127,133,9,10,4,0,158,131,8,14,3,3,155,125,3,11,9,0,156,126,12,14,14,0,167,66,10,10,4,0,86,24,5,6,3,0,37,4,3,10,3,0,21,1317,57,112,64,14,1568,175,12,24,11,10,223,79,7,11,11,15,124,3862,336,411,190,82,4879
LGA12900,0,215,168,18,40,7,3,241,177,34,50,10,7,274,206,29,62,12,3,318,181,24,69,12,0,288,94,23,51,18,6,184,37,8,31,23,3,95,9,3,12,6,0,37,7,0,19,11,3,33,1728,175,390,111,45,2458,119,0,0,3,6,130,75,0,0,0,0,71,83,3,5,0,0,89,96,0,6,3,0,102,97,5,16,3,0,118,82,3,9,4,3,101,93,6,15,7,0,112,100,3,17,4,0,119,90,0,23,5,0,112,66,6,26,8,0,100,32,3,14,7,0,54,19,0,10,7,3,40,6,3,12,13,0,26,941,32,136,58,14,1186,127,10,11,6,0,156,64,3,12,20,12,113,2862,222,553,200,73,3905
LGA12930,10,2698,2332,375,227,26,21,2974,2257,463,242,28,19,3014,2236,441,307,43,23,3054,1797,332,246,22,27,2428,1000,150,141,15,14,1316,353,98,62,12,8,530,59,39,26,3,0,130,13,27,8,6,0,54,19633,2673,1714,220,153,24401,1612,4,11,14,11,1660,1889,18,35,9,12,1971,1130,53,88,29,9,1302,1085,75,140,32,14,1344,1160,95,136,38,7,1435,1262,118,159,47,9,1586,1219,131,165,34,7,1560,1167,122,140,34,7,1471,1136,119,152,29,11,1452,804,98,153,26,9,1094,418,93,116,31,7,659,164,54,54,9,7,286,69,35,33,25,3,160,13106,1005,1392,368,106,15982,1204,53,56,20,17,1357,676,80,51,32,105,947,34623,3810,3220,642,394,42681
LGA12950,0,72,55,3,28,4,3,87,65,10,27,11,9,116,71,14,40,13,3,134,72,13,28,8,0,121,33,10,37,7,0,91,10,3,20,9,0,48,7,5,15,12,0,36,0,3,21,6,0,38,528,68,278,89,17,977,45,0,0,4,0,52,29,0,0,0,0,33,34,0,3,0,0,40,27,0,3,0,0,31,39,0,3,3,0,44,28,0,10,0,0,38,27,0,5,0,0,36,40,7,8,0,0,52,55,0,3,0,3,64,37,4,12,0,0,52,13,0,6,3,0,28,3,0,5,4,0,11,0,0,6,5,0,17,389,10,57,29,5,491,47,3,10,6,0,57,22,4,0,11,9,50,981,86,345,128,31,1573
LGA13010,0,167,134,11,24,5,9,179,138,12,33,15,3,202,130,17,44,19,8,218,142,17,59,21,4,246,77,13,24,19,6,141,26,7,34,23,0,87,8,5,24,12,0,51,0,3,13,15,3,31,1170,104,305,137,35,1751,117,0,0,0,5,120,67,0,0,0,0,64,59,0,3,0,0,63,58,3,12,5,0,80,69,0,5,3,3,84,68,0,9,3,0,88,97,0,16,0,0,111,86,4,11,5,4,107,95,10,18,10,0,135,75,3,16,14,5,104,31,10,16,5,0,62,16,3,20,12,0,44,6,7,6,9,0,32,839,41,134,64,26,1107,94,6,10,9,3,122,35,3,14,13,14,79,2137,156,462,225,80,3062
LGA13310,3,673,637,63,70,5,3,771,687,60,72,0,8,824,646,76,99,17,7,839,554,62,63,23,9,710,307,46,36,12,3,409,81,25,26,19,7,152,19,11,12,15,0,56,4,3,13,9,0,23,5533,463,514,110,43,6669,485,0,0,4,7,494,335,4,11,0,3,345,248,8,12,5,0,278,307,15,26,6,3,353,269,3,30,3,3,304,275,15,30,5,0,330,255,17,30,3,5,312,315,17,36,4,6,383,264,16,28,5,6,321,206,15,35,8,4,274,83,14,38,16,0,152,48,19,17,16,3,90,17,5,13,14,0,51,3105,139,303,102,50,3688,332,17,17,8,13,388,184,11,12,8,22,236,9150,635,845,226,122,10978
LGA13340,3,160,115,31,30,14,6,192,130,39,53,16,4,239,155,33,65,25,0,272,130,42,53,22,0,253,83,28,57,18,7,190,23,20,33,22,7,102,11,10,18,19,0,57,3,3,15,11,0,37,1183,243,397,173,25,2026,92,0,0,10,4,104,53,0,3,0,0,62,41,0,7,0,0,49,68,3,7,4,0,77,63,5,12,3,0,77,62,5,12,4,0,92,85,8,8,7,5,108,82,14,15,3,3,119,95,5,23,10,0,126,59,13,21,20,0,113,36,4,20,8,0,67,22,4,8,13,0,47,7,0,7,21,0,36,748,59,146,100,16,1069,94,15,17,14,9,144,44,5,11,17,11,87,2069,316,572,299,63,3323
LGA13450,5,740,668,77,66,9,5,827,728,104,50,12,15,907,676,96,91,23,7,903,561,99,85,27,8,780,349,71,69,18,3,509,100,33,32,18,0,190,21,8,17,8,0,57,6,4,16,0,0,24,6393,640,569,141,75,7815,462,0,0,3,4,471,254,0,3,3,3,265,267,6,7,4,0,289,291,10,22,8,0,325,287,18,29,11,4,352,288,17,15,12,5,333,295,17,19,11,5,342,267,25,24,11,10,341,255,29,18,12,3,313,208,16,17,18,7,268,91,12,25,13,7,154,53,13,11,12,0,86,11,7,7,23,3,50,3038,162,209,141,47,3593,322,23,27,22,7,412,193,12,20,25,31,279,9942,837,823,331,157,12095
LGA13510,3,220,183,30,20,3,9,249,211,31,48,9,3,300,229,28,45,19,3,333,219,20,37,20,0,308,140,21,36,11,4,208,29,12,14,20,0,82,6,3,15,12,0,35,4,3,15,13,0,28,1820,197,292,121,30,2454,140,0,0,0,3,145,93,0,3,0,0,100,67,0,8,0,0,74,86,0,6,4,0,107,117,4,8,9,0,141,115,7,12,0,6,137,104,7,12,3,3,122,127,4,20,3,3,155,125,8,15,8,3,150,102,3,21,3,0,130,56,7,16,3,4,82,15,0,16,12,0,40,4,0,18,15,3,35,1153,45,150,54,26,1425,120,8,9,9,3,141,59,8,17,16,13,109,3145,250,464,195,79,4132
LGA13550,4,310,224,42,39,6,6,318,235,23,35,9,6,309,234,45,48,23,0,347,253,33,57,21,4,373,145,47,45,21,10,267,45,17,17,13,6,99,3,4,10,16,0,35,4,7,13,14,0,33,2280,284,325,130,43,3060,189,0,0,0,11,200,120,0,0,0,0,124,78,0,4,0,0,88,123,6,11,5,0,149,95,10,13,5,4,125,108,3,20,0,0,133,123,5,21,8,4,154,105,4,19,6,3,135,105,5,22,7,0,143,89,3,20,13,4,128,39,4,17,14,4,82,18,0,3,8,0,42,7,3,3,10,0,23,1212,45,154,85,30,1531,140,7,17,8,3,168,62,4,10,14,12,100,3692,345,498,233,96,4856
LGA13660,0,108,66,12,20,21,0,111,91,24,46,19,0,178,90,18,42,31,3,183,70,17,41,20,0,147,51,7,23,20,3,104,15,7,22,22,5,66,3,6,21,20,0,45,5,4,7,18,4,31,703,104,269,178,25,1269,40,0,0,3,0,39,26,0,0,0,0,29,41,0,0,0,0,47,33,0,4,5,0,47,33,0,8,0,0,38,39,3,6,4,0,57,48,3,3,9,0,68,42,3,11,3,0,58,32,0,8,7,0,50,28,0,8,4,3,44,15,3,8,9,4,45,9,6,3,13,0,30,4,0,3,11,0,20,392,22,69,76,6,565,46,8,11,6,0,77,24,0,3,8,14,46,1161,137,351,269,45,1956
LGA13800,8,1494,1270,235,153,17,8,1691,1306,280,176,20,17,1794,1274,255,184,32,19,1765,1163,185,154,28,13,1534,577,162,121,12,3,876,182,72,49,15,7,332,41,32,16,7,0,98,15,18,16,10,0,51,11616,1638,1245,162,114,14780,1164,5,10,16,4,1194,878,7,24,5,3,923,478,14,65,10,3,563,481,27,62,21,3,604,508,29,79,24,7,647,622,70,97,23,4,819,589,75,113,31,8,814,613,47,98,23,7,792,531,59,95,20,4,705,370,64,74,17,3,528,230,47,48,40,8,375,88,30,30,17,3,166,36,12,16,17,0,87,6600,473,816,270,62,8218,532,40,43,22,10,647,357,33,31,16,44,481,19109,2188,2126,475,239,24127
LGA13850,0,52,45,10,10,5,0,66,53,17,20,6,3,94,88,14,13,5,4,126,59,11,13,9,0,103,36,6,14,8,0,60,12,3,5,6,0,27,3,0,0,0,0,7,0,3,0,3,0,10,533,72,104,55,14,778,44,0,0,0,0,45,28,0,0,0,0,32,24,0,0,0,0,32,12,3,3,0,0,24,30,0,0,0,0,31,36,3,0,0,0,41,21,3,6,0,0,32,39,4,4,0,0,50,32,0,4,0,0,37,19,3,3,7,0,31,14,0,4,0,0,25,5,0,3,0,0,7,0,0,3,0,0,8,312,18,42,14,4,386,37,3,8,10,0,51,31,3,3,0,7,46,907,96,154,78,23,1264
LGA13910,7,334,241,49,48,17,6,364,240,38,69,17,5,369,273,39,66,22,12,405,218,39,46,23,3,323,132,26,54,20,0,233,36,21,45,15,4,127,0,7,22,22,0,54,4,4,15,14,3,36,2254,311,466,150,41,3217,128,0,0,9,0,137,124,0,0,8,0,135,104,0,10,4,0,114,118,9,7,4,3,140,127,5,17,6,3,163,133,6,25,10,0,169,141,14,16,12,0,182,143,6,20,14,3,184,117,5,18,6,0,158,73,15,38,11,0,142,48,9,20,15,3,93,20,3,18,18,0,55,7,0,10,12,0,33,1275,81,210,127,23,1718,126,9,30,8,4,178,84,7,20,14,5,130,3744,409,721,305,76,5247
LGA14000,8,2357,2021,386,219,26,18,2665,2122,462,254,33,16,2888,1944,467,261,38,14,2723,1749,404,250,47,19,2477,1019,278,158,23,10,1487,330,140,69,6,9,556,75,65,35,13,0,187,24,22,25,12,3,81,17618,2790,1678,230,146,22463,2061,0,36,12,15,2119,1908,8,69,12,19,2004,878,14,66,17,6,982,836,51,120,24,7,1040,865,102,159,25,5,1159,1088,145,241,49,13,1539,1114,114,262,51,10,1543,1012,152,225,35,11,1428,934,132,184,44,9,1312,739,136,188,46,3,1117,437,116,138,34,4,736,172,69,71,33,8,349,78,38,50,17,5,196,12120,1075,1803,410,110,15520,937,85,90,31,17,1157,535,41,42,36,63,722,31218,3988,3609,711,341,39859
LGA14100,0,237,195,39,25,0,0,261,234,60,27,3,0,321,203,57,18,3,3,289,200,49,28,7,0,284,112,18,12,4,0,145,57,21,3,0,0,91,12,5,7,5,0,28,4,3,0,0,0,12,1815,323,171,25,6,2343,120,0,0,0,3,124,189,0,4,0,0,191,121,0,12,0,0,125,122,9,11,0,0,141,107,10,28,3,0,149,119,11,19,3,0,150,151,15,17,7,0,197,134,28,21,3,0,186,143,17,22,9,0,190,126,25,14,11,0,172,70,22,22,4,3,119,29,15,9,3,0,61,14,13,11,0,0,40,1434,165,187,44,10,1840,114,3,3,6,3,128,47,6,8,5,3,73,3407,500,368,82,25,4382
LGA14170,27,4642,3285,733,452,38,34,4539,3175,785,480,50,40,4525,3112,754,496,66,40,4459,2601,550,403,32,17,3611,1434,331,258,41,13,2073,528,200,129,19,11,882,122,75,44,11,7,262,43,35,11,14,0,100,29628,4700,3288,345,257,38221,1670,4,37,13,12,1735,2935,25,97,11,18,3084,2154,52,205,28,14,2450,1659,87,268,39,24,2072,1429,140,333,36,11,1954,1539,170,378,54,17,2147,1309,192,339,54,18,1897,1201,169,311,44,14,1736,1103,161,279,27,10,1582,931,159,259,42,7,1413,513,130,188,36,16,882,206,71,88,19,7,399,77,35,46,25,3,190,16733,1390,2824,423,177,21544,1382,86,142,30,25,1671,912,81,101,49,121,1260,48658,6255,6351,847,577,62692
LGA14200,3,331,307,25,47,20,3,406,368,36,50,20,5,484,333,43,65,22,8,469,292,32,83,20,5,430,164,29,61,24,5,279,46,23,45,20,3,128,0,11,23,15,0,53,3,4,18,20,0,50,2739,240,511,186,42,3713,248,0,0,3,0,258,183,0,3,0,5,194,127,3,11,0,3,143,166,4,18,0,3,193,147,4,16,12,0,176,171,10,20,6,3,211,170,4,9,3,3,189,197,5,13,5,9,227,184,12,31,8,0,241,112,6,26,12,7,164,51,9,32,6,4,98,27,8,17,11,0,61,7,10,11,20,0,42,1795,76,206,85,30,2201,192,6,14,12,3,230,109,6,8,24,37,180,4832,323,740,311,115,6323
LGA14300,0,102,96,9,15,0,0,126,112,14,26,5,3,160,91,12,26,4,0,136,91,10,24,11,0,136,38,9,26,9,0,81,16,7,14,5,0,40,4,6,10,4,0,23,0,0,0,7,0,12,858,70,189,54,19,1195,49,0,0,0,0,54,42,0,3,0,0,51,37,3,3,0,0,48,41,0,3,3,0,47,28,0,9,3,0,45,35,0,4,0,0,42,31,0,3,3,0,39,40,0,3,0,0,46,41,3,10,3,0,61,24,0,12,4,0,40,12,3,5,7,0,36,3,0,3,8,0,14,0,0,6,4,0,14,398,18,65,37,4,525,57,4,4,3,0,71,21,3,3,5,3,36,1339,104,256,101,27,1830
LGA14350,10,451,488,43,75,7,5,610,521,49,64,10,10,657,535,54,87,12,6,690,484,55,88,15,3,646,273,37,64,19,3,390,78,19,43,26,0,164,7,8,30,11,0,59,12,5,14,7,0,31,3895,323,558,122,58,4945,404,0,3,3,12,420,253,0,7,3,4,267,215,0,13,4,7,234,216,5,21,5,3,253,245,5,26,7,9,296,262,6,34,4,7,315,276,14,40,10,4,340,362,13,44,4,7,438,383,20,50,16,8,474,250,20,55,18,5,345,118,13,45,27,9,206,26,3,14,7,3,60,15,7,7,13,0,39,3015,111,357,132,68,3687,324,12,38,25,12,416,189,5,22,24,51,289,7424,453,975,300,179,9338
LGA14400,0,212,171,42,62,10,0,290,141,50,52,12,3,248,200,51,61,3,4,320,183,43,38,8,0,265,95,30,38,13,4,188,23,10,24,5,0,65,4,6,9,3,3,22,5,6,4,3,0,15,1588,323,404,62,31,2401,359,0,4,3,6,373,294,0,6,7,0,304,104,4,10,3,0,118,139,6,19,3,0,169,161,11,40,0,4,219,173,17,37,8,0,240,182,22,45,13,5,262,177,14,34,9,3,238,190,24,52,10,6,276,135,35,58,17,0,239,60,20,40,9,0,130,20,21,18,9,0,68,11,6,7,10,0,34,1996,176,364,101,23,2665,137,9,35,9,4,199,49,3,13,7,11,78,3776,509,820,172,65,5346
LGA14500,10,1483,1247,332,150,17,13,1748,1492,373,207,35,9,2119,1469,484,209,22,10,2196,1197,358,191,25,15,1779,675,185,124,19,5,1004,257,138,67,10,0,472,56,45,22,4,0,130,13,27,12,12,0,63,11533,2320,1243,167,90,15340,1413,3,43,9,0,1474,1550,10,66,3,6,1645,714,12,51,9,4,788,643,57,81,19,6,798,650,90,147,22,8,914,834,121,192,47,3,1199,944,172,224,52,10,1400,924,157,179,41,5,1306,772,154,194,44,11,1171,681,169,175,37,3,1077,483,183,156,51,4,871,217,119,110,45,6,489,119,77,87,38,3,322,9943,1331,1705,398,73,13450,724,60,68,20,10,882,320,39,36,27,50,472,22524,3751,3053,612,214,30154
LGA14550,0,114,85,14,35,10,0,138,108,25,26,10,0,170,142,14,52,9,0,222,122,21,60,18,0,231,80,16,57,17,3,174,20,6,31,17,0,81,8,5,11,3,0,28,0,0,15,17,3,35,939,129,332,119,12,1534,94,0,0,5,3,100,33,0,3,0,0,40,38,0,7,0,0,42,56,3,7,3,0,70,63,4,12,3,0,78,74,6,7,3,0,91,66,4,23,3,0,99,109,4,24,3,3,140,105,3,22,11,3,144,82,6,20,6,0,117,23,3,17,18,0,67,18,0,14,5,0,36,0,3,8,10,0,24,766,35,169,71,17,1051,57,3,13,3,0,78,30,0,10,9,15,66,1794,163,527,201,46,2729
LGA14600,0,131,91,8,25,7,3,136,99,18,21,9,0,152,100,7,31,14,3,157,94,13,43,12,0,167,46,15,33,22,4,121,23,4,26,19,0,78,5,0,9,12,0,26,6,3,8,16,0,35,908,119,259,129,18,1430,37,0,0,0,0,44,42,0,5,0,0,45,46,3,4,0,0,55,54,3,6,3,3,72,43,0,6,3,0,50,44,0,6,3,0,52,44,4,7,8,0,59,54,6,15,3,4,73,57,0,11,0,3,69,47,0,8,3,4,63,29,0,8,3,0,41,14,0,11,6,0,30,7,4,8,11,0,24,524,23,77,40,19,679,73,0,9,5,6,93,46,6,7,5,12,73,1549,147,359,177,52,2281
LGA14650,22,3231,3024,437,305,44,22,3826,3098,467,327,32,33,3958,3017,455,311,37,32,3846,2576,371,292,36,26,3302,1326,240,170,25,14,1779,285,122,81,19,0,506,47,40,25,10,0,123,21,13,7,15,0,57,26196,2845,2137,268,202,31640,3357,12,25,9,22,3432,2837,9,66,14,20,2947,1544,41,115,15,17,1728,1620,63,193,36,12,1922,1615,90,227,42,8,1978,1701,122,258,40,16,2139,1717,116,260,49,15,2157,1605,121,240,56,22,2044,1504,142,240,40,15,1947,1208,136,247,48,13,1660,521,108,165,57,13,855,188,57,75,43,4,374,57,32,31,28,4,151,19490,1046,2144,470,176,23326,1876,63,113,39,33,2123,681,47,47,25,123,929,48243,4001,4439,797,533,58009
LGA14700,5,1400,1137,135,64,7,0,1348,987,160,86,10,4,1245,880,134,72,11,5,1102,671,147,76,6,6,909,356,77,36,3,4,475,138,45,22,3,0,211,28,18,8,0,0,60,11,10,3,0,0,25,9146,925,497,51,49,10662,363,0,6,3,4,379,611,0,13,8,0,627,381,3,29,4,0,421,366,13,35,9,3,427,347,29,41,3,0,428,347,38,62,11,0,455,295,42,67,14,3,418,281,47,82,10,0,422,261,53,51,16,3,379,202,38,66,10,0,317,137,60,46,18,4,266,47,26,30,11,3,120,30,17,14,8,0,68,3672,376,553,109,26,4737,344,20,21,6,3,392,187,11,18,9,20,246,13346,1335,1082,177,91,16037
LGA14750,3,265,283,23,22,3,3,344,303,35,37,8,3,389,303,37,42,15,5,401,291,29,43,18,0,381,153,18,29,11,4,211,39,15,13,4,0,73,3,7,3,12,0,25,6,3,3,3,3,26,2522,193,254,92,27,3087,126,0,0,0,0,125,74,0,0,0,0,84,69,0,8,3,0,78,88,4,13,3,0,102,88,3,3,5,3,97,112,7,11,7,0,133,104,3,7,5,0,128,106,0,15,6,0,124,92,7,17,5,0,119,80,0,14,8,3,101,33,0,17,4,3,55,18,3,3,7,0,29,3,3,10,9,0,23,983,29,114,59,14,1199,134,7,16,10,6,168,75,3,0,9,19,109,3715,233,387,171,63,4565
LGA14850,4,1070,1078,65,124,11,9,1292,1250,90,153,23,11,1529,1278,101,203,25,8,1616,1196,102,162,26,7,1498,661,69,135,23,15,903,180,35,80,23,5,328,32,10,43,9,0,95,7,6,29,13,7,55,9082,619,1142,157,90,11088,876,0,7,6,7,901,624,0,21,3,3,651,467,5,25,4,0,501,516,10,48,13,10,590,596,16,55,12,3,682,657,19,79,10,8,772,660,23,84,9,4,786,661,20,89,14,6,793,716,34,96,29,6,877,571,22,121,26,4,741,263,23,80,29,10,401,78,8,44,12,7,147,22,3,14,17,3,66,6704,185,760,185,74,7912,574,12,37,15,17,653,245,12,26,45,56,385,16607,828,1971,406,235,20041
LGA14870,6,389,477,35,39,7,0,557,470,32,43,5,8,555,494,47,47,10,3,607,512,36,49,8,5,607,203,24,35,14,3,273,58,14,17,14,0,98,14,11,3,9,0,42,4,0,9,7,0,20,3877,257,306,65,38,4546,256,0,3,0,0,263,152,0,6,5,0,162,166,3,8,11,3,182,171,4,14,4,0,201,171,7,6,0,0,191,213,11,14,5,3,238,218,10,28,4,0,260,215,10,24,11,4,264,225,12,29,7,4,274,162,11,26,16,4,215,75,4,11,8,3,104,37,4,16,13,0,73,6,4,9,19,0,38,2067,77,187,102,29,2465,245,10,19,9,8,292,119,7,11,7,16,158,6309,345,530,182,91,7458
