LGA_CODE_2016,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_15,CoPSW_2000_2999_H_16_24,CoPSW_2000_2999_H_25_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40,CoPSW_2000_2999_H_41_48,CoPSW_2000_2999_H_49mo,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000mo_H_0,CoPSW_3000mo_H_1_15,CoPSW_3000mo_H_16_24,CoPSW_3000mo_H_25_34,CoPSW_3000mo_H_35_39,CoPSW_3000mo_H_40,CoPSW_3000mo_H_41_48,CoPSW_3000mo_H_49mo,CoPSW_3000mo_H_NS,CoPSW_3000mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_15,CoPSW_PINS_H_16_24,CoPSW_PINS_H_25_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40,CoPSW_PINS_H_41_48,CoPSW_PINS_H_49mo,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_15,CoPSW_Tot_H_16_24,CoPSW_Tot_H_25_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40,CoPSW_Tot_H_41_48,CoPSW_Tot_H_49mo,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_15,ClAW_NNI_H_16_24,ClAW_NNI_H_25_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40,ClAW_NNI_H_41_48,ClAW_NNI_H_49mo,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_15,ClAW_1_149_H_16_24,ClAW_1_149_H_25_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40,ClAW_1_149_H_41_48,ClAW_1_149_H_49mo,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_15,ClAW_150_299_H_16_24,ClAW_150_299_H_25_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40,ClAW_150_299_H_41_48,ClAW_150_299_H_49mo,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_15,ClAW_300_399_H_16_24,ClAW_300_399_H_25_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40,ClAW_300_399_H_41_48,ClAW_300_399_H_49mo,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_15,ClAW_400_499_H_16_24,ClAW_400_499_H_25_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40,ClAW_400_499_H_41_48,ClAW_400_499_H_49mo,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_15,ClAW_500_649_H_16_24,ClAW_500_649_H_25_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40,ClAW_500_649_H_41_48,ClAW_500_649_H_49mo,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_15,ClAW_650_799_H_16_24,ClAW_650_799_H_25_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40,ClAW_650_799_H_41_48,ClAW_650_799_H_49mo,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_15,ClAW_800_999_H_16_24,ClAW_800_999_H_25_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40,ClAW_800_999_H_41_48,ClAW_800_999_H_49mo,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_15,ClAW_1000_1249_H_16_24,ClAW_1000_1249_H_25_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40,ClAW_1000_1249_H_41_48,ClAW_1000_1249_H_49mo,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_15,ClAW_1250_1499_H_16_24,ClAW_1250_1499_H_25_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40,ClAW_1250_1499_H_41_48,ClAW_1250_1499_H_49mo,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_15,ClAW_1500_1749_H_16_24,ClAW_1500_1749_H_25_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40,ClAW_1500_1749_H_41_48,ClAW_1500_1749_H_49mo,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_15,ClAW_1750_1999_H_16_24,ClAW_1750_1999_H_25_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40,ClAW_1750_1999_H_41_48,ClAW_1750_1999_H_49mo,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_15,ClAW_2000_2999_H_16_24,ClAW_2000_2999_H_25_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40,ClAW_2000_2999_H_41_48,ClAW_2000_2999_H_49mo,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000mo_H_0,ClAW_3000mo_H_1_15,ClAW_3000mo_H_16_24,ClAW_3000mo_H_25_34,ClAW_3000mo_H_35_39,ClAW_3000mo_H_40,ClAW_3000mo_H_41_48,ClAW_3000mo_H_49mo,ClAW_3000mo_H_NS,ClAW_3000mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_15,ClAW_PINS_H_16_24,ClAW_PINS_H_25_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40,ClAW_PINS_H_41_48,ClAW_PINS_H_49mo,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_15,ClAW_Tot_H_16_24,ClAW_Tot_H_25_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40,ClAW_Tot_H_41_48,ClAW_Tot_H_49mo,ClAW_Tot_H_NS,ClAW_Tot_H_Tot
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,14,9,3,8,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,10,0,0,4,6,0,0,0,0,0,9,0,0,4,5,8,0,0,0,0,11,0,0,0,0,0,3,0,0,0,17,0,3,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,16,16,18,12,10,0,4,0,83
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
LGA56930,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,8,60,31,12,25,5,3,14,3,157,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,9,0,9,0,3,0,0,0,0,0,9,0,3,3,3,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,5,0,3,0,4,7,3,3,0,0,19,0,0,0,3,12,8,4,0,0,30,0,0,0,3,0,5,0,0,0,11,0,0,0,3,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,20,23,21,21,10,8,0,135
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,6,3,18,0,47
LGA57080,43,7,4,13,53,313,137,190,0,757,5,0,3,7,6,27,22,57,0,128,0,17,15,8,9,5,3,9,22,91,368,1251,1271,1038,1162,1609,681,748,140,8264,14,14,9,12,11,3,0,3,3,67,15,107,14,4,3,3,0,0,4,154,17,189,51,15,11,3,0,4,4,302,29,176,142,30,17,15,3,4,6,422,30,186,235,64,29,21,3,5,6,581,72,217,519,240,151,83,14,12,10,1315,91,123,499,404,467,229,67,49,18,1951,126,99,422,497,1227,649,112,89,29,3245,226,92,241,561,2439,1336,319,191,37,5446,187,77,126,276,2060,1328,378,201,29,4662,154,27,72,154,1134,917,376,247,12,3096,84,14,36,84,506,552,242,167,7,1703,79,29,34,74,566,775,425,408,5,2407,44,20,23,40,140,443,329,449,9,1489,10,14,25,25,76,56,21,28,18,279,1179,1385,2461,2494,8840,6419,2302,1862,187,27128
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,5,7,0,0,0,33
LGA57210,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,28,19,33,18,21,8,13,0,156,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,9,0,5,3,3,0,0,0,0,0,14,0,8,3,0,0,0,0,0,0,13,0,3,5,6,0,0,0,0,0,16,3,6,8,7,0,0,0,3,0,25,0,3,5,3,3,3,0,0,0,16,0,0,3,3,7,10,0,0,0,20,0,0,4,8,7,5,3,0,0,30,0,0,0,0,3,7,0,0,0,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,31,31,30,15,24,6,12,0,170
LGA57280,3,0,0,0,11,9,10,24,0,50,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,9,34,57,41,105,84,83,53,88,18,548,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,7,6,0,0,0,0,0,0,14,0,8,3,0,0,0,0,0,0,12,0,4,14,3,0,0,0,0,0,25,3,3,15,11,6,6,0,3,0,41,0,0,3,12,21,5,4,3,3,53,6,3,0,8,23,7,3,4,3,61,9,0,4,14,35,24,14,25,6,124,8,0,0,7,31,18,12,16,0,99,0,0,3,4,14,19,5,17,0,66,7,0,0,0,8,10,14,8,0,52,7,0,0,0,4,12,12,35,0,74,0,0,0,0,4,3,3,17,0,26,0,0,3,0,3,0,0,0,0,15,39,34,57,63,148,109,68,127,18,667
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,4,3,3,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,4,0,32
LGA57420,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,3,7,0,5,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,9,4,7,3,3,9,0,49
LGA57490,3,3,3,3,16,39,41,59,0,172,0,3,0,0,0,0,0,6,0,15,0,14,3,10,9,4,4,6,3,57,191,953,801,877,720,517,338,465,68,4932,3,15,6,7,0,3,0,0,3,33,4,64,6,0,0,0,0,0,3,82,8,90,32,8,0,0,0,0,0,141,8,78,44,14,3,3,0,3,3,152,4,65,79,41,7,7,5,3,3,210,9,54,130,91,33,18,3,9,5,347,22,29,63,100,99,60,17,7,3,401,12,30,55,102,159,89,34,13,5,507,27,16,20,66,202,108,55,25,3,523,11,10,10,25,99,82,41,31,3,314,3,9,3,14,54,46,28,21,0,178,7,3,0,4,14,29,14,17,0,82,0,11,3,9,17,23,20,19,0,102,3,5,3,8,0,11,9,8,0,50,3,3,3,5,12,7,4,0,4,40,129,481,465,486,707,475,226,159,39,3173
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA57700,4,0,0,0,0,7,8,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,73,71,104,86,94,36,41,8,557,0,9,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,16,3,24,0,0,0,0,0,0,0,25,0,26,8,0,3,0,3,0,0,41,0,15,21,6,0,0,0,0,0,39,0,13,20,13,4,5,3,0,0,60,4,5,7,24,17,9,0,0,0,70,3,4,9,18,12,12,10,5,0,74,0,8,8,15,15,15,4,6,0,72,0,7,0,10,13,10,8,4,3,50,0,5,3,4,8,9,3,4,0,30,0,4,4,3,0,0,4,0,0,15,0,5,0,3,4,3,3,6,0,17,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,14,129,87,92,80,65,34,27,4,536
LGA57770,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,6,4,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,3,3,0,27
LGA57840,0,0,0,0,3,5,0,0,0,12,0,4,0,3,0,0,0,3,0,10,0,4,3,3,0,0,3,0,3,16,56,492,356,347,288,152,55,94,30,1869,0,5,0,0,0,3,0,0,0,9,5,33,6,3,0,0,0,0,0,51,4,50,9,4,0,0,0,0,0,72,0,40,18,7,0,0,0,0,0,72,0,38,36,13,0,3,0,0,0,95,4,29,64,29,15,15,3,3,0,163,3,26,58,51,30,15,3,4,0,189,4,11,25,76,69,35,3,11,3,247,3,9,25,39,114,66,20,10,0,302,5,13,9,29,93,62,15,7,0,235,3,12,9,9,45,35,13,11,0,143,0,3,8,8,16,11,9,6,0,62,4,10,7,14,20,16,17,19,3,99,0,6,0,3,5,7,4,13,0,47,0,3,10,0,9,3,0,0,0,25,50,291,288,289,421,277,82,88,9,1795
LGA57910,11,3,4,8,11,49,25,47,0,153,0,5,3,5,0,5,4,17,0,46,0,19,22,19,13,3,3,3,14,93,302,1772,1456,1527,1260,728,364,530,147,8088,12,31,8,8,0,3,4,0,3,67,11,149,7,3,3,0,0,0,5,180,18,242,51,21,8,0,0,3,3,342,20,227,104,38,6,5,4,0,8,414,17,193,243,71,16,17,3,3,5,571,38,154,410,233,78,32,12,16,8,991,33,123,260,313,301,152,42,27,15,1267,44,96,168,325,574,380,108,54,12,1772,55,72,97,253,908,606,201,103,13,2304,37,48,48,112,478,362,164,102,6,1348,25,34,49,74,246,212,115,106,10,869,15,16,26,26,91,88,54,62,3,381,16,28,24,22,112,126,71,86,3,497,11,28,18,19,14,43,17,64,4,230,3,15,22,9,28,14,10,3,9,113,347,1459,1548,1532,2876,2052,811,625,101,11355
LGA57980,3,4,7,7,8,8,16,14,0,59,0,3,0,5,3,7,4,15,0,44,0,6,3,5,3,3,0,3,0,34,130,731,454,417,362,263,116,144,49,2673,0,4,0,0,0,0,0,0,0,8,6,51,4,0,0,0,3,0,3,72,5,85,21,11,0,3,0,0,0,119,6,65,30,6,3,3,0,0,0,117,3,60,78,20,6,4,3,3,0,175,7,66,138,56,32,20,0,3,0,326,14,36,114,84,92,65,17,7,0,440,14,28,74,104,175,142,26,5,3,568,24,19,71,106,300,185,56,39,6,807,14,11,19,55,226,156,53,32,0,572,13,9,13,25,92,76,43,32,0,298,8,7,8,10,49,36,33,22,3,160,7,5,9,9,29,53,43,44,0,202,0,11,5,5,12,24,18,39,0,112,0,3,8,6,11,6,3,3,0,38,135,461,588,499,1018,767,293,216,15,3999
LGA58050,23,0,4,3,10,132,70,60,0,313,0,0,4,0,3,7,4,11,0,26,3,14,6,14,13,11,3,16,9,89,238,1128,884,963,912,875,373,480,102,5951,9,33,3,12,3,4,0,3,0,64,7,69,11,0,3,3,0,0,4,92,14,139,37,4,3,4,0,3,3,205,15,135,79,16,3,13,0,3,0,264,11,100,133,45,24,11,6,5,3,327,16,103,241,159,68,49,10,12,12,671,26,56,153,235,224,103,20,16,5,836,28,54,84,205,398,267,87,58,14,1188,38,28,60,139,584,399,151,95,13,1504,33,23,16,68,247,268,110,91,13,869,16,18,19,34,144,181,61,80,3,553,9,11,7,11,55,72,34,49,0,251,15,13,18,18,50,62,38,75,3,286,3,3,18,5,10,18,18,36,0,108,4,4,15,19,18,12,3,3,6,81,236,784,888,972,1828,1460,539,533,65,7298
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,8
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,13
LGA58330,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,13,19,5,5,3,10,0,77,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,12,0,4,3,0,0,0,0,0,0,9,3,4,4,0,0,0,0,0,0,11,0,0,0,8,0,3,0,3,0,16,0,0,0,3,4,5,3,0,0,19,0,0,0,0,9,0,3,0,0,13,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,19,12,13,12,7,6,0,100
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA58510,0,3,0,0,14,22,12,18,0,68,0,3,0,3,0,3,0,5,0,11,0,3,9,8,4,3,4,4,12,45,177,731,804,937,936,538,257,238,72,4682,0,7,4,0,0,3,0,3,0,13,4,40,0,3,0,0,0,0,0,47,7,58,13,0,7,0,0,0,0,88,7,56,30,10,0,3,3,0,0,104,3,47,59,18,3,4,0,4,4,150,13,53,89,50,22,11,7,3,9,262,6,36,65,92,90,49,10,8,3,362,20,27,57,90,159,130,34,30,3,548,24,21,30,76,301,190,66,44,4,763,21,11,19,40,223,164,74,37,4,586,14,7,10,23,123,81,37,34,4,330,6,3,6,8,33,41,26,14,0,138,0,3,6,7,42,53,25,38,4,177,4,3,5,0,3,15,5,35,0,81,3,0,0,4,12,10,0,0,0,35,135,382,396,420,1025,753,283,256,36,3686
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,8,4,5,0,29
LGA58570,3,0,3,4,0,12,13,13,0,50,0,0,3,0,3,3,0,0,0,15,0,6,3,7,0,0,0,0,4,27,99,581,494,481,367,291,151,150,44,2658,6,17,3,0,0,0,0,0,3,23,3,42,5,3,0,5,0,0,0,61,10,89,25,4,0,0,0,0,0,137,8,51,39,7,3,3,0,0,0,112,10,59,67,17,8,8,0,0,4,179,8,52,92,52,22,20,4,0,0,247,5,33,70,85,100,59,15,10,4,380,12,26,58,86,141,108,16,13,3,450,17,15,33,67,208,151,44,29,4,576,12,7,15,28,138,95,51,34,0,378,6,7,6,20,76,73,33,22,4,248,4,0,3,9,33,38,17,14,0,118,9,3,9,8,54,58,38,23,0,207,3,9,3,5,13,22,13,24,0,84,0,7,0,0,8,3,4,3,0,28,119,417,427,392,802,648,225,167,24,3222
