LGA_CODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA14550,19,25,3,120,93,8,48,33,0,186,101,11,53,29,5,199,142,15,66,17,11,248,222,10,91,19,5,351,275,10,57,13,4,357,248,15,42,3,0,320,227,21,33,6,6,296,122,14,27,7,3,167,105,20,21,0,0,140,62,3,11,0,0,80,71,10,17,0,0,97,23,20,21,0,0,63,20,3,5,8,10,44,1794,163,527,201,46,2729
LGA14600,9,13,0,50,49,9,16,8,5,76,84,6,23,14,10,138,99,6,26,25,4,162,211,7,39,21,0,281,231,13,41,13,0,297,245,16,45,18,6,336,194,24,40,17,8,280,114,12,16,3,0,158,104,14,21,3,6,141,74,10,11,0,0,96,66,7,23,3,0,108,16,12,30,10,0,67,17,4,6,19,5,57,1549,147,359,177,52,2281
LGA14650,158,62,21,2872,2337,81,312,104,43,2881,2584,146,361,88,50,3226,3053,160,347,61,50,3670,4893,268,519,62,57,5806,6132,385,498,41,57,7112,6641,440,503,44,54,7690,6575,514,527,39,47,7702,3866,397,321,37,21,4642,3051,441,248,29,31,3805,2174,232,141,8,16,2572,2519,387,193,21,12,3129,926,439,186,11,12,1577,714,51,52,27,48,890,48243,4001,4439,797,533,58009
LGA14700,27,12,0,427,430,21,57,17,3,531,449,33,37,9,7,539,455,26,60,6,3,550,761,61,88,11,6,934,1010,81,100,13,8,1212,1503,102,115,7,12,1744,1925,127,116,15,12,2185,1446,112,73,10,3,1642,1159,130,79,15,5,1387,896,102,68,4,3,1068,1632,174,90,17,6,1914,1092,317,144,14,8,1581,157,32,10,7,17,225,13346,1335,1082,177,91,16037
LGA14750,14,8,0,137,92,3,19,28,7,152,123,10,39,24,0,199,174,11,35,17,7,242,324,18,35,15,3,395,573,39,49,17,7,683,645,37,59,10,12,763,593,32,42,5,6,685,346,18,26,3,7,398,245,10,31,0,4,292,195,14,12,3,0,221,178,12,8,0,3,205,39,22,7,3,0,70,68,3,4,8,3,83,3715,233,387,171,63,4565
LGA14850,58,31,21,793,623,23,120,54,12,836,690,41,192,49,19,988,1004,39,203,44,23,1301,1759,69,248,36,26,2141,2364,82,237,26,33,2744,2596,104,237,24,32,3003,2320,98,180,12,22,2628,1386,61,102,9,3,1563,1096,92,78,9,10,1286,763,44,50,9,3,867,827,63,79,10,7,985,254,83,116,3,3,460,198,10,39,27,27,298,16607,828,1971,406,235,20041
LGA14870,23,13,4,253,257,11,37,15,3,330,295,19,44,13,9,379,342,21,47,29,11,446,553,29,68,17,7,670,647,35,56,17,6,765,778,38,62,12,9,898,728,38,58,7,5,845,559,34,35,5,8,645,472,22,21,0,8,530,418,20,12,0,5,450,696,33,15,5,4,755,255,25,17,4,0,308,81,6,7,3,14,114,6309,345,530,182,91,7458
LGA14900,94,45,29,1851,2175,82,221,75,42,2590,2290,144,285,72,50,2837,2583,196,344,79,58,3268,4304,385,473,79,71,5320,6112,467,474,57,84,7196,7766,523,478,46,79,8886,7819,665,427,41,88,9042,5645,474,249,26,43,6427,4403,420,181,20,27,5053,3111,237,78,7,20,3456,3644,374,133,4,31,4182,1210,465,152,15,22,1853,792,74,58,19,70,1014,53729,4556,3702,753,723,63465
LGA14920,17,12,3,80,63,3,13,9,0,98,103,11,33,20,3,164,102,4,30,6,3,143,184,18,56,16,3,280,246,15,41,15,9,324,284,16,56,18,0,377,268,14,36,5,3,337,136,26,36,4,4,199,131,10,27,0,4,172,105,4,9,0,0,124,121,10,17,8,3,155,42,23,21,4,0,91,31,0,6,12,13,61,1874,155,408,159,53,2659
LGA14950,0,7,3,22,26,0,13,14,0,54,34,3,4,12,0,53,42,3,8,7,0,58,59,4,23,12,0,100,66,11,34,16,3,123,74,3,28,12,0,114,79,10,26,6,0,121,28,7,8,7,0,48,26,7,17,6,0,56,18,0,11,3,3,38,22,3,10,0,3,35,0,3,11,3,0,21,9,0,7,3,6,28,479,54,211,110,24,884
LGA15050,69,23,11,1273,1020,26,135,40,9,1237,1159,48,105,28,27,1369,1286,55,129,30,22,1525,2127,111,192,18,23,2479,2777,145,176,21,26,3135,3294,160,210,28,32,3713,3049,217,152,22,23,3459,2069,145,130,4,8,2357,1619,171,68,7,18,1879,1190,93,52,3,6,1349,1406,153,65,9,6,1642,478,172,74,8,7,736,320,19,28,14,14,392,23032,1542,1593,355,223,26746
LGA15240,83,59,37,1209,832,40,232,137,30,1274,1152,78,294,120,63,1712,1588,92,324,88,50,2142,2675,170,433,76,61,3414,3257,199,364,42,64,3935,3231,192,361,37,55,3872,2461,195,249,38,44,2978,1462,128,198,12,20,1825,1045,119,115,18,12,1308,847,62,67,3,11,996,748,122,100,12,7,989,211,145,94,10,12,476,346,33,71,25,30,509,20967,1602,3025,822,511,26930
LGA15270,31,35,5,345,269,16,91,44,3,430,354,30,83,41,14,525,450,31,78,33,21,620,704,31,138,35,24,934,902,52,113,24,11,1101,839,67,99,21,17,1047,768,91,102,17,16,986,511,49,60,10,4,645,472,49,36,8,5,567,448,39,25,0,0,514,903,58,38,9,11,1024,365,60,36,11,4,469,129,3,27,17,11,187,7421,583,991,384,156,9530
LGA15300,13,11,3,127,118,5,23,13,3,162,169,12,24,22,4,223,189,20,38,14,8,277,369,22,60,18,12,477,536,41,71,10,4,661,627,40,89,16,8,782,662,50,74,15,6,807,444,39,43,6,5,540,304,47,62,3,6,422,199,14,33,6,4,254,209,37,37,10,7,289,65,64,67,17,0,210,105,18,19,11,15,158,4100,416,656,218,95,5479
LGA15350,37,14,0,311,339,19,44,7,8,418,323,31,51,8,3,416,401,30,61,8,5,511,499,45,77,14,9,644,610,69,83,14,6,778,754,103,96,12,4,972,817,115,112,18,8,1062,547,124,97,12,5,785,466,124,87,15,3,691,322,104,60,9,0,490,451,162,87,18,4,721,205,346,110,36,4,698,86,28,21,4,3,146,6101,1306,1032,204,72,8719
LGA15520,10,27,7,196,152,19,37,23,5,237,167,10,40,30,11,256,222,23,37,29,10,321,383,48,60,51,3,545,410,65,46,23,9,563,487,42,67,14,7,620,415,45,69,13,0,542,191,32,58,3,3,290,125,31,29,4,8,184,90,24,21,4,4,135,93,15,16,5,0,134,22,21,18,10,0,68,47,7,13,14,10,95,2934,406,540,324,82,4283
LGA15560,4,5,0,36,37,8,5,11,3,68,49,10,11,7,3,83,61,0,18,17,4,101,115,15,23,12,4,165,149,20,25,15,5,220,180,25,25,3,3,239,164,41,33,9,4,254,97,15,15,8,0,140,63,17,24,3,0,105,43,8,6,3,0,57,42,14,8,0,0,68,10,11,15,3,0,38,13,3,9,3,3,32,1060,204,223,122,40,1649
LGA15650,11,9,3,292,211,6,26,26,9,281,272,4,51,18,0,346,329,9,41,8,5,393,561,17,60,4,3,647,697,19,41,4,9,778,838,18,34,7,13,910,857,45,37,13,5,959,660,29,22,4,0,721,593,29,20,6,9,648,572,13,19,0,0,613,1223,32,14,0,3,1275,393,32,18,3,3,452,124,8,10,9,13,164,7616,272,409,130,91,8517
LGA15700,21,23,3,215,169,4,71,25,11,285,189,10,82,29,9,324,316,21,82,24,9,450,503,28,87,29,10,654,617,49,93,7,14,776,627,26,84,21,9,765,514,28,51,6,3,607,305,19,35,3,3,357,211,28,35,3,0,276,171,14,16,5,3,203,175,5,16,3,0,209,76,23,26,0,0,123,63,4,17,4,6,97,4118,265,734,209,87,5411
LGA15750,11,17,3,205,121,7,28,24,3,184,170,18,31,15,5,242,205,16,39,24,11,304,430,37,57,20,9,554,521,25,50,23,11,635,590,49,67,21,12,742,615,53,80,8,16,779,471,39,50,7,3,573,404,47,36,15,7,505,361,24,20,3,0,414,594,19,28,5,5,648,227,48,26,0,9,303,90,10,21,15,8,144,4982,399,564,267,97,6309
LGA15800,7,4,3,61,50,0,12,20,6,88,60,14,21,11,0,101,107,6,24,10,3,151,183,22,34,13,6,257,232,17,41,17,3,313,212,14,34,12,3,279,195,20,30,14,0,265,126,7,23,3,3,170,111,6,21,6,3,145,66,4,9,3,0,87,44,9,20,6,0,76,12,14,16,0,0,47,19,0,7,6,0,39,1465,145,312,135,32,2093
LGA15850,3,6,3,57,37,0,12,13,0,65,40,11,25,13,0,85,71,4,20,18,3,113,103,14,24,16,4,162,157,15,27,7,0,215,151,26,36,9,3,221,165,19,34,8,0,228,150,16,16,10,0,184,111,8,15,3,0,143,76,10,11,3,0,103,90,15,13,0,0,118,25,9,16,8,0,53,27,3,10,5,4,41,1248,140,280,136,21,1833
LGA15900,140,54,33,3102,2876,75,259,64,42,3320,3236,116,309,55,50,3756,4196,127,352,61,54,4789,6820,244,471,55,72,7666,9099,337,502,53,75,10065,11320,429,521,47,74,12395,12418,539,489,44,63,13554,8993,443,330,12,57,9844,7781,440,249,13,40,8529,5584,254,150,9,19,6018,8076,531,261,12,27,8906,2855,679,351,28,20,3937,1033,56,58,31,62,1239,87355,4310,4483,661,694,97502
LGA15950,80,43,9,1068,1213,56,101,40,17,1424,1449,104,136,35,24,1740,1636,114,138,32,21,1934,2264,188,244,39,44,2783,3113,252,223,31,29,3646,5122,306,254,30,48,5748,7169,427,344,30,38,8010,6427,390,242,21,33,7113,6427,469,219,15,29,7163,5177,344,150,17,24,5712,11669,838,265,26,42,12835,9911,1555,412,55,44,11979,717,63,42,7,44,877,63372,5165,2884,512,449,72386
LGA15990,316,89,19,4088,3105,155,447,140,25,3880,3055,247,462,118,44,3929,3733,323,576,87,54,4769,5558,549,875,121,78,7185,7058,728,907,81,71,8853,8415,979,1020,97,78,10584,9019,1173,1058,92,73,11418,6162,1094,859,65,52,8229,4926,1297,684,58,34,6997,3301,764,438,45,27,4577,4535,1516,674,59,24,6810,2382,1826,516,84,29,4836,971,152,142,27,72,1359,66066,10966,9053,1424,703,88217
LGA16100,6,9,0,62,60,6,24,18,10,104,51,4,18,10,0,89,85,4,22,13,0,122,115,9,32,10,4,168,193,24,29,10,4,257,278,15,27,11,7,344,261,17,19,8,0,305,204,11,8,4,3,229,144,12,20,4,0,177,81,3,16,4,0,106,99,5,12,0,0,123,10,12,21,4,3,43,25,4,4,7,0,36,1640,123,261,127,35,2190
LGA16150,24,15,13,677,530,18,78,14,9,645,674,31,97,18,19,837,828,39,102,26,21,1010,1430,47,127,24,34,1655,1948,83,128,13,22,2192,2203,98,140,20,22,2477,2281,148,139,15,25,2603,1527,101,102,3,17,1749,1330,112,77,8,13,1539,997,59,41,6,3,1104,1256,103,88,5,11,1462,343,142,104,6,4,598,224,18,24,16,18,298,16246,1002,1265,227,233,18974
LGA16200,20,19,6,254,173,0,44,29,7,251,176,15,38,26,4,259,261,10,54,19,10,355,422,30,75,32,12,556,508,32,74,37,21,664,594,41,88,12,0,740,536,47,67,18,7,674,383,49,39,9,4,483,315,17,30,12,3,387,258,13,29,3,3,309,355,14,26,5,3,405,79,26,24,3,3,130,75,3,11,8,11,106,4352,305,624,257,92,5634
LGA16260,158,65,31,2866,3303,113,304,93,51,3860,3584,204,380,123,60,4349,4278,264,432,100,71,5152,7193,468,608,107,93,8471,10786,661,526,73,105,12160,15338,749,642,64,139,16925,18716,954,581,63,115,20428,14075,746,352,26,78,15272,11964,746,308,29,57,13110,9164,431,201,14,46,9854,13833,787,301,16,47,14988,5846,941,321,15,35,7158,1514,104,96,15,120,1845,122551,7313,5273,1000,1070,137198
LGA16350,103,54,23,2669,2356,61,252,66,28,2762,2459,135,302,78,38,3012,3031,154,337,61,48,3631,4961,289,492,54,64,5862,6638,379,474,53,68,7611,8493,523,478,40,78,9617,8499,677,461,21,61,9726,5727,472,332,26,37,6592,4647,448,261,16,21,5391,3430,304,159,9,16,3914,3702,442,178,13,11,4343,1157,410,209,17,18,1811,863,94,75,17,55,1106,58661,4453,4156,672,588,68524
LGA16380,68,54,24,1179,839,28,196,85,19,1166,994,71,253,83,36,1437,1372,77,251,66,34,1804,2425,165,382,58,51,3077,3049,167,319,46,42,3624,3245,199,346,18,30,3839,2734,247,321,23,25,3340,1798,181,210,12,7,2209,1431,178,128,3,14,1752,1096,83,83,9,9,1276,1158,164,108,14,5,1450,355,188,120,9,6,682,360,22,56,12,30,486,21949,1777,2875,591,331,27531
LGA16400,41,38,10,1012,756,42,118,48,22,981,947,51,151,43,16,1196,1207,65,151,25,25,1477,1824,134,233,44,33,2261,2235,145,207,22,19,2619,2591,171,211,20,30,3021,2902,233,211,16,20,3378,2225,136,112,11,18,2503,2101,134,95,7,3,2339,1547,73,48,0,10,1670,1869,132,57,12,0,2067,536,128,52,10,3,729,296,20,32,15,35,406,22016,1492,1742,364,241,25849
LGA16490,36,29,4,624,394,15,71,38,8,527,405,41,80,34,13,578,532,42,104,23,5,712,828,71,126,28,13,1064,1214,70,134,27,18,1466,1628,144,158,28,14,1976,1706,174,142,30,16,2078,1202,151,122,16,11,1494,939,187,85,11,11,1235,705,102,58,8,3,872,998,158,66,9,6,1231,274,153,68,19,3,523,156,20,16,14,14,218,11567,1344,1281,368,142,14713
LGA16550,112,37,15,1390,1515,41,168,43,16,1782,1546,82,175,40,22,1863,1860,100,196,33,30,2220,2820,188,336,36,29,3410,3546,244,330,37,45,4204,4395,308,403,41,48,5196,5052,413,422,32,51,5969,3953,331,282,28,37,4639,3892,374,260,21,27,4574,2989,232,135,11,18,3382,4334,361,223,18,18,4944,1623,490,286,20,13,2431,529,44,66,14,40,697,39418,3258,3435,520,415,47040
LGA16610,14,19,7,260,215,5,52,19,12,304,241,9,66,51,12,378,378,14,60,20,15,488,626,29,88,24,10,781,921,37,88,15,23,1082,1009,32,76,19,16,1146,775,34,86,6,9,912,426,21,35,4,6,493,260,31,29,0,4,324,214,14,13,0,0,245,172,16,26,3,0,213,43,22,26,3,0,99,66,7,10,10,13,109,5590,277,693,225,131,6912
LGA16650,60,23,6,712,803,33,114,30,10,997,1043,57,171,36,21,1326,1296,102,209,38,26,1667,2050,173,282,36,31,2565,2641,191,258,29,32,3146,3127,279,278,21,36,3738,3056,307,244,14,38,3656,2018,186,132,7,12,2363,1692,195,106,12,22,2022,1131,93,63,4,9,1301,1379,192,76,4,8,1659,610,186,68,9,9,886,312,18,34,12,28,403,21840,2050,2112,341,295,26641
LGA16700,109,50,26,2083,2387,66,142,48,33,2678,2245,110,215,57,31,2654,2605,129,258,49,37,3083,3877,226,335,55,49,4532,5100,277,318,38,40,5771,6819,368,337,43,38,7604,8926,474,379,30,46,9856,7353,365,229,15,39,7997,7186,370,145,14,17,7727,6206,236,137,17,25,6616,12722,425,191,11,29,13377,8677,587,174,14,36,9481,933,75,58,12,66,1143,77123,3774,3059,566,515,85034
LGA16900,47,22,16,949,837,19,113,23,16,1010,834,38,120,37,24,1051,1005,57,124,22,20,1225,1587,78,163,25,20,1878,1859,98,164,15,18,2154,1841,147,176,19,19,2194,1640,173,141,14,10,1985,1089,110,95,7,6,1310,881,130,64,12,13,1095,722,58,28,4,0,811,718,93,53,5,6,868,169,89,37,0,0,302,197,11,14,3,16,239,14308,1107,1351,258,186,17200
LGA16950,97,59,27,1477,1238,63,201,96,37,1636,1401,113,299,87,41,1933,1908,111,352,55,34,2451,3042,215,485,68,63,3869,3588,234,422,45,62,4348,3674,245,427,33,53,4432,3359,267,442,24,40,4124,2193,189,216,26,28,2655,1804,213,156,24,19,2213,1390,117,91,12,7,1623,1397,193,128,15,9,1743,418,195,113,19,12,759,412,43,61,25,45,588,27174,2212,3522,694,487,34092
LGA17000,22,18,3,407,378,19,53,31,7,478,407,16,41,25,10,494,460,11,43,25,9,548,806,48,56,14,4,925,1138,30,72,11,15,1264,1120,53,77,4,18,1265,1328,75,65,16,17,1499,1143,58,36,8,12,1261,1248,75,24,13,3,1368,1204,37,21,0,4,1258,3158,56,25,3,14,3252,959,81,24,10,9,1088,233,8,24,10,13,290,13985,577,576,230,142,15517
LGA17040,18,29,9,342,267,14,74,35,9,399,382,27,58,30,5,498,496,31,82,46,8,661,985,51,154,42,9,1244,1185,57,136,32,8,1410,1171,83,133,27,26,1435,927,114,123,23,8,1193,561,66,76,17,0,719,382,78,59,13,5,539,302,35,35,15,3,384,329,41,44,6,4,425,102,50,41,12,3,211,116,8,33,13,10,183,7508,659,1081,394,115,9757
LGA17080,10,18,7,199,165,4,32,29,4,239,195,12,38,17,11,281,254,10,50,22,9,349,452,26,90,34,17,621,563,32,59,22,8,684,596,36,62,13,14,721,620,50,76,27,16,784,414,41,57,3,5,522,361,33,46,9,10,459,254,16,25,4,4,299,319,26,36,3,4,390,83,22,20,6,0,131,62,12,22,14,10,121,4527,333,628,250,120,5865
LGA17100,21,13,4,466,607,18,55,19,11,706,789,55,92,18,20,967,849,56,76,18,20,1016,1350,96,149,31,24,1652,1955,149,150,16,32,2295,2857,220,126,19,27,3255,2879,232,131,22,25,3285,1892,178,99,7,18,2196,1414,164,74,8,12,1667,1070,126,35,5,0,1232,1598,199,51,9,6,1861,614,198,43,8,3,859,299,31,29,5,33,397,18642,1736,1138,225,238,21971
LGA17150,204,65,37,3625,3023,96,292,93,37,3540,2915,164,362,91,29,3562,3469,174,395,67,58,4165,5019,366,541,78,55,6066,6075,543,593,69,63,7336,6802,674,641,59,69,8250,6789,871,672,69,87,8481,4517,658,421,25,32,5663,3747,768,404,27,38,4993,2783,481,238,17,22,3540,3327,761,331,26,29,4467,1134,829,317,26,17,2321,779,104,73,26,60,1040,53867,6577,5535,893,636,67504
LGA17200,240,120,74,5359,8617,200,524,166,142,9648,10855,400,692,172,176,12296,13329,467,777,134,187,14895,19181,894,1192,151,256,21668,26965,1122,1204,130,259,29675,40520,1536,1392,124,316,43896,55187,2072,1486,124,318,59186,47859,1653,1162,68,221,50967,46580,2083,1043,70,210,49987,36137,1503,793,68,139,38639,75474,3326,1403,65,227,80500,62520,7107,4167,128,279,74205,5315,336,246,69,363,6327,454683,23027,16461,1981,3232,499390
LGA17310,44,53,14,881,656,25,134,73,16,907,811,33,165,80,28,1117,1144,44,203,50,33,1474,1975,74,246,60,32,2387,2971,124,237,40,42,3414,3542,147,263,33,33,4020,3065,188,252,43,24,3573,1756,153,140,22,15,2089,1364,133,108,21,11,1630,979,64,54,8,5,1118,1096,116,105,9,7,1339,273,128,76,13,3,500,293,16,53,29,42,443,20747,1266,2121,661,325,25123
LGA17350,5,15,0,71,79,3,24,10,3,116,90,0,16,14,0,129,118,10,35,13,0,178,188,11,43,17,4,261,245,8,43,14,6,318,246,12,68,22,3,345,204,21,46,13,7,293,113,9,35,3,0,160,101,10,23,0,0,139,67,12,13,3,0,99,62,11,19,0,3,94,15,12,14,3,0,51,32,0,14,3,3,50,1626,125,397,150,33,2331
LGA17400,20,22,4,110,66,0,36,36,0,146,100,5,39,24,5,178,106,12,38,24,4,189,161,8,57,27,5,257,193,7,43,17,5,267,213,7,45,3,5,281,157,13,39,21,3,231,93,9,22,3,0,128,55,11,10,3,3,76,56,0,5,8,0,70,39,11,17,12,0,80,7,11,7,8,0,34,22,6,13,15,3,60,1334,107,408,241,57,2148
LGA17420,168,80,20,3149,2844,112,259,82,26,3316,2615,184,276,91,40,3202,2945,212,333,74,35,3597,4325,398,431,92,43,5288,5375,476,426,80,63,6424,6482,598,455,61,68,7660,7050,730,521,51,64,8414,4994,644,362,41,37,6080,4426,723,250,33,25,5460,3404,432,192,19,16,4057,5251,807,256,16,28,6358,2625,867,280,32,19,3823,803,94,68,22,49,1036,56170,6381,4325,944,540,68355
LGA17550,91,52,23,1040,914,50,203,91,32,1291,940,62,268,80,38,1394,1398,87,310,72,37,1907,2364,174,429,57,44,3058,2867,169,386,36,39,3492,3153,213,365,37,45,3810,2774,311,397,39,25,3543,1658,200,191,14,19,2071,1296,222,141,10,10,1674,944,107,89,12,4,1163,949,185,116,12,4,1261,313,184,90,12,4,602,324,34,68,23,31,475,20806,2017,3172,647,360,26997
LGA17620,19,14,6,214,183,7,36,31,4,262,188,24,53,28,0,293,238,12,49,25,6,327,414,29,72,32,8,556,610,27,76,19,6,738,629,34,56,11,10,734,477,39,59,14,6,602,257,19,49,11,4,339,188,23,23,9,8,252,145,13,17,3,3,179,141,32,22,8,5,203,61,37,34,7,3,133,69,7,20,15,3,110,3771,307,596,269,74,5018
LGA17640,6,17,0,75,73,4,22,21,6,119,47,7,17,12,0,83,70,14,29,19,7,134,114,16,49,32,5,207,124,16,35,29,7,213,145,15,47,16,3,230,125,21,51,11,5,213,89,11,25,11,0,138,68,8,27,4,0,107,49,7,9,0,0,65,63,16,13,10,0,107,16,7,23,3,0,47,20,0,14,4,0,32,1050,138,387,210,31,1807
LGA17650,6,10,0,34,37,3,12,18,4,75,44,7,24,12,3,97,55,12,12,13,0,90,96,11,51,18,3,179,97,9,36,7,0,159,93,13,25,5,0,143,101,12,33,5,3,153,43,6,29,3,0,84,37,3,10,4,0,56,29,0,5,3,0,45,34,4,5,4,0,53,7,4,8,0,0,22,14,0,11,0,0,24,708,89,284,115,23,1227
LGA17750,36,45,12,1157,872,23,79,52,14,1042,1000,41,102,50,20,1210,1353,44,128,28,15,1573,2393,104,221,58,37,2816,3625,89,247,40,31,4031,3980,181,294,36,42,4529,3709,202,253,40,34,4237,2488,141,192,23,20,2875,1889,162,116,18,12,2199,1467,94,80,6,9,1657,1592,150,98,7,9,1856,387,230,128,9,13,763,382,25,33,22,26,487,26270,1497,2047,503,316,30629
LGA17850,7,10,0,50,35,3,23,15,3,80,31,8,13,22,0,75,46,8,28,7,3,94,111,5,34,19,7,174,122,4,29,15,0,171,103,12,36,10,7,174,108,10,33,14,3,169,52,4,28,0,3,89,44,6,23,11,0,79,29,3,19,8,0,56,28,6,18,0,3,55,8,9,6,6,0,33,15,6,7,12,3,39,772,88,311,168,25,1372
LGA17900,9,10,0,49,47,3,17,16,0,93,80,5,10,12,10,115,72,4,26,30,11,142,164,11,28,20,4,221,202,10,29,11,11,262,218,9,25,15,3,268,211,12,34,13,7,274,129,8,18,3,0,158,95,11,15,0,0,123,63,9,5,3,4,84,79,10,14,3,5,107,18,10,12,7,3,56,32,0,3,8,9,53,1460,108,260,213,65,2102
LGA17950,3,5,0,21,19,0,12,7,0,38,31,3,7,3,0,43,44,0,17,8,4,69,66,9,25,11,0,112,112,5,8,3,0,130,133,8,16,4,3,166,108,20,26,12,0,166,63,8,20,5,5,102,49,3,15,3,0,71,23,8,14,5,0,52,35,0,14,0,0,52,11,14,7,0,0,31,17,0,7,0,0,28,722,82,187,82,20,1091
LGA18020,15,15,6,89,82,4,41,36,6,163,85,6,33,35,8,174,138,14,64,40,5,259,259,8,66,19,4,367,301,16,63,23,9,407,269,28,63,17,5,381,235,18,55,11,4,332,132,19,22,6,0,176,106,13,34,8,3,162,98,5,24,0,0,129,86,13,30,7,0,130,22,12,26,7,3,67,48,5,20,12,7,99,1931,166,563,298,61,3015
LGA18050,73,14,3,866,891,47,84,27,10,1061,1044,62,142,15,22,1286,1338,61,132,27,20,1580,1785,119,249,25,19,2199,2148,171,263,22,9,2623,2393,195,303,26,33,2952,2398,306,346,26,23,3096,1569,251,225,17,6,2067,1244,282,234,15,8,1782,820,197,126,13,6,1160,1046,382,248,9,8,1696,556,536,248,32,7,1381,272,43,50,6,29,402,18347,2700,2759,339,220,24359
LGA18100,0,14,0,49,34,0,14,8,3,56,40,4,25,16,3,81,54,0,18,12,0,88,66,6,46,7,4,133,98,5,43,14,4,165,123,6,40,7,0,187,87,18,38,5,4,155,38,6,28,4,0,80,33,9,16,3,0,71,21,3,13,3,0,44,21,3,16,0,3,43,4,3,23,3,3,47,10,0,5,7,3,24,665,84,340,122,29,1243
LGA18200,9,4,3,59,73,4,15,27,0,116,96,3,19,12,7,139,109,16,18,21,0,158,209,21,36,13,3,281,253,16,35,10,12,334,325,18,39,8,10,400,300,19,30,10,3,362,172,19,19,9,0,221,143,15,14,3,0,177,131,11,21,9,0,168,119,13,18,5,0,159,32,21,15,5,0,65,30,4,5,7,5,47,2059,181,291,165,48,2744
LGA18230,27,35,15,714,529,18,85,44,17,696,604,32,120,45,22,824,902,51,141,37,20,1154,1711,73,209,44,31,2068,2497,103,222,31,35,2887,2798,140,223,30,31,3225,2638,143,213,33,27,3058,1628,111,107,9,14,1872,1321,125,117,5,18,1584,1036,72,71,7,8,1192,1109,129,70,13,8,1329,282,131,90,9,8,522,284,29,48,30,37,423,18012,1179,1780,448,293,21715
LGA18250,80,31,13,1485,1778,47,115,38,13,1995,1736,102,129,52,23,2040,2126,100,189,32,26,2468,2872,200,235,41,32,3369,3916,270,240,37,34,4492,5636,382,290,23,42,6381,6800,363,304,33,43,7548,5405,388,239,20,28,6083,4980,435,190,16,19,5638,3506,305,131,8,22,3968,6464,598,213,23,25,7320,4214,953,289,38,24,5520,645,55,45,16,51,810,51596,4241,2708,522,398,59466
LGA18350,70,38,10,880,553,38,115,38,19,763,688,65,152,57,15,983,833,82,158,32,22,1125,1410,102,243,48,24,1818,1771,139,256,30,31,2223,1930,179,253,31,21,2406,1691,223,281,35,16,2244,943,147,174,21,16,1301,802,199,129,11,15,1163,623,120,93,10,9,855,739,177,118,6,4,1044,196,223,89,24,6,538,230,33,43,15,18,337,13203,1750,2190,494,238,17876
LGA18400,56,31,11,485,323,31,73,39,6,479,368,31,88,28,13,528,447,49,95,28,8,630,676,85,126,16,18,922,897,107,143,19,18,1182,969,148,149,10,26,1296,945,187,134,17,11,1297,690,140,102,6,11,942,558,118,62,8,4,763,544,71,39,5,6,672,905,98,46,0,10,1064,386,66,38,10,3,499,162,18,22,9,5,213,8271,1175,1181,290,159,11076
