LGA_CODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA51400,16,5,3,93,59,5,22,14,0,96,68,7,25,11,3,114,107,9,29,8,5,157,143,11,38,12,3,206,195,11,48,3,0,261,206,22,45,7,5,284,217,25,50,3,4,306,157,13,29,7,0,214,180,22,25,10,3,234,139,11,15,0,0,170,283,14,22,0,3,327,94,22,14,9,3,148,28,3,11,5,3,53,1965,185,401,120,47,2721
LGA51470,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,7,13,0,0,0,0,17,14,0,0,3,0,16,14,3,0,0,0,17,26,0,0,0,0,26,23,4,3,0,0,33,18,0,7,0,0,24,8,0,3,0,0,12,11,0,0,0,0,9,14,0,0,0,0,18,3,0,0,0,0,3,9,0,0,0,0,8,166,7,15,11,0,204
LGA51540,6,3,0,45,49,3,9,6,3,63,53,7,3,3,0,69,81,3,16,0,7,104,124,11,22,11,0,167,169,16,17,0,0,194,226,14,27,3,6,271,195,18,35,0,4,257,136,11,26,3,0,177,161,14,11,0,0,185,124,16,9,0,0,150,376,6,13,0,3,403,211,10,10,0,0,233,42,0,11,9,0,64,1989,114,221,51,35,2402
LGA51610,3,3,0,16,6,0,7,0,0,16,6,3,9,0,0,19,10,0,0,4,0,18,21,0,3,3,3,30,21,6,4,3,0,36,29,6,5,0,0,38,32,3,8,3,0,43,23,3,8,0,0,35,26,7,8,0,0,42,12,3,4,0,0,17,31,0,0,0,0,28,14,3,3,0,0,17,3,3,0,0,0,9,233,47,66,28,4,378
LGA51680,11,15,0,63,32,3,16,7,0,62,47,3,26,13,0,86,57,5,13,9,0,85,82,0,27,14,0,124,86,9,22,7,0,130,99,20,19,7,0,144,120,16,15,9,0,156,63,6,23,3,0,99,69,16,8,0,0,97,55,10,8,0,0,72,108,11,13,0,3,126,36,11,9,6,0,56,12,0,7,3,3,23,890,114,216,110,16,1344
LGA51750,16,10,3,376,380,11,26,5,0,423,367,7,13,5,3,397,374,12,15,3,3,405,498,14,37,8,5,568,497,27,32,7,3,564,611,29,31,4,3,687,707,45,38,10,6,812,475,28,33,0,3,542,388,57,47,7,4,495,260,32,30,3,0,332,488,60,47,5,4,600,146,117,71,5,3,348,78,11,5,3,7,105,5640,457,455,81,50,6679
LGA51820,95,42,8,1443,1306,38,186,53,22,1605,1314,79,159,38,20,1604,1576,80,160,35,14,1866,2462,136,255,54,27,2933,3169,152,289,36,46,3692,4366,237,340,32,45,5018,5186,329,352,35,43,5949,3916,263,208,15,28,4439,3487,323,209,17,19,4057,2649,218,136,18,18,3049,4230,379,180,18,21,4833,1788,364,122,17,12,2305,498,24,33,12,34,603,37340,2683,2780,561,351,43710
LGA51890,6,7,3,167,117,3,12,7,9,149,160,7,9,8,0,185,151,4,12,3,4,176,226,11,9,5,8,255,230,8,16,6,3,261,247,12,19,3,0,279,296,15,18,0,3,334,267,11,11,3,0,299,340,3,4,0,0,348,365,3,3,3,3,378,1147,18,7,3,7,1180,390,10,10,0,0,417,40,0,0,0,3,46,4144,116,127,51,48,4490
LGA51960,3,3,0,41,18,0,5,3,0,27,46,3,4,0,0,49,45,0,3,0,0,50,59,6,3,0,3,75,83,3,3,3,3,92,112,6,8,0,0,126,133,3,5,0,0,147,125,3,4,0,5,133,196,7,3,0,0,207,203,3,0,0,3,210,529,3,0,0,0,536,261,9,0,0,0,274,29,0,0,0,3,35,1866,46,51,23,20,2006
LGA52030,0,0,0,8,5,0,3,0,0,6,15,0,0,3,0,20,4,0,3,3,0,16,22,7,7,0,0,36,22,3,6,0,0,35,27,3,10,4,0,44,31,4,4,0,0,40,19,0,6,0,0,23,19,11,4,0,3,34,18,3,0,0,0,24,33,3,3,0,0,37,16,3,10,3,0,31,0,0,0,0,0,7,230,47,53,27,7,362
LGA52100,0,4,0,7,10,0,3,0,0,17,9,3,4,5,0,23,11,0,3,8,0,22,30,3,11,0,0,46,38,0,9,8,0,53,47,3,14,10,0,75,52,9,17,3,7,85,23,13,11,3,0,51,39,8,9,4,0,56,13,3,7,4,0,30,22,7,4,0,0,36,5,9,7,0,0,20,4,0,0,3,0,14,310,52,95,55,12,528
LGA52170,9,3,0,145,122,5,9,7,0,146,130,3,22,5,0,160,140,7,19,0,0,165,160,8,26,3,4,207,181,14,29,6,0,228,262,23,26,3,0,307,263,40,23,3,3,326,151,25,31,3,0,210,108,39,26,3,0,173,68,26,17,3,0,107,100,51,26,5,0,179,71,136,31,7,0,249,21,0,6,3,3,38,1909,380,298,77,24,2678
LGA52240,0,0,0,11,13,0,10,5,0,31,9,0,6,8,0,33,15,0,9,3,0,25,23,7,18,9,0,55,32,5,17,3,0,58,42,4,22,10,0,76,51,4,9,4,3,66,15,3,10,4,0,36,11,9,10,4,0,38,3,0,0,0,0,7,21,0,3,0,0,22,0,5,16,3,0,22,5,0,3,0,3,13,252,45,127,68,9,504
LGA52310,0,0,0,3,0,3,0,3,0,6,4,0,4,0,0,7,6,3,0,0,0,16,8,3,7,3,0,25,6,3,3,6,0,19,11,0,12,0,0,26,21,8,5,0,0,36,11,0,8,0,0,22,0,3,4,0,0,10,0,0,0,0,0,4,3,3,4,0,0,14,0,3,0,0,0,3,0,0,3,3,0,5,76,33,53,28,0,186
LGA52380,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,10,12,0,0,0,0,12,6,0,0,0,0,6,11,0,0,0,0,14,6,0,0,0,0,6,6,0,0,0,0,6,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,63,4,4,0,0,69
LGA52450,0,0,0,14,7,0,0,0,0,15,14,0,0,0,0,22,25,3,3,0,0,34,38,11,0,3,0,49,50,6,11,3,3,63,73,3,8,8,0,91,79,14,3,0,0,99,36,9,3,0,0,55,40,10,6,6,0,61,27,6,4,0,0,38,25,11,5,0,0,37,0,9,3,3,0,14,3,0,6,3,0,13,431,80,53,32,12,609
LGA52520,3,3,0,12,11,0,6,11,0,29,11,0,3,3,3,20,23,0,7,3,0,31,46,0,12,10,0,66,48,10,11,3,0,69,69,7,15,3,0,95,86,16,18,3,3,125,63,8,11,3,0,87,45,18,13,3,0,84,33,3,10,6,0,49,33,4,10,0,0,53,9,8,5,3,0,33,9,0,0,0,0,7,496,85,127,71,16,789
LGA52590,8,3,0,49,33,4,14,10,0,52,51,7,10,11,3,76,51,0,11,15,3,79,92,8,16,12,0,131,89,14,23,5,4,143,119,11,17,5,6,154,129,22,31,10,4,192,72,24,13,10,0,124,65,17,10,4,0,98,44,4,3,0,0,56,113,15,17,5,0,155,30,18,14,3,0,61,10,3,3,9,0,24,938,147,202,118,25,1433
LGA52660,12,10,3,236,130,0,21,7,0,162,158,9,21,9,0,195,177,8,36,11,3,233,250,13,33,8,6,315,290,10,24,10,6,338,268,14,33,4,5,324,296,21,38,5,4,365,236,18,31,3,0,287,241,22,28,3,0,296,175,6,13,3,3,198,171,14,16,4,0,213,37,21,14,0,0,65,28,3,5,6,3,45,2668,152,344,103,40,3306
LGA52730,9,12,0,106,70,4,26,10,0,108,96,6,34,9,3,146,127,5,32,15,3,178,157,11,50,10,3,223,157,4,49,9,3,223,144,13,50,4,3,214,132,17,44,14,3,220,80,10,32,5,0,125,48,14,29,6,0,98,45,15,7,0,0,67,51,12,19,0,0,88,12,14,14,7,0,43,19,3,5,0,4,31,1219,114,406,127,25,1893
LGA52800,0,4,0,28,36,0,3,3,0,48,52,3,3,0,0,53,43,0,0,0,0,49,112,3,10,3,0,127,99,3,3,0,0,106,129,7,5,3,0,142,144,16,12,0,5,175,125,7,3,0,3,140,100,6,3,0,3,113,82,3,4,0,0,84,164,6,4,0,0,173,105,0,3,0,0,108,30,0,4,0,0,35,1245,58,57,18,18,1400
LGA52870,14,20,4,96,63,0,20,20,3,106,66,6,25,12,3,111,81,10,23,17,4,144,128,14,30,20,4,201,171,6,29,12,0,220,142,9,28,8,3,194,103,9,31,5,3,160,79,13,18,3,0,117,49,10,15,11,3,79,39,4,7,0,0,54,53,11,6,6,0,68,11,11,9,4,0,37,20,0,6,4,0,35,1076,118,259,173,29,1653
LGA52940,0,0,0,7,6,0,0,7,3,16,6,0,4,6,0,12,18,3,3,0,0,22,16,5,6,3,0,32,20,3,7,4,0,34,11,5,0,3,0,24,24,10,12,3,0,49,9,3,4,4,0,25,9,3,4,0,0,20,7,0,0,0,0,14,3,3,3,0,0,12,4,6,6,0,0,24,0,3,0,0,0,7,142,56,58,28,3,290
LGA53010,0,3,0,3,10,3,3,7,0,19,5,0,3,4,0,11,13,4,9,4,0,28,14,8,12,8,0,41,11,6,5,8,3,31,27,3,10,0,0,40,23,6,12,7,0,42,19,4,5,0,0,31,16,3,8,3,0,26,3,0,5,4,0,10,7,0,3,0,0,9,0,3,3,3,0,12,0,0,0,0,0,5,138,38,86,41,3,313
LGA53080,0,0,0,5,0,0,0,0,0,0,4,0,3,0,0,9,11,0,0,0,0,10,22,3,0,0,0,25,26,0,0,0,0,26,20,0,0,0,0,23,27,3,0,0,0,32,14,0,0,0,0,19,36,0,0,0,0,34,34,0,0,0,0,36,73,0,0,0,0,73,24,4,3,0,0,34,6,0,0,0,0,6,301,15,13,3,3,330
LGA53150,4,0,4,74,97,7,12,0,3,119,78,3,22,0,0,103,77,3,13,0,0,99,108,10,22,3,0,138,143,10,26,3,0,183,157,13,24,3,0,193,146,14,27,8,0,193,119,12,23,0,0,158,101,23,29,0,0,153,63,23,11,0,0,102,82,30,18,0,0,133,28,39,15,3,0,95,10,0,4,3,4,20,1293,195,250,39,18,1792
LGA53220,7,5,0,110,160,3,9,5,3,176,124,3,10,3,0,135,148,3,10,3,6,173,220,4,10,9,9,251,313,3,14,0,10,347,502,14,13,3,3,540,758,21,26,3,5,816,836,19,17,3,8,883,969,30,14,6,7,1026,1241,11,9,0,10,1278,4186,25,16,0,15,4237,2515,43,27,5,4,2595,182,3,13,6,6,209,12307,188,188,66,98,12850
LGA53290,15,11,5,189,151,7,11,8,0,187,164,8,30,7,3,219,190,20,33,9,6,251,338,31,60,17,6,448,335,29,44,8,11,425,418,26,45,19,3,511,475,51,70,14,14,623,359,46,64,9,3,476,342,44,36,16,3,445,287,39,25,3,3,358,542,50,41,8,8,651,234,51,50,13,3,349,68,8,11,5,18,101,4079,410,546,176,79,5287
LGA53360,0,0,0,29,36,0,7,0,0,41,22,0,9,0,0,33,28,9,3,0,0,44,57,3,4,0,0,74,77,11,7,0,0,96,86,11,9,0,4,120,94,14,16,0,0,128,61,9,13,3,0,87,68,15,7,0,0,89,53,9,0,0,0,62,117,5,3,0,0,124,42,14,3,0,0,61,22,0,0,0,0,24,793,94,80,9,13,1000
LGA53430,54,20,8,902,834,17,74,30,7,963,896,39,105,26,11,1073,1094,37,117,6,11,1273,1535,79,199,28,23,1854,1934,102,173,27,13,2256,2522,130,187,10,21,2873,2961,188,218,16,18,3404,2309,182,164,18,17,2683,1808,194,126,13,14,2148,1389,114,90,10,10,1612,2045,255,142,10,7,2463,843,290,117,19,11,1279,286,21,20,6,17,348,21330,1666,1811,326,199,25331
LGA53570,3,6,3,56,58,6,18,13,0,99,75,15,17,17,3,123,86,11,27,6,5,133,136,15,31,10,0,192,169,13,35,11,3,233,229,18,29,6,11,294,185,23,31,6,0,242,94,17,23,9,0,135,60,20,12,6,0,93,62,4,16,3,3,89,57,14,11,8,0,89,20,16,4,8,0,49,30,0,9,5,3,48,1313,161,264,140,31,1912
LGA53640,0,0,0,12,15,3,3,6,0,24,18,3,0,3,3,31,25,0,7,5,0,42,26,3,12,3,3,54,43,8,0,6,0,56,64,3,5,0,0,76,73,11,8,3,0,96,35,9,17,3,3,59,32,11,12,3,0,55,10,4,4,4,0,22,16,16,14,0,0,49,12,15,12,4,0,39,4,0,4,3,0,17,372,95,106,50,20,645
LGA53710,0,0,0,8,12,0,3,3,0,19,15,0,3,6,0,23,11,0,11,7,0,30,27,3,6,0,0,31,24,6,11,3,0,40,38,5,10,0,0,54,27,5,9,4,0,49,14,5,10,7,0,34,14,3,3,0,0,22,3,3,0,0,0,10,5,7,5,0,0,19,4,9,3,7,0,17,0,0,0,0,0,3,202,47,64,43,5,356
LGA53780,75,38,0,1095,1019,34,149,53,13,1265,1013,58,190,38,21,1310,1167,52,186,38,14,1454,1781,117,278,35,20,2225,2144,149,230,36,15,2579,2479,181,273,30,37,2995,2762,247,256,23,31,3322,1873,165,195,14,15,2259,1532,189,141,11,14,1895,1160,93,84,7,7,1352,1176,175,110,9,6,1474,241,191,88,7,3,531,249,32,37,7,32,350,19649,1722,2314,434,230,24345
LGA53800,34,37,7,531,395,10,58,26,5,491,476,17,74,32,13,609,614,31,77,29,9,757,1070,42,111,17,20,1265,1371,63,108,28,15,1581,1536,90,123,30,13,1785,1800,126,151,37,17,2127,1360,115,96,12,16,1598,1254,115,79,9,5,1470,1085,64,42,14,7,1213,1774,113,76,4,13,1983,570,148,64,26,5,801,226,21,21,9,13,292,14032,967,1125,361,162,16650
LGA53920,0,0,0,14,23,8,0,0,0,26,16,0,0,0,0,17,15,3,0,0,0,18,27,0,0,0,0,28,21,0,3,0,0,22,22,0,0,0,0,24,23,0,0,0,0,26,25,0,0,0,0,23,21,0,0,0,0,21,16,0,0,0,0,16,38,0,0,0,0,38,11,0,0,0,0,11,11,0,0,0,0,11,283,8,10,0,0,298
LGA53990,23,9,3,277,233,4,31,29,4,304,245,10,37,13,3,314,272,6,37,25,3,351,455,26,55,25,6,573,573,22,69,13,6,682,615,28,69,13,12,733,626,41,74,21,6,766,448,37,50,9,4,543,456,36,44,9,7,546,453,21,31,3,3,509,552,36,38,0,3,626,143,34,34,0,0,215,77,5,13,10,3,112,5403,312,623,217,72,6627
LGA54060,0,3,0,35,33,0,7,0,0,41,39,3,9,7,0,57,59,0,3,7,0,67,67,12,12,3,0,88,56,12,16,3,0,83,68,8,18,0,3,99,91,5,14,7,4,119,76,14,9,3,0,102,56,11,5,0,0,80,54,8,0,0,0,64,83,9,3,3,0,92,45,12,7,0,0,63,17,3,0,0,0,20,772,92,112,46,15,1037
LGA54130,3,6,0,11,14,0,6,3,0,24,14,0,3,3,0,22,13,0,3,5,0,22,36,3,17,3,0,60,31,10,10,4,3,60,46,11,12,4,3,71,52,7,19,12,0,89,21,9,12,5,5,52,21,0,19,0,0,43,14,6,12,0,0,35,25,4,7,4,0,38,3,7,12,3,0,32,0,0,4,0,3,6,286,62,151,70,17,583
LGA54170,159,47,28,3431,2663,64,277,59,23,3079,2353,70,281,37,28,2771,2541,105,281,59,34,3017,3531,189,419,60,42,4236,3820,200,458,41,31,4554,4118,258,468,42,41,4922,4294,384,497,32,35,5250,2875,295,402,32,14,3618,2452,402,313,21,4,3193,1996,236,189,19,8,2439,2288,421,271,26,15,3025,693,418,260,18,15,1399,495,60,68,24,25,671,37471,3155,4370,666,349,46015
LGA54200,48,19,7,720,550,17,87,21,3,675,529,31,89,18,7,682,590,44,100,23,10,769,887,72,147,20,10,1130,1088,81,168,20,20,1366,1450,97,161,14,11,1734,1624,145,165,30,12,1971,1156,131,131,12,3,1434,996,141,94,15,3,1251,699,64,65,6,4,833,892,133,87,9,3,1126,217,141,68,13,8,438,152,18,19,8,17,209,11505,1124,1436,268,116,14453
LGA54280,23,7,4,318,264,6,26,16,9,318,302,15,25,8,5,347,414,12,37,12,11,481,634,38,43,10,10,736,849,35,53,3,9,949,1075,38,56,11,11,1185,1305,75,80,13,7,1480,1104,62,52,6,10,1235,1202,63,45,8,6,1331,1040,47,22,3,9,1128,2312,110,53,4,11,2488,992,124,30,4,11,1162,184,10,10,3,13,218,12003,653,563,144,133,13484
LGA54310,8,5,0,220,176,3,25,11,0,213,146,11,27,0,6,185,181,11,18,8,3,221,327,20,18,8,4,377,456,16,26,11,5,518,584,23,25,9,14,652,810,30,41,3,5,891,790,37,24,3,4,852,817,38,25,0,3,887,862,28,17,3,9,916,2331,53,28,3,12,2434,1914,81,29,0,18,2040,152,0,10,4,7,174,9762,352,341,90,93,10634
LGA54340,8,3,0,47,38,0,6,7,0,54,44,0,9,6,0,63,69,3,8,3,0,84,149,12,15,6,6,180,322,4,23,0,7,353,231,7,12,8,4,255,182,7,13,0,3,206,125,13,21,0,0,165,103,17,6,3,0,130,70,9,7,0,0,81,81,12,14,0,0,103,13,10,13,0,0,29,25,7,4,4,0,34,1473,96,163,60,21,1825
LGA54410,0,0,0,15,12,0,4,3,0,21,7,0,0,0,0,11,24,0,4,3,0,38,31,0,7,3,4,45,37,5,9,0,0,51,53,3,5,0,0,60,40,4,10,0,0,50,25,4,6,3,0,38,21,3,12,4,0,43,18,0,3,0,0,17,5,3,4,3,0,15,0,0,11,3,3,12,3,0,0,3,0,9,287,23,78,30,11,429
LGA54480,0,3,0,6,8,0,5,3,0,11,3,0,0,0,0,8,6,0,5,3,5,17,9,0,6,0,0,18,5,7,12,8,0,28,10,5,7,0,0,26,19,8,6,9,0,36,17,3,6,3,0,24,12,3,4,4,0,25,5,3,12,0,0,20,4,10,10,0,0,20,0,0,9,3,0,10,0,0,7,0,0,3,109,42,78,45,6,282
LGA54550,6,9,0,28,14,3,4,7,0,30,13,4,14,7,0,43,28,4,12,14,3,57,64,7,17,15,0,104,65,5,23,13,0,108,82,11,26,14,0,132,81,9,25,11,0,126,52,11,20,3,0,84,31,8,15,9,0,65,20,7,8,3,0,39,17,7,18,6,0,52,7,16,16,7,3,43,12,3,5,3,0,24,505,93,211,132,9,946
LGA54620,0,6,0,10,7,4,0,3,0,17,12,3,9,10,4,32,17,0,5,3,3,26,33,4,4,7,0,53,27,13,4,5,0,53,46,7,12,5,0,67,48,8,13,3,0,76,24,12,12,7,0,47,53,4,5,0,0,64,37,3,3,3,0,47,130,10,0,0,0,137,29,6,3,0,0,45,3,4,3,0,0,7,473,83,72,53,11,696
LGA54690,6,0,0,3,0,0,3,0,0,4,4,0,0,0,0,4,7,0,0,0,0,9,6,3,3,4,0,17,10,4,5,0,0,18,12,9,0,0,0,23,15,0,3,4,0,23,11,0,6,0,0,13,5,0,7,0,0,14,7,0,0,0,0,10,8,3,3,0,0,15,0,0,8,0,0,8,0,0,0,0,0,0,94,20,51,10,3,177
LGA54760,0,0,0,8,8,3,3,5,0,19,3,3,3,3,0,14,8,0,3,7,0,23,23,11,9,11,0,57,19,3,7,5,0,37,19,0,18,10,0,41,16,4,18,3,0,44,19,3,14,5,0,46,18,4,4,4,0,31,8,3,8,0,0,17,8,3,10,0,0,14,0,3,9,5,0,18,0,0,7,3,0,13,148,58,104,60,4,384
LGA54830,24,16,5,290,266,16,59,12,4,356,270,11,41,11,3,334,335,13,53,12,4,409,579,31,82,7,7,697,738,36,57,7,4,848,1062,37,73,7,6,1190,1313,46,77,17,10,1468,1130,46,39,4,3,1222,1163,62,41,6,7,1288,1128,32,27,0,0,1188,2166,80,30,0,8,2292,1055,64,23,0,8,1151,166,6,9,4,11,205,11646,498,645,122,97,13009
LGA54900,0,9,0,11,14,0,7,3,0,19,12,3,10,11,0,40,20,3,6,7,0,37,38,4,7,3,0,51,42,3,13,0,0,60,64,10,13,5,0,97,75,21,22,9,4,128,37,7,24,3,0,71,27,7,12,3,0,51,25,3,8,3,0,39,23,10,23,3,0,59,4,17,18,3,4,45,7,3,11,4,0,18,395,90,176,95,13,764
LGA54970,0,3,0,24,22,0,0,0,0,20,19,0,0,0,0,23,33,0,0,0,0,32,48,4,5,8,0,62,61,0,5,0,0,64,88,3,3,0,3,98,123,0,3,0,0,128,131,0,5,0,0,135,206,7,11,0,0,224,305,3,4,0,0,313,816,7,3,0,0,821,236,9,4,0,0,249,25,0,0,0,0,30,2138,44,50,21,15,2257
LGA55040,3,0,3,31,31,0,0,0,0,35,18,0,4,0,0,21,31,3,3,0,0,41,56,0,8,0,3,67,67,0,3,0,0,73,68,0,7,0,0,73,115,0,10,0,3,133,148,0,4,0,0,149,183,0,3,0,3,189,222,3,0,0,0,223,669,6,3,0,3,682,257,13,3,0,3,273,21,0,0,0,0,24,1905,27,57,8,17,2020
LGA55110,92,27,21,1219,1078,40,131,33,8,1291,1143,47,140,32,15,1373,1236,46,134,30,14,1462,1966,72,205,34,27,2303,2135,68,179,27,18,2437,2217,121,227,21,16,2599,2077,159,218,21,18,2501,1334,162,151,17,7,1673,1019,131,135,10,14,1309,776,97,77,12,3,964,814,153,101,8,9,1086,227,158,103,4,5,496,236,16,32,10,21,318,17419,1309,1952,364,206,21254
LGA55180,14,20,4,170,121,5,29,27,7,191,164,24,45,24,8,266,214,13,24,25,10,278,301,22,52,24,6,400,421,33,59,18,15,548,426,39,61,24,5,558,392,39,65,19,11,522,269,27,37,12,5,354,201,39,34,6,8,288,138,18,11,6,0,173,147,14,26,0,4,195,16,21,19,6,0,68,45,4,0,10,5,63,3018,307,478,233,86,4125
LGA55250,0,0,0,13,10,0,4,0,0,14,5,0,0,0,0,7,8,0,0,0,0,8,23,0,3,3,0,26,37,0,3,0,0,43,44,3,0,0,0,46,67,3,0,0,3,75,66,0,0,0,0,70,118,0,3,0,0,122,119,5,0,0,0,121,296,0,0,0,0,298,157,0,7,0,0,166,14,0,0,0,0,14,981,13,20,5,6,1030
LGA55320,113,34,12,2032,1870,44,153,53,11,2134,1640,50,141,42,20,1887,1815,69,174,34,24,2112,2796,146,226,40,25,3236,3175,146,222,45,16,3605,3725,195,293,29,26,4266,4318,289,308,34,30,4971,3073,249,241,27,19,3603,2768,311,219,20,22,3342,2036,208,134,20,13,2408,2913,353,186,25,15,3490,1332,516,220,39,17,2122,442,37,44,4,29,551,33857,2649,2694,530,276,40001
LGA55390,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,18,8,0,0,0,0,8,18,3,0,0,0,19,12,0,0,0,0,11,15,0,0,0,0,18,29,0,0,0,0,29,37,0,0,0,0,37,48,0,0,0,0,48,70,0,0,0,0,71,176,0,0,0,0,173,70,0,0,0,0,72,8,0,0,0,0,12,510,5,10,3,3,530
LGA55460,3,3,0,45,39,3,3,7,0,45,29,3,10,3,4,50,55,4,4,8,0,78,115,7,11,4,3,142,114,11,13,11,0,150,153,6,14,5,5,187,164,11,28,0,0,205,100,9,9,5,0,123,101,20,20,0,0,146,64,9,8,0,0,82,120,10,14,0,0,143,23,15,9,0,0,48,13,0,0,3,0,11,1144,116,135,66,13,1481
LGA55530,0,0,0,4,8,0,0,0,0,5,6,0,0,0,0,6,9,0,0,0,0,9,12,5,0,0,0,21,8,4,0,0,0,16,12,0,9,0,0,22,13,4,0,3,0,22,10,0,8,0,0,11,6,0,7,0,0,15,15,5,0,0,0,17,13,0,0,3,0,18,0,0,3,0,0,5,0,0,0,0,0,3,118,20,24,3,0,172
LGA55600,3,3,0,37,30,3,7,3,0,39,40,3,8,3,0,50,31,3,7,3,0,42,69,5,25,9,0,105,81,11,16,7,0,118,109,12,27,11,5,168,119,11,13,8,7,159,65,16,20,0,0,102,87,11,9,0,4,111,53,6,15,0,0,67,57,8,9,0,0,74,14,14,14,4,0,48,15,3,0,5,0,25,787,112,162,76,19,1157
LGA55670,0,0,0,5,6,0,0,3,0,15,0,0,7,4,0,15,11,0,3,4,0,16,20,0,5,0,0,24,20,0,3,0,0,28,17,0,3,0,0,23,22,0,4,0,0,31,11,4,0,0,0,19,14,3,3,0,0,21,19,0,3,0,0,24,13,0,0,0,0,16,4,3,3,0,0,15,5,0,3,0,0,12,166,18,42,23,7,255
LGA55740,12,0,0,134,104,3,14,3,0,123,113,0,11,3,0,131,113,3,12,0,0,134,168,9,18,9,5,206,202,7,8,4,0,224,233,16,20,0,3,277,250,16,19,5,0,291,150,17,19,3,0,195,129,20,15,8,0,168,111,25,8,0,0,146,143,33,21,3,0,200,32,65,12,11,0,118,29,0,3,3,0,40,1909,215,203,58,10,2397
LGA55810,0,0,0,8,0,0,3,0,0,3,0,0,0,0,0,4,4,0,3,0,0,5,14,0,0,0,0,14,8,0,0,0,0,11,10,0,3,0,0,13,16,0,0,0,0,21,17,0,0,0,0,17,13,3,0,0,0,17,19,4,0,0,0,24,47,0,0,0,3,52,13,0,0,0,0,18,3,0,0,0,0,3,178,12,18,3,6,213
LGA55880,3,3,0,13,4,0,4,3,0,8,6,6,10,6,0,23,6,3,0,7,0,16,12,0,4,0,0,25,5,0,10,3,0,19,20,11,11,6,0,41,17,3,12,4,0,37,12,0,3,0,0,16,9,0,9,0,3,18,3,3,0,7,0,11,9,0,4,0,0,19,0,5,3,0,0,10,0,0,3,0,0,10,109,30,88,39,12,278
LGA55950,3,0,0,7,3,0,4,4,0,9,11,0,0,0,0,16,0,3,0,9,0,10,11,3,10,0,0,23,16,0,0,3,0,20,18,9,3,0,0,32,29,0,5,4,0,44,15,3,9,3,0,21,14,3,4,0,0,19,6,0,0,0,0,10,13,0,5,0,0,19,0,0,0,0,0,6,0,0,0,3,0,9,136,27,52,35,4,255
LGA56090,51,16,9,444,333,15,80,19,0,449,317,37,110,34,4,499,371,24,102,17,0,522,580,51,110,21,7,765,651,71,105,18,5,853,793,64,135,9,10,1015,903,93,121,19,10,1150,606,71,91,9,6,786,651,102,79,8,6,851,361,52,38,8,3,463,367,96,69,5,3,537,93,76,36,5,0,214,108,15,18,10,7,158,6523,781,1165,240,73,8788
LGA56160,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,7,3,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,40
