LGA_CODE_2016,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_15,TaTW_1000_1249_H_16_24,TaTW_1000_1249_H_25_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40,TaTW_1000_1249_H_41_48,TaTW_1000_1249_H_49mo,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_15,TaTW_1250_1499_H_16_24,TaTW_1250_1499_H_25_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40,TaTW_1250_1499_H_41_48,TaTW_1250_1499_H_49mo,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_15,TaTW_1500_1749_H_16_24,TaTW_1500_1749_H_25_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40,TaTW_1500_1749_H_41_48,TaTW_1500_1749_H_49mo,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_15,TaTW_1750_1999_H_16_24,TaTW_1750_1999_H_25_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40,TaTW_1750_1999_H_41_48,TaTW_1750_1999_H_49mo,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_15,TaTW_2000_2999_H_16_24,TaTW_2000_2999_H_25_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40,TaTW_2000_2999_H_41_48,TaTW_2000_2999_H_49mo,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000mo_H_0,TaTW_3000mo_H_1_15,TaTW_3000mo_H_16_24,TaTW_3000mo_H_25_34,TaTW_3000mo_H_35_39,TaTW_3000mo_H_40,TaTW_3000mo_H_41_48,TaTW_3000mo_H_49mo,TaTW_3000mo_H_NS,TaTW_3000mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_15,TaTW_PINS_H_16_24,TaTW_PINS_H_25_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40,TaTW_PINS_H_41_48,TaTW_PINS_H_49mo,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_15,TaTW_Tot_H_16_24,TaTW_Tot_H_25_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40,TaTW_Tot_H_41_48,TaTW_Tot_H_49mo,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_15,CoPSW_NNI_H_16_24,CoPSW_NNI_H_25_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40,CoPSW_NNI_H_41_48,CoPSW_NNI_H_49mo,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_15,CoPSW_1_149_H_16_24,CoPSW_1_149_H_25_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40,CoPSW_1_149_H_41_48,CoPSW_1_149_H_49mo,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_15,CoPSW_150_299_H_16_24,CoPSW_150_299_H_25_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40,CoPSW_150_299_H_41_48,CoPSW_150_299_H_49mo,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_15,CoPSW_300_399_H_16_24,CoPSW_300_399_H_25_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40,CoPSW_300_399_H_41_48,CoPSW_300_399_H_49mo,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_15,CoPSW_400_499_H_16_24,CoPSW_400_499_H_25_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40,CoPSW_400_499_H_41_48,CoPSW_400_499_H_49mo,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_15,CoPSW_500_649_H_16_24,CoPSW_500_649_H_25_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40,CoPSW_500_649_H_41_48,CoPSW_500_649_H_49mo,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_15,CoPSW_650_799_H_16_24,CoPSW_650_799_H_25_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40,CoPSW_650_799_H_41_48,CoPSW_650_799_H_49mo,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_15,CoPSW_800_999_H_16_24,CoPSW_800_999_H_25_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40,CoPSW_800_999_H_41_48,CoPSW_800_999_H_49mo,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_15,CoPSW_1000_1249_H_16_24,CoPSW_1000_1249_H_25_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40,CoPSW_1000_1249_H_41_48,CoPSW_1000_1249_H_49mo,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_15,CoPSW_1250_1499_H_16_24,CoPSW_1250_1499_H_25_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40,CoPSW_1250_1499_H_41_48,CoPSW_1250_1499_H_49mo,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_15,CoPSW_1500_1749_H_16_24,CoPSW_1500_1749_H_25_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40,CoPSW_1500_1749_H_41_48,CoPSW_1500_1749_H_49mo,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_15,CoPSW_1750_1999_H_16_24,CoPSW_1750_1999_H_25_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40,CoPSW_1750_1999_H_41_48,CoPSW_1750_1999_H_49mo,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot
LGA37300,0,0,0,0,3,0,12,8,0,26,0,0,0,0,3,0,6,8,0,20,0,0,0,0,8,3,8,18,0,40,0,0,0,0,0,4,0,20,0,22,0,0,0,0,0,0,5,27,3,38,3,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,3,3,8,10,9,6,10,19,24,37,108,6,219,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,8,0,0,7,3,0,0,0,0,0,6,0,3,5,7,3,0,0,0,0,23,0,0,3,0,10,0,0,0,0,16,3,0,0,0,3,5,0,0,0,13,0,0,0,0,3,4,0,3,0,12,0,0,0,0,0,4,4,3,0,13,0,0,0,0,4,0,0,3,0,12,0,0,0,0,0,0,3,4,0,8
LGA37310,12,3,4,16,79,85,71,111,3,381,7,0,3,8,44,46,52,95,0,253,7,3,0,5,33,45,34,122,3,257,26,6,4,5,23,20,24,133,0,235,52,7,11,19,52,47,42,383,12,629,24,3,3,0,21,14,17,161,0,246,0,3,0,3,4,6,0,22,0,41,164,119,96,147,484,442,353,1186,33,3024,0,0,0,0,0,0,0,0,0,6,9,50,5,0,0,0,0,0,4,62,5,47,12,6,0,0,0,0,0,74,3,22,34,8,5,3,0,3,0,79,4,25,46,34,0,7,4,3,6,130,6,19,38,92,26,3,11,9,5,215,5,5,20,52,48,14,8,7,4,169,3,4,20,33,44,15,23,11,0,160,0,0,6,22,26,13,18,36,0,125,3,0,3,8,7,11,11,14,0,60,3,0,0,0,8,14,6,16,0,51,0,0,0,0,3,18,4,6,0,33
LGA37340,8,6,5,17,68,126,72,121,11,430,10,0,5,3,32,73,51,69,0,247,6,3,4,0,25,41,34,68,3,186,7,0,4,3,12,20,15,44,3,108,12,3,3,6,21,12,42,129,0,229,3,0,0,0,7,3,5,42,0,68,0,0,0,0,5,8,7,11,0,41,85,96,92,151,454,509,359,642,41,2434,3,0,0,0,0,0,0,0,0,9,3,37,3,0,0,3,0,3,0,44,0,41,11,7,0,3,3,3,0,65,5,30,39,20,3,0,0,5,3,112,3,26,40,28,13,4,0,3,4,129,13,15,57,98,56,25,19,14,3,312,13,10,19,83,94,59,40,42,0,368,4,9,13,36,71,58,62,49,3,316,8,4,5,17,24,31,40,50,0,168,8,4,0,8,14,15,11,18,0,78,0,0,3,3,7,19,8,15,0,49,3,0,0,0,0,12,3,14,0,35
LGA37400,0,0,0,0,3,4,3,6,0,19,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,5,8,10,14,32,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,12,3,0,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,8,3,3,0,7,4,0,0,6,0,30,0,4,3,8,8,3,0,3,0,30,0,0,0,0,3,3,0,4,0,19,0,0,0,0,0,5,0,3,0,11,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3
LGA39090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,159,123,193,524,1039,2013,929,1203,73,6258,140,72,102,317,620,1496,857,1000,46,4643,125,40,51,138,342,982,622,1113,35,3450,81,22,31,72,172,500,364,787,16,2045,110,24,36,49,134,362,297,1035,18,2068,67,12,10,21,27,70,60,340,7,618,29,30,32,43,78,137,48,138,94,634,1296,2012,1940,3341,5116,9121,4388,7149,512,34880,23,28,3,5,3,0,0,7,7,76,53,455,28,5,0,3,0,0,13,557,55,450,90,25,4,4,0,8,13,654,56,390,191,60,9,11,8,18,21,765,55,324,285,146,22,23,14,11,25,903,60,266,348,418,74,27,24,56,12,1290,59,128,239,393,182,71,44,64,13,1188,56,83,117,255,200,101,68,86,20,982,57,33,69,105,126,99,74,91,11,658,25,20,17,49,44,62,32,67,9,328,14,3,15,27,24,40,19,36,4,186,7,3,3,8,15,19,13,38,0,103
LGA39799,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,5,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,3,16,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,41,21,18,97,520,358,201,160,21,1440,21,12,13,36,346,267,136,165,14,1003,28,0,11,19,213,201,128,103,3,697,16,3,9,11,93,107,65,114,3,410,22,9,3,6,73,110,87,144,4,455,5,0,3,6,10,31,20,64,0,143,3,6,10,4,28,12,12,9,24,102,238,396,537,688,2203,1664,929,1034,136,7821,5,36,6,3,4,0,0,4,11,79,40,562,53,9,7,0,0,3,12,682,64,706,156,46,5,7,3,6,27,1013,34,447,272,109,25,11,9,7,15,928,34,265,339,170,38,18,4,18,21,905,49,195,322,405,111,52,21,31,22,1202,54,76,225,407,281,123,63,59,17,1305,50,49,126,327,466,222,134,93,16,1473,66,23,74,167,448,293,166,146,9,1391,34,10,32,57,188,200,106,67,3,692,31,5,3,30,93,207,102,74,5,559,40,10,7,13,60,214,80,53,3,482
LGA40120,11,4,0,12,49,59,39,45,3,228,3,4,0,3,19,42,30,42,0,149,3,0,0,3,10,21,9,27,0,72,0,0,0,0,6,5,8,13,0,36,0,0,0,3,0,7,5,10,0,26,0,0,0,0,0,0,0,4,0,5,0,3,3,0,9,4,0,4,0,21,51,145,113,161,241,285,161,227,14,1399,6,5,3,0,0,0,0,0,0,8,5,114,4,0,0,0,0,0,0,131,4,86,21,3,0,0,0,0,3,120,10,61,39,10,0,0,0,0,3,124,5,49,47,18,3,5,3,0,4,129,4,19,61,65,9,0,4,10,3,177,6,15,31,64,31,9,6,4,0,163,5,7,6,33,24,12,11,16,4,128,5,0,10,14,24,36,7,6,0,105,0,3,3,4,8,22,11,9,0,62,0,4,0,3,5,9,4,6,0,31,0,3,0,0,0,0,3,3,0,11
LGA40220,4,3,3,11,38,51,17,22,0,144,0,0,3,8,15,11,15,7,0,53,0,3,0,0,5,5,4,7,0,30,0,0,0,3,3,3,3,3,0,18,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,5,3,5,0,24,25,100,74,120,185,157,72,118,12,862,0,0,3,0,0,0,0,0,0,5,9,54,3,0,0,0,0,0,3,66,4,39,11,0,0,0,0,0,0,63,3,33,29,6,0,3,0,0,0,78,3,39,44,24,0,5,0,0,3,116,11,24,62,64,10,3,0,0,0,175,3,21,21,81,31,13,3,3,0,171,10,7,15,37,24,6,3,7,4,109,0,5,0,19,16,9,3,8,0,51,0,0,3,5,9,0,0,3,0,22,0,0,0,0,0,0,3,4,0,15,0,0,0,0,0,3,0,0,0,7
LGA40250,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,3,6,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,14,0,0,0,5,3,0,0,0,0,11,0,6,0,5,0,0,0,0,0,18,0,4,0,8,3,9,0,0,0,26,0,0,0,0,4,5,0,0,0,15,0,0,0,0,4,5,3,5,0,11,0,0,0,0,3,3,0,0,0,7,0,0,0,0,6,3,0,3,0,11,0,0,0,0,0,3,3,0,0,5,0,0,0,0,3,0,0,0,0,3
LGA40310,11,7,10,12,59,69,45,32,4,240,4,3,0,0,17,53,26,33,0,140,0,0,0,3,7,33,19,22,0,91,0,0,0,0,0,16,7,16,0,52,0,0,0,0,4,11,16,29,0,62,0,0,0,0,0,0,0,6,0,9,0,0,0,3,3,4,4,0,3,16,32,99,90,120,263,319,191,196,21,1343,0,3,0,0,0,0,0,0,0,10,3,75,6,0,0,0,0,0,0,85,8,60,10,15,0,0,0,0,3,96,4,36,26,12,3,3,0,3,0,83,10,26,49,22,3,0,3,3,0,111,5,22,49,65,13,3,3,6,0,162,7,15,29,68,27,13,4,6,0,170,7,6,17,46,40,15,4,11,0,145,6,0,10,10,17,9,15,7,0,72,3,0,0,9,3,8,4,3,0,34,0,0,3,3,0,0,3,0,0,15,4,0,0,0,3,3,0,3,0,12
LGA40430,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,14,12,0,10,0,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,4,6,0,0,0,0,0,0,10,0,3,3,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40520,7,3,0,4,24,37,11,18,0,107,0,0,3,0,18,20,7,8,0,49,0,0,0,0,5,13,8,12,0,42,0,0,0,0,3,0,0,8,0,9,0,0,0,0,3,4,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,11,24,30,29,53,154,152,54,80,10,583,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,31,0,12,3,4,3,0,0,0,0,27,0,17,7,3,7,0,0,0,0,37,0,14,9,9,0,0,3,0,3,51,3,9,16,39,11,7,0,0,0,86,12,4,10,41,19,4,6,3,0,97,3,4,9,43,20,7,5,3,0,95,0,0,8,16,26,5,6,10,0,71,3,0,3,6,7,9,0,5,0,39,0,0,0,3,0,10,0,3,0,11,0,0,0,0,8,10,3,0,0,17
LGA40700,5,3,15,23,89,71,47,22,4,277,3,3,0,5,40,47,16,28,0,153,4,0,4,3,14,20,15,33,0,96,0,0,3,0,8,17,3,15,0,49,0,3,3,0,4,13,0,21,0,49,0,0,3,0,0,7,3,14,0,26,0,3,0,3,3,3,0,3,5,14,35,110,136,159,337,321,143,185,18,1450,0,11,4,0,0,0,0,0,3,21,13,143,6,0,0,0,0,0,0,170,3,130,42,9,3,0,0,0,3,198,4,86,42,15,4,3,0,0,6,165,9,65,66,34,3,0,3,4,3,189,16,39,99,112,25,3,3,10,0,305,11,25,47,90,63,19,10,7,4,276,7,14,26,65,78,30,24,15,4,254,12,10,5,33,64,23,29,13,3,195,11,0,14,7,32,13,4,8,0,95,3,6,4,5,16,6,26,12,3,76,4,3,0,4,0,4,14,11,0,44
LGA40910,13,3,0,22,56,58,42,35,3,223,0,0,4,4,25,37,30,30,0,130,0,0,0,4,11,26,13,24,0,76,0,0,0,0,3,12,11,10,0,31,0,0,0,0,3,3,4,7,0,23,0,0,0,0,0,3,4,4,0,12,0,0,3,0,8,4,3,0,0,25,30,108,97,152,301,268,157,187,22,1327,0,7,0,0,0,0,0,0,0,5,3,67,6,0,0,0,0,0,0,82,3,79,19,16,0,3,0,0,0,130,7,60,44,13,0,0,0,0,3,129,6,62,68,36,4,3,0,0,3,187,11,45,71,109,39,3,13,8,3,300,12,21,31,115,45,12,8,8,0,258,10,7,13,77,80,21,6,6,3,212,7,4,9,23,42,20,3,7,0,116,0,3,3,4,21,8,3,4,0,48,4,0,0,3,7,3,3,11,0,32,0,0,0,0,4,3,0,7,0,11
LGA41010,0,0,0,0,5,11,8,3,0,28,0,0,0,0,3,9,3,0,0,21,0,0,0,0,4,4,4,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,8,14,28,54,16,20,3,161,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,7,4,0,0,0,0,0,0,19,0,5,0,3,0,0,0,0,3,16,0,3,11,0,0,0,0,0,0,23,0,3,16,9,8,0,0,0,0,34,4,0,3,8,3,0,0,0,0,22,3,0,0,13,6,7,0,0,0,26,0,0,3,3,11,3,0,5,0,26,3,3,0,3,12,0,0,5,0,21,0,0,0,0,3,3,0,9,0,18,0,0,0,0,5,5,0,0,0,6
LGA41060,29,9,17,62,322,343,163,129,4,1075,20,3,6,33,148,224,102,118,6,664,5,5,3,8,84,138,62,85,0,402,0,0,3,10,31,41,33,52,0,168,3,3,0,3,20,30,26,64,0,150,0,0,3,0,0,6,5,18,0,27,0,9,3,4,17,20,6,5,8,69,144,276,342,519,1608,1452,712,716,64,5834,3,19,3,5,0,3,0,7,0,34,25,244,15,8,0,0,0,0,0,296,16,257,57,20,3,3,6,0,8,372,13,190,113,28,7,6,0,4,9,368,17,125,156,72,19,11,8,12,6,439,18,118,217,297,66,29,13,26,19,801,26,54,125,338,197,51,17,47,11,865,23,25,50,178,266,92,40,40,15,727,19,14,31,97,168,74,47,57,0,516,12,0,5,28,76,32,27,33,0,224,0,5,9,14,27,11,35,30,3,128,4,0,3,9,3,10,9,14,0,51
LGA41140,0,0,5,9,11,26,15,12,0,79,4,3,0,0,7,15,5,10,0,39,3,0,0,0,4,8,8,7,0,31,0,0,0,3,0,3,0,5,0,7,0,0,0,3,3,3,0,3,0,21,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,3,0,3,11,15,40,30,53,105,127,57,70,6,505,0,3,0,0,0,0,0,0,0,3,0,13,0,3,0,0,0,0,0,20,3,20,0,0,0,0,0,0,0,25,4,11,10,3,0,0,0,0,0,26,0,13,21,10,0,0,0,0,0,44,0,13,22,26,12,0,0,3,0,85,3,4,18,29,4,3,0,3,0,76,3,3,8,20,9,3,0,0,0,51,0,0,3,10,7,8,0,3,0,36,0,0,0,0,8,0,4,0,0,18,0,0,0,3,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA41190,0,0,0,0,6,9,0,4,0,21,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,3,14,3,11,20,30,17,17,0,105,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,6,6,0,0,0,0,13,0,0,0,3,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA41330,0,3,0,3,0,3,4,3,0,16,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,4,3,7,11,14,7,27,0,82,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,4,3,0,3,5,0,0,0,0,0,20,0,0,3,3,3,0,0,0,0,14,0,0,0,4,11,0,0,3,0,16,0,0,0,3,6,0,3,0,0,15,3,0,0,0,3,3,0,0,0,15,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,4,0,0,0,5
LGA41560,0,0,3,5,18,19,8,7,3,66,3,0,0,0,11,11,13,12,0,52,0,0,0,0,10,3,0,9,0,24,3,0,0,0,0,3,0,3,0,13,0,0,3,0,0,3,0,4,0,18,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,0,0,0,6,34,50,39,66,142,146,52,78,12,624,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,32,0,20,8,3,3,0,0,0,3,39,0,14,15,3,0,0,0,0,0,33,3,15,23,8,3,0,0,0,0,57,8,12,19,48,12,3,0,3,3,102,5,6,21,51,12,4,3,3,0,104,0,3,7,16,14,7,3,6,0,61,3,3,5,17,22,3,3,3,0,52,0,0,0,3,8,3,0,0,0,26,3,0,0,3,9,3,0,0,0,17,0,0,3,0,4,5,0,0,0,17
