LGA_CODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
LGA20740,59,17,0,305,0,0,37,121,125,59,21,7,362,3,4,18,58,57,42,21,4,204,24,22,32,33,34,50,24,7,231,646,705,1655,1922,2341,2091,595,131,10097
LGA20830,143,27,3,706,0,3,116,227,209,148,30,7,745,3,4,39,103,133,104,26,6,414,33,30,47,61,66,52,34,4,335,1096,1605,3198,3164,3538,2748,850,196,16390
LGA20910,297,80,3,1475,0,7,296,541,629,422,140,23,2064,0,9,102,411,569,368,143,31,1636,20,56,78,84,130,76,34,7,481,1497,2904,5894,5786,6764,4753,1682,247,29534
LGA21010,52,5,3,195,0,0,23,38,56,74,11,0,199,0,4,13,20,25,35,9,3,98,10,5,11,12,21,23,7,0,99,287,387,732,855,1178,1129,351,70,4981
LGA21110,764,176,30,4370,3,14,1233,2289,2030,1224,332,43,7170,5,16,389,1553,1738,1048,343,51,5151,64,137,219,195,282,190,69,18,1176,2879,6931,17376,15295,15013,10588,3514,510,72106
LGA21180,538,81,3,3029,6,21,623,1135,999,574,87,9,3451,10,14,170,431,581,314,65,7,1589,78,128,271,279,284,207,63,19,1322,3109,6025,15574,15206,14614,9565,1830,181,66102
LGA21270,23,3,0,71,0,0,14,13,19,21,3,0,69,0,0,11,9,10,10,6,0,41,0,0,4,0,11,11,3,7,48,114,137,311,377,568,598,184,48,2345
LGA21370,124,32,0,596,0,7,85,170,174,134,15,13,603,3,3,26,63,84,83,27,8,286,30,17,42,53,82,64,25,5,313,1037,1195,2520,2863,3645,3096,796,179,15338
LGA21450,176,30,8,933,0,5,175,283,291,181,33,9,978,3,13,49,140,163,104,39,10,515,46,55,78,75,87,57,30,10,441,1888,2485,4926,4853,4959,3395,894,177,23576
LGA21610,475,56,6,2630,0,18,450,831,839,502,96,9,2741,10,21,141,397,476,290,73,13,1424,95,140,211,236,276,195,45,7,1206,4432,6497,13879,13537,13440,8684,1866,232,62565
LGA21670,17,10,0,111,0,0,9,37,39,23,7,0,113,0,0,8,5,12,18,0,0,41,3,6,11,12,21,19,7,5,80,272,334,634,725,1023,852,214,45,4102
LGA21750,81,15,6,365,3,0,58,103,130,79,11,3,387,0,3,20,47,70,32,10,4,188,20,19,31,38,32,32,7,4,194,563,832,1845,1755,2010,1649,509,106,9265
LGA21830,47,17,3,247,0,0,55,73,110,80,17,4,333,0,3,26,64,72,60,26,6,257,9,17,18,20,39,27,22,4,159,425,558,1104,1229,1623,1280,453,87,6758
LGA21890,467,69,6,2310,0,11,397,838,862,583,97,10,2793,4,9,127,380,452,321,85,13,1388,54,85,179,160,192,122,36,8,839,2304,5052,11781,10686,10597,7219,1584,197,49419
LGA22110,128,31,0,480,0,0,44,104,177,130,25,4,499,3,3,20,44,63,69,26,6,233,17,26,35,33,61,86,48,17,319,903,1095,2453,2775,3663,3495,1069,230,15681
LGA22170,331,46,3,1799,3,14,323,588,571,363,69,4,1940,3,18,103,308,392,237,76,16,1154,56,101,139,158,187,143,38,6,813,2519,3872,8488,8535,9155,6429,1539,182,40714
LGA22250,28,10,0,123,0,6,17,42,49,30,3,0,144,0,0,3,20,35,13,5,0,81,3,5,14,12,28,14,9,3,90,222,297,636,743,966,865,308,69,4106
LGA22310,350,83,10,1843,0,7,402,723,770,448,109,19,2480,5,10,140,431,502,310,118,19,1540,41,89,164,142,143,116,49,17,756,1705,3659,8614,7923,7972,5891,1921,288,37975
LGA22410,95,17,0,380,0,3,49,113,182,93,25,3,469,0,0,13,33,43,65,18,4,171,8,17,19,22,34,38,18,5,173,472,565,1148,1351,1815,1465,454,113,7374
LGA22490,19,4,3,111,0,0,27,33,39,30,10,3,137,0,0,8,13,27,17,12,3,95,10,5,7,9,14,15,11,3,70,161,273,614,707,776,579,252,53,3421
LGA22620,353,58,4,1956,3,18,392,709,757,423,63,5,2378,9,17,85,300,318,238,61,14,1029,62,94,126,103,161,143,50,12,757,2902,4613,9208,9040,9820,7612,1605,241,45035
LGA22670,878,136,14,4703,5,37,847,1797,1910,1045,187,21,5850,3,11,191,771,982,620,147,21,2756,64,180,352,351,440,290,86,20,1781,2992,7906,21593,22683,23633,15592,3216,294,97913
LGA22750,839,129,15,4727,3,14,929,1761,1729,1082,168,12,5707,8,29,236,825,902,582,156,39,2773,124,178,272,318,388,271,73,22,1647,5685,9437,20043,20435,20895,15472,3262,417,95635
LGA22830,243,31,9,1163,0,16,178,385,406,265,51,13,1305,0,11,60,158,206,164,43,10,659,49,45,80,104,108,112,37,14,550,1631,2400,5589,5696,6290,4850,1182,225,27867
LGA22910,41,9,0,142,0,0,25,42,41,48,4,0,156,0,0,3,17,19,19,11,0,74,5,4,16,10,23,22,8,3,92,216,353,675,903,1099,1055,321,56,4688
LGA22980,33,5,0,80,0,0,13,16,18,22,9,0,77,0,0,4,9,13,8,3,4,43,3,3,0,11,8,7,5,0,37,92,164,330,354,514,513,153,48,2171
LGA23110,416,75,4,2097,0,20,455,851,897,630,84,3,2945,0,0,108,348,471,306,46,9,1285,31,59,137,126,159,105,20,7,640,1389,2727,7681,8103,8418,5722,1054,101,35197
LGA23190,92,6,3,345,0,3,38,99,133,72,16,10,366,0,0,15,43,48,46,9,3,165,7,12,32,31,42,43,8,0,173,626,813,1706,1675,1969,1698,413,90,8991
LGA23270,780,94,7,4628,4,54,1019,1849,1772,972,137,6,5815,3,25,330,845,1054,521,114,19,2917,97,188,343,356,396,260,43,14,1699,3587,8175,21428,20943,20858,12787,2198,239,90209
LGA23350,58,14,0,219,0,5,10,47,77,57,6,3,207,0,0,4,21,23,20,15,3,93,9,4,7,15,23,23,13,9,97,268,272,604,868,1194,1138,370,76,4795
LGA23430,665,119,9,3404,3,26,685,1411,1441,739,150,14,4468,4,9,189,715,833,494,137,25,2409,93,125,215,258,306,201,65,17,1281,3691,6945,15544,15749,16695,11311,2915,355,73211
LGA23670,516,74,6,3095,0,13,660,1305,1362,736,109,21,4202,3,15,161,628,825,437,88,15,2178,71,116,205,213,241,169,64,10,1095,3823,6320,13665,14122,15382,10765,2470,288,66838
LGA23810,325,45,3,1410,0,31,337,511,678,545,64,4,2171,3,6,100,197,409,296,39,4,1065,38,60,68,88,127,101,23,12,515,1656,2635,5680,5607,6279,4949,1058,164,28046
LGA23940,20,4,0,85,0,0,0,22,26,23,3,0,68,0,0,7,7,10,12,0,5,36,0,3,10,5,8,20,6,4,57,115,143,328,458,632,661,244,69,2643
LGA24130,96,14,4,458,0,10,45,125,183,140,34,3,535,0,9,20,73,103,64,26,3,297,30,20,24,37,52,49,29,4,250,1004,1222,2113,2490,3138,2297,784,106,13147
LGA24210,259,80,10,1305,0,6,229,475,439,331,73,8,1567,3,3,75,259,340,233,64,11,984,45,86,92,92,114,76,30,14,549,2053,3583,6006,5331,6250,4416,1418,271,29330
LGA24250,35,9,5,124,0,0,26,44,29,27,3,5,131,0,4,3,7,16,8,7,3,51,3,4,12,19,7,8,8,0,57,192,207,426,598,731,741,262,49,3214
LGA24330,312,48,3,1700,3,13,342,664,608,413,60,8,2115,0,12,119,322,365,229,59,6,1114,40,75,137,119,135,82,19,3,613,1785,4209,9207,8296,7751,5250,1068,97,37665
LGA24410,384,63,3,1957,0,13,368,687,695,475,83,5,2323,3,7,86,330,407,243,76,8,1162,48,93,130,162,186,139,31,14,798,2584,4353,8637,8800,9617,6869,1733,195,42780
LGA24600,3755,619,80,34277,13,248,16268,24778,15952,7811,1172,89,66336,12,113,5024,18533,16402,7574,1533,167,49359,236,592,1606,1322,1150,762,184,65,5925,8193,37615,138424,115065,81602,45240,9600,1150,436884
LGA24650,146,20,3,1024,0,10,230,348,323,175,25,3,1111,3,7,68,150,158,68,16,0,468,49,47,94,112,91,57,17,5,476,1810,2548,5853,5888,5031,3078,626,71,24909
LGA24780,184,18,7,793,0,4,87,213,253,152,30,5,750,4,6,39,96,117,104,31,0,389,31,43,64,77,87,74,31,13,407,1128,1725,3819,3891,4284,3436,906,140,19322
LGA24850,113,18,0,536,0,0,68,121,168,107,24,3,494,0,5,16,39,55,37,16,3,175,22,19,28,37,43,32,16,6,212,915,1085,2033,2117,2384,1877,508,82,10991
LGA24900,103,16,4,445,0,3,57,99,113,59,18,0,352,0,3,18,43,61,54,18,14,213,27,29,37,43,68,70,14,13,293,760,820,1766,2005,2386,2061,607,129,10542
LGA24970,1099,176,22,6681,3,31,1664,3418,2973,1663,265,23,10039,9,20,406,1648,1940,1011,237,30,5294,72,186,335,317,373,232,66,11,1589,3224,8794,25250,24681,23631,15346,3507,428,104862
LGA25060,342,70,8,1827,0,10,394,721,677,378,57,14,2253,3,10,98,401,413,245,56,8,1231,46,66,153,135,127,93,36,9,671,2175,3960,8409,7863,7734,5199,1209,174,36722
LGA25150,56,17,5,252,0,0,39,71,73,53,5,0,243,0,3,12,31,39,34,11,0,127,6,12,26,14,29,10,13,4,106,441,578,1218,1328,1510,1112,344,66,6600
LGA25250,299,50,3,1582,0,12,265,493,520,341,67,7,1705,5,8,98,276,306,199,63,20,980,39,73,145,146,160,103,41,4,718,1440,3763,10111,8612,8281,5545,1355,189,39293
LGA25340,433,84,14,2069,0,4,267,617,692,426,130,14,2148,0,5,104,256,414,253,131,39,1211,90,116,141,186,212,186,82,11,1032,3898,4978,8412,9637,11183,8302,2666,377,49461
LGA25430,55,9,3,217,0,0,27,73,76,46,6,4,239,3,0,6,24,40,34,10,5,119,12,9,17,16,25,29,10,3,117,362,584,1038,1249,1658,1512,371,96,6878
LGA25490,46,11,0,270,0,7,44,90,80,74,24,5,312,3,3,7,37,65,55,13,3,178,10,8,22,20,24,34,15,4,135,290,434,1056,1151,1297,1166,366,100,5851
LGA25620,23,14,4,114,0,0,9,31,53,36,15,3,147,3,0,5,11,23,14,18,4,88,7,6,18,8,19,23,7,9,100,220,272,540,739,979,886,349,101,4096
LGA25710,166,25,3,589,3,3,60,172,208,139,44,3,625,0,0,22,91,137,108,35,8,409,24,27,28,39,61,46,19,0,258,1212,1378,2110,2501,2936,2346,736,81,13305
LGA25810,32,4,0,166,0,3,31,46,64,23,9,5,172,0,0,11,19,15,21,6,0,66,8,3,6,12,20,26,7,3,100,287,413,824,822,1132,1015,316,60,4868
LGA25900,584,121,14,4937,3,39,2234,3333,2264,1061,238,30,9192,5,20,694,2504,2322,1097,298,47,6993,39,133,290,248,221,150,57,14,1157,1425,6839,24622,18692,13766,7999,2191,298,75840
LGA25990,17,3,3,74,0,0,9,19,19,14,4,0,61,0,0,0,5,8,5,3,0,31,0,5,3,6,13,3,3,0,37,96,119,245,380,477,467,181,35,2005
LGA26080,12,0,0,61,0,0,0,20,28,16,3,0,70,0,0,3,5,18,8,4,3,49,0,0,0,3,0,4,6,0,13,93,90,140,234,313,293,94,12,1279
LGA26170,109,26,0,440,0,3,65,111,143,115,29,6,470,0,6,23,44,91,47,25,3,238,17,12,34,34,35,56,26,6,221,648,768,1668,1882,2479,2198,763,172,10577
LGA26260,45,20,4,263,0,0,36,75,87,60,12,7,270,0,0,15,22,38,40,20,3,142,7,15,23,20,26,38,17,7,142,429,503,1107,1279,1653,1561,497,110,7137
LGA26350,425,135,24,2782,0,30,884,1301,1078,612,196,52,4147,7,15,281,1022,1125,655,303,76,3481,50,111,210,164,175,117,50,13,907,2285,7519,15777,10604,9688,6538,2248,398,55061
LGA26430,32,12,0,106,0,0,6,26,25,30,13,7,110,0,0,4,13,16,19,16,6,72,10,0,7,11,28,25,18,0,93,187,219,524,542,758,842,358,107,3533
LGA26490,58,10,5,316,0,0,46,106,118,77,23,0,373,0,0,17,64,89,60,28,3,265,17,8,23,22,34,28,9,0,138,659,874,1663,1817,1898,1444,511,73,8932
LGA26610,55,17,0,267,0,0,43,86,90,71,18,3,308,0,3,23,44,48,48,11,7,179,18,12,20,26,38,40,13,9,181,552,822,1712,1616,1926,1700,431,87,8852
LGA26670,17,10,0,63,0,0,8,18,17,19,6,3,67,0,0,3,5,12,18,12,3,46,5,7,4,7,9,12,11,3,49,102,114,248,289,440,512,247,66,2015
LGA26700,98,22,3,424,0,3,66,110,179,110,18,4,485,0,11,26,66,71,72,18,4,270,32,19,36,42,29,54,15,11,236,737,976,1981,2211,2567,2128,628,151,11383
LGA26730,103,14,3,527,0,3,107,229,193,123,16,4,679,0,0,31,115,140,83,22,3,388,19,12,35,33,43,36,7,3,193,887,1336,2652,2689,2904,2028,462,50,13000
LGA26810,158,23,3,782,3,13,241,281,319,218,37,5,1104,3,15,129,181,229,161,28,6,744,30,34,47,50,75,77,31,8,345,1001,1365,3276,3202,3686,3312,920,181,16934
LGA26890,19,10,3,67,0,0,5,16,25,10,7,3,57,0,0,3,6,6,10,7,6,44,0,3,3,3,11,8,5,4,39,61,99,242,262,403,367,175,64,1677
LGA26980,742,124,8,3939,0,11,741,1736,1715,1070,188,20,5482,4,6,163,837,1014,587,147,20,2782,61,127,205,207,255,171,53,17,1093,3206,6215,16115,14902,15573,10780,2786,342,69914
LGA27070,457,83,3,2469,0,17,514,897,812,481,66,7,2798,10,15,153,437,439,275,54,7,1395,70,125,214,216,243,162,42,10,1081,3248,5513,13025,12151,11756,7625,1543,188,55053
LGA27170,185,18,0,910,0,0,127,272,274,138,28,0,837,0,3,25,93,124,67,12,0,330,39,27,69,51,64,46,15,3,317,1195,1767,3813,3857,4028,2956,557,62,18245
LGA27260,462,54,6,2792,0,23,522,1035,912,530,94,3,3120,4,9,163,431,517,277,62,6,1474,70,140,225,231,253,154,50,7,1138,3313,6012,15579,15025,13185,7965,1479,133,62691
LGA27350,600,127,13,4911,0,36,2071,2935,1888,987,187,17,8133,3,26,607,1993,1830,865,283,46,5659,39,125,337,252,236,165,55,9,1200,1778,8241,27072,19141,13885,8411,2324,278,81129
LGA27450,321,52,3,1466,3,7,185,431,512,307,60,7,1511,5,8,59,184,258,155,57,13,743,96,79,135,160,207,140,51,18,885,3140,3810,6972,7838,8880,6784,1932,280,39636
LGA27630,35,0,3,75,0,0,11,13,23,26,3,0,79,0,0,0,5,13,10,4,0,33,0,5,8,11,14,15,3,0,58,100,177,380,398,588,645,191,73,2560
LGA29090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29399,7,3,0,42,0,3,4,22,15,16,0,0,51,0,3,6,10,14,8,8,3,41,3,11,4,5,5,8,0,0,37,210,570,527,289,251,227,75,9,2161
LGA29499,635,104,20,4907,3,105,1291,1748,1372,696,126,22,5374,16,32,365,696,731,386,121,16,2357,120,306,559,582,680,477,158,34,2924,4420,12149,27240,25210,26105,18622,4673,612,119037
LGA29799,0,0,0,11,0,0,0,5,12,8,0,0,28,0,0,5,20,20,14,0,0,60,0,0,0,0,0,6,0,0,5,0,3,26,43,57,28,3,0,155
LGA29898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,4,0,0,18,0,0,7,4,5,4,3,0,24,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,7,11,23,67,65,56,44,12,0,286
LGA30300,28,0,6,92,0,0,17,21,19,22,7,0,89,0,0,9,13,16,14,11,0,64,3,5,5,5,11,13,5,3,53,110,152,384,410,476,394,141,40,2108
LGA30370,52,6,0,341,0,24,164,193,202,85,20,0,684,0,3,45,85,100,65,22,3,332,5,7,22,18,25,26,9,3,114,327,499,1232,1246,1293,924,263,66,5843
LGA30410,14,3,0,63,0,0,20,23,21,8,4,3,75,0,0,4,10,22,15,3,0,50,0,0,10,3,7,17,4,3,44,66,131,254,258,344,279,90,33,1455
LGA30450,3,0,0,16,0,0,0,3,4,4,0,0,15,0,0,3,0,3,0,3,0,11,0,0,0,0,6,0,0,0,11,17,31,51,38,69,52,23,0,284
LGA30760,7,0,0,27,0,0,9,3,6,4,0,0,22,0,0,0,3,4,4,4,0,16,0,0,4,3,3,12,0,0,25,38,46,171,162,158,181,80,16,858
LGA30900,0,0,0,4,0,0,0,4,0,4,0,0,8,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,11,7,35,19,30,17,3,0,122
LGA31000,6949,1025,85,47098,22,451,14271,24985,21583,10868,1617,147,73941,36,166,4052,14522,15401,7682,1599,260,43712,556,997,2009,1961,1969,1242,355,84,9169,32399,74493,177646,168201,152006,93721,20275,2225,720965
LGA31750,7,0,0,12,0,0,0,3,3,4,0,0,10,0,0,0,7,0,4,0,0,14,0,0,3,0,0,3,0,0,5,3,13,36,33,30,39,9,3,165
LGA31820,248,31,8,1108,0,10,186,314,376,252,53,12,1195,3,0,42,133,192,123,35,12,541,50,49,93,85,134,95,38,16,557,2326,2679,5484,6148,7331,5741,1318,221,31246
LGA31900,69,18,4,288,0,3,34,64,77,56,22,0,254,0,0,16,30,45,45,17,3,159,14,16,16,25,38,33,21,5,179,505,628,1159,1406,1694,1475,425,94,7388
LGA31950,9,0,0,17,0,0,3,3,4,4,0,0,24,0,0,0,3,3,0,0,0,6,0,3,5,4,3,5,0,0,16,19,34,96,111,80,73,12,0,428
LGA32080,634,103,12,3286,5,23,618,1044,1247,746,118,13,3816,4,10,168,480,569,385,112,27,1758,88,106,183,218,234,178,64,10,1090,3989,5583,13659,15393,15390,10567,2581,311,67472
LGA32250,8,3,0,44,0,0,9,18,17,14,0,0,58,0,0,3,3,3,5,6,0,19,0,0,3,7,3,0,0,0,15,54,88,170,151,173,185,39,3,867
LGA32260,78,20,3,353,0,5,45,97,135,97,22,7,415,0,0,18,38,46,50,17,3,174,23,17,38,44,58,54,19,9,248,707,958,2045,2024,2645,2374,650,136,11533
LGA32270,159,29,3,1193,0,66,642,751,667,340,37,6,2512,0,6,300,488,379,206,41,8,1427,25,19,56,64,89,59,18,3,340,778,1296,3718,3788,3631,2205,470,79,15965
LGA32310,35,8,3,214,0,4,71,95,73,53,13,0,309,0,0,12,32,35,27,3,0,106,8,6,8,13,20,22,7,3,90,325,355,726,898,949,742,217,44,4251
LGA32330,4,0,0,14,0,0,0,3,3,3,0,0,10,0,0,3,0,0,4,0,0,3,0,0,0,0,5,0,0,0,5,20,28,68,83,102,89,9,3,405
LGA32450,45,7,0,307,0,28,258,255,214,94,8,0,859,0,0,53,99,74,40,12,0,273,0,3,12,8,18,12,7,0,57,83,189,774,680,660,425,78,13,2900
LGA32500,42,4,0,223,0,7,84,79,76,62,0,0,306,0,0,16,30,22,14,3,0,91,7,9,13,21,14,7,5,0,77,91,226,637,595,601,496,113,12,2775
LGA32600,3,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,3,5,13,36,38,46,31,11,3,184
LGA32750,5,0,0,10,0,0,3,0,5,7,0,0,13,0,0,0,3,3,6,5,0,16,0,0,0,0,0,0,0,0,7,16,31,49,42,57,60,18,5,281
LGA32770,3,0,0,20,0,0,7,11,10,7,0,0,29,0,0,0,0,3,3,0,0,6,3,0,0,4,3,3,0,0,13,16,41,91,70,74,56,15,3,361
LGA32810,40,0,0,166,0,0,21,40,53,36,4,0,163,0,0,10,17,38,30,6,3,97,9,5,17,18,36,23,15,3,125,266,394,1117,1107,1326,1042,305,59,5607
LGA33100,3,0,0,8,0,0,0,7,6,3,3,5,25,0,0,3,3,7,0,3,3,15,0,3,0,0,3,3,0,0,6,9,20,50,47,79,65,19,7,310
LGA33200,9,3,0,33,0,0,11,9,17,10,0,0,52,0,0,0,3,8,5,3,0,24,0,0,3,0,7,6,11,0,30,41,64,138,116,179,154,74,28,797
LGA33220,231,31,3,1104,0,12,147,273,337,226,34,4,1028,5,12,57,126,132,108,33,14,475,35,38,57,68,97,106,32,8,430,2035,2176,4734,6117,7148,5608,1140,181,29137
LGA33360,280,30,6,1681,0,70,795,1047,1010,529,51,6,3509,0,26,353,614,582,329,41,7,1944,35,29,76,86,115,66,23,8,435,1408,2238,5547,5779,5889,3746,761,99,25466
LGA33430,1697,355,24,10607,6,139,2515,4301,4000,2169,481,58,13658,17,92,870,2319,2483,1539,476,103,7897,324,428,692,810,842,576,214,37,3920,15010,23905,52111,52713,51336,34865,9663,1088,240694
LGA33610,27,12,0,161,0,0,28,60,58,33,8,3,183,0,0,14,32,34,33,11,5,127,7,3,11,19,14,26,19,0,100,263,378,910,909,1070,883,267,79,4757
LGA33620,130,15,7,554,0,19,54,160,189,109,23,0,550,0,3,19,56,91,57,18,3,250,27,29,46,51,80,54,25,11,322,1065,1144,2469,3067,3936,3092,805,150,15725
LGA33800,56,8,0,168,0,0,19,33,35,35,10,7,136,0,0,10,25,24,19,14,3,93,3,4,10,16,20,20,17,13,107,293,280,586,732,1075,918,323,102,4308
LGA33830,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,16,23,7,3,0,63
LGA33960,492,68,3,3170,0,29,604,1148,1110,600,75,10,3569,4,13,146,427,479,270,76,8,1427,90,94,197,193,197,142,43,6,963,4425,6239,14109,13928,13541,8644,1712,183,62777
LGA33980,173,20,0,1307,3,86,989,1018,826,363,39,4,3328,0,20,381,560,461,200,23,3,1652,18,22,49,62,59,56,15,6,288,560,1044,3540,3681,3315,1820,314,52,14328
LGA34420,0,0,0,16,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,52,64,59,47,4,0,261
LGA34530,55,14,0,331,0,3,55,86,105,83,23,0,362,0,0,15,49,67,48,19,10,203,17,10,17,27,33,30,11,11,153,727,772,1525,1726,2062,1573,396,79,8866
LGA34570,3,0,0,52,0,0,24,30,38,17,0,0,111,0,0,4,14,10,4,0,0,35,9,8,15,8,7,11,0,0,44,25,40,123,147,129,69,11,3,544
LGA34580,65,11,0,348,0,6,63,120,135,71,23,0,406,3,3,17,45,43,41,8,0,167,15,16,30,33,48,45,18,3,212,816,1084,2221,2090,2456,1836,567,101,11183
LGA34590,594,103,8,3586,0,37,740,1334,1380,718,93,9,4310,3,16,216,559,607,394,115,9,1912,133,159,275,318,287,213,68,10,1468,6445,9167,19573,19563,18544,12630,2830,237,88994
LGA34710,19,3,0,81,0,3,23,28,41,22,6,0,119,0,0,6,13,14,12,0,0,43,5,7,6,5,8,11,0,3,46,142,177,320,327,429,398,99,26,1920
LGA34770,467,56,3,2487,3,70,858,1109,1057,636,60,15,3802,4,10,162,425,475,311,56,16,1469,65,88,160,162,240,163,58,17,955,2965,4072,9406,9506,10499,7397,1521,253,45605
LGA34800,13,3,0,116,0,4,94,107,70,42,4,0,317,0,0,38,55,51,24,6,0,169,0,3,0,4,6,3,3,0,25,21,71,310,312,276,178,56,3,1226
LGA34830,3,0,0,12,0,0,12,10,7,6,0,0,31,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,3,6,9,33,32,30,21,8,0,128
LGA34860,70,9,3,413,0,14,209,190,188,116,23,10,751,0,0,64,80,108,57,24,3,342,10,8,24,27,46,29,21,10,175,333,555,1588,1427,1549,1098,364,133,7036
LGA34880,48,16,3,228,0,0,42,72,89,64,3,3,277,0,3,19,23,27,35,10,3,124,8,9,22,30,37,28,14,4,148,412,515,1169,1458,1836,1443,435,96,7361
LGA35010,715,113,3,4255,0,41,881,1546,1594,831,170,19,5092,9,22,248,717,823,473,139,22,2452,191,185,307,351,373,250,73,22,1763,9810,11363,22147,24238,24840,16329,3876,383,112990
LGA35250,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,21,13,0,0,0,48
LGA35300,105,18,3,832,0,73,637,504,440,225,28,3,1920,0,5,112,174,163,67,18,0,537,18,17,31,38,49,37,3,3,194,488,926,2531,2022,1937,1121,260,30,9320
LGA35600,24,3,0,87,0,0,18,24,25,24,7,0,103,0,5,6,11,17,18,9,0,62,3,5,7,3,5,10,3,3,39,104,166,383,379,431,402,96,23,1987
LGA35670,3,0,0,33,0,7,10,9,9,10,0,0,44,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,24,53,56,56,27,6,0,224
LGA35740,170,26,3,735,0,7,106,253,296,185,66,3,917,0,4,42,175,219,119,54,5,619,32,24,38,69,68,50,18,3,312,1540,1485,3093,4319,5104,3865,1051,123,20581
LGA35760,22,5,0,142,0,4,38,46,43,25,15,4,175,0,0,8,21,23,19,8,5,84,6,0,9,26,20,28,16,12,120,226,297,747,765,993,858,371,104,4374
LGA35780,4,3,0,26,0,0,5,4,16,8,3,0,37,0,0,3,0,3,0,0,0,11,3,0,7,6,3,3,0,0,13,61,87,204,179,162,123,14,0,822
LGA35790,10,0,0,25,0,0,3,11,13,7,0,0,30,0,0,0,0,0,3,0,0,10,0,0,0,0,3,0,0,0,6,27,43,119,121,157,109,13,3,591
LGA35800,13,0,0,38,0,0,4,13,22,21,3,0,63,0,0,0,3,11,9,9,0,29,0,0,3,3,7,8,3,0,28,27,72,167,149,223,226,73,18,945
LGA36070,6,0,0,7,0,0,0,4,0,3,0,0,14,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,17,23,38,51,51,25,7,0,209
LGA36150,3,0,0,18,0,0,3,0,3,5,0,0,12,0,0,0,3,3,6,3,0,15,0,0,0,0,4,3,0,0,6,9,28,84,63,63,78,30,3,365
LGA36250,353,63,4,1686,4,7,319,550,629,360,64,10,1939,9,8,93,246,344,234,68,9,1013,83,75,95,116,136,96,23,3,631,3851,3912,7388,7922,8938,6698,1589,179,40472
LGA36300,3,7,0,29,0,0,3,9,12,3,0,0,24,0,0,0,0,3,3,0,0,8,3,4,5,3,4,0,0,0,17,65,91,180,134,138,95,29,7,734
LGA36370,399,54,4,1915,3,24,503,701,796,485,50,8,2568,0,12,83,220,323,238,54,17,943,47,42,101,76,110,88,34,11,512,2690,3695,7737,7364,7988,5839,1127,175,36613
LGA36510,101,24,0,442,0,4,70,150,142,82,30,4,479,0,0,7,63,64,55,20,3,214,19,10,35,50,65,56,30,8,266,925,960,1871,2421,2899,2327,819,180,12414
LGA36580,35,10,0,195,0,0,42,58,65,36,4,0,211,0,0,8,32,35,28,8,0,118,9,12,17,24,24,23,13,3,127,377,468,1093,1172,1373,1157,376,71,6093
LGA36630,74,9,0,354,0,16,87,161,200,113,19,3,595,3,0,40,61,61,48,16,3,228,26,16,26,41,54,36,24,14,236,748,888,1773,2118,2525,2049,677,161,10946
LGA36660,69,13,3,364,0,3,44,94,115,78,24,8,366,0,7,24,39,64,48,20,3,205,23,21,36,42,58,54,37,10,280,999,1068,2025,2490,3088,2625,844,192,13319
