LGA_CODE_2016,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_Turkey_E,P_Turkey_OM_IE,P_Turkey_OM_UIE,P_Turkey_CFW,P_Turkey_ES_NS,P_Turkey_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Zimbabwe_E,P_Zimbabwe_OM_IE,P_Zimbabwe_OM_UIE,P_Zimbabwe_CFW,P_Zimbabwe_ES_NS,P_Zimbabwe_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA14870,38,6,0,0,0,47,3,0,0,0,0,5,3,0,0,0,0,4,11,0,4,0,0,15,5,0,0,0,0,12,6,0,0,3,0,12,0,0,0,0,0,0,167,10,33,11,3,223,20,0,0,0,0,17,3,0,3,3,0,18,0,0,0,0,0,0,68,11,7,0,0,91,135,12,19,6,13,187,6309,345,530,182,91,7458
LGA14900,1357,29,36,4,4,1433,148,19,19,0,7,196,61,6,5,0,0,69,309,32,15,7,3,364,258,24,19,3,4,305,231,12,12,3,3,253,177,15,30,3,6,237,1364,99,61,7,14,1543,135,3,5,0,0,146,2012,215,210,50,29,2508,101,3,3,0,0,105,4739,489,499,74,85,5880,649,71,58,17,53,852,53729,4556,3702,753,723,63465
LGA14920,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,9,5,0,55,0,0,3,3,0,6,0,0,3,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18,47,3,12,10,4,84,1874,155,408,159,53,2659
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,8,3,5,3,0,22,479,54,211,110,24,884
LGA15050,123,0,3,0,0,122,16,0,0,0,0,16,12,3,4,0,0,20,110,5,6,4,0,128,30,3,3,0,0,38,17,0,4,0,0,23,0,0,0,0,0,0,595,54,62,20,3,727,63,0,7,0,0,69,21,3,4,3,3,33,34,0,0,3,0,38,225,35,27,3,3,296,261,14,18,5,15,314,23032,1542,1593,355,223,26746
LGA15240,119,10,9,3,5,145,11,0,3,0,0,11,7,0,0,0,0,10,54,17,21,0,0,92,16,0,3,0,0,15,24,3,10,4,0,34,4,3,0,0,0,8,582,79,146,34,11,855,42,3,12,0,0,64,17,0,0,0,0,21,20,0,3,0,0,28,246,32,38,17,4,339,495,32,79,26,38,675,20967,1602,3025,822,511,26930
LGA15270,29,4,3,0,0,38,3,0,0,0,0,3,0,0,0,0,0,0,24,6,4,0,0,36,0,0,0,0,0,0,13,0,0,0,3,17,0,0,0,0,0,3,175,19,27,15,0,231,13,0,3,5,3,22,10,3,0,0,0,14,8,0,0,0,0,13,51,9,10,3,3,79,177,11,35,16,18,249,7421,583,991,384,156,9530
LGA15300,30,0,0,0,0,28,0,0,0,0,0,3,3,0,0,0,0,3,20,0,4,0,0,25,5,0,0,0,0,5,3,3,0,0,0,10,0,0,0,0,0,0,47,9,16,5,0,80,9,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,9,44,7,4,7,3,62,105,16,23,8,4,160,4100,416,656,218,95,5479
LGA15350,98,5,0,0,0,103,15,6,8,0,0,29,15,3,0,0,0,20,96,28,24,4,0,158,28,3,3,0,0,31,101,9,7,0,3,122,0,3,0,0,0,9,455,131,116,18,8,726,66,23,5,0,3,96,49,8,7,3,0,69,12,5,3,0,0,18,668,81,82,17,7,864,30,12,13,3,7,61,6101,1306,1032,204,72,8719
LGA15520,35,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,3,14,0,0,0,0,15,15,0,0,0,0,13,3,0,0,0,3,13,0,0,0,0,0,0,49,3,3,6,4,63,8,0,0,0,0,8,0,0,0,0,0,4,3,0,0,0,0,3,27,0,0,0,0,28,68,10,23,16,8,131,2934,406,540,324,82,4283
LGA15560,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,21,0,6,0,0,28,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,33,25,7,7,3,3,48,1060,204,223,122,40,1649
LGA15650,60,0,0,0,0,59,3,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42,23,0,0,0,0,23,13,0,0,0,0,13,3,0,0,0,0,4,162,6,14,9,3,196,17,0,0,3,0,18,13,0,0,0,0,13,17,0,0,0,0,26,116,3,11,0,0,128,128,3,13,4,7,158,7616,272,409,130,91,8517
LGA15700,20,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,3,12,0,0,0,0,17,3,0,0,0,0,3,9,0,0,0,0,10,0,0,0,0,0,0,132,12,38,7,0,190,8,0,5,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,75,10,8,4,0,102,100,3,27,8,4,134,4118,265,734,209,87,5411
LGA15750,32,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,20,8,4,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,62,0,5,3,0,71,13,3,0,3,0,21,0,0,0,0,0,0,12,0,0,0,0,15,36,3,4,4,0,49,141,9,14,9,15,188,4982,399,564,267,97,6309
LGA15800,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,32,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,21,0,6,0,0,22,39,3,12,7,7,69,1465,145,312,135,32,2093
LGA15850,6,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,4,4,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,21,3,0,0,0,20,3,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,34,0,3,3,0,39,27,5,6,7,0,42,1248,140,280,136,21,1833
LGA15900,477,10,19,0,5,514,86,7,5,0,0,102,53,0,4,0,0,59,395,43,30,4,0,474,126,5,4,0,0,139,138,0,18,0,4,158,13,3,3,0,0,20,2643,164,179,13,12,3019,349,14,23,3,0,390,152,12,36,5,6,211,123,5,3,3,0,136,1741,104,143,23,17,2031,780,33,59,8,51,930,87355,4310,4483,661,694,97502
LGA15950,1462,17,16,3,9,1507,206,9,20,7,0,245,252,27,15,0,4,291,1106,121,62,6,7,1299,519,22,12,0,3,555,598,26,25,10,5,658,101,8,12,0,0,124,4724,523,233,24,29,5529,677,47,43,3,7,780,588,28,31,12,5,670,102,14,6,0,0,126,5665,301,234,35,38,6273,361,36,30,8,30,470,63372,5165,2884,512,449,72386
LGA15990,1148,21,29,9,11,1214,157,29,31,4,3,221,135,17,19,0,0,171,1009,259,170,30,5,1469,173,18,8,0,3,202,551,35,45,14,6,650,44,14,17,0,4,84,5103,1182,885,135,54,7361,614,105,126,20,5,867,298,47,50,11,7,408,99,35,19,3,0,157,5657,619,610,93,58,7032,523,90,89,21,52,775,66066,10966,9053,1424,703,88217
LGA16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,3,3,9,0,58,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,7,22,0,3,3,0,36,47,7,7,8,3,64,1640,123,261,127,35,2190
LGA16150,111,0,0,0,0,114,8,0,3,0,3,14,10,0,0,0,0,12,59,12,11,0,0,81,26,3,0,0,0,26,24,4,0,0,0,32,7,0,0,0,0,11,376,23,45,3,3,451,52,0,0,0,3,57,17,3,0,3,0,24,63,3,0,0,0,65,266,16,28,5,3,314,244,13,20,4,15,300,16246,1002,1265,227,233,18974
LGA16200,27,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,27,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,64,11,12,0,0,87,9,0,0,4,0,6,0,0,0,0,0,6,0,0,0,0,0,0,28,3,5,3,0,34,70,7,24,9,10,133,4352,305,624,257,92,5634
LGA16260,4951,46,45,7,27,5082,328,21,25,3,3,386,346,14,25,3,3,391,987,48,46,3,7,1088,1913,74,74,7,12,2087,471,12,22,7,3,514,344,39,32,4,8,425,3986,213,141,22,28,4395,424,19,11,5,0,457,2188,111,95,22,30,2444,224,6,0,0,5,241,9618,479,399,71,122,10696,1057,65,61,20,67,1278,122551,7313,5273,1000,1070,137198
LGA16350,1536,33,48,3,12,1633,93,10,18,3,0,128,62,4,5,3,0,80,289,27,18,0,0,339,371,25,25,5,3,431,203,9,18,0,0,226,82,8,19,0,3,110,2301,235,204,37,16,2791,151,10,14,4,0,186,525,53,70,14,4,668,114,5,0,0,0,117,2923,228,255,37,36,3477,628,41,51,15,41,773,58661,4453,4156,672,588,68524
LGA16380,116,12,8,6,0,144,9,0,3,0,0,13,11,0,3,0,0,13,99,18,20,11,0,148,15,0,0,0,0,21,20,3,13,0,3,38,3,3,0,0,0,8,834,92,136,28,17,1110,67,7,14,3,0,86,26,0,10,0,0,35,21,3,3,0,0,33,294,44,47,12,7,401,330,37,47,23,14,450,21949,1777,2875,591,331,27531
LGA16400,91,0,8,0,3,97,9,0,0,0,0,13,16,0,0,0,0,13,102,10,17,3,0,140,18,0,0,0,0,15,36,4,3,0,0,40,3,3,3,3,0,11,815,82,119,20,3,1042,71,6,0,3,0,86,15,6,6,3,0,34,21,0,0,0,0,23,323,15,27,12,3,377,277,29,41,10,21,379,22016,1492,1742,364,241,25849
LGA16490,149,7,3,5,0,167,13,0,3,0,0,18,16,3,4,0,0,25,51,5,6,3,0,66,51,0,0,0,0,50,20,3,3,0,0,30,8,0,0,0,0,8,375,49,71,17,3,516,52,3,9,4,0,71,29,7,10,0,0,45,22,0,0,0,0,25,483,58,49,15,6,607,140,22,19,9,16,206,11567,1344,1281,368,142,14713
LGA16550,907,17,17,5,6,948,119,20,30,3,0,171,138,11,11,0,0,162,425,111,76,3,3,613,198,10,12,0,0,220,310,27,17,3,4,355,90,7,4,0,0,96,1993,223,220,27,16,2478,304,20,30,0,0,358,490,38,55,17,4,601,117,0,3,0,0,122,4067,299,389,48,48,4855,403,30,36,4,41,518,39418,3258,3435,520,415,47040
LGA16610,49,0,0,0,3,58,3,0,0,0,0,3,3,0,0,0,0,3,14,0,0,0,0,17,0,0,0,0,0,0,10,0,0,0,0,13,4,0,0,0,0,4,89,12,16,7,4,123,17,0,7,4,0,28,0,0,0,3,0,6,5,0,0,0,0,5,47,0,7,8,3,62,143,4,19,9,6,186,5590,277,693,225,131,6912
LGA16650,499,12,16,9,5,538,41,13,12,0,0,61,54,4,3,0,0,65,106,14,12,0,3,132,97,3,5,0,0,106,217,4,13,0,3,248,54,8,9,0,0,77,593,58,54,9,9,723,52,6,0,0,0,64,243,19,47,3,3,319,16,3,0,0,0,19,2853,236,295,42,34,3459,211,25,35,4,23,295,21840,2050,2112,341,295,26641
LGA16700,2392,19,21,9,11,2444,260,11,7,4,0,280,336,13,15,3,0,372,1080,56,38,3,0,1180,996,31,23,3,11,1059,383,14,15,10,5,430,166,10,5,0,0,183,3785,153,108,12,11,4071,611,25,16,0,3,655,1003,45,40,15,6,1104,158,0,3,0,0,166,6477,227,239,35,56,7035,534,26,26,3,47,634,77123,3774,3059,566,515,85034
LGA16900,78,0,3,0,0,86,9,0,0,0,0,11,7,0,3,0,0,9,66,7,4,3,0,78,13,0,0,0,0,16,31,3,8,0,0,44,16,3,10,0,0,34,663,73,82,17,9,843,18,3,11,0,0,29,31,10,9,0,0,51,10,0,0,0,0,10,337,56,64,13,12,470,228,15,21,10,14,290,14308,1107,1351,258,186,17200
LGA16950,152,3,3,0,4,164,11,6,5,0,0,21,23,3,4,0,0,30,82,10,20,3,0,111,24,4,3,0,0,30,70,7,4,0,3,77,6,3,3,0,0,14,1165,110,202,56,15,1555,96,7,16,6,3,121,32,8,12,3,3,60,24,0,0,0,0,25,420,50,68,19,11,568,514,43,84,17,42,705,27174,2212,3522,694,487,34092
LGA17000,56,0,3,0,0,58,0,0,0,0,0,5,7,0,3,0,0,9,72,3,3,3,0,81,4,5,0,0,0,8,10,0,4,0,0,15,4,0,0,0,0,6,235,18,26,4,3,276,33,3,0,3,0,42,21,0,3,0,0,19,20,0,0,0,0,20,123,6,6,3,0,139,211,7,12,5,13,250,13985,577,576,230,142,15517
LGA17040,17,0,0,0,0,18,14,0,3,3,0,19,4,0,0,0,0,10,27,0,5,0,0,30,16,0,0,0,0,16,20,0,4,3,0,29,6,3,0,0,0,8,270,24,51,20,5,372,36,3,6,0,0,47,3,0,3,0,0,8,4,0,3,0,0,11,188,15,23,8,0,248,179,19,34,24,3,259,7508,659,1081,394,115,9757
LGA17080,25,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,3,70,0,3,0,0,70,3,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,88,6,12,4,0,116,9,0,0,3,0,11,3,3,0,0,0,4,4,0,0,0,0,8,58,6,8,3,0,82,109,7,19,11,9,153,4527,333,628,250,120,5865
LGA17100,648,5,4,0,0,663,27,4,0,0,0,33,33,4,0,0,0,36,96,3,4,0,0,102,273,33,26,9,4,343,113,0,7,0,3,131,53,16,11,3,0,76,422,29,26,4,3,480,52,3,3,0,0,57,776,74,30,20,16,918,22,0,0,0,0,29,1724,117,113,20,18,1991,220,14,17,3,23,279,18642,1736,1138,225,238,21971
LGA17150,799,19,21,6,9,852,111,13,20,0,0,143,87,5,18,3,0,112,340,43,43,3,5,435,123,12,8,3,0,146,307,18,26,3,0,357,56,15,23,3,0,96,2011,305,254,42,21,2632,193,20,24,8,0,248,406,53,91,15,18,577,69,0,0,3,0,75,3239,295,271,53,35,3897,509,55,60,6,46,681,53867,6577,5535,893,636,67504
LGA17200,10588,98,94,17,48,10848,1283,78,83,11,3,1459,1933,73,65,13,10,2090,5908,548,224,19,30,6723,3450,83,51,11,16,3606,4883,121,156,46,73,5284,757,77,58,14,5,912,29097,1849,1121,77,152,32295,4587,185,164,16,27,4979,5944,257,223,50,62,6533,695,37,18,6,3,755,40630,1661,1394,201,346,44242,3268,210,162,31,240,3917,454683,23027,16461,1981,3232,499390
LGA17310,234,0,3,0,4,244,6,3,0,0,0,3,25,0,0,0,0,25,80,14,4,0,0,94,33,0,0,0,0,39,19,0,4,0,0,30,0,0,0,0,0,0,305,29,44,16,12,399,52,3,5,3,0,68,48,0,9,0,0,53,25,0,0,0,0,29,327,8,16,10,8,368,358,31,60,14,20,481,20747,1266,2121,661,325,25123
LGA17350,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,0,7,4,0,34,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,9,3,0,0,0,10,34,0,10,0,3,46,1626,125,397,150,33,2331
LGA17400,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,4,5,0,3,0,0,3,0,0,0,0,0,0,27,3,19,6,0,57,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,21,4,9,3,0,39,41,4,11,11,4,70,1334,107,408,241,57,2148
LGA17420,1585,50,38,10,14,1704,156,27,33,0,0,214,131,17,15,3,0,169,792,106,63,13,4,975,621,67,62,8,7,757,235,27,8,0,3,274,109,22,21,0,0,157,2210,295,187,43,15,2750,332,27,32,6,3,397,560,62,39,9,8,676,112,14,3,3,0,133,3334,351,289,52,46,4079,462,57,52,15,43,629,56170,6381,4325,944,540,68355
LGA17550,205,4,8,3,0,218,20,0,9,0,0,32,22,3,0,0,0,23,119,19,21,4,5,164,16,3,0,0,0,27,55,4,7,0,0,69,14,0,3,0,0,16,946,135,167,35,11,1297,68,18,10,3,0,104,39,10,4,4,0,59,17,0,3,0,0,22,533,38,84,18,8,679,373,24,65,23,25,515,20806,2017,3172,647,360,26997
LGA17620,70,0,0,3,0,68,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,6,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,100,9,21,4,0,139,6,0,0,0,0,10,23,0,0,0,0,22,4,0,0,0,0,4,74,3,0,0,0,78,104,4,17,10,0,135,3771,307,596,269,74,5018
LGA17640,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,9,10,8,0,58,7,0,0,0,0,8,9,0,4,0,0,15,0,0,0,0,0,0,35,3,7,3,3,44,24,0,9,7,4,45,1050,138,387,210,31,1807
LGA17650,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,19,0,13,3,0,33,3,0,3,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,15,5,6,3,0,23,27,6,4,0,0,34,708,89,284,115,23,1227
LGA17750,270,3,3,0,0,271,11,0,0,0,0,11,17,0,0,0,0,13,125,6,11,0,4,142,84,3,0,0,0,84,28,3,0,0,0,34,3,0,0,0,0,4,452,29,43,9,3,537,61,0,3,3,3,71,19,0,4,0,0,30,52,0,3,0,0,55,569,19,21,12,0,625,373,20,37,14,29,476,26270,1497,2047,503,316,30629
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,6,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,13,14,0,4,3,0,22,772,88,311,168,25,1372
LGA17900,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,36,0,4,0,0,43,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,27,3,3,0,0,28,64,3,7,5,3,84,1460,108,260,213,65,2102
LGA17950,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,15,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,24,4,10,3,3,41,722,82,187,82,20,1091
LGA18020,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,8,11,0,66,3,0,0,0,0,5,0,0,3,0,0,4,0,0,0,0,0,0,14,3,3,0,0,23,55,4,19,3,0,88,1931,166,563,298,61,3015
LGA18050,360,8,25,3,3,397,92,20,31,3,3,142,35,3,7,0,0,48,536,239,195,15,8,1000,53,4,5,0,0,59,305,9,22,3,3,350,37,9,4,3,0,47,978,213,205,23,13,1427,221,32,39,3,0,291,176,10,26,7,0,222,32,7,9,0,0,38,2763,336,395,62,35,3594,184,28,28,4,18,256,18347,2700,2759,339,220,24359
LGA18100,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,16,0,6,3,0,25,665,84,340,122,29,1243
LGA18200,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,54,0,3,3,3,67,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,45,0,0,0,0,51,56,7,8,9,9,87,2059,181,291,165,48,2744
LGA18230,133,0,3,0,0,144,9,0,0,0,0,6,10,0,0,0,0,6,55,4,0,0,0,64,76,4,8,0,0,85,19,0,0,4,0,25,4,0,0,0,0,5,262,18,15,9,0,306,25,0,5,0,0,25,31,0,3,0,0,40,47,0,0,0,0,48,385,13,24,4,9,443,286,23,25,18,32,384,18012,1179,1780,448,293,21715
LGA18250,1190,17,18,7,12,1238,147,17,10,0,0,174,212,26,15,4,0,251,747,103,43,10,5,901,431,13,3,0,5,449,418,22,22,3,3,472,70,16,11,3,0,98,2985,296,153,27,11,3473,372,34,19,6,0,432,423,26,24,9,4,484,106,3,3,0,0,116,4614,288,217,35,28,5188,318,21,28,0,36,407,51596,4241,2708,522,398,59466
LGA18350,80,0,6,0,0,84,15,0,8,3,0,30,8,0,3,0,0,13,70,17,19,0,0,108,18,4,0,0,0,22,20,0,0,0,0,28,0,0,0,0,0,0,701,129,144,42,9,1022,46,7,12,3,0,73,26,3,11,0,0,43,12,7,0,0,0,15,371,49,80,19,3,520,213,25,41,15,21,321,13203,1750,2190,494,238,17876
LGA18400,46,0,4,0,0,45,3,0,0,0,0,9,3,0,0,0,0,3,28,11,11,0,0,50,8,0,3,0,0,11,16,0,5,3,0,23,5,0,0,0,0,3,336,56,57,17,7,473,20,6,0,0,0,30,27,5,18,0,0,53,10,0,0,0,0,15,231,26,36,12,6,311,131,29,32,13,6,208,8271,1175,1181,290,159,11076
LGA18450,544,10,21,3,9,588,78,9,13,0,0,100,41,9,3,0,0,56,274,40,30,4,0,349,182,11,5,3,4,206,216,10,40,8,0,268,123,28,26,3,7,184,3134,223,294,42,26,3723,256,19,17,3,8,304,357,39,68,12,6,489,65,3,6,0,0,77,2684,198,272,44,38,3228,744,58,91,12,64,971,67103,4461,5059,806,711,78143
LGA18500,326,3,17,6,4,355,61,11,17,3,0,99,59,7,5,0,0,71,347,188,131,22,3,691,42,4,0,3,0,43,214,8,9,0,0,234,17,3,0,0,0,31,831,211,180,37,12,1270,119,26,28,5,0,180,111,8,19,8,5,156,26,12,8,0,0,37,1796,243,265,53,27,2385,114,22,28,9,18,190,14294,2794,2323,488,197,20092
LGA18710,17,0,0,0,0,22,3,0,3,0,0,4,0,0,0,0,0,0,11,0,0,0,0,12,17,0,0,0,0,21,5,0,0,0,0,6,0,0,0,0,0,0,86,12,19,15,0,143,7,0,6,0,0,16,18,0,4,0,0,22,0,0,0,0,0,0,101,7,13,4,7,129,39,3,6,4,3,53,2305,324,530,210,51,3423
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,0,17,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,20,16,8,4,3,0,29,526,79,159,72,13,846
LGA19499,583,53,195,9,15,851,134,63,146,5,9,357,102,32,46,0,4,183,346,99,209,9,13,686,139,25,35,6,3,215,215,11,94,7,5,340,94,44,86,9,11,249,2890,726,2007,83,73,5787,268,44,149,3,6,469,666,166,342,22,19,1207,62,11,16,0,0,90,4365,930,2430,96,144,7967,1384,305,721,62,183,2656,79641,17188,41955,1991,2587,143362
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,65,7,16,0,3,90
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,32,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,4,3,0,3,0,0,7,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,100,19,21,7,4,152,8,3,6,4,0,18,0,0,0,0,0,3,0,0,0,0,0,0,61,6,11,7,7,93,86,5,22,12,13,139,3276,436,589,233,88,4617
LGA20260,40,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,8,3,0,79,8,0,0,0,0,9,5,0,4,0,0,12,3,0,0,0,0,3,55,0,3,0,0,67,91,9,9,8,6,119,3852,308,412,232,61,4865
LGA20570,190,4,0,6,0,200,16,0,0,0,0,18,31,0,5,0,0,40,103,12,12,0,3,125,76,4,3,0,0,87,42,3,5,3,0,52,3,3,0,0,0,4,1016,66,85,13,10,1202,102,12,4,0,3,118,52,16,12,3,3,78,23,0,3,0,3,34,485,30,43,15,5,576,554,47,46,17,41,705,39214,2649,2497,619,510,45492
LGA20660,449,6,6,4,7,470,68,11,4,3,3,85,105,7,5,4,0,117,171,17,10,0,0,203,342,33,11,5,3,389,111,8,5,3,0,130,43,5,3,0,4,53,1201,123,90,21,10,1443,136,15,16,3,3,174,332,28,44,5,11,422,41,7,3,0,0,50,1277,120,167,21,19,1598,340,48,32,7,33,462,33779,3173,2913,511,383,40759
LGA20740,27,0,0,0,0,30,5,0,0,3,0,12,3,0,0,0,0,3,18,0,5,0,0,27,18,4,3,0,0,26,11,0,8,0,0,24,0,0,0,0,0,0,320,42,61,22,10,452,22,0,4,0,0,29,15,6,9,3,0,28,9,0,0,0,0,5,146,24,11,7,3,191,210,17,31,10,11,283,7455,813,1320,337,181,10097
