LGA_CODE_2016,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000mo_A_15_19,OIDNS_3000mo_A_20_24,OIDNS_3000mo_A_25_34,OIDNS_3000mo_A_35_44,OIDNS_3000mo_A_45_54,OIDNS_3000mo_A_55_64,OIDNS_3000mo_A_65_74,OIDNS_3000mo_A_75ov,OIDNS_3000mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54
LGA51890,0,3,0,0,0,6,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,3,0,8,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,10,0,0,5,3,10,0,0,0,20,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,3,0,11,8,0,20,17,20,12,12,6,84,8,3,9,3,7,3,3,0,32,92,6,22,15,12,16,0,0,167,18,15,21,28,23,37,4,0,149,15,19,33,33,43,35,6,0,185,18,15,19,34,37,28,16,3,176,13,38,39,45,58,43,13,0,255,4,51,53,42,56,40,11,3,261,8,30,54,49,73,58,8,0,279,9,33,67,75,69,73,7,3,334,9,26,75,67,72,40,9,0,299,0,30,99,90,78,53,8,0,348,0,15,99,106,97
LGA51960,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,3,9,8,4,0,0,30,0,0,3,5,0,0,0,0,10,25,0,7,5,0,5,0,0,41,3,3,9,7,9,3,0,0,27,6,8,12,6,13,6,4,0,49,4,5,11,10,11,4,6,0,50,3,5,18,15,14,12,5,4,75,3,21,18,18,23,10,0,0,92,0,17,31,21,24,25,5,0,126,3,12,48,23,33,26,4,0,147,0,15,36,28,27,17,3,0,133,0,18,73,40,48,21,6,0,207,0,18,62,53,48
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,8,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,6,0,0,4,0,3,3,4,0,20,0,0,0,3,3,3,4,0,16,0,3,5,10,5,4,0,0,36,0,3,5,4,0,12,6,0,35,0,3,8,3,15,6,7,0,44,0,3,13,7,6,6,0,0,40,0,0,12,8,5,5,3,0,23,0,0,7,7,13,10,0,0,34,0,0,11,3,4
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,3,14,0,0,0,0,3,3,0,0,7,0,0,5,0,0,0,0,0,7,0,0,0,8,3,3,0,0,17,3,0,3,3,4,9,0,0,23,0,3,0,3,3,4,0,0,22,3,0,7,4,10,9,11,0,46,3,5,10,5,12,16,4,0,53,0,12,15,7,17,14,11,0,75,3,10,15,11,17,21,5,0,85,0,3,9,15,6,14,0,0,51,0,3,12,7,14,16,0,0,56,0,0,3,3,5
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,3,0,0,12,11,7,11,3,5,52,0,0,4,12,10,4,0,0,36,92,19,9,12,6,0,5,4,145,30,51,26,11,12,8,3,0,146,14,44,48,18,19,6,3,4,160,7,36,50,22,19,18,10,3,165,8,40,50,35,30,28,14,5,207,0,36,73,35,41,23,10,4,228,0,49,89,60,54,44,11,0,307,3,35,109,52,59,48,13,8,326,0,10,69,34,44,45,12,0,210,0,3,32,43,41,36,19,0,173,0,0,24,20,23
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,7,4,3,0,3,0,14,3,0,0,0,5,0,0,0,11,3,0,3,11,0,3,9,0,31,3,0,4,3,0,12,3,3,33,0,0,10,0,11,3,13,0,25,0,0,5,12,6,11,9,3,55,0,4,18,17,12,3,4,0,58,4,9,8,17,16,17,3,0,76,0,0,17,14,16,14,4,0,66,0,3,10,7,0,3,7,0,36,0,0,3,3,15,7,4,3,38,0,0,0,3,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,7,0,0,3,0,4,0,3,0,16,0,0,4,0,3,5,4,0,25,0,0,0,3,4,5,0,0,19,0,4,0,3,13,4,0,3,26,0,0,7,5,7,5,7,3,36,0,0,7,5,3,4,0,0,22,0,0,0,0,3,0,0,0,10,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,10,0,0,3,5,0,5,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,9,3,0,0,14,0,0,0,3,4,0,0,0,6,0,0,0,0,3
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,11,0,0,0,3,0,3,0,0,14,0,0,4,3,6,3,0,0,15,3,0,3,10,0,3,3,0,22,8,0,4,11,9,7,3,0,34,0,4,9,5,15,15,5,0,49,3,3,14,15,11,10,7,0,63,0,17,15,23,17,13,5,0,91,0,5,26,28,20,14,3,0,99,0,3,20,8,7,12,0,0,55,0,5,16,10,10,15,3,0,61,0,3,5,10,7
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,7,9,3,0,24,3,0,0,0,0,3,0,0,12,0,3,4,6,9,0,7,3,29,3,0,6,4,8,3,0,0,20,7,0,6,3,6,3,0,0,31,7,7,17,11,13,10,10,3,66,4,14,9,9,14,12,0,0,69,0,12,19,19,23,14,9,3,95,0,7,23,43,16,17,10,0,125,0,8,24,24,13,15,5,0,87,0,4,20,19,20,18,0,0,84,0,0,12,13,6
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,3,0,0,17,3,0,5,4,9,4,0,0,29,13,0,6,8,11,5,9,0,49,5,3,8,9,14,20,9,0,52,3,3,14,10,16,21,5,3,76,6,4,22,13,16,15,12,3,79,11,18,24,23,12,29,15,3,131,4,17,27,20,28,30,15,6,143,3,16,30,30,37,27,10,3,154,3,13,31,29,58,40,10,0,192,0,9,23,28,25,24,18,3,124,0,0,22,23,31,18,9,3,98,0,4,10,14,24
LGA52660,4,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,13,14,11,0,3,45,6,0,7,3,13,8,0,0,33,170,5,20,14,11,10,3,0,236,52,16,29,22,22,20,6,0,162,30,24,40,35,30,26,6,3,195,18,24,38,43,50,40,16,4,233,27,31,49,65,66,57,20,5,315,15,50,65,62,77,44,21,5,338,4,38,76,66,74,57,11,0,324,3,22,93,89,86,56,14,3,365,4,16,60,61,78,65,7,0,287,3,10,59,71,83,61,6,0,296,0,3,31,41,63
LGA52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,8,0,3,0,3,0,16,3,0,0,8,7,11,6,0,25,67,4,10,3,16,10,12,0,106,16,4,13,20,19,33,9,6,108,15,9,17,17,29,27,21,5,146,22,9,14,31,40,38,19,6,178,8,15,30,27,57,53,23,3,223,8,14,27,55,44,60,19,4,223,0,10,24,37,67,39,21,3,214,0,3,28,41,60,60,17,0,220,0,0,20,24,42,17,15,0,125,0,0,11,28,31,15,16,4,98,0,0,11,10,22
LGA52800,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,13,8,5,0,0,35,3,3,0,0,3,3,0,0,13,10,0,8,0,0,0,3,0,28,9,3,9,8,6,5,3,0,48,0,7,12,12,15,10,3,0,53,0,7,17,9,6,8,0,0,49,9,18,27,25,16,23,10,0,127,7,16,24,19,15,21,5,0,106,3,17,40,29,29,26,3,0,142,0,11,42,42,37,33,6,0,175,0,7,39,36,26,26,8,0,140,0,8,22,18,32,23,4,0,113,0,3,23,24,19
LGA52870,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,10,7,0,3,30,5,0,4,3,7,8,6,0,40,44,3,5,5,14,15,3,0,96,11,11,11,16,21,21,13,0,106,16,7,8,14,11,27,19,4,111,10,4,8,21,35,29,29,3,144,17,11,32,27,38,43,26,9,201,7,22,31,42,48,63,15,0,220,0,7,32,39,41,54,13,0,194,0,4,27,31,43,48,14,3,160,0,3,17,30,25,27,5,3,117,0,0,16,11,19,24,4,3,79,0,0,7,13,14
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,3,0,3,0,7,4,0,0,16,0,0,0,3,0,0,4,0,12,0,0,3,0,5,8,3,0,22,0,3,6,8,3,7,3,3,32,5,0,0,9,9,10,4,0,34,0,0,7,12,3,0,0,0,24,0,3,5,15,15,9,4,0,49,0,0,4,3,4,7,5,0,25,0,0,8,0,3,3,3,0,20,0,0,0,7,5
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,5,0,0,0,0,0,19,0,6,3,0,7,0,3,0,11,0,0,0,0,7,9,4,3,28,0,0,5,12,5,4,6,0,41,0,0,8,4,9,9,0,0,31,0,4,13,3,5,9,5,0,40,0,0,11,9,7,15,5,0,42,0,3,9,6,3,7,3,0,31,0,0,8,7,11,6,0,0,26,0,0,0,3,3
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,9,0,0,0,3,0,3,0,0,10,0,4,3,0,9,7,0,0,25,0,3,8,3,4,0,0,0,26,0,0,3,0,4,7,0,0,23,0,0,7,9,8,4,0,0,32,0,0,9,0,7,8,0,0,19,0,7,12,6,8,9,0,0,34,0,3,13,11,5
LGA53150,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,3,13,6,4,0,40,3,0,0,3,3,6,5,0,16,43,16,3,7,3,0,0,0,74,20,38,22,12,16,11,7,0,119,8,35,25,14,13,5,3,4,103,14,24,17,14,15,14,4,4,99,6,23,31,19,30,28,4,3,138,3,28,45,29,36,33,13,0,183,0,22,60,33,46,29,10,0,193,0,16,49,32,43,37,10,0,193,0,3,43,30,44,30,6,0,158,0,0,40,44,39,26,7,0,153,0,0,14,23,24
LGA53220,0,0,3,0,0,3,0,0,3,0,0,3,0,0,10,0,0,7,3,9,3,0,0,17,0,3,3,3,4,0,0,0,19,0,0,0,3,10,4,0,0,18,0,0,3,3,8,4,0,0,14,0,0,3,5,4,3,0,0,24,0,0,13,21,19,3,4,0,65,0,0,8,15,13,0,0,0,39,0,4,5,4,10,4,0,0,29,4,13,61,66,82,31,12,5,280,3,9,18,12,16,8,3,0,70,58,5,14,6,13,9,0,3,110,18,19,52,41,20,14,9,0,176,20,11,23,29,25,14,4,0,135,11,26,26,34,37,23,19,3,173,14,47,45,47,37,46,19,0,251,23,41,81,61,69,48,22,0,347,18,72,138,81,109,96,16,0,540,21,84,224,170,176,115,30,0,816,4,91,271,181,175,139,18,0,883,7,56,328,246,231,145,17,0,1026,3,75,402,339,272
LGA53290,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,9,0,0,3,4,0,0,0,0,9,0,0,3,0,0,0,0,0,4,0,0,3,0,6,3,0,0,9,0,0,0,0,0,3,0,0,7,0,0,3,5,0,3,0,0,9,0,0,0,0,0,3,0,0,9,0,0,0,3,6,3,0,0,12,12,8,19,18,18,20,10,0,106,9,3,7,7,12,10,0,0,52,115,7,8,24,17,15,5,0,189,36,16,30,33,28,33,11,0,187,26,16,48,29,40,47,10,0,219,33,26,30,52,46,39,21,5,251,32,69,68,71,93,87,29,3,448,13,69,95,77,98,55,15,5,425,9,67,100,101,123,93,23,3,511,7,53,140,140,153,105,24,8,623,5,24,129,109,107,90,16,0,476,0,26,125,105,107,67,13,5,445,0,10,83,77,99
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,14,0,0,0,0,3,0,3,0,7,21,0,0,0,0,0,0,0,29,10,3,5,7,7,8,0,0,41,3,3,5,10,4,3,4,0,33,4,4,9,7,10,7,0,0,44,9,10,10,14,8,12,3,0,74,3,15,32,24,14,5,3,0,96,5,15,27,18,31,11,0,0,120,3,9,39,30,35,19,4,0,128,0,9,16,26,18,11,3,0,87,0,4,23,29,18,13,0,0,89,0,0,17,18,19
LGA53430,3,3,3,0,0,20,3,4,9,3,4,5,0,0,33,4,8,7,8,9,0,0,0,31,0,0,11,8,7,4,0,0,30,0,0,8,14,10,6,3,0,44,0,0,6,11,13,7,0,0,36,0,3,3,4,3,3,0,0,16,0,0,9,8,5,3,4,3,31,0,0,3,11,3,3,3,0,18,3,6,13,10,13,3,3,0,45,15,32,90,95,86,54,17,12,405,36,16,31,34,42,28,4,3,190,547,129,67,53,39,53,13,4,902,238,263,155,114,97,75,29,0,963,113,282,218,135,154,111,56,8,1073,85,273,277,210,208,153,63,16,1273,65,351,395,308,323,274,118,18,1854,55,385,550,391,427,313,132,11,2256,27,347,857,535,526,435,133,10,2873,13,244,994,729,728,567,115,15,3404,3,139,695,628,672,429,95,8,2683,0,60,552,519,521,416,77,3,2148,0,21,308,439,461
LGA53570,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,10,3,6,6,12,4,8,0,0,41,3,0,7,3,11,7,6,0,38,20,0,9,5,12,3,3,3,56,10,7,13,17,16,13,16,5,99,7,6,29,10,16,29,14,3,123,10,4,30,13,23,26,18,6,133,5,19,46,32,33,32,14,4,192,6,26,64,36,41,39,16,7,233,8,40,83,30,69,45,17,4,294,0,17,62,53,50,43,14,4,242,0,9,24,24,41,32,12,0,135,0,0,19,23,23,28,6,0,93,0,3,22,22,20
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,8,3,0,4,6,0,0,0,0,12,6,0,3,7,6,4,0,0,24,4,3,8,8,7,5,5,0,31,3,4,11,6,3,9,0,0,42,3,3,9,12,7,15,3,0,54,3,12,13,13,7,5,4,0,56,3,14,20,11,12,11,5,0,76,0,7,28,10,26,17,5,0,96,0,3,13,12,14,15,4,0,59,0,6,12,15,10,10,5,0,55,0,0,4,4,8
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,0,3,8,3,3,0,0,0,19,0,0,3,3,4,8,3,0,23,0,0,3,8,6,3,0,5,30,0,0,8,8,10,6,0,0,31,0,3,10,7,11,14,3,3,40,0,3,13,9,14,11,0,0,54,0,0,13,3,5,18,7,0,49,0,0,6,4,5,8,5,0,34,0,0,3,6,9,9,4,0,22,0,0,0,0,4
