LGA_CODE_2016,NFANS_75ov_EWFT,NFANS_75ov_EWPT,NFANS_75ov_EAFW,NFANS_75ov_EHW_NS,NFANS_75ov_Tot,NFANS_Tot_EWFT,NFANS_Tot_EWPT,NFANS_Tot_EAFW,NFANS_Tot_EHW_NS,NFANS_Tot_Tot,Tot_15_19_EWFT,Tot_15_19_EWPT,Tot_15_19_EAFW,Tot_15_19_EHW_NS,Tot_15_19_Tot,Tot_20_24_EWFT,Tot_20_24_EWPT,Tot_20_24_EAFW,Tot_20_24_EHW_NS,Tot_20_24_Tot,Tot_25_29_EWFT,Tot_25_29_EWPT,Tot_25_29_EAFW,Tot_25_29_EHW_NS,Tot_25_29_Tot,Tot_30_34_EWFT,Tot_30_34_EWPT,Tot_30_34_EAFW,Tot_30_34_EHW_NS,Tot_30_34_Tot,Tot_35_39_EWFT,Tot_35_39_EWPT,Tot_35_39_EAFW,Tot_35_39_EHW_NS,Tot_35_39_Tot,Tot_40_44_EWFT,Tot_40_44_EWPT,Tot_40_44_EAFW,Tot_40_44_EHW_NS,Tot_40_44_Tot,Tot_45_49_EWFT,Tot_45_49_EWPT,Tot_45_49_EAFW,Tot_45_49_EHW_NS,Tot_45_49_Tot,Tot_50_54_EWFT,Tot_50_54_EWPT,Tot_50_54_EAFW,Tot_50_54_EHW_NS,Tot_50_54_Tot,Tot_55_59_EWFT,Tot_55_59_EWPT,Tot_55_59_EAFW,Tot_55_59_EHW_NS,Tot_55_59_Tot,Tot_60_64_EWFT,Tot_60_64_EWPT,Tot_60_64_EAFW,Tot_60_64_EHW_NS,Tot_60_64_Tot,Tot_65_69_EWFT,Tot_65_69_EWPT,Tot_65_69_EAFW,Tot_65_69_EHW_NS,Tot_65_69_Tot,Tot_70_74_EWFT,Tot_70_74_EWPT,Tot_70_74_EAFW,Tot_70_74_EHW_NS,Tot_70_74_Tot,Tot_75ov_EWFT,Tot_75ov_EWPT,Tot_75ov_EAFW,Tot_75ov_EHW_NS,Tot_75ov_Tot,Tot_Tot_EWFT,Tot_Tot_EWPT,Tot_Tot_EAFW,Tot_Tot_EHW_NS,Tot_Tot_Tot
LGA14850,0,3,0,0,5,117,100,17,15,246,231,901,44,41,1213,694,651,42,43,1429,870,501,66,33,1471,908,590,70,27,1598,1070,682,60,32,1840,1292,772,55,33,2145,1529,786,38,35,2387,1616,793,67,34,2512,1498,877,82,29,2492,903,741,78,21,1746,328,401,41,17,792,95,147,11,13,265,55,66,7,30,162,11088,7912,653,385,20041
LGA14870,0,3,0,0,3,61,45,13,14,130,145,263,26,12,445,385,162,15,19,591,452,182,39,13,684,415,201,36,24,671,389,191,29,19,621,557,238,23,13,830,555,260,19,18,849,607,264,28,15,906,607,274,35,13,934,273,215,30,3,521,98,104,9,3,214,42,73,5,0,118,20,38,3,5,62,4546,2465,292,158,7458
LGA14900,0,3,0,5,10,501,245,24,60,834,769,2332,124,106,3329,3299,2615,150,199,6257,5157,1514,226,183,7084,5123,1753,327,189,7390,4777,1811,190,169,6949,5124,2099,144,136,7499,5024,1801,101,149,7083,4698,1572,139,152,6556,4005,1437,141,112,5703,2275,1064,90,69,3498,792,558,69,32,1445,162,257,23,17,448,74,114,19,20,227,41268,18931,1741,1528,63465
LGA14920,0,0,0,0,0,44,17,0,3,57,32,51,6,4,99,91,40,6,8,144,143,49,8,3,205,146,72,11,8,235,150,54,12,8,227,181,76,9,8,275,213,81,7,3,311,219,93,11,3,333,195,92,5,9,310,174,70,11,11,265,77,50,4,6,140,37,31,3,0,76,25,27,3,3,61,1687,803,93,75,2659
LGA14950,0,0,0,4,4,7,3,3,4,14,10,13,0,0,28,29,20,0,0,48,41,20,0,0,62,43,16,7,0,69,43,14,0,0,64,56,38,0,0,95,54,37,8,0,102,70,46,0,0,110,71,38,5,3,118,40,33,5,3,82,27,31,0,0,59,19,12,0,0,31,13,10,0,3,24,519,316,30,13,884
LGA15050,0,0,0,0,0,158,148,3,17,332,392,1500,61,40,1988,1469,1120,71,46,2708,1894,845,112,45,2898,1726,891,153,40,2811,1666,955,73,58,2751,1849,1008,83,47,2988,1933,923,61,37,2960,1793,873,64,41,2775,1529,816,94,20,2464,739,636,64,12,1452,264,331,33,14,637,68,123,8,6,203,29,55,3,16,113,15355,10081,890,423,26746
LGA15240,3,3,0,3,13,222,163,19,24,426,307,1240,95,78,1725,968,770,94,60,1894,1120,672,86,34,1911,1117,751,116,28,2010,1161,857,70,47,2132,1594,1016,93,46,2749,1879,1116,96,75,3163,1987,1277,114,58,3442,1892,1336,177,56,3458,1173,1153,144,54,2516,412,677,59,27,1176,155,263,24,22,467,92,129,16,40,282,13855,11240,1196,630,26930
LGA15270,0,0,0,0,0,98,57,13,9,172,149,310,29,23,509,436,191,20,20,677,588,179,34,14,819,619,296,56,13,977,614,254,37,16,920,658,322,25,24,1026,746,368,27,18,1159,721,370,29,16,1144,623,330,43,14,1017,367,230,27,4,628,156,163,18,6,341,71,93,3,15,185,65,55,7,9,134,5818,3164,359,189,9530
LGA15300,0,0,0,0,0,51,26,4,3,81,89,134,8,21,251,324,98,14,17,450,418,82,25,14,543,358,122,29,10,520,364,119,26,11,515,396,137,18,15,561,435,124,18,12,593,471,121,10,20,624,392,150,16,18,584,280,117,18,8,423,146,78,10,8,239,47,42,11,6,108,39,25,15,0,74,3746,1361,218,152,5479
LGA15350,0,3,0,0,0,35,42,0,3,86,47,296,17,5,366,333,548,23,20,921,671,300,21,14,1001,602,294,32,19,944,511,305,29,12,859,513,301,13,15,837,529,294,17,6,846,558,306,15,13,900,428,284,14,7,729,245,297,18,4,561,145,258,6,7,412,51,138,7,3,198,32,95,11,3,141,4660,3717,219,125,8719
LGA15520,0,0,0,0,0,37,27,6,0,71,66,161,16,10,249,188,127,10,9,334,210,81,16,6,316,224,107,11,11,358,186,102,9,9,304,259,110,9,8,389,357,138,17,5,513,325,144,17,10,497,343,169,34,13,559,209,147,28,5,386,89,71,10,8,181,47,49,5,8,107,37,36,8,3,82,2553,1434,186,111,4283
LGA15560,0,0,0,0,0,17,15,3,0,31,33,34,8,6,83,63,25,4,9,104,136,35,6,0,188,68,35,10,4,120,90,36,8,4,137,111,42,3,5,162,118,42,4,5,169,133,51,12,7,201,156,44,6,6,214,82,35,11,0,132,37,30,12,0,73,10,12,3,0,34,13,14,3,4,32,1065,436,100,50,1649
LGA15650,0,0,0,0,0,56,28,4,8,100,136,283,36,14,471,478,217,27,27,745,667,216,41,11,938,663,235,40,19,950,612,245,28,20,902,695,235,28,21,976,668,224,34,21,950,689,235,35,16,974,549,196,39,14,803,291,142,21,6,466,104,87,7,5,207,39,39,8,0,88,19,26,0,3,44,5612,2383,350,178,8517
LGA15700,0,0,0,0,0,46,46,0,10,106,63,226,13,13,312,218,157,15,15,405,232,141,12,9,388,225,162,12,10,411,268,171,19,13,471,338,193,12,14,557,329,227,17,8,581,365,268,18,15,664,378,312,23,14,724,228,239,26,7,501,114,102,18,8,237,35,46,7,5,90,33,21,6,5,68,2821,2257,200,124,5411
LGA15750,0,0,0,0,0,55,30,6,9,95,101,202,12,13,326,303,110,9,18,435,482,122,39,13,666,473,153,29,16,672,468,146,27,15,650,489,148,20,14,675,479,133,17,12,636,525,179,20,14,730,455,163,30,14,653,291,142,27,5,461,131,83,18,3,237,45,44,3,7,96,29,22,6,13,73,4262,1641,258,149,6309
LGA15800,0,0,0,0,0,23,10,0,0,33,27,57,7,3,90,94,56,5,3,154,92,50,7,5,156,94,57,13,0,170,113,44,6,8,173,136,71,4,7,215,149,55,8,8,219,190,65,16,5,273,184,79,10,5,271,112,48,6,9,173,65,41,11,3,121,18,15,3,0,36,17,23,0,3,45,1289,655,94,58,2093
LGA15850,0,0,0,0,0,15,6,0,3,28,22,50,0,3,72,88,39,5,10,134,140,41,7,5,194,110,36,11,4,165,96,39,4,4,148,136,45,6,4,188,147,46,5,4,202,164,43,9,3,207,152,45,3,5,214,99,39,3,3,141,53,36,3,0,88,20,11,0,3,37,12,10,3,4,33,1245,481,57,45,1833
LGA15900,5,3,0,3,10,588,366,32,64,1049,924,3387,172,129,4615,4664,4524,311,222,9723,7299,2823,446,176,10748,7081,3021,649,155,10905,6684,3221,411,142,10451,7388,3266,286,135,11075,7688,3083,280,160,11214,7337,2953,330,130,10749,6312,2703,389,97,9499,3230,2016,254,82,5581,864,975,109,41,1984,184,373,35,18,608,76,212,20,44,345,59731,32551,3686,1533,97502
LGA15950,0,3,0,3,7,479,148,17,45,694,250,1090,61,60,1454,3225,2309,125,140,5799,7868,1550,207,161,9781,9517,1565,508,186,11777,8520,1535,372,133,10565,7391,1478,138,115,9117,6223,1291,120,92,7727,4922,1042,110,80,6153,3479,978,84,61,4607,1837,939,69,39,2874,763,776,45,14,1597,192,404,17,9,624,91,188,8,16,308,54275,15139,1866,1106,72386
LGA15990,8,11,0,0,12,552,347,19,54,968,805,4328,216,94,5441,3655,4061,214,164,8101,5883,2381,223,148,8629,6098,2470,381,138,9083,5695,2869,240,147,8952,6173,3328,177,139,9819,6291,3359,166,132,9939,6076,3085,178,141,9481,4828,2763,198,106,7894,2876,2538,163,92,5664,1170,1792,115,48,3124,380,909,58,26,1364,169,504,31,41,740,50092,34375,2349,1408,88217
LGA16100,0,0,0,0,0,32,17,0,4,53,34,63,4,3,107,104,37,7,6,151,141,36,0,3,187,115,32,6,3,160,139,42,5,3,192,150,58,3,6,221,197,42,3,10,250,167,42,3,3,220,157,66,7,0,230,147,51,8,3,207,77,58,11,5,144,32,46,3,5,85,15,15,4,4,32,1475,593,65,61,2190
LGA16150,0,0,0,0,3,152,86,14,20,269,327,790,48,37,1206,1051,537,56,36,1684,1362,436,85,33,1925,1315,624,101,23,2061,1263,589,72,27,1949,1494,573,52,30,2149,1473,558,58,30,2119,1354,538,52,32,1977,1242,557,79,12,1887,666,440,51,22,1179,232,261,33,22,554,66,114,11,4,195,30,58,8,15,108,11867,6083,702,330,18974
LGA16200,0,0,0,0,0,51,24,8,9,83,100,228,20,17,363,310,142,20,10,478,323,108,20,13,466,356,158,25,8,552,331,140,14,13,501,395,162,17,10,586,428,151,24,16,617,464,158,20,10,658,383,165,40,14,600,239,159,23,10,431,122,75,13,6,209,47,45,8,0,98,27,40,6,7,83,3515,1740,247,132,5634
LGA16260,3,7,0,0,10,1024,340,36,102,1502,880,2958,162,158,4153,6349,4833,300,410,11895,12107,3265,533,428,16332,13340,3711,863,400,18316,12257,3796,612,325,16994,11721,3610,377,260,15959,11109,3177,275,266,14830,10886,2888,312,219,14302,8863,2631,335,159,11988,5284,2133,297,122,7842,1771,1238,151,47,3203,398,499,56,27,979,110,244,22,25,407,95073,34995,4291,2831,137198
LGA16350,0,0,0,0,4,475,235,25,44,771,1055,3481,162,94,4792,3707,2772,184,188,6843,4873,1807,255,169,7101,4941,2017,349,169,7484,4795,2041,226,125,7189,5135,2117,163,126,7534,5283,1881,155,138,7453,4958,1772,158,119,7004,4301,1793,216,80,6391,2540,1447,162,58,4212,840,798,85,28,1749,216,295,15,14,536,67,125,10,21,220,42702,22330,2148,1341,68524
LGA16380,4,3,0,3,8,184,125,13,30,354,336,1310,114,45,1798,1037,743,60,55,1898,1337,711,86,44,2174,1372,751,115,45,2281,1483,890,88,38,2500,2046,986,57,53,3142,2148,1139,78,60,3423,2094,1181,108,52,3432,1918,1190,133,57,3297,1017,988,94,22,2129,358,480,40,22,898,92,227,26,23,364,56,105,9,17,192,15297,10705,1003,528,27531
LGA16400,0,3,0,0,3,197,109,11,18,332,331,1240,76,36,1686,1360,845,68,60,2334,1937,577,109,61,2680,1814,643,119,44,2616,1735,693,70,43,2539,1971,833,86,41,2924,2052,782,80,35,2950,1990,804,86,43,2929,1611,797,102,33,2545,899,627,68,27,1615,270,325,29,14,638,64,158,12,18,257,41,86,7,8,133,16074,8398,918,463,25849
LGA16490,0,4,0,0,3,119,52,8,10,194,252,730,31,32,1039,832,458,36,41,1362,1169,334,40,33,1572,1075,342,61,31,1500,1007,308,38,13,1376,1095,417,41,18,1582,1201,387,40,26,1659,1094,360,38,23,1519,861,405,46,23,1334,552,345,50,10,960,227,217,19,5,480,70,116,14,3,198,49,67,4,8,134,9488,4488,467,268,14713
LGA16550,3,0,0,3,7,328,175,19,42,558,281,1226,70,69,1642,1679,2471,118,137,4409,3632,1767,155,107,5659,3958,1533,260,119,5869,3584,1519,184,103,5383,3469,1529,123,87,5199,3476,1359,90,85,5003,3356,1227,103,79,4775,2708,1227,123,55,4117,1656,1026,101,50,2834,655,611,58,21,1344,203,310,25,14,548,75,162,9,18,257,28723,15963,1413,935,47040
LGA16610,0,3,0,0,3,68,48,4,3,119,128,323,14,8,471,294,217,17,8,545,296,166,33,16,513,291,186,34,13,521,382,187,20,11,605,437,222,16,16,698,485,264,17,11,780,497,301,17,12,824,473,304,30,13,817,344,286,30,22,674,113,134,8,8,277,44,50,3,0,106,31,35,9,11,85,3811,2675,254,172,6912
LGA16650,3,0,0,0,4,168,96,7,16,288,221,774,60,29,1087,1167,1225,57,94,2537,1913,968,85,89,3061,1979,1007,125,82,3187,1836,866,86,56,2845,1937,939,94,46,3013,1958,884,58,61,2965,1799,892,61,55,2804,1585,689,89,36,2395,894,618,65,28,1601,353,355,45,25,773,91,127,19,3,234,34,78,3,4,123,15766,9427,840,605,26641
LGA16700,0,3,0,4,8,554,213,19,49,842,401,2118,119,102,2741,3197,3611,188,194,7190,6974,1964,238,207,9377,9044,1931,501,198,11674,8892,1999,369,157,11423,8791,1969,220,133,11109,7659,1744,138,137,9672,6688,1591,128,117,8524,4894,1548,140,92,6673,2604,1252,120,75,4054,928,746,63,31,1770,227,264,25,15,532,68,192,14,32,302,60367,20926,2260,1482,85034
LGA16900,0,0,0,0,0,94,82,12,5,187,296,1138,49,20,1501,897,958,60,43,1955,996,541,66,31,1633,994,591,91,31,1709,985,640,63,23,1714,1124,728,42,27,1918,1194,690,52,16,1954,1068,654,58,24,1807,886,609,66,19,1579,447,435,44,13,940,122,176,8,10,320,35,60,3,9,110,12,26,6,11,58,9053,7246,624,282,17200
LGA16950,0,0,0,0,3,240,196,18,34,492,471,1616,97,91,2278,1599,1155,95,85,2941,1914,900,143,77,3030,1821,1028,138,55,3046,1822,1103,109,51,3080,2197,1271,76,57,3596,2290,1317,110,65,3782,2449,1390,135,70,4045,2181,1558,166,79,3978,1202,1207,128,48,2588,359,672,68,34,1128,112,249,20,14,403,49,119,12,27,206,18467,13566,1305,760,34092
LGA17000,0,0,0,0,4,128,50,4,11,187,341,439,29,24,831,925,345,46,31,1341,1310,292,63,43,1715,1487,333,87,30,1932,1417,371,60,31,1877,1385,406,67,40,1894,1301,365,53,32,1751,1198,316,66,30,1608,943,302,63,27,1335,460,211,38,21,728,157,121,19,10,315,52,62,3,8,121,28,30,4,8,68,11007,3590,593,325,15517
LGA17040,0,0,0,0,3,89,66,0,9,166,237,368,19,20,640,749,351,9,34,1143,724,254,26,26,1033,529,211,38,10,794,453,230,19,13,717,649,254,19,13,938,690,289,23,28,1021,749,277,34,12,1076,611,299,40,17,969,374,260,39,14,694,192,155,18,6,380,104,93,13,11,217,69,51,9,15,135,6137,3099,304,220,9757
LGA17080,0,0,0,0,0,56,34,3,3,102,97,181,10,8,295,242,119,9,6,385,304,102,19,13,444,308,169,27,18,520,303,176,13,15,510,429,180,10,10,629,433,167,21,15,635,497,197,24,8,727,488,178,40,18,724,321,155,30,12,518,130,107,21,11,264,57,51,10,6,123,43,38,4,6,93,3655,1823,226,153,5865
LGA17100,0,0,0,3,4,155,68,11,32,262,150,490,20,21,681,979,962,41,75,2056,1666,664,66,68,2457,1822,591,81,74,2570,1762,546,65,50,2421,1826,571,46,43,2489,1839,508,50,42,2439,1820,573,63,54,2505,1538,482,66,41,2132,897,367,45,15,1323,325,220,17,11,570,88,108,3,3,207,31,70,3,11,117,14742,6160,580,498,21971
LGA17150,3,3,3,3,13,404,272,21,55,759,826,4140,201,95,5264,3165,3772,188,175,7298,4591,1905,205,180,6882,4135,1992,286,117,6530,3942,2239,193,110,6490,4329,2593,124,107,7150,4463,2379,124,107,7070,4356,2305,152,120,6924,3802,2273,197,81,6354,2133,1888,181,51,4247,844,1163,88,37,2134,207,546,30,16,795,88,236,21,21,361,36879,27437,1984,1215,67504
LGA17200,9,16,4,3,30,3451,1079,132,341,4998,2035,5390,247,379,8050,25884,18631,1004,1208,46724,62929,14561,1850,1440,80786,68372,12532,3666,1304,85871,56107,11716,2882,953,71661,47321,9620,1341,736,59022,39313,7480,805,607,48208,31583,6098,827,553,39057,23009,5307,767,450,29536,12204,4871,607,290,17968,4545,3202,346,148,8245,1213,1457,133,96,2902,461,728,73,95,1364,374974,101598,14553,8263,499390
LGA17310,7,3,0,3,13,254,116,15,21,405,428,1061,72,57,1617,1411,578,70,43,2094,1761,626,106,59,2544,1722,674,119,43,2555,1522,710,77,34,2339,1813,707,60,40,2613,1914,743,62,51,2768,1843,767,81,47,2743,1680,720,105,45,2552,1086,655,84,31,1856,430,367,47,18,858,132,188,18,20,354,95,102,11,20,235,15831,7879,903,512,25123
LGA17350,0,0,0,0,0,26,13,3,4,47,53,87,7,6,153,101,56,0,0,157,110,57,12,6,178,119,58,9,3,186,111,62,3,9,189,147,81,4,7,239,178,78,6,5,271,192,87,11,5,300,183,65,17,4,269,103,80,12,7,208,63,41,4,5,114,15,24,0,3,47,9,21,3,3,33,1385,792,85,62,2331
LGA17400,0,0,0,0,0,20,21,3,4,47,23,60,6,7,101,68,30,3,9,112,85,42,0,5,130,72,31,11,0,123,90,59,8,5,154,127,83,5,10,222,144,58,9,4,219,130,86,3,6,227,179,109,13,5,304,159,91,13,8,272,76,56,7,3,136,41,40,0,0,85,29,25,3,10,59,1224,761,85,67,2148
LGA17420,3,8,0,0,9,419,237,11,51,726,729,3620,191,98,4629,3304,3396,166,172,7035,4914,1651,194,139,6899,5170,1839,281,171,7463,5159,2112,206,116,7590,5334,2359,134,133,7960,5045,2187,122,125,7482,4653,1932,127,122,6835,3716,1698,143,95,5652,2127,1514,121,67,3824,900,962,74,28,1965,230,414,28,21,684,78,211,14,26,334,41356,23901,1799,1297,68355
LGA17550,0,0,0,0,0,198,151,15,32,399,248,1184,48,60,1533,942,975,55,54,2033,1269,687,73,58,2089,1395,817,111,63,2389,1393,1048,72,49,2562,1722,1104,62,62,2947,1894,1138,74,60,3164,1932,1165,100,55,3249,1829,1241,134,67,3270,1079,991,116,42,2227,377,542,48,14,974,116,190,12,9,331,69,124,12,16,221,14269,11209,913,608,26997
LGA17620,0,0,0,0,0,45,32,3,0,83,88,198,18,10,311,255,131,8,5,398,325,122,18,10,475,324,145,22,8,499,258,147,14,3,422,341,163,8,8,525,329,163,21,0,507,345,168,17,8,533,317,164,17,11,506,228,161,19,6,424,101,95,6,6,208,46,48,0,3,103,39,47,6,11,108,2997,1743,174,100,5018
LGA17640,0,0,0,0,0,10,12,0,3,30,24,57,0,3,86,61,38,3,3,106,77,35,10,5,122,108,43,11,7,159,72,53,5,3,133,90,44,8,0,151,110,53,3,3,174,134,69,3,8,216,142,81,4,0,232,93,65,3,0,165,76,62,0,4,144,38,22,0,0,64,27,25,0,3,60,1058,647,55,45,1807
LGA17650,0,0,0,0,0,10,6,0,0,22,12,28,0,0,40,36,30,4,3,72,59,22,3,0,87,64,40,8,4,113,67,38,3,6,112,60,43,0,3,109,94,39,4,3,139,99,42,0,0,151,88,45,6,3,143,74,35,10,3,117,38,31,0,0,68,21,24,0,3,42,18,15,3,4,38,732,416,44,36,1227
LGA17750,4,4,0,0,8,263,119,11,18,403,776,1308,75,84,2234,2259,1233,98,108,3699,2433,777,142,51,3403,2186,824,158,50,3216,2013,799,112,35,2958,2172,811,69,38,3093,2209,767,60,40,3069,2105,731,87,31,2958,1883,761,103,41,2782,1129,636,94,31,1890,372,388,44,21,823,117,147,19,10,295,67,97,5,24,197,19718,9275,1061,578,30629
LGA17850,0,0,0,0,0,20,5,0,5,30,10,43,3,3,60,56,21,6,4,87,59,15,3,4,75,50,28,6,0,92,79,25,0,0,103,80,42,3,3,130,95,37,3,3,137,130,43,3,0,172,105,50,7,6,158,85,45,3,4,137,70,38,3,7,117,39,17,3,0,62,18,16,0,0,42,875,422,41,30,1372
LGA17900,0,0,0,0,0,15,12,0,3,29,31,32,3,3,62,93,43,7,5,146,146,52,4,3,212,127,50,14,9,189,131,54,8,3,195,125,40,5,4,183,145,72,4,5,228,145,71,7,10,228,155,66,9,11,237,123,57,9,8,190,69,41,6,6,114,36,28,7,3,71,22,16,0,0,40,1349,612,73,67,2102
LGA17950,0,0,0,0,0,6,5,0,0,14,11,10,3,0,23,53,16,0,0,74,83,13,7,0,97,70,25,11,4,112,57,35,0,0,87,78,20,0,4,106,98,24,0,0,115,105,25,0,0,130,96,27,7,0,134,56,20,6,0,78,34,14,9,0,61,15,9,0,3,30,19,13,3,3,36,779,253,37,22,1091
LGA18020,0,0,0,0,0,31,18,3,3,58,28,52,8,5,92,102,63,12,3,180,130,62,5,5,200,112,82,6,6,209,155,94,3,11,257,185,89,3,3,279,214,112,6,9,340,257,122,3,12,391,243,105,17,12,372,177,126,16,4,313,102,61,12,4,181,56,40,3,0,99,51,34,7,7,101,1812,1032,99,75,3015
LGA18050,0,0,0,0,0,137,100,6,13,266,116,930,50,27,1123,1161,1841,70,76,3152,2183,1337,70,76,3663,2190,990,113,64,3354,1669,863,72,33,2641,1467,810,54,48,2379,1355,774,31,40,2198,1193,656,25,19,1886,937,546,40,13,1539,567,490,35,11,1107,315,441,24,12,795,121,187,11,9,326,40,131,6,16,193,13320,9982,597,452,24359
LGA18100,3,0,0,0,3,6,6,0,0,22,15,30,0,7,48,37,15,0,0,47,48,12,3,4,66,52,25,9,0,84,79,30,3,3,116,77,44,0,3,123,88,34,3,3,129,98,50,3,0,150,111,49,3,3,159,93,40,4,0,141,53,33,3,7,96,21,22,5,5,45,24,20,3,0,40,791,381,37,37,1243
LGA18200,0,0,0,0,0,23,11,0,5,38,26,55,0,7,92,119,60,0,10,191,157,59,4,3,231,146,47,11,6,214,180,52,5,4,240,210,69,3,4,292,204,78,8,5,300,275,56,14,7,356,245,81,16,6,349,164,88,26,6,278,59,53,3,3,125,17,22,3,0,42,15,14,0,7,35,1821,743,108,72,2744
LGA18230,0,9,0,3,10,185,79,9,21,297,407,872,52,36,1365,1317,546,54,48,1971,1693,486,103,52,2328,1488,635,143,36,2301,1402,577,64,33,2072,1580,534,49,38,2202,1710,543,43,34,2332,1691,504,58,46,2289,1525,551,80,27,2182,891,467,67,23,1453,392,280,33,18,723,117,137,11,7,280,68,111,4,21,208,14286,6245,757,424,21715
LGA18250,0,3,0,3,7,362,158,15,41,578,313,1577,86,53,2028,2601,2849,141,154,5749,5822,1628,205,139,7792,6233,1536,368,129,8266,5405,1552,243,116,7312,4864,1594,127,92,6683,4328,1434,82,94,5947,4015,1363,113,64,5555,3226,1225,100,61,4611,1861,1038,93,40,3027,788,759,47,22,1613,191,354,38,9,591,69,195,12,14,295,39706,17111,1656,996,59466
LGA18350,0,3,0,0,3,156,108,7,14,274,267,973,57,20,1320,856,561,30,38,1486,938,466,54,33,1483,844,448,68,21,1378,866,491,43,18,1420,1080,649,35,31,1800,1287,668,43,30,2029,1341,686,48,22,2094,1156,685,52,30,1923,724,617,37,21,1405,328,488,38,7,862,103,292,9,10,420,78,149,11,10,253,9872,7183,524,297,17876
LGA18400,0,0,0,0,0,97,42,13,7,157,230,479,24,23,758,592,297,26,26,933,723,224,47,15,1021,759,303,48,17,1122,838,309,32,28,1203,873,378,29,24,1312,842,353,24,26,1250,795,327,22,23,1163,729,294,55,19,1102,412,235,40,12,703,152,149,16,7,320,46,59,3,0,114,25,40,5,6,76,7026,3441,377,230,11076
LGA18450,0,3,0,3,12,501,311,31,50,890,907,3521,185,111,4722,3737,4156,224,202,8313,4895,2372,320,144,7727,4955,2451,399,138,7940,4869,2701,315,115,7998,5600,2989,209,107,8909,5808,2592,196,151,8743,5829,2714,236,121,8893,4901,2397,298,97,7690,2406,1834,234,70,4544,739,939,95,36,1806,199,328,28,18,574,76,146,20,35,280,44905,29144,2761,1336,78143
LGA18500,0,0,0,0,0,117,78,7,12,219,114,467,24,30,631,875,1167,41,56,2141,1814,840,54,52,2754,1689,689,88,40,2501,1308,633,65,41,2044,1262,611,40,38,1949,1197,604,30,23,1857,1147,549,30,19,1747,954,513,34,26,1530,670,547,28,23,1267,339,512,32,13,895,139,294,14,8,459,84,215,8,14,320,11596,7628,480,393,20092
LGA18710,0,0,0,0,0,25,24,0,0,50,33,112,4,8,158,125,124,11,14,264,180,83,10,10,282,207,83,21,3,315,182,104,13,5,306,228,117,8,9,363,236,110,11,7,357,244,128,18,7,391,226,119,12,3,358,153,123,4,3,279,76,96,12,0,188,32,46,12,3,91,28,27,8,6,67,1944,1267,132,77,3423
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,19,4,0,5,21,15,7,0,7,31,50,20,7,0,78,57,14,0,0,76,42,12,7,6,70,62,20,7,4,94,54,17,3,0,78,57,16,3,7,79,61,21,3,0,91,71,15,3,0,91,50,18,3,0,80,39,13,3,0,55,11,8,0,0,20,3,7,0,5,10,580,193,45,26,846
LGA19499,6,12,0,7,26,1046,679,91,140,1955,3061,2651,235,258,6207,7947,4758,558,501,13764,9588,4190,585,433,14794,9765,4304,638,412,15125,9330,4434,553,326,14643,9849,5301,518,344,16018,9568,5621,557,396,16145,9145,6046,670,362,16220,7214,5968,690,298,14163,4163,4742,567,201,9671,1500,2495,310,117,4419,359,971,117,58,1508,130,389,76,91,688,81622,51876,6077,3790,143362
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,9,0,0,0,13,9,0,0,0,9,3,0,0,0,4,10,0,3,0,9,3,3,3,0,11,5,4,3,0,14,3,0,3,0,10,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,52,18,9,0,90
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,3,30,38,0,3,72,50,227,16,8,304,157,108,16,12,290,196,83,7,4,292,164,100,17,4,286,190,124,11,12,341,301,194,14,12,516,345,192,11,9,559,371,200,23,18,606,349,234,24,6,622,219,184,33,10,441,92,106,14,10,226,22,45,3,5,77,23,26,5,6,63,2475,1827,203,106,4617
LGA20260,0,0,0,3,3,34,22,3,11,73,92,188,11,11,302,175,144,14,12,340,290,114,20,6,434,238,109,25,10,378,303,120,14,4,440,307,128,12,3,460,393,174,10,5,587,377,154,21,10,563,319,180,36,9,541,249,158,22,7,440,95,100,21,5,219,24,38,8,3,80,36,33,5,7,83,2911,1635,221,96,4865
LGA20570,0,4,0,0,3,333,254,35,30,651,481,2192,101,92,2862,2199,2257,164,144,4754,3044,1406,194,70,4719,2719,1435,266,76,4501,2694,1591,184,61,4524,3012,1700,141,66,4916,3149,1612,131,74,4964,3189,1581,172,73,5011,2704,1513,189,58,4468,1540,1223,164,49,2979,449,655,83,36,1218,98,223,23,15,358,58,111,9,26,203,25343,17496,1824,830,45492
