LGA_CODE_2016,SWs_NNI_H_0,SWs_NNI_H_1_15,SWs_NNI_H_16_24,SWs_NNI_H_25_34,SWs_NNI_H_35_39,SWs_NNI_H_40,SWs_NNI_H_41_48,SWs_NNI_H_49mo,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_15,SWs_1_149_H_16_24,SWs_1_149_H_25_34,SWs_1_149_H_35_39,SWs_1_149_H_40,SWs_1_149_H_41_48,SWs_1_149_H_49mo,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_15,SWs_150_299_H_16_24,SWs_150_299_H_25_34,SWs_150_299_H_35_39,SWs_150_299_H_40,SWs_150_299_H_41_48,SWs_150_299_H_49mo,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_15,SWs_300_399_H_16_24,SWs_300_399_H_25_34,SWs_300_399_H_35_39,SWs_300_399_H_40,SWs_300_399_H_41_48,SWs_300_399_H_49mo,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_15,SWs_400_499_H_16_24,SWs_400_499_H_25_34,SWs_400_499_H_35_39,SWs_400_499_H_40,SWs_400_499_H_41_48,SWs_400_499_H_49mo,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_15,SWs_500_649_H_16_24,SWs_500_649_H_25_34,SWs_500_649_H_35_39,SWs_500_649_H_40,SWs_500_649_H_41_48,SWs_500_649_H_49mo,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_15,SWs_650_799_H_16_24,SWs_650_799_H_25_34,SWs_650_799_H_35_39,SWs_650_799_H_40,SWs_650_799_H_41_48,SWs_650_799_H_49mo,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_15,SWs_800_999_H_16_24,SWs_800_999_H_25_34,SWs_800_999_H_35_39,SWs_800_999_H_40,SWs_800_999_H_41_48,SWs_800_999_H_49mo,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_15,SWs_1000_1249_H_16_24,SWs_1000_1249_H_25_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40,SWs_1000_1249_H_41_48,SWs_1000_1249_H_49mo,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_15,SWs_1250_1499_H_16_24,SWs_1250_1499_H_25_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40,SWs_1250_1499_H_41_48,SWs_1250_1499_H_49mo,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_15,SWs_1500_1749_H_16_24,SWs_1500_1749_H_25_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40,SWs_1500_1749_H_41_48,SWs_1500_1749_H_49mo,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_15,SWs_1750_1999_H_16_24,SWs_1750_1999_H_25_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40,SWs_1750_1999_H_41_48,SWs_1750_1999_H_49mo,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_15,SWs_2000_2999_H_16_24,SWs_2000_2999_H_25_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40,SWs_2000_2999_H_41_48,SWs_2000_2999_H_49mo,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000mo_H_0,SWs_3000mo_H_1_15,SWs_3000mo_H_16_24,SWs_3000mo_H_25_34,SWs_3000mo_H_35_39,SWs_3000mo_H_40,SWs_3000mo_H_41_48,SWs_3000mo_H_49mo,SWs_3000mo_H_NS,SWs_3000mo_H_Tot,SWs_PINS_H_0,SWs_PINS_H_1_15,SWs_PINS_H_16_24,SWs_PINS_H_25_34,SWs_PINS_H_35_39,SWs_PINS_H_40,SWs_PINS_H_41_48,SWs_PINS_H_49mo,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_15,SWs_Tot_H_16_24,SWs_Tot_H_25_34,SWs_Tot_H_35_39,SWs_Tot_H_40,SWs_Tot_H_41_48,SWs_Tot_H_49mo,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_15,MaOpD_NNI_H_16_24,MaOpD_NNI_H_25_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40,MaOpD_NNI_H_41_48,MaOpD_NNI_H_49mo,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_15,MaOpD_1_149_H_16_24,MaOpD_1_149_H_25_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40,MaOpD_1_149_H_41_48,MaOpD_1_149_H_49mo,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_15,MaOpD_150_299_H_16_24,MaOpD_150_299_H_25_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40,MaOpD_150_299_H_41_48,MaOpD_150_299_H_49mo,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_15,MaOpD_300_399_H_16_24,MaOpD_300_399_H_25_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40,MaOpD_300_399_H_41_48,MaOpD_300_399_H_49mo,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot
LGA17420,12,33,11,4,4,7,3,7,7,79,88,994,60,12,0,4,0,0,11,1163,32,668,217,40,6,7,3,3,12,995,25,289,305,65,20,14,0,11,10,732,19,157,325,135,35,19,7,11,10,709,29,101,241,271,114,48,24,16,16,858,22,39,90,198,285,119,45,39,12,846,15,30,42,98,269,199,65,64,9,785,12,6,22,51,178,204,80,84,6,639,7,12,15,25,89,139,44,77,3,404,3,4,7,11,45,109,35,66,8,294,3,3,9,8,32,65,25,60,0,207,6,5,9,15,36,90,50,128,0,345,3,6,14,6,15,42,22,106,0,202,3,35,17,11,14,12,3,5,10,106,276,2370,1380,958,1130,1073,398,679,91,8358,0,5,0,3,0,0,0,0,3,14,0,47,4,0,3,0,0,0,4,57,3,53,17,7,3,0,0,3,0,91,4,22,32,7,0,8,3,3,0,87
LGA17550,3,14,0,0,0,0,0,3,0,29,17,303,24,5,0,3,0,3,10,362,12,180,72,10,3,0,0,0,5,291,10,95,63,26,8,0,4,4,4,219,8,52,108,55,9,14,3,5,6,258,18,48,93,157,51,19,11,7,14,410,10,31,25,109,111,50,24,18,12,384,15,9,16,39,117,60,36,37,0,333,0,4,0,11,52,57,27,37,3,194,3,3,3,6,16,28,22,34,0,114,3,0,0,3,17,7,6,24,0,70,0,0,3,0,8,13,4,16,0,40,0,0,4,0,3,12,8,18,3,52,0,4,0,0,4,3,0,8,0,24,3,12,0,9,7,8,0,0,0,43,96,756,424,432,408,265,147,227,57,2816,0,4,0,0,0,0,0,0,0,7,0,11,7,0,0,0,0,0,0,16,3,20,5,0,0,0,0,3,0,33,0,17,13,7,6,3,0,3,0,50
LGA17620,0,0,0,0,0,0,0,0,0,4,9,47,9,3,0,0,0,0,3,64,3,33,14,3,0,0,0,0,0,48,0,15,10,0,0,0,0,3,0,31,0,5,15,6,0,0,3,0,0,31,0,5,4,26,6,0,0,0,3,56,3,3,3,19,15,6,0,0,0,44,0,0,3,4,6,6,7,4,0,34,0,0,0,0,0,11,6,3,0,19,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,0,0,10,0,0,4,0,0,3,0,3,0,8,0,3,5,0,0,0,0,0,0,7,16,107,61,70,34,38,24,30,6,385,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,16
LGA17640,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,17,0,7,3,0,0,0,0,0,3,13,0,3,3,0,0,0,0,0,0,6,0,4,11,0,0,0,0,0,3,15,0,3,7,8,0,0,0,0,0,21,0,0,3,3,4,0,0,3,0,17,0,0,0,0,4,0,3,0,0,10,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,25,28,19,18,8,6,10,4,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LGA17650,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,4,3,0,0,0,0,0,0,6,0,5,4,0,0,0,0,0,0,9,0,0,6,0,0,0,3,0,0,9,0,5,8,8,0,0,0,0,0,15,0,0,0,3,4,3,0,3,0,16,0,0,0,4,3,4,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,17,8,11,5,12,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
LGA17750,0,14,3,0,0,0,0,0,3,27,27,498,27,10,0,0,0,0,19,577,8,170,50,15,4,0,0,0,3,253,11,76,90,49,12,6,0,5,3,255,6,62,90,67,8,9,0,4,3,246,13,48,87,145,65,14,14,17,9,413,5,18,33,90,163,47,31,17,3,410,3,4,4,32,134,76,42,23,4,333,10,3,3,19,60,68,44,44,0,260,3,3,5,7,14,34,23,41,0,125,3,0,0,7,8,12,14,24,0,67,0,0,0,0,7,14,11,12,0,42,0,0,5,0,6,8,11,27,0,58,0,3,0,3,0,6,8,20,3,48,4,10,11,10,6,5,5,3,3,51,100,918,406,442,488,309,208,245,55,3174,0,0,0,0,0,0,0,3,0,3,0,14,3,0,0,0,0,0,0,24,0,15,4,5,5,0,0,0,0,30,3,10,14,4,0,0,0,3,0,34
LGA17850,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,16,0,5,3,0,0,3,0,0,0,15,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,12,0,0,0,3,5,0,3,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,12,10,12,4,6,9,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA17900,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,0,6,4,0,0,0,0,0,10,3,0,6,11,3,0,0,0,0,23,0,0,0,7,3,4,4,3,0,23,0,0,3,0,6,3,0,0,0,14,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,18,20,15,7,10,11,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,0,3,0,0,0,3,0,10,0,0,0,3,0,4,0,3,0,13
LGA17950,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,9,0,0,0,4,3,0,0,0,0,7,0,0,3,5,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,3,9,15,4,4,6,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
LGA18020,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,13,0,8,0,0,3,0,0,0,0,11,0,6,9,0,0,3,0,0,0,22,4,0,5,8,0,0,0,0,0,28,0,4,3,15,5,7,0,3,0,39,0,0,0,14,11,5,0,0,0,31,0,0,0,3,6,0,0,6,0,17,0,0,3,0,0,6,0,3,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,4,37,32,47,28,20,11,27,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,9
LGA18050,0,24,3,3,0,5,0,0,3,45,29,271,21,5,0,3,0,3,5,336,12,219,87,18,3,0,0,0,7,342,10,116,138,40,5,7,3,4,4,337,11,81,228,63,18,7,3,3,6,416,17,63,180,172,75,34,11,7,4,560,16,26,70,147,205,59,29,22,5,569,6,12,28,58,174,65,42,18,3,405,4,14,14,28,72,64,16,32,0,250,4,0,3,10,26,45,17,18,0,116,6,0,8,7,10,30,9,20,3,94,0,5,0,3,8,19,3,10,0,49,3,4,0,7,6,20,7,14,0,65,0,6,0,7,4,17,7,40,0,73,0,9,6,4,9,4,0,3,3,46,120,844,795,575,618,379,148,192,48,3713,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,13,3,0,0,0,3,0,0,16,0,8,11,0,0,0,3,0,0,23
LGA18100,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,12,0,0,3,3,0,0,0,0,0,10,0,0,3,0,3,0,3,0,0,11,0,0,0,0,3,4,0,3,0,9,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,12,12,8,6,5,9,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4
LGA18200,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,25,0,6,3,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,4,0,0,6,3,0,0,0,0,0,15,0,0,3,3,4,0,0,0,0,13,0,0,0,7,8,0,0,0,0,14,0,0,0,0,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,8,40,18,12,15,10,7,10,3,121,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6
LGA18230,0,9,3,0,0,0,0,3,0,20,20,260,15,0,0,0,0,0,10,306,12,109,38,7,0,6,0,4,6,184,5,57,47,29,6,3,3,5,3,158,5,37,44,51,10,9,4,3,0,167,11,21,55,128,59,21,10,10,3,324,10,18,31,67,186,41,35,21,0,412,9,11,7,28,135,65,40,26,3,328,3,5,3,4,45,46,24,25,0,157,0,0,3,4,19,28,21,38,0,113,0,0,0,3,9,5,9,31,0,66,0,0,0,0,4,11,6,11,0,34,0,0,0,0,3,12,4,21,0,49,0,0,0,0,3,7,0,20,0,30,3,10,5,0,14,0,0,3,0,42,81,534,272,336,486,256,168,227,33,2388,0,0,0,0,3,0,0,0,0,9,0,8,0,0,0,0,0,0,3,15,0,4,6,0,0,3,0,0,0,15,0,8,6,3,0,3,0,3,0,30
LGA18250,3,18,4,0,3,4,0,0,9,46,55,425,36,4,0,0,0,0,10,534,26,391,143,27,5,5,3,3,12,607,12,187,212,48,10,6,3,0,9,499,19,108,261,92,23,11,6,6,10,535,17,70,170,202,83,45,11,13,14,617,13,42,87,146,240,112,31,27,0,695,18,26,35,88,245,173,60,41,3,696,14,11,36,40,137,159,77,54,3,528,8,10,11,28,77,125,48,53,0,359,3,9,7,10,51,95,27,51,3,256,3,5,3,9,24,63,33,44,0,181,7,7,6,6,35,82,55,103,0,289,0,6,4,7,12,51,37,79,3,196,3,11,4,9,18,7,0,9,6,72,199,1327,1017,714,972,941,395,473,82,6122,0,3,0,0,0,0,0,0,0,4,0,15,0,3,0,0,0,0,0,23,0,21,13,9,0,0,0,0,4,41,0,17,19,10,6,3,0,3,0,58
LGA18350,3,22,0,3,0,0,0,0,3,35,23,245,9,5,3,0,0,0,3,294,3,108,43,9,4,0,0,3,0,177,3,69,59,20,11,3,3,3,0,167,7,39,69,42,10,5,0,3,0,175,9,32,53,93,42,16,3,10,11,258,5,11,24,57,94,44,11,9,4,257,0,11,23,26,79,39,21,18,0,222,3,3,3,10,21,31,25,28,3,141,0,3,0,6,13,21,13,19,0,70,3,4,0,6,6,14,10,16,0,57,0,0,0,0,4,6,3,6,0,16,3,3,3,3,3,9,4,15,0,40,0,3,5,0,3,0,3,15,0,23,0,11,5,3,3,0,3,3,3,30,66,548,311,292,293,181,91,161,24,1969,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,8,7,0,0,0,0,0,0,19,3,7,9,0,0,0,3,3,0,31
LGA18400,0,3,0,0,4,0,0,0,0,12,7,105,10,0,0,0,0,3,3,125,0,41,23,5,3,3,0,0,0,73,7,24,24,10,0,0,0,3,0,69,8,9,28,15,3,0,0,7,3,78,4,11,22,43,15,9,4,4,0,104,5,12,15,16,22,15,4,8,3,92,3,7,0,13,18,20,3,7,0,64,0,0,0,7,4,14,9,9,0,34,0,0,0,0,10,9,4,7,0,31,0,0,3,0,0,5,3,6,0,19,0,0,0,0,0,5,0,6,0,15,0,0,0,0,4,4,0,5,0,12,0,0,0,0,0,0,0,7,0,8,0,4,0,0,6,0,0,3,3,22,30,216,135,116,82,89,25,68,16,762,0,0,0,0,0,0,0,5,0,6,0,8,4,0,0,4,0,3,0,15,0,14,9,0,4,0,0,3,0,30,0,5,8,3,0,0,0,0,0,19
LGA18450,15,25,10,3,3,7,0,3,3,73,72,1022,72,9,0,0,0,7,16,1202,32,574,183,41,7,12,3,3,11,868,30,316,274,87,19,14,3,14,7,759,23,134,346,159,44,18,3,19,9,760,24,116,235,320,135,47,17,27,13,944,31,53,85,227,323,85,31,26,9,867,22,29,31,98,271,153,83,54,8,743,17,12,23,35,141,129,66,69,3,499,3,3,7,8,57,60,38,58,4,240,3,7,9,14,30,42,21,49,0,169,0,0,0,3,14,22,7,37,3,85,0,0,0,0,19,25,17,32,0,93,0,0,3,3,8,12,11,19,0,65,0,48,20,13,11,12,7,10,15,138,271,2350,1301,1031,1076,641,307,431,96,7494,0,9,0,0,7,0,0,3,0,20,0,79,4,0,0,0,0,4,0,92,3,66,29,8,3,3,0,8,3,133,3,59,43,26,4,3,4,5,3,157
LGA18500,0,6,0,0,0,3,0,3,0,22,7,66,4,0,0,0,0,0,0,80,0,76,36,7,0,0,0,4,0,130,0,56,74,10,3,3,3,0,4,158,3,34,79,20,7,7,0,3,0,152,5,29,65,77,23,6,7,8,4,235,3,15,36,73,67,32,14,13,7,264,3,10,28,26,69,55,21,18,3,231,4,16,16,18,38,52,27,29,0,196,3,3,4,12,13,45,20,37,0,142,0,10,4,16,8,34,20,22,0,116,4,3,7,0,6,14,14,22,0,69,3,4,3,5,5,20,19,50,0,114,3,15,7,18,0,29,12,85,3,177,0,8,3,0,0,4,4,4,0,29,43,358,369,286,254,310,160,299,27,2111,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,6,3,0,3,0,0,0,0,13,0,9,3,3,0,0,0,0,0,15
LGA18710,0,0,0,0,0,0,0,0,0,3,3,29,0,0,0,0,0,0,0,33,0,13,0,0,0,0,0,0,0,22,0,16,4,5,0,0,0,3,3,31,0,4,7,5,0,0,0,0,0,21,0,3,8,14,4,0,0,0,0,30,0,0,4,8,6,8,0,0,0,31,0,0,0,8,16,3,4,3,0,40,0,0,0,0,0,3,7,0,0,16,0,0,0,0,3,4,0,3,0,7,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,3,0,3,0,11,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,6,70,35,45,34,30,18,23,8,270,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,4,0,6
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,5,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,19,21,10,6,0,4,4,6,4,77,29,233,23,6,4,3,4,3,27,333,34,317,85,23,4,3,3,5,15,483,25,232,141,38,13,11,3,13,6,480,21,141,199,65,29,12,8,12,12,494,38,140,223,154,48,25,11,35,19,683,29,54,109,139,115,75,21,37,16,592,27,33,81,94,147,144,61,60,9,651,22,24,27,65,147,224,85,99,5,687,13,8,9,22,123,188,88,110,4,569,17,13,10,14,57,132,53,102,0,396,3,4,3,11,24,63,32,53,3,191,4,4,3,9,20,77,21,63,3,199,3,9,3,3,9,20,10,33,0,87,9,14,4,11,13,16,7,12,8,88,279,1244,932,661,741,1003,392,631,132,6004,17,19,19,7,3,3,3,17,9,94,12,74,15,3,4,6,3,7,0,129,35,203,121,57,27,35,4,31,19,534,26,221,206,135,51,92,42,74,17,862
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,3,0,0,0,0,0,0,0,3,5,73,4,0,0,0,0,3,0,92,6,14,10,0,0,0,0,0,0,30,3,9,14,11,4,0,0,0,0,39,0,13,13,10,3,0,4,0,0,46,3,5,13,32,10,4,7,0,0,77,0,5,7,21,25,7,6,6,0,76,3,0,3,3,17,3,3,4,0,43,3,3,0,0,5,3,4,11,0,35,0,0,0,0,0,0,10,5,0,19,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,126,62,83,70,35,33,40,6,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,11
LGA20260,0,7,0,0,0,0,0,0,0,10,3,64,3,0,0,0,0,0,0,79,0,28,13,3,0,0,0,0,0,44,0,9,8,0,0,0,0,0,0,20,0,10,13,7,0,3,0,0,0,40,0,6,9,18,10,3,3,0,0,59,0,0,3,8,18,12,3,5,0,54,0,4,0,3,13,16,3,3,0,42,0,0,3,0,6,6,0,8,0,24,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,15,134,60,50,57,50,16,21,3,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,3,0,4,0,0,0,0,0,5
