LGA_CODE_2016,MaOpD_400_499_H_0,MaOpD_400_499_H_1_15,MaOpD_400_499_H_16_24,MaOpD_400_499_H_25_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40,MaOpD_400_499_H_41_48,MaOpD_400_499_H_49mo,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_15,MaOpD_500_649_H_16_24,MaOpD_500_649_H_25_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40,MaOpD_500_649_H_41_48,MaOpD_500_649_H_49mo,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_15,MaOpD_650_799_H_16_24,MaOpD_650_799_H_25_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40,MaOpD_650_799_H_41_48,MaOpD_650_799_H_49mo,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_15,MaOpD_800_999_H_16_24,MaOpD_800_999_H_25_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40,MaOpD_800_999_H_41_48,MaOpD_800_999_H_49mo,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_15,MaOpD_1000_1249_H_16_24,MaOpD_1000_1249_H_25_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40,MaOpD_1000_1249_H_41_48,MaOpD_1000_1249_H_49mo,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_15,MaOpD_1250_1499_H_16_24,MaOpD_1250_1499_H_25_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40,MaOpD_1250_1499_H_41_48,MaOpD_1250_1499_H_49mo,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_15,MaOpD_1500_1749_H_16_24,MaOpD_1500_1749_H_25_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40,MaOpD_1500_1749_H_41_48,MaOpD_1500_1749_H_49mo,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_15,MaOpD_1750_1999_H_16_24,MaOpD_1750_1999_H_25_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40,MaOpD_1750_1999_H_41_48,MaOpD_1750_1999_H_49mo,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_15,MaOpD_2000_2999_H_16_24,MaOpD_2000_2999_H_25_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40,MaOpD_2000_2999_H_41_48,MaOpD_2000_2999_H_49mo,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000mo_H_0,MaOpD_3000mo_H_1_15,MaOpD_3000mo_H_16_24,MaOpD_3000mo_H_25_34,MaOpD_3000mo_H_35_39,MaOpD_3000mo_H_40,MaOpD_3000mo_H_41_48,MaOpD_3000mo_H_49mo,MaOpD_3000mo_H_NS,MaOpD_3000mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_15,MaOpD_PINS_H_16_24,MaOpD_PINS_H_25_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40,MaOpD_PINS_H_41_48,MaOpD_PINS_H_49mo,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_15,MaOpD_Tot_H_16_24,MaOpD_Tot_H_25_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40,MaOpD_Tot_H_41_48,MaOpD_Tot_H_49mo,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_15,Lab_NNI_H_16_24,Lab_NNI_H_25_34,Lab_NNI_H_35_39,Lab_NNI_H_40,Lab_NNI_H_41_48,Lab_NNI_H_49mo,Lab_NNI_H_NS,Lab_NNI_H_Tot,Lab_1_149_H_0,Lab_1_149_H_1_15,Lab_1_149_H_16_24,Lab_1_149_H_25_34,Lab_1_149_H_35_39,Lab_1_149_H_40,Lab_1_149_H_41_48,Lab_1_149_H_49mo,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_15,Lab_150_299_H_16_24,Lab_150_299_H_25_34,Lab_150_299_H_35_39,Lab_150_299_H_40,Lab_150_299_H_41_48,Lab_150_299_H_49mo,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_15,Lab_300_399_H_16_24,Lab_300_399_H_25_34,Lab_300_399_H_35_39,Lab_300_399_H_40,Lab_300_399_H_41_48,Lab_300_399_H_49mo,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_15,Lab_400_499_H_16_24,Lab_400_499_H_25_34,Lab_400_499_H_35_39,Lab_400_499_H_40,Lab_400_499_H_41_48,Lab_400_499_H_49mo,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_15,Lab_500_649_H_16_24,Lab_500_649_H_25_34,Lab_500_649_H_35_39,Lab_500_649_H_40,Lab_500_649_H_41_48,Lab_500_649_H_49mo,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_15,Lab_650_799_H_16_24,Lab_650_799_H_25_34,Lab_650_799_H_35_39,Lab_650_799_H_40,Lab_650_799_H_41_48,Lab_650_799_H_49mo,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_15,Lab_800_999_H_16_24,Lab_800_999_H_25_34,Lab_800_999_H_35_39,Lab_800_999_H_40,Lab_800_999_H_41_48,Lab_800_999_H_49mo,Lab_800_999_H_NS,Lab_800_999_H_Tot
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,3,3,3,0,4,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,13,5,12,0,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,3,0,11,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,5,3,5,0,16
LGA53710,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,7,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4
LGA53780,3,17,22,21,9,3,8,8,0,83,7,21,24,24,27,8,11,17,3,137,5,8,16,34,79,31,6,14,0,208,11,10,15,27,105,95,33,41,5,348,7,10,9,25,84,87,59,66,4,346,13,8,3,9,40,47,50,69,3,235,6,0,3,3,25,25,27,60,4,161,3,0,0,3,11,15,13,40,3,82,3,0,0,5,8,13,8,46,3,82,0,3,0,0,4,4,3,14,0,26,0,3,0,3,0,3,3,3,3,24,62,147,154,165,391,330,225,379,31,1893,3,15,0,0,0,0,0,6,5,28,10,207,12,7,4,0,0,3,0,249,7,157,54,9,3,0,0,0,3,240,3,105,90,27,0,4,0,3,4,248,10,62,101,46,16,11,4,7,5,255,4,57,73,90,59,21,9,8,10,326,8,27,36,93,99,55,17,20,3,356,11,13,24,59,83,79,36,25,11,337
LGA53800,0,7,3,13,0,0,0,0,0,26,0,9,13,29,12,3,3,4,0,81,10,6,9,27,22,12,7,8,0,100,11,3,3,12,30,44,14,32,0,157,5,5,3,11,27,44,38,73,0,206,11,0,0,4,11,36,23,68,4,151,13,0,0,3,5,13,24,95,6,163,11,3,4,0,3,15,38,109,7,193,30,3,4,7,13,30,31,208,12,329,0,3,0,3,3,3,7,55,0,73,3,0,0,0,3,3,0,21,3,33,103,54,63,103,128,203,195,677,39,1563,0,8,0,3,3,0,0,9,0,25,5,84,8,3,0,0,0,0,3,112,6,60,14,12,0,3,0,3,3,108,9,55,31,14,4,3,3,3,0,117,10,25,44,30,11,9,0,0,3,135,8,29,37,67,16,13,8,8,9,208,7,18,20,62,67,24,9,16,5,229,7,3,9,20,41,29,13,36,8,164
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,6,19,0,39,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,7,0,0,7
LGA53990,3,0,0,0,0,0,0,0,0,6,0,0,5,6,0,0,0,0,0,19,3,3,0,3,14,11,5,3,4,53,8,6,3,4,25,17,14,12,0,86,7,0,0,0,14,19,18,37,0,103,8,0,7,3,9,12,16,47,0,97,8,0,0,0,9,17,17,54,0,108,8,0,3,0,12,15,42,44,3,118,3,0,3,0,5,11,41,33,0,94,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,4,3,5,44,20,28,26,81,106,162,245,11,714,0,4,3,0,0,0,0,0,0,7,3,60,0,0,3,0,0,0,0,73,8,51,9,0,0,0,3,0,0,75,0,31,15,13,0,0,0,0,0,63,0,19,24,15,3,8,3,0,0,69,5,19,15,42,19,15,3,9,3,122,8,17,7,56,44,18,9,18,5,169,8,14,4,28,62,37,20,23,0,194
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,0,0,3,3,0,0,3,0,3,0,8,0,15,0,0,0,3,0,0,3,9,0,12,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,15,0,16,4,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,3,0,3,12,8,3,8,3,4,10,50,0,101,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,9,0,4,0,3,0,0,0,0,0,15,0,3,0,3,0,0,0,0,0,5,0,3,3,6,0,0,4,3,0,18,0,3,3,3,0,6,0,0,0,11,0,0,0,4,3,4,0,3,0,11
LGA54130,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,9,7,14,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,11,0,0,0,5,0,3,0,0,0,7,0,3,0,0,0,4,7,0,0,20
LGA54170,3,6,18,19,6,4,3,3,3,64,4,13,15,22,13,3,5,9,3,83,0,5,8,19,36,13,4,11,4,105,0,4,13,26,45,22,16,10,3,136,3,10,8,28,55,30,18,22,9,177,3,0,3,7,33,13,23,8,0,96,0,0,0,0,13,21,15,16,3,67,0,3,3,6,4,4,9,10,5,36,0,0,0,4,6,0,3,16,0,29,0,3,0,0,0,0,0,5,0,13,0,4,0,0,0,3,0,6,3,18,36,209,109,142,214,117,95,104,32,1059,6,29,9,5,0,0,0,0,0,47,29,588,20,3,0,0,0,3,9,658,12,350,107,17,0,0,3,0,11,500,18,200,148,29,5,4,3,0,0,409,9,111,150,60,9,7,8,3,6,367,12,71,104,125,44,13,7,15,4,396,12,45,58,145,110,44,22,18,10,455,7,23,41,71,99,64,26,17,7,355
LGA54200,3,6,10,3,3,4,0,3,0,42,3,6,14,20,9,8,0,4,3,69,0,6,13,24,49,32,10,11,0,150,8,3,7,35,113,59,43,23,3,302,7,9,13,20,94,86,85,82,9,405,9,0,3,17,44,56,45,97,3,273,4,0,0,8,18,24,52,94,5,200,9,0,0,0,12,15,13,70,0,121,9,0,0,4,7,18,15,43,0,106,3,0,0,0,0,0,4,6,0,12,3,0,0,3,3,4,8,6,9,33,58,69,73,137,340,325,278,455,29,1769,3,8,0,3,0,4,0,0,0,23,4,165,9,3,0,0,0,0,0,186,3,91,21,7,4,0,0,0,4,134,0,53,46,8,0,5,0,3,0,115,0,43,56,22,9,7,0,3,3,140,0,17,45,56,12,10,0,3,0,149,3,22,14,38,61,27,15,7,0,184,4,9,13,28,60,34,27,18,0,203
LGA54280,3,4,8,5,0,3,0,0,0,27,3,10,4,8,4,3,0,9,3,46,3,0,8,10,11,22,5,11,4,74,11,6,3,11,29,41,11,26,3,136,10,3,3,6,15,37,37,71,4,180,11,6,3,0,18,33,46,92,3,210,17,7,5,3,17,16,56,172,4,305,16,7,3,3,11,17,51,204,9,320,43,18,13,4,24,36,71,412,10,631,16,4,3,3,5,17,16,116,0,181,3,0,0,0,0,0,3,21,10,42,138,80,49,53,131,223,296,1146,49,2167,0,0,0,3,3,0,0,0,3,10,3,57,5,0,0,0,0,0,0,79,4,49,20,5,0,4,0,3,0,92,5,28,23,10,3,0,3,3,3,73,4,11,23,40,8,5,5,4,5,101,4,15,14,45,13,4,3,16,10,122,0,9,16,35,28,24,12,19,3,132,7,6,4,11,39,20,17,25,4,133
LGA54310,0,4,0,0,7,0,0,0,0,10,3,3,0,0,0,0,0,0,0,16,3,0,0,14,4,3,5,4,0,34,0,0,3,3,15,13,15,10,0,59,5,3,3,11,6,19,14,38,3,114,6,3,0,4,11,18,14,40,3,101,11,0,0,3,17,9,17,88,0,148,17,0,4,3,9,16,25,117,8,193,41,8,12,8,10,16,79,362,3,538,29,0,3,0,4,5,66,147,9,262,0,0,0,0,3,0,0,15,3,28,120,37,34,48,87,110,250,828,31,1543,0,3,0,0,0,0,0,3,3,9,3,28,0,0,0,0,0,0,0,41,3,22,8,3,0,0,0,0,0,42,3,21,16,7,0,4,0,3,0,45,0,9,16,10,0,3,4,0,0,38,3,4,10,17,11,7,7,4,0,66,0,3,9,14,25,9,7,13,0,88,3,3,3,14,31,23,12,27,0,113
LGA54340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,3,0,0,13,0,0,3,0,3,0,0,3,0,15,0,0,0,0,4,3,0,4,0,15,0,0,0,0,0,8,4,3,0,13,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,6,3,20,20,11,22,0,84,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,14,0,7,3,4,0,0,0,0,0,13,3,9,12,0,0,0,0,0,0,22,0,7,3,4,0,0,0,0,0,12,0,5,3,13,10,8,0,0,0,38,3,6,3,12,95,17,15,6,0,156,0,4,0,11,16,10,10,8,0,63
LGA54410,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,3,9,0,28,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,3,6
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,9,4,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,10,0,0,0,0,3,4,3,3,0,12,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,9,5,12,9,0,18,4,65,0,3,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,0,0,7,0,8,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,6,0,0,0,4,0,3,3,0,0,17,0,4,5,3,5,0,0,0,0,22,0,0,0,0,7,8,4,10,0,28
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,3,0,3,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,3,12,0,16,6,0,0,0,0,3,0,27,0,38,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,5,10,68,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,6,3,3,0,11
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA54830,4,0,4,9,3,0,0,4,0,21,3,5,5,9,3,7,0,3,0,37,3,6,8,15,35,13,8,10,0,84,4,9,4,9,67,50,23,15,4,191,4,4,3,8,72,63,53,63,5,272,13,3,0,3,37,40,40,78,3,215,14,0,5,6,40,41,47,84,4,236,17,3,3,0,37,36,48,104,3,251,23,11,0,6,121,54,98,144,8,459,7,0,0,0,8,0,4,31,0,47,0,3,0,0,4,10,3,10,6,29,86,66,50,59,424,318,321,533,26,1890,0,5,3,0,0,0,0,0,0,13,3,69,3,0,0,0,0,0,0,77,3,50,13,4,0,3,0,0,3,78,3,32,27,9,3,0,0,0,0,72,0,19,38,25,5,3,0,0,0,97,6,17,28,37,36,7,3,5,0,137,3,7,12,35,60,29,18,8,5,188,5,6,7,14,57,45,31,17,3,178
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,3,0,17,0,0,0,0,0,3,3,4,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,6,8,12,21,0,68,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,10,0,0,0,3,0,0,0,3,0,7,0,0,3,4,0,5,3,3,0,15
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,8,0,13,0,0,0,0,5,0,0,11,0,17,3,0,0,0,0,3,3,8,0,22,6,0,0,0,0,4,0,21,0,32,8,0,0,3,3,3,6,58,5,91,19,4,0,0,3,0,5,124,0,163,38,7,3,0,7,5,17,208,4,287,10,0,0,0,0,0,3,28,0,42,0,0,0,0,0,0,0,4,0,5,84,10,11,15,26,17,43,476,8,684,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,8,3,0,4,0,5,0,0,0,0,13,0,0,6,0,3,3,0,3,0,11,3,0,0,0,0,4,0,6,0,17
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,9,0,0,0,0,4,3,3,14,0,24,0,0,0,0,0,4,9,23,0,35,5,0,0,0,0,7,4,55,3,76,9,5,0,0,0,0,5,78,0,104,20,3,7,0,8,0,14,152,0,196,0,3,0,0,3,0,0,49,3,60,0,0,0,0,0,0,0,4,3,6,40,13,10,5,19,14,36,378,6,533,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,11,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,0,0,3,11,3,4,0,0,0,20,0,0,0,4,3,3,0,0,0,16,0,0,0,0,0,0,0,13,0,19
LGA55110,0,14,23,11,0,4,3,0,0,50,4,11,25,26,17,4,4,7,0,100,5,6,20,40,32,13,3,14,3,135,4,4,8,21,41,24,32,12,0,145,7,3,10,11,25,29,22,30,0,139,4,0,0,5,21,22,11,19,0,87,11,0,3,3,4,12,19,21,0,78,5,0,0,4,0,19,0,8,0,41,0,0,0,0,3,7,3,18,3,37,0,0,3,0,3,0,3,5,0,15,0,0,0,0,0,3,3,6,3,13,48,102,125,139,156,142,100,146,19,978,0,15,0,0,0,0,0,0,0,18,13,263,17,0,4,0,0,0,0,301,15,167,41,11,0,0,0,3,6,245,7,109,94,31,10,3,4,5,8,265,12,78,96,50,3,11,10,5,0,263,14,51,73,93,26,25,6,7,8,307,11,31,30,71,88,25,12,12,9,284,3,12,16,30,56,46,14,22,9,211
LGA55180,3,3,3,0,0,0,0,0,0,7,0,4,8,6,3,0,0,0,0,20,3,0,3,0,19,4,0,3,0,37,0,0,0,0,3,10,7,10,0,47,7,0,3,8,12,21,12,15,0,70,6,0,0,3,0,5,10,16,0,36,0,0,0,0,3,3,0,17,0,26,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,17,14,16,17,43,55,36,90,7,292,0,0,0,0,0,0,0,0,0,7,0,37,3,3,0,0,0,0,0,49,0,25,5,0,0,5,0,0,0,46,8,31,14,5,5,3,0,3,3,71,3,13,23,13,10,8,4,3,0,75,0,13,10,17,10,14,0,5,0,72,7,11,0,17,30,34,3,7,3,113,3,7,3,8,33,20,10,16,0,94
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,9,0,0,0,0,3,0,0,7,0,8,0,0,0,0,0,3,0,4,0,7,3,0,0,0,0,0,0,39,0,42,8,0,0,0,0,0,3,44,0,51,9,0,3,0,0,0,3,63,0,75,3,0,0,0,0,0,0,30,0,35,0,0,0,0,0,0,0,0,0,3,21,4,3,0,4,4,5,188,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,5,3,13
