LGA_CODE_2016,MaOpD_400_499_H_0,MaOpD_400_499_H_1_15,MaOpD_400_499_H_16_24,MaOpD_400_499_H_25_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40,MaOpD_400_499_H_41_48,MaOpD_400_499_H_49mo,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_15,MaOpD_500_649_H_16_24,MaOpD_500_649_H_25_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40,MaOpD_500_649_H_41_48,MaOpD_500_649_H_49mo,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_15,MaOpD_650_799_H_16_24,MaOpD_650_799_H_25_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40,MaOpD_650_799_H_41_48,MaOpD_650_799_H_49mo,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_15,MaOpD_800_999_H_16_24,MaOpD_800_999_H_25_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40,MaOpD_800_999_H_41_48,MaOpD_800_999_H_49mo,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_15,MaOpD_1000_1249_H_16_24,MaOpD_1000_1249_H_25_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40,MaOpD_1000_1249_H_41_48,MaOpD_1000_1249_H_49mo,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_15,MaOpD_1250_1499_H_16_24,MaOpD_1250_1499_H_25_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40,MaOpD_1250_1499_H_41_48,MaOpD_1250_1499_H_49mo,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_15,MaOpD_1500_1749_H_16_24,MaOpD_1500_1749_H_25_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40,MaOpD_1500_1749_H_41_48,MaOpD_1500_1749_H_49mo,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_15,MaOpD_1750_1999_H_16_24,MaOpD_1750_1999_H_25_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40,MaOpD_1750_1999_H_41_48,MaOpD_1750_1999_H_49mo,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_15,MaOpD_2000_2999_H_16_24,MaOpD_2000_2999_H_25_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40,MaOpD_2000_2999_H_41_48,MaOpD_2000_2999_H_49mo,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000mo_H_0,MaOpD_3000mo_H_1_15,MaOpD_3000mo_H_16_24,MaOpD_3000mo_H_25_34,MaOpD_3000mo_H_35_39,MaOpD_3000mo_H_40,MaOpD_3000mo_H_41_48,MaOpD_3000mo_H_49mo,MaOpD_3000mo_H_NS,MaOpD_3000mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_15,MaOpD_PINS_H_16_24,MaOpD_PINS_H_25_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40,MaOpD_PINS_H_41_48,MaOpD_PINS_H_49mo,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_15,MaOpD_Tot_H_16_24,MaOpD_Tot_H_25_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40,MaOpD_Tot_H_41_48,MaOpD_Tot_H_49mo,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_15,Lab_NNI_H_16_24,Lab_NNI_H_25_34,Lab_NNI_H_35_39,Lab_NNI_H_40,Lab_NNI_H_41_48,Lab_NNI_H_49mo,Lab_NNI_H_NS,Lab_NNI_H_Tot,Lab_1_149_H_0,Lab_1_149_H_1_15,Lab_1_149_H_16_24,Lab_1_149_H_25_34,Lab_1_149_H_35_39,Lab_1_149_H_40,Lab_1_149_H_41_48,Lab_1_149_H_49mo,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_15,Lab_150_299_H_16_24,Lab_150_299_H_25_34,Lab_150_299_H_35_39,Lab_150_299_H_40,Lab_150_299_H_41_48,Lab_150_299_H_49mo,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_15,Lab_300_399_H_16_24,Lab_300_399_H_25_34,Lab_300_399_H_35_39,Lab_300_399_H_40,Lab_300_399_H_41_48,Lab_300_399_H_49mo,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_15,Lab_400_499_H_16_24,Lab_400_499_H_25_34,Lab_400_499_H_35_39,Lab_400_499_H_40,Lab_400_499_H_41_48,Lab_400_499_H_49mo,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_15,Lab_500_649_H_16_24,Lab_500_649_H_25_34,Lab_500_649_H_35_39,Lab_500_649_H_40,Lab_500_649_H_41_48,Lab_500_649_H_49mo,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_15,Lab_650_799_H_16_24,Lab_650_799_H_25_34,Lab_650_799_H_35_39,Lab_650_799_H_40,Lab_650_799_H_41_48,Lab_650_799_H_49mo,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_15,Lab_800_999_H_16_24,Lab_800_999_H_25_34,Lab_800_999_H_35_39,Lab_800_999_H_40,Lab_800_999_H_41_48,Lab_800_999_H_49mo,Lab_800_999_H_NS,Lab_800_999_H_Tot
LGA33430,18,119,213,146,64,37,23,32,19,671,23,98,225,352,233,134,46,97,25,1244,54,60,119,382,866,401,137,167,21,2209,62,41,82,272,918,673,385,371,32,2834,54,32,43,87,415,521,436,649,37,2281,32,13,18,29,144,198,217,575,21,1254,33,9,12,31,77,98,140,481,10,887,25,4,5,12,46,50,85,386,7,613,47,8,8,11,33,60,110,471,7,759,17,3,3,8,17,22,39,119,6,229,0,4,13,13,27,42,14,58,43,217,419,834,1016,1453,2881,2258,1651,3449,272,14230,16,104,33,18,6,5,0,19,9,217,66,1509,91,27,7,6,3,10,25,1742,58,1004,367,105,28,20,3,22,40,1651,56,724,652,216,51,35,10,40,43,1831,64,515,900,526,131,58,27,29,46,2295,86,379,728,1148,594,260,82,110,57,3444,88,223,323,968,1400,572,193,157,52,3972,61,110,179,434,1191,761,353,312,44,3446
LGA33610,0,3,0,0,3,0,0,0,0,8,3,4,5,4,0,6,0,7,4,37,3,3,0,0,9,10,4,15,0,41,3,4,3,3,18,19,13,33,0,89,3,0,0,0,7,16,21,53,0,98,3,0,0,0,4,7,8,28,3,58,0,0,0,0,0,8,3,19,0,38,0,0,0,0,6,4,4,8,0,25,0,0,0,0,0,3,5,8,0,10,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,14,20,27,21,25,42,67,58,178,7,451,0,0,0,0,0,0,0,3,3,9,4,27,3,0,0,0,0,3,0,42,0,26,4,3,3,3,0,6,3,45,3,18,5,10,0,3,0,5,0,50,3,7,21,4,4,0,0,0,0,46,3,11,13,23,26,9,9,7,3,101,0,3,6,25,32,29,12,21,5,127,3,3,8,10,20,31,7,32,0,114
LGA33620,0,11,19,17,3,8,0,8,0,61,0,3,15,21,18,14,4,8,0,89,3,12,6,27,57,37,12,15,4,171,9,3,7,17,48,34,28,45,5,190,13,0,6,5,55,38,40,71,3,227,4,0,0,4,12,14,23,83,4,143,3,3,0,0,13,6,17,56,3,95,4,0,0,0,3,3,17,36,0,63,0,0,0,0,0,4,9,23,0,37,3,0,0,0,0,0,0,7,0,10,4,0,0,0,4,4,0,0,3,18,57,81,77,103,220,160,141,351,22,1218,3,10,0,0,3,3,0,6,0,26,11,116,12,11,3,0,0,4,9,171,5,102,32,13,9,4,3,0,4,169,8,79,58,30,7,8,0,9,0,202,9,73,66,51,20,10,4,3,5,251,6,59,67,100,48,28,11,26,0,357,5,17,33,80,113,57,15,24,10,352,9,14,3,43,101,62,41,31,7,310
LGA33800,0,0,0,0,0,0,0,6,0,10,0,3,0,3,0,5,5,5,0,30,0,0,0,4,17,19,8,14,3,69,3,0,3,3,22,19,8,25,0,87,0,0,0,3,13,23,20,29,3,91,3,3,0,4,7,12,18,22,0,63,0,0,0,0,6,0,3,12,3,27,0,0,0,0,0,0,3,8,0,9,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,13,11,23,71,88,65,135,13,429,0,3,0,0,0,0,0,0,0,8,0,29,3,0,0,0,0,0,4,36,0,28,16,3,5,0,0,3,6,58,0,16,9,11,4,0,0,0,3,45,3,3,17,11,0,0,0,6,0,47,0,17,8,22,9,3,0,10,3,71,0,7,0,16,26,19,8,8,3,88,3,0,4,3,25,12,7,5,3,70
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA33960,3,17,76,35,9,10,3,6,6,173,13,24,56,85,67,32,6,22,6,312,15,18,48,121,281,151,52,58,17,760,21,16,30,85,387,285,180,137,21,1153,29,10,9,55,259,235,235,261,13,1108,16,6,5,13,97,114,93,241,10,603,12,0,4,5,31,60,56,174,6,355,9,0,4,3,12,30,32,95,6,189,8,0,3,0,15,27,26,81,6,161,0,0,0,0,7,0,9,16,0,28,3,4,4,6,18,7,6,16,23,84,131,228,306,445,1202,966,707,1110,117,5214,5,20,9,0,11,3,3,0,3,60,31,485,47,9,3,0,0,4,10,584,16,291,89,32,12,8,0,10,11,470,24,157,149,68,18,10,4,8,13,442,13,111,162,125,29,29,11,11,13,508,30,112,140,264,167,102,9,19,21,863,42,73,89,369,482,319,61,35,28,1492,42,48,67,255,514,464,152,106,22,1676
LGA33980,3,5,7,3,0,3,0,4,0,21,3,0,0,4,5,3,0,5,0,25,4,4,3,4,7,11,3,11,3,58,8,3,3,13,25,16,12,33,3,110,17,3,7,6,24,28,27,126,6,250,16,5,10,20,16,25,47,215,3,348,31,4,8,12,26,30,54,322,7,489,34,5,5,19,35,35,73,411,8,624,124,16,17,20,85,83,182,872,22,1424,39,4,8,5,39,19,82,236,4,434,8,0,7,9,3,3,10,37,4,76,279,65,72,115,278,263,496,2274,63,3908,0,3,0,3,0,0,0,3,3,13,3,50,7,0,0,0,0,3,0,66,3,49,17,4,0,4,4,4,0,74,3,14,23,6,3,4,3,3,4,66,4,14,32,19,5,4,0,6,0,87,3,9,19,35,21,12,4,21,4,127,0,8,12,31,43,21,14,29,3,162,0,3,9,8,47,34,30,70,3,197
LGA34420,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0
LGA34530,0,4,10,3,0,3,0,0,0,21,0,3,5,9,3,0,3,5,3,38,4,0,3,12,13,10,3,3,0,47,3,3,3,3,20,12,6,14,0,76,0,3,0,0,13,16,16,24,0,84,0,0,0,0,9,6,7,30,0,55,0,0,0,0,6,4,6,9,0,28,4,0,0,0,0,3,4,8,0,25,3,0,0,0,0,0,5,9,0,19,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,4,0,4,3,18,20,37,32,38,75,64,50,126,10,451,0,14,0,0,0,0,0,3,0,17,3,70,11,8,0,0,0,0,3,103,6,62,23,10,3,3,0,3,0,109,5,37,31,15,3,7,0,12,0,107,7,25,33,29,5,3,0,0,5,119,5,21,22,50,20,18,3,3,3,141,6,11,15,46,120,36,14,8,0,258,8,5,8,17,103,63,13,25,6,234
LGA34570,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,8,5,0,11,3,0,0,0,0,3,8,0,0,15,0,0,0,0,0,0,9,3,0,19,0,0,0,0,0,0,12,6,0,21,3,0,0,0,3,0,20,18,0,43,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,3,0,0,3,6,11,4,0,3,9,63,38,7,148,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,0,5,3,3,0,3,0,16,0,0,0,0,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3
LGA34580,0,4,15,4,7,7,0,3,0,46,3,4,13,15,13,3,4,9,3,74,15,3,17,15,39,16,17,20,0,144,6,0,5,18,54,38,25,39,4,188,7,0,4,6,28,31,32,84,3,189,3,0,0,0,6,19,10,66,3,109,0,0,0,4,6,7,8,54,3,76,4,0,0,0,4,0,6,36,0,50,0,0,0,0,3,0,3,15,0,23,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,3,4,8,9,29,35,55,67,61,161,129,105,341,28,988,0,5,0,0,0,3,0,0,0,12,5,102,10,5,0,4,0,0,7,136,5,85,37,15,5,0,0,3,0,157,4,44,45,31,4,5,3,0,4,142,6,37,62,43,14,13,4,3,3,186,9,26,48,102,65,38,15,22,9,338,8,21,26,121,137,111,44,51,4,530,5,11,19,56,121,111,54,66,7,450
LGA34590,3,49,89,50,24,15,10,21,8,269,16,37,91,154,132,69,17,51,24,583,29,39,69,176,505,243,90,75,18,1242,28,28,42,98,578,399,189,209,31,1609,19,14,21,53,282,255,221,304,23,1191,17,3,3,17,68,90,115,245,7,570,10,3,8,4,23,68,43,171,3,335,7,3,3,4,10,21,16,93,4,155,0,0,4,3,9,17,13,77,0,131,0,0,0,0,6,5,0,15,3,28,5,5,7,4,17,9,6,28,27,103,150,403,459,626,1685,1237,724,1298,158,6738,6,50,11,8,3,5,6,7,3,99,45,615,54,22,3,0,0,0,17,764,26,408,160,52,19,6,3,11,21,697,20,245,261,99,34,16,4,17,21,711,22,202,263,179,57,32,11,16,20,804,45,144,228,406,253,125,30,62,28,1317,45,95,130,342,663,323,113,65,22,1810,36,49,79,148,523,430,167,109,29,1569
LGA34710,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,3,0,7,0,0,0,0,9,4,3,0,0,14,0,0,0,3,9,0,5,3,0,23,0,0,0,0,3,7,4,6,0,20,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,8,0,11,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,20,22,15,28,3,108,0,3,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,3,0,16,0,6,0,0,0,7,0,0,0,14,0,3,3,0,0,0,0,0,0,16,0,0,10,4,0,0,0,4,0,23,3,4,0,7,6,4,0,0,0,20,4,0,3,6,7,10,7,6,0,42,0,0,0,7,3,7,6,8,0,30
LGA34770,3,17,26,13,9,10,3,9,6,104,3,20,29,62,42,31,16,32,5,229,12,17,28,50,129,84,28,51,5,408,17,7,22,52,233,161,118,108,5,723,18,8,16,38,151,128,145,167,15,687,12,7,9,13,69,82,75,153,6,421,17,4,8,4,46,51,87,187,3,402,4,0,3,5,31,36,39,144,4,273,49,6,4,15,73,90,98,210,13,547,6,0,0,4,7,14,13,35,0,76,0,3,10,6,14,17,8,23,19,104,162,168,191,281,812,703,632,1143,83,4181,8,23,9,8,0,0,0,11,3,58,16,319,27,8,5,5,0,7,5,391,11,207,50,27,7,8,3,4,13,333,14,139,128,36,16,10,0,12,10,365,14,69,130,84,42,12,4,14,9,385,16,60,96,198,97,51,14,27,10,564,24,42,43,134,211,140,39,38,13,676,14,34,26,52,219,189,72,56,17,682
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,8,0,15,0,0,0,0,0,3,3,10,3,24,0,0,0,0,0,0,0,27,0,38,3,0,0,0,0,0,0,40,0,46,3,0,0,0,0,0,3,42,0,55,4,0,0,0,4,0,11,97,0,112,3,0,0,0,0,0,0,30,0,34,0,0,0,0,0,0,0,3,0,6,17,0,4,3,9,9,27,263,5,332,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,11,0,17,0,0,0,3,0,7,0,10,0,18,0,0,0,0,0,5,3,9,0,26
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,8,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA34860,0,3,0,3,0,0,0,3,0,12,0,0,0,6,5,6,3,3,0,24,3,0,3,6,19,7,4,15,0,58,4,0,0,7,28,14,7,25,0,82,0,0,0,6,11,14,15,44,4,103,4,0,3,3,12,13,10,57,3,97,8,0,0,0,4,7,6,59,0,91,7,4,0,0,8,11,4,51,0,82,13,0,0,3,3,11,3,61,0,103,5,0,0,0,3,3,3,20,0,39,0,0,0,0,4,3,0,6,3,16,44,18,21,31,90,100,64,345,19,732,3,0,3,0,0,0,3,0,0,7,12,28,3,0,0,0,0,3,3,51,3,23,5,0,3,7,0,6,0,49,3,22,6,3,3,3,0,3,0,46,4,10,11,11,9,0,3,0,0,46,4,8,16,18,16,14,5,24,5,105,3,0,7,19,33,21,11,20,4,109,6,4,3,14,35,41,12,34,0,144
LGA34880,0,3,3,3,4,3,0,8,0,26,0,3,8,14,5,3,0,13,0,43,3,3,0,11,21,8,7,13,0,62,4,0,0,3,17,19,23,24,3,97,3,0,0,3,7,10,9,25,3,63,3,0,0,0,8,4,3,22,0,40,0,0,0,0,0,0,3,13,0,17,0,0,0,0,0,0,0,10,0,12,3,0,0,0,0,3,0,14,3,21,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,11,20,28,22,35,67,53,50,139,13,432,0,3,0,0,0,0,0,3,5,13,4,55,4,0,0,0,3,3,3,78,0,18,10,5,0,4,6,4,0,51,11,28,24,7,4,3,0,3,3,81,0,20,18,17,7,12,0,3,5,86,4,14,23,55,34,14,7,19,4,176,12,7,12,48,94,34,19,16,5,242,4,7,9,24,79,43,25,22,0,214
LGA35010,14,42,81,69,21,18,7,23,9,290,20,61,113,159,121,64,18,46,12,611,21,40,67,195,489,225,72,82,17,1218,26,21,32,131,493,327,158,206,29,1419,18,16,18,53,278,269,207,339,19,1226,17,9,10,17,89,96,126,284,8,642,6,0,3,11,32,54,60,235,10,413,8,3,3,3,10,30,30,108,0,201,11,4,4,5,11,35,22,105,3,198,0,0,0,0,5,13,3,29,0,58,3,7,3,13,18,21,9,18,21,107,171,479,455,720,1594,1174,722,1509,139,6965,21,52,20,11,6,14,5,13,3,133,52,1205,94,36,22,7,3,10,19,1445,38,627,237,98,28,9,6,13,28,1083,26,381,346,188,81,38,13,23,24,1119,31,283,382,292,73,62,21,17,26,1189,44,243,341,545,333,124,53,64,28,1771,55,121,147,428,663,293,106,94,34,1945,46,47,68,199,608,387,162,161,26,1699
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,3,0,0,0,0,0,0,0,0,9,0,3,0,4,7,5,3,6,0,23,3,0,3,7,15,9,8,10,0,45,5,0,0,0,10,16,21,15,0,66,4,0,3,0,14,20,38,26,3,104,10,3,0,0,10,13,37,44,5,119,9,0,3,0,6,13,79,72,0,184,18,5,0,0,5,11,103,87,7,230,39,3,3,0,10,14,235,174,9,494,4,3,0,0,0,0,53,39,0,108,0,0,0,0,3,3,11,13,3,31,94,21,22,17,80,113,572,491,37,1438,0,4,0,0,0,0,0,0,0,9,3,39,0,0,0,0,0,0,3,48,3,33,4,4,5,0,0,0,3,49,0,17,10,8,0,0,0,0,0,36,0,12,15,25,7,3,0,3,3,68,3,8,16,26,13,12,0,9,4,93,8,8,0,15,28,23,9,18,0,111,8,3,3,10,23,19,12,17,0,105
LGA35600,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,7,0,0,0,0,3,5,3,0,0,17,0,0,0,0,9,9,0,3,3,19,0,0,0,0,6,4,4,9,0,18,0,0,0,0,5,0,0,3,0,10,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,8,3,5,23,20,17,26,3,95,0,0,0,0,0,0,0,0,0,3,3,15,0,0,0,0,0,0,0,16,0,5,4,4,0,0,0,0,3,12,0,9,4,0,0,0,0,0,0,19,0,3,10,5,0,4,0,3,0,25,3,0,5,14,7,4,3,8,0,49,0,6,0,15,19,9,3,18,0,74,0,0,0,11,34,8,17,9,0,75
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,13,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,3,0,10,0,0,0,0,0,0,13,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,3,34,10,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,0,9,13,14,0,3,0,3,0,41,0,9,25,26,16,0,0,6,0,87,4,7,5,27,49,17,12,15,0,130,5,4,6,10,24,21,8,14,3,104,4,4,3,8,24,23,21,45,8,133,7,0,0,0,3,8,7,24,0,52,4,0,0,3,5,3,14,26,0,63,0,0,0,5,6,0,11,23,0,45,3,0,0,3,4,6,5,49,4,73,3,0,0,0,0,4,4,4,0,14,0,0,0,3,0,0,0,3,4,9,30,72,70,101,134,99,88,217,18,831,3,9,3,3,0,0,0,3,3,25,6,176,5,0,0,5,0,0,3,203,8,119,30,9,6,3,0,0,7,180,5,82,68,32,10,4,3,3,6,221,8,69,87,58,8,6,3,3,3,252,7,61,78,111,48,15,8,20,3,350,14,27,32,115,101,52,14,16,0,373,3,8,14,41,84,35,23,17,0,231
LGA35760,0,3,0,4,0,0,0,0,0,11,0,0,3,3,0,3,0,6,0,19,0,0,4,0,19,13,3,15,0,47,0,0,3,0,14,15,5,10,0,59,3,0,0,0,15,12,5,11,0,51,0,0,3,0,3,0,3,17,0,25,0,0,0,0,0,3,5,35,3,49,0,0,0,0,0,0,11,16,0,29,0,0,0,0,0,0,0,22,0,23,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,3,0,7,11,17,22,14,61,53,33,144,7,355,0,9,0,0,0,0,0,3,0,12,0,21,3,0,0,0,4,0,4,34,7,21,16,8,4,3,0,5,3,66,0,18,6,9,8,12,5,14,7,75,0,7,14,22,11,6,4,7,3,73,3,15,20,27,25,34,10,15,0,154,7,17,10,49,36,59,11,22,3,212,4,9,3,18,29,58,41,22,3,187
LGA35780,0,0,0,3,3,0,0,0,0,4,0,0,3,0,3,0,0,3,0,10,0,0,0,3,3,3,0,0,0,12,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,13,11,3,9,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,0,12,0,3,5,0,4,0,0,0,0,10,0,0,0,4,5,0,0,0,0,8,0,0,5,0,3,3,0,4,0,22,0,0,0,4,11,0,0,5,0,23,0,0,0,3,3,8,0,3,0,15
