LGA_CODE_2016,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000mo_A_15_19,Lab_3000mo_A_20_24,Lab_3000mo_A_25_34,Lab_3000mo_A_35_44,Lab_3000mo_A_45_54,Lab_3000mo_A_55_64,Lab_3000mo_A_65_74,Lab_3000mo_A_75ov,Lab_3000mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34
LGA37010,526,1115,1098,1230,989,228,26,5364,23,8,14,12,8,16,3,0,76,542,54,34,30,24,34,8,0,723,189,116,73,66,71,61,16,0,585,101,112,91,69,91,77,33,5,579,70,113,106,120,129,132,37,11,721,59,150,185,176,200,164,52,4,995,37,164,224,222,284,204,54,7,1196,14,123,253,228,258,209,36,0,1121,0,56,165,170,185,136,23,3,740,0,16,79,81,92,76,12,0,351,0,8,33,39,48,40,4,0,178,0,5,11,20,20,21,0,0,83,0,0,13,31,21,20,0,0,84,0,0,3,3,6,5,0,0,20,17,13,22,15,21,27,4,0,122,1050,940,1326,1279,1455,1220,284,37,7584,3,3,4,15,0,5,6,0,36,21,8,4,4,0,3,0,0,42,5,11,0,3,4,5,0,0,33,5,7,3,8,7,7,0,8,39,8,12,8,3,13,3,3,10,52,3,13,17
LGA37300,3,14,20,27,16,0,0,77,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,6,0,0,0,5,5,0,0,0,15,0,0,0,0,0,0,0,0,4,3,0,0,3,0,4,0,0,13,0,0,11,3,3,0,0,0,17,0,0,0,4,3,3,0,0,15,0,4,3,0,0,5,0,0,15,3,0,4,4,3,3,3,0,14,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,19,11,28,24,21,20,5,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37310,115,354,378,427,320,87,5,1715,5,0,4,5,0,3,0,0,18,87,7,5,9,14,9,4,0,128,25,21,22,17,33,25,10,0,146,21,14,13,31,33,28,12,3,159,18,23,23,12,30,28,17,5,156,17,31,51,38,40,33,16,3,227,19,30,58,43,44,48,13,3,257,13,42,70,62,71,48,12,0,315,3,21,68,55,73,57,15,0,286,0,10,27,34,31,16,0,0,124,0,3,24,13,12,5,4,0,63,0,0,15,6,11,3,3,0,43,0,6,12,12,12,0,4,0,44,0,0,3,4,7,3,3,0,31,4,0,10,7,5,11,3,0,37,205,216,402,344,423,323,111,17,2039,0,0,3,3,4,0,3,0,15,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,3,11,0,0,0,3,3,0,7,0,10,0,0,0
LGA37340,58,243,363,387,333,74,4,1485,4,8,5,0,3,7,0,0,36,73,4,6,8,17,9,0,0,107,19,13,25,18,16,22,3,3,119,12,20,27,15,27,40,10,3,159,19,26,52,31,28,47,11,0,211,19,71,94,54,83,50,14,0,385,25,93,140,59,80,53,14,0,463,18,82,158,55,66,60,8,0,456,0,32,53,45,49,37,7,0,226,0,6,23,23,28,21,0,0,93,0,0,11,6,17,8,0,0,46,0,0,0,5,7,4,0,0,19,0,0,3,4,11,5,0,0,23,3,0,3,3,5,0,0,0,16,3,0,17,5,7,5,4,0,47,197,369,616,331,438,374,71,9,2406,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,5,3,5,3,5,5,0,25,3,0,0,0,3,0,0,0,10,3,4,3
LGA37400,0,8,14,16,13,3,0,51,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,3,10,3,4,3,0,0,0,22,3,6,4,3,3,3,0,0,24,0,3,4,0,3,0,0,0,6,0,4,0,0,3,6,3,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,21,11,20,15,6,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
LGA37550,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,3,10,0,0,0,0,9,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,19,12,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0
LGA39090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,463,1795,2002,2233,1874,479,42,8990,37,25,28,30,34,30,3,0,190,208,89,67,98,132,122,29,3,744,116,173,193,259,349,283,66,4,1446,105,163,257,341,414,364,101,15,1755,115,204,307,328,457,416,129,17,1963,135,288,495,480,649,499,166,15,2723,104,381,528,548,640,504,117,6,2830,63,366,701,605,721,471,100,7,3031,22,228,667,649,654,358,68,4,2653,11,101,379,399,366,192,27,0,1470,8,46,253,251,270,127,26,0,981,3,27,167,179,143,81,8,0,614,0,13,135,145,123,78,3,0,509,0,4,42,38,42,21,5,3,145,25,27,63,79,85,53,14,4,357,954,2133,4278,4437,5065,3598,872,71,21413,15,3,13,19,21,19,7,8,109,28,8,12,16,13,3,3,0,76,10,11,16,15,15,15,3,3,90,4,15,19,18,12,20,10,7,119,14,20,16,21,24,19,15,12,135,11,15,21
LGA39799,0,9,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,4,6,8,0,0,15,0,0,3,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,9,16,10,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,83,249,211,328,242,44,3,1188,9,9,14,5,8,7,3,0,53,252,100,31,23,23,18,3,0,440,119,160,111,50,53,43,13,0,550,39,142,139,82,68,63,16,3,562,35,123,181,110,114,79,37,6,684,19,125,191,166,163,128,32,0,834,12,62,162,143,149,135,30,5,691,5,38,131,141,143,95,24,0,575,0,23,89,85,73,60,10,3,346,0,10,35,34,43,21,4,0,152,0,4,29,23,11,11,3,0,77,0,4,11,14,16,8,0,0,50,0,0,5,19,12,6,0,0,46,0,0,0,0,4,3,3,0,22,6,14,15,22,15,10,3,0,78,493,812,1146,916,892,690,184,23,5149,4,6,14,12,8,6,3,0,51,14,6,7,4,9,4,3,4,46,12,10,13,11,7,4,3,0,55,4,12,19,5,12,13,7,7,76,5,11,25,5,12,14,3,3,82,3,18,33
LGA40120,39,70,85,100,125,47,5,494,4,0,0,3,0,0,3,0,14,103,21,3,10,6,4,0,0,151,29,39,17,4,15,12,3,0,116,8,24,20,6,19,13,7,0,103,10,28,12,12,24,30,7,0,127,14,34,33,26,44,36,19,0,197,6,31,41,47,68,40,11,0,245,0,26,47,32,43,35,7,0,187,0,5,17,23,22,22,11,0,109,0,0,6,11,4,4,0,0,31,0,0,0,4,0,11,0,0,17,0,0,3,3,3,0,0,0,14,0,0,3,3,3,0,0,0,8,0,0,0,0,3,0,0,0,3,3,3,0,3,9,3,0,0,20,187,211,203,189,257,207,63,3,1328,0,0,3,0,0,4,0,0,10,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,0,7,0,0,3
LGA40220,11,57,77,95,71,26,3,345,0,0,0,0,0,0,0,0,4,50,3,0,3,3,9,3,0,65,16,15,15,11,23,16,3,0,93,7,14,12,15,22,18,0,0,94,9,20,12,17,23,27,8,3,123,4,19,23,24,25,29,12,0,143,8,24,25,24,28,18,13,3,141,4,14,21,24,25,22,3,0,129,0,6,20,16,22,18,4,0,77,0,0,11,8,6,7,0,0,31,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,3,4,0,0,4,3,0,0,0,16,103,122,145,150,186,182,53,9,950,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,3,0,0,3
LGA40250,3,0,3,4,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,3,0,0,0,16,0,0,0,6,0,0,0,0,5,0,0,3,0,0,0,0,0,8,0,0,0,4,3,0,0,0,6,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,11,25,9,7,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,46,107,153,184,152,45,3,703,4,0,0,0,0,0,3,0,16,101,15,8,6,4,12,0,0,147,27,21,13,16,29,16,0,0,130,16,16,14,14,33,29,11,3,130,10,29,21,22,31,37,13,0,162,12,34,36,34,48,31,14,3,214,8,34,45,39,56,33,5,0,224,11,29,62,50,68,51,11,0,281,3,23,79,70,77,70,4,3,324,0,7,37,54,40,36,9,0,182,0,3,20,34,19,13,0,0,94,0,0,4,3,12,8,0,0,26,0,0,0,3,3,3,0,0,8,0,0,0,0,3,0,0,0,3,8,3,0,5,8,8,3,0,36,207,222,340,346,430,353,75,17,1985,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,9,0,0,3
LGA40430,0,12,13,8,16,7,0,63,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,6,3,0,0,0,3,0,3,0,11,0,0,0,0,0,5,0,0,11,0,4,3,3,0,3,0,0,18,0,0,5,5,3,3,0,0,21,0,3,3,3,5,3,0,0,19,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,10,13,20,14,19,22,7,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40520,12,37,45,70,51,11,0,234,0,0,0,0,0,4,0,0,5,15,0,0,0,9,0,0,0,30,9,8,3,3,10,11,8,3,52,7,4,3,10,13,12,4,0,58,0,0,5,9,17,19,3,0,59,5,12,13,16,18,26,10,0,97,0,11,21,17,16,20,0,0,97,0,6,15,21,12,20,5,0,90,0,4,11,17,20,11,0,0,66,0,6,3,14,11,10,0,0,40,0,0,0,0,3,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,3,3,3,0,0,12,48,50,91,115,128,142,36,4,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,7,0,0,0,0,3,0,0,0,3,0,0,0
LGA40700,27,47,37,41,43,14,0,222,0,0,0,0,0,0,0,0,4,106,19,3,6,6,7,0,0,143,23,27,22,11,5,12,3,0,98,10,22,14,22,10,16,5,0,103,3,21,24,10,20,31,6,0,118,0,11,14,16,30,23,6,0,108,3,10,29,26,29,27,9,0,120,0,10,14,21,16,15,6,0,81,0,0,10,12,7,7,0,0,51,0,0,12,12,8,3,0,0,30,0,0,4,6,4,3,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,3,0,3,5,5,3,3,0,0,3,0,20,143,130,150,138,148,142,36,3,897,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,9,0,0,3,0,0,3,0,0,11,0,0,3
LGA40910,35,111,98,101,82,19,3,460,3,0,4,0,0,0,0,0,9,57,13,0,0,4,3,3,0,92,24,24,9,11,13,8,3,0,93,8,11,16,11,17,20,3,0,94,5,12,21,6,24,18,10,0,98,0,12,20,31,32,28,9,0,134,3,22,28,22,24,21,10,0,131,0,10,32,26,30,18,0,0,113,0,5,17,18,24,11,0,0,77,0,0,8,10,16,10,0,0,42,0,0,3,3,10,0,3,0,20,0,0,0,3,0,0,0,0,6,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,106,124,154,154,196,143,44,3,922,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6,0,4,0,0,0,3,0,0,6,0,0,4,3,5,3,4,0,13,0,4,3,0,0,0,3,0,7,0,0,0
LGA41010,11,8,23,25,37,13,3,123,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,12,0,0,0,0,3,3,3,0,7,3,0,4,0,3,3,5,0,25,0,0,0,3,3,6,3,0,21,3,8,3,9,3,6,3,0,39,0,9,0,4,11,5,3,0,30,0,0,5,7,8,6,3,0,27,0,3,5,5,3,3,4,0,27,0,0,0,5,0,3,0,0,9,0,0,4,3,5,4,0,0,9,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,25,25,32,34,53,21,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41060,203,569,589,792,550,88,8,2852,15,4,0,4,3,3,0,0,32,245,32,16,5,3,4,4,0,317,86,95,42,32,36,40,10,0,345,32,65,70,50,59,51,12,0,330,19,64,79,54,85,78,21,5,399,26,72,124,104,132,103,31,0,585,10,69,182,142,161,133,23,3,719,3,53,160,135,145,94,20,0,611,0,18,57,84,86,50,4,0,305,0,11,24,35,19,21,4,0,117,0,0,15,17,15,12,3,0,64,0,0,3,6,7,5,0,0,26,0,0,10,13,3,6,0,0,28,0,0,3,3,3,4,0,0,17,4,8,7,10,18,14,3,0,58,428,493,799,692,780,611,137,16,3961,4,3,5,5,3,3,0,0,17,7,3,3,0,7,0,0,0,19,0,7,4,4,0,4,3,0,28,7,9,6,8,5,3,7,0,40,3,6,9,8,9,8,7,3,44,0,10,10
LGA41140,13,43,38,49,55,19,0,225,3,0,0,0,3,0,0,0,5,32,3,0,0,3,4,0,0,47,15,6,3,4,11,12,4,3,60,8,6,5,6,15,5,3,3,57,3,5,13,4,14,20,6,0,58,5,18,10,13,21,25,5,0,96,3,20,20,10,20,24,3,3,98,3,17,18,10,20,17,3,0,95,0,0,9,6,17,15,3,0,61,0,0,3,3,8,8,0,0,21,0,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,4,5,0,0,0,6,0,0,8,77,73,101,68,141,143,24,5,632,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,11,0,0,0,0,0,3,0,0,3,0,0,0
LGA41190,7,6,10,17,12,7,0,55,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,14,3,4,0,0,0,3,0,0,11,0,0,0,0,0,4,4,0,8,0,0,0,0,0,3,0,0,9,0,0,0,3,3,4,0,0,7,0,4,0,3,3,7,0,0,16,0,0,4,0,3,5,0,0,14,0,0,0,0,9,5,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,14,12,23,31,6,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41330,4,6,11,17,9,6,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,9,0,3,0,0,3,0,0,0,5,0,0,0,3,3,0,0,0,18,0,3,0,3,7,3,0,0,16,0,0,3,3,0,0,0,0,9,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,11,14,13,18,13,4,0,79,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA41560,15,37,42,59,59,17,5,243,5,0,0,0,0,0,0,0,4,55,0,4,3,3,3,0,0,65,15,8,3,3,8,18,0,0,58,6,3,8,8,14,11,3,0,58,5,6,11,10,22,16,15,0,83,3,4,16,14,20,18,5,0,90,5,4,19,21,7,17,0,0,70,0,5,8,13,9,7,3,0,48,0,3,3,7,14,6,3,0,46,0,0,5,4,5,0,0,0,16,0,0,3,0,3,3,0,0,11,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,98,39,70,82,116,116,30,3,558,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,3,14,0,0,0,0,0,4,0,0,5,0,0,0
