LGA_CODE_2016,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000mo_A_15_19,Lab_3000mo_A_20_24,Lab_3000mo_A_25_34,Lab_3000mo_A_35_44,Lab_3000mo_A_45_54,Lab_3000mo_A_55_64,Lab_3000mo_A_65_74,Lab_3000mo_A_75ov,Lab_3000mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34
LGA10850,15,118,155,112,62,22,3,480,3,0,0,0,0,0,0,0,4,36,0,0,0,0,3,0,0,41,3,0,3,8,3,4,3,0,18,0,0,3,3,0,3,0,0,17,0,0,8,5,0,3,0,0,13,0,3,0,4,3,10,7,0,30,5,4,6,6,10,6,4,3,50,0,3,9,5,10,9,4,0,43,0,8,11,13,3,0,3,0,45,0,4,11,17,12,4,0,0,44,0,4,6,12,7,7,0,0,40,0,0,10,5,12,0,0,0,30,0,0,4,3,4,0,0,0,13,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,5,59,30,76,78,81,65,20,11,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA10900,48,64,93,123,165,61,8,591,11,0,3,0,3,3,0,0,21,167,23,13,0,15,9,5,0,239,54,33,23,22,30,33,4,0,191,24,33,14,29,35,27,16,0,190,18,35,37,36,43,33,19,4,218,14,41,54,48,72,61,17,3,305,4,27,51,47,72,61,18,0,269,7,23,34,26,49,48,5,0,182,0,17,19,19,31,29,4,0,116,0,0,15,8,9,13,5,0,49,0,0,7,5,7,6,3,0,34,0,0,6,5,6,0,0,0,23,0,0,3,5,6,4,0,0,20,0,0,0,0,7,0,0,0,3,7,0,3,5,0,4,4,0,28,304,229,281,263,381,331,97,10,1893,3,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,10,0,0,3,3,0,0,0,0,15,0,0,3,7,0,3,3,0,19,0,0,9,0,3,3,0,0,13,0,3,4
LGA10950,20,42,48,45,20,11,0,190,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,7,0,4,5,0,0,0,0,0,12,0,0,4,4,6,3,0,0,14,0,3,9,5,3,0,0,0,20,0,3,4,4,12,3,0,0,29,0,5,6,0,11,0,0,0,20,0,0,8,3,3,5,0,0,24,0,0,0,0,5,0,0,0,9,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,18,38,24,36,18,9,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
LGA11100,356,944,1038,1154,821,208,9,4599,3,4,7,3,4,4,0,0,32,69,13,17,12,12,11,3,3,138,50,47,32,13,18,27,5,0,200,21,59,96,39,31,19,6,0,278,7,90,129,44,42,46,11,3,366,21,85,128,98,82,73,22,4,508,20,66,179,145,137,123,19,3,680,8,45,182,151,168,142,26,0,733,3,29,140,99,130,108,19,0,536,0,12,55,67,72,59,10,0,274,0,0,38,39,36,22,7,0,152,0,3,26,29,23,11,0,0,100,0,0,24,46,47,19,0,0,135,0,0,3,7,3,4,3,0,20,0,9,11,9,13,10,0,0,58,200,468,1062,803,851,674,136,14,4213,0,4,10,9,0,3,0,0,33,6,5,0,3,5,3,0,0,22,3,5,9,4,8,5,3,0,34,5,5,7,4,3,3,3,0,26,0,7,12,12,4,3,0,3,45,6,12,16
LGA11150,3,7,4,16,16,8,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,11,0,0,0,5,3,0,0,0,7,0,0,3,3,0,0,0,0,14,0,0,0,0,6,3,0,0,13,4,3,0,3,6,5,0,0,20,0,3,3,0,9,4,0,0,17,0,0,3,4,8,3,0,0,16,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,12,17,17,27,30,4,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11200,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,43,157,146,144,171,30,3,695,4,0,0,0,0,0,0,0,3,39,0,3,3,3,6,0,0,53,13,5,12,3,10,13,0,0,65,4,9,13,12,12,13,3,0,75,9,3,18,11,18,22,7,0,82,3,8,25,14,30,25,4,0,107,3,13,16,17,33,23,3,0,104,0,4,13,12,21,19,6,0,81,0,0,9,15,18,13,0,0,61,0,3,4,6,7,12,0,0,29,0,0,9,4,3,3,0,0,20,0,0,3,3,0,0,0,0,8,0,3,4,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,0,3,4,3,9,3,3,0,27,83,56,128,106,168,156,32,0,729,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,0,3,0,0,0,0,0,6,0,4,0,0,0,0,0,9,14,0,3,0,0,3,0,0,0,10,3,0,3
LGA11300,26,110,144,192,144,35,4,658,4,0,0,3,0,5,0,0,10,66,10,3,3,4,3,3,0,95,11,31,13,10,15,10,4,0,93,8,20,22,24,24,23,3,0,128,0,23,26,12,28,29,4,0,130,7,16,30,16,30,29,4,0,130,3,23,45,18,33,20,13,0,156,0,14,34,28,38,15,8,0,130,0,5,24,25,23,18,3,0,100,0,3,13,14,17,5,0,0,52,0,0,6,10,12,4,0,0,33,0,0,5,0,3,0,0,0,12,0,0,0,5,4,5,0,0,16,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,0,0,16,105,150,226,162,242,165,46,8,1095,0,0,8,3,3,0,0,0,11,6,0,0,3,0,3,0,0,15,3,0,0,0,0,3,0,0,10,3,7,0,3,4,3,0,0,19,0,0,3,3,3,0,3,0,16,0,0,4
LGA11350,38,81,98,141,138,27,0,537,3,0,0,0,0,0,3,0,7,90,0,4,5,5,3,0,0,106,24,15,21,15,18,20,0,0,106,12,18,24,20,33,35,9,0,149,8,24,33,33,35,26,11,0,175,10,21,48,50,50,51,8,0,239,8,23,41,51,49,40,14,0,224,0,10,32,31,36,38,0,0,153,0,3,9,17,28,12,0,0,69,0,0,4,6,8,8,0,0,23,0,0,3,3,3,3,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,11,0,0,0,3,3,0,0,0,3,0,4,3,3,6,4,3,0,23,155,120,220,239,268,249,49,9,1315,0,0,0,3,3,0,0,3,15,3,0,0,0,0,3,0,0,10,0,3,4,0,4,3,0,0,18,0,0,0,3,3,0,0,0,14,0,0,0,0,5,3,4,0,11,0,3,3
LGA11400,22,95,90,115,85,24,0,434,4,0,0,3,0,0,0,0,12,19,3,0,4,4,3,0,0,33,10,6,3,3,10,6,3,0,40,5,5,0,3,6,10,3,3,36,3,6,5,7,5,8,10,0,54,0,11,8,8,18,14,7,0,73,6,3,15,13,33,34,4,0,107,0,5,19,12,28,19,5,0,99,3,5,22,23,26,6,4,0,89,0,0,10,10,8,4,0,0,35,0,0,10,8,3,3,0,0,21,0,0,0,5,6,0,0,0,16,0,0,4,7,4,4,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,45,51,114,111,159,121,53,3,648,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0
LGA11450,185,486,578,594,480,114,3,2502,15,0,0,0,3,3,0,0,25,223,20,4,7,5,3,0,0,268,84,31,16,21,24,18,4,0,199,40,41,23,19,31,24,3,0,182,29,30,20,29,35,39,4,0,184,29,48,46,43,59,49,4,0,274,16,67,79,53,100,58,7,0,375,13,44,83,60,76,56,12,0,346,0,26,57,59,38,41,8,0,227,4,7,42,27,27,20,5,0,137,0,3,26,21,17,9,0,0,72,0,3,9,11,13,8,3,0,50,0,0,3,11,4,4,0,0,23,0,0,0,3,3,0,0,0,8,6,7,11,3,3,8,0,0,39,463,319,430,374,442,324,63,5,2423,0,3,6,3,3,0,0,0,11,7,0,0,0,0,3,0,0,15,12,3,3,0,6,0,3,0,23,3,3,3,0,4,4,0,0,18,0,0,0,0,0,3,0,4,16,4,0,11
LGA11500,350,931,1097,1364,942,178,11,4968,25,3,5,6,8,3,0,0,46,332,34,12,23,18,10,4,0,437,145,60,32,57,33,50,19,0,391,46,81,62,52,68,58,12,4,377,44,69,87,60,82,72,24,3,424,31,120,106,122,164,121,24,0,694,23,94,161,192,245,195,19,0,927,11,86,181,197,257,186,38,0,951,8,27,135,135,154,113,14,0,582,0,10,55,65,70,35,6,0,247,0,4,36,59,46,31,4,0,185,0,3,10,24,22,10,0,0,79,0,0,11,13,27,7,4,0,61,0,3,11,10,4,3,0,0,29,10,3,11,23,18,12,4,0,87,675,594,917,1022,1214,912,173,9,5518,8,3,7,4,3,0,0,0,32,17,0,7,0,0,3,0,0,31,3,8,6,8,3,3,0,3,31,0,16,5,3,11,3,3,0,44,0,0,3,3,15,7,9,0,39,9,13,13
LGA11520,83,242,218,226,193,46,3,1025,10,0,3,3,0,3,0,0,21,96,15,8,4,3,6,0,0,126,27,18,11,8,17,18,7,0,107,8,49,38,17,19,18,15,0,160,11,36,61,24,33,32,12,0,210,7,36,57,36,41,28,16,0,216,0,23,48,46,46,57,11,0,235,7,22,68,68,52,66,14,0,289,0,9,46,39,49,36,12,0,191,0,9,27,23,29,15,4,0,100,0,0,12,12,9,9,3,0,50,0,0,6,13,5,8,0,0,29,0,0,3,9,8,6,4,0,36,0,0,3,4,0,0,0,0,11,6,6,13,3,9,0,5,0,38,163,225,389,303,325,297,100,4,1811,3,7,4,3,6,0,0,0,26,8,6,0,5,0,0,0,0,17,5,9,4,4,12,3,0,0,34,0,12,8,3,4,0,4,0,30,3,9,8,3,10,0,4,0,37,0,9,17
LGA11570,513,1717,2102,2588,2018,396,32,9469,30,16,14,7,10,11,3,0,93,347,67,24,23,17,28,0,0,510,136,107,82,66,110,108,18,3,624,44,126,110,103,156,132,44,3,728,42,125,164,130,162,153,41,6,824,36,160,281,232,360,281,59,5,1418,35,169,379,370,503,393,70,3,1925,20,137,355,325,430,323,53,3,1651,4,54,227,221,276,199,37,0,1029,3,19,98,93,95,85,13,3,415,3,9,43,64,59,45,12,0,237,0,3,22,19,26,25,0,0,102,0,3,19,18,24,14,6,0,79,0,0,3,13,9,5,3,0,32,18,18,30,28,31,19,7,0,148,709,1012,1853,1727,2265,1828,371,38,9812,11,6,18,13,8,4,3,0,71,21,9,3,8,3,7,3,0,54,5,16,20,6,8,13,7,0,85,12,13,20,28,24,3,14,5,118,3,20,28,20,14,9,6,3,108,3,35,43
LGA11600,15,28,26,28,33,5,0,143,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,0,6,4,0,0,0,0,5,0,0,10,4,3,0,3,3,0,0,0,12,3,11,8,4,6,5,0,0,42,0,4,17,10,9,9,0,0,51,4,11,13,8,12,7,0,0,55,0,7,6,7,4,8,0,0,35,0,3,3,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,7,0,10,4,3,0,3,0,0,21,27,45,62,46,34,47,11,3,275,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11650,412,1023,1179,1534,1368,325,28,6081,49,10,9,0,13,11,0,0,98,920,66,21,41,48,33,15,0,1149,293,180,78,95,135,103,28,5,911,111,138,102,144,176,156,36,4,872,91,163,133,153,185,187,49,10,964,69,200,212,211,335,311,74,6,1423,50,233,351,316,431,315,55,9,1754,16,171,290,311,377,297,39,0,1509,10,62,176,183,224,194,27,0,883,0,21,85,88,105,75,3,0,375,0,9,50,56,83,41,8,0,250,0,7,23,33,42,21,3,0,123,0,0,15,19,34,10,3,0,84,3,0,7,4,10,22,3,0,48,22,9,28,26,36,27,8,0,152,1649,1264,1578,1673,2246,1805,349,34,10604,7,0,5,18,16,3,0,3,61,28,7,10,10,5,4,0,0,64,4,10,8,12,3,11,3,4,59,16,13,13,7,9,13,11,14,96,9,10,13,15,10,18,9,11,85,7,21,22
LGA11700,0,0,3,3,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,4,0,0,3,3,0,0,0,0,9,0,0,3,0,3,0,0,0,12,0,0,0,3,4,0,0,0,14,0,0,3,3,0,3,0,0,9,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,16,9,18,13,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA11720,60,182,241,244,212,44,4,1021,7,3,0,3,3,3,0,0,17,143,9,3,7,8,9,0,0,191,43,17,18,34,37,28,8,0,181,23,35,23,31,28,41,8,0,186,16,40,34,49,55,40,13,0,243,17,37,59,51,75,51,11,0,305,15,38,78,58,68,54,9,0,318,0,25,51,52,57,37,3,3,240,0,11,34,40,31,28,5,0,149,0,0,14,9,20,13,0,0,60,0,0,0,5,7,7,3,0,25,0,0,6,0,0,3,0,0,11,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,3,5,4,3,14,8,5,0,39,266,234,325,341,411,330,57,4,1972,3,0,0,3,0,0,0,0,8,6,0,0,0,0,0,0,0,10,4,3,0,0,0,3,0,0,13,0,9,0,0,3,0,5,0,21,0,3,0,0,3,0,3,0,16,0,0,4
LGA11730,54,151,203,315,283,69,4,1096,5,3,0,0,3,8,0,0,24,123,5,3,0,14,12,4,3,159,37,20,9,15,27,28,11,0,153,23,23,30,28,37,47,15,3,203,11,26,17,35,47,50,18,0,197,19,38,38,52,59,71,14,3,280,12,38,69,63,84,71,3,3,338,4,19,32,50,57,62,14,0,241,0,3,14,26,49,31,5,0,133,0,3,6,10,10,12,6,0,58,0,0,4,4,8,8,3,0,31,0,0,3,0,5,8,0,0,12,0,0,0,5,9,0,0,0,18,0,0,3,0,4,0,0,0,11,5,8,4,3,7,4,7,0,34,235,178,244,302,425,411,89,13,1894,5,0,0,0,3,5,4,0,11,8,0,0,3,0,3,0,0,16,0,3,0,0,8,0,5,0,18,0,0,0,3,4,14,3,4,27,0,3,4,5,0,0,0,0,20,0,3,3
LGA11750,17,123,119,107,78,11,0,460,0,0,0,0,0,0,0,0,3,9,0,0,0,0,4,0,0,13,4,4,0,3,4,3,0,0,20,0,4,0,3,3,5,0,0,21,0,0,7,3,10,5,0,0,19,4,3,0,14,3,7,0,0,32,0,4,6,3,9,8,4,0,30,3,4,4,4,7,3,0,0,31,0,0,5,0,3,6,0,0,14,0,4,0,3,3,7,0,0,19,0,3,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,30,38,45,48,7,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11800,77,234,291,360,361,96,5,1472,15,7,5,8,5,3,0,0,45,243,10,12,9,15,13,0,0,305,65,32,40,30,34,46,15,5,273,41,52,53,49,48,74,12,3,342,28,50,81,53,72,65,14,4,371,29,65,112,80,125,95,14,0,524,10,75,148,117,121,108,31,3,604,3,48,125,88,109,96,14,3,492,0,17,46,61,63,36,8,0,231,0,7,17,18,25,24,8,0,92,0,4,15,6,12,14,0,0,51,0,0,4,4,3,0,3,0,15,0,0,5,3,7,4,0,0,18,0,0,0,3,3,3,0,0,12,7,3,10,8,14,13,0,3,53,445,373,661,542,666,590,126,16,3424,3,0,0,0,6,0,0,0,10,9,0,0,0,0,3,0,0,17,4,5,0,0,0,0,0,0,9,0,6,3,5,4,8,4,9,36,0,3,0,0,7,9,0,3,25,4,0,16
LGA12000,3,11,14,24,9,8,0,77,5,0,0,0,0,0,0,0,5,8,0,3,0,4,0,0,0,10,3,0,0,0,0,3,0,0,7,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,3,3,3,3,7,3,0,20,0,0,0,8,4,7,0,0,13,0,0,3,3,3,4,0,0,26,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,17,16,13,26,12,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12150,8,8,6,29,16,9,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,3,0,0,4,0,3,0,0,10,3,0,0,6,4,0,0,0,15,3,0,3,3,3,3,3,0,13,0,0,3,5,8,4,0,0,26,3,8,7,3,12,6,0,0,42,0,0,5,8,4,8,0,0,30,0,0,5,3,6,0,5,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,17,34,34,38,39,12,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0
LGA12350,19,28,60,87,56,26,0,288,0,0,0,0,0,0,0,0,5,22,0,0,4,3,4,0,0,35,20,5,3,5,12,9,0,0,55,14,5,12,7,10,11,4,0,56,3,8,4,3,12,13,4,0,53,13,17,22,20,23,18,9,0,120,10,35,33,23,28,28,9,3,167,0,15,19,19,20,23,3,0,98,0,6,4,6,10,9,0,0,44,0,0,3,3,5,3,0,0,20,0,0,0,0,3,0,0,0,8,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,3,3,0,0,6,0,0,0,0,3,0,3,3,14,85,99,113,101,128,124,31,5,688,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,0,0,4,3,0,0,3,0,14,3,0,0
LGA12380,592,1994,2198,2423,1704,327,15,9368,26,5,14,8,18,3,0,0,80,229,26,23,11,27,13,3,0,326,100,77,63,47,63,63,12,0,425,47,109,109,63,70,88,15,0,515,37,97,144,82,118,78,22,3,575,35,123,174,160,223,166,35,0,924,33,144,330,286,279,262,48,3,1393,22,122,333,244,305,234,33,0,1289,6,39,210,206,221,146,20,0,849,0,18,92,94,82,63,10,0,372,0,14,62,53,76,51,5,0,258,0,4,33,46,40,29,4,0,158,0,7,23,36,40,31,3,0,141,0,0,4,9,3,9,0,0,33,14,18,25,29,26,12,5,0,117,543,813,1634,1381,1600,1253,206,14,7451,11,5,17,16,7,7,3,3,66,29,13,8,4,3,8,0,0,58,9,19,13,15,6,5,3,0,68,10,24,20,19,5,7,3,3,90,5,17,24,23,18,12,6,0,98,3,26,43
LGA12700,9,12,28,33,41,14,0,139,0,0,0,0,0,4,0,0,7,13,0,0,0,0,0,0,3,25,5,3,0,5,7,3,0,0,23,5,10,0,3,7,4,0,0,27,6,6,4,3,3,7,3,0,24,0,3,12,7,17,13,0,0,50,0,3,5,7,14,9,4,0,47,0,0,4,3,8,6,3,0,32,0,0,0,5,3,8,3,0,16,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,25,35,38,60,56,14,7,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA12730,10,32,54,69,84,22,3,276,0,3,0,3,0,0,0,0,10,13,0,3,0,0,0,0,0,24,7,7,9,0,0,0,0,0,28,6,5,0,4,8,10,4,0,33,0,8,14,7,10,3,3,0,48,3,9,17,11,10,15,3,0,67,3,15,26,14,10,24,4,0,93,0,15,17,17,14,12,0,0,76,0,5,8,11,8,8,0,0,45,0,0,4,7,7,3,0,0,23,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,4,0,0,0,3,0,0,0,16,34,64,110,80,74,86,18,3,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
