SA2_MAINCODE_2016,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
125011584,27,6,3,295,236,32,24,3,0,296,221,39,21,5,0,280,183,10,27,0,5,223,131,11,14,0,0,157,46,9,6,0,0,53,16,3,0,0,0,18,3,0,0,3,0,8,2041,202,160,24,22,2457
125011585,15,4,0,83,44,16,18,3,0,84,41,12,13,0,0,67,36,13,7,0,3,59,21,5,15,0,0,45,19,3,3,0,0,24,3,0,3,0,0,4,0,0,0,3,0,8,443,79,114,20,4,669
125011586,59,9,15,1419,1304,114,76,27,11,1531,1163,124,79,12,10,1387,943,100,58,15,9,1120,596,54,46,9,12,718,242,35,25,8,3,316,65,17,14,4,3,96,18,5,5,7,0,36,11307,794,554,131,117,12900
125011587,19,7,0,372,300,24,29,3,0,358,285,27,22,3,6,351,229,21,19,3,8,277,143,19,6,3,3,173,61,11,8,3,0,81,17,4,0,3,0,25,7,4,5,0,0,10,2628,195,162,39,36,3059
125021476,75,12,4,455,338,86,77,12,9,520,330,86,80,11,3,515,319,61,57,7,8,445,211,62,56,3,7,340,103,30,22,4,3,167,24,19,14,0,3,70,9,12,8,3,3,32,3441,567,524,90,41,4660
125021477,80,9,0,1543,1340,106,70,5,7,1521,1428,116,95,13,3,1665,1142,76,65,5,11,1301,772,55,46,14,7,889,253,32,29,7,7,325,63,16,8,0,0,91,26,12,3,4,3,49,11843,691,565,107,90,13295
125021478,41,4,0,215,92,41,44,7,0,189,110,46,49,3,3,214,92,38,38,3,3,176,75,27,18,6,0,127,31,12,16,4,0,62,7,0,6,3,0,16,3,5,3,4,0,26,1136,284,305,53,21,1798
125031479,37,7,5,907,787,80,49,3,8,927,817,67,57,10,7,960,698,58,56,10,7,824,447,41,27,3,3,520,140,21,21,3,3,185,53,6,7,5,0,66,18,6,0,0,3,30,6722,542,387,72,96,7823
125031480,25,7,12,600,560,49,32,7,10,660,562,54,46,3,15,682,483,55,37,11,7,579,309,38,26,6,7,378,147,16,8,3,3,178,37,5,0,0,4,48,6,0,3,3,0,15,4796,371,267,69,76,5576
125031481,56,16,5,697,601,78,55,3,8,746,580,71,44,6,8,704,560,68,41,7,9,681,421,39,39,3,10,512,165,12,13,3,4,201,49,0,8,0,0,62,10,0,0,3,0,22,5445,546,460,82,80,6615
125031482,62,9,10,767,593,66,54,4,3,721,582,42,64,13,3,707,494,36,37,6,10,588,336,28,48,7,3,417,128,13,32,3,4,183,37,3,14,0,3,52,7,0,7,4,0,18,5418,424,451,75,64,6433
125031483,46,7,4,409,292,40,55,5,6,399,301,40,45,6,5,402,226,32,36,4,11,312,141,19,23,0,9,198,56,8,3,3,3,71,7,0,5,0,0,18,0,0,3,0,0,9,3017,326,399,63,83,3872
125031484,33,4,3,244,200,27,46,3,3,278,172,36,34,10,3,254,155,34,28,3,4,226,130,17,26,0,3,171,47,3,12,3,0,67,19,5,4,0,0,23,3,0,0,3,0,10,1887,265,300,37,30,2523
125031485,82,5,9,638,435,60,72,10,3,584,355,59,54,3,9,479,303,49,56,10,6,426,206,32,35,3,0,278,81,13,23,3,3,114,25,4,4,3,3,41,10,6,8,0,0,18,4548,502,528,75,98,5752
125031486,31,8,15,1214,1099,101,24,3,12,1236,1069,101,30,4,6,1212,964,74,29,5,10,1079,597,59,9,0,5,683,219,28,9,3,6,268,44,21,3,3,0,72,9,9,0,3,3,24,8813,615,203,55,98,9778
125031487,4,0,0,381,291,25,5,3,6,335,308,31,7,3,5,352,241,13,6,3,3,261,146,8,7,3,0,165,39,4,0,0,0,55,9,6,3,0,0,20,0,0,0,0,0,3,2657,156,56,20,35,2932
125041489,66,8,14,990,780,84,50,8,3,931,716,80,59,11,3,873,683,62,49,5,9,809,471,58,26,4,4,558,211,35,19,7,4,267,63,16,7,3,3,95,22,5,0,0,5,32,7583,652,463,78,77,8859
125041490,27,5,3,421,338,51,21,3,5,421,314,32,22,7,0,384,298,35,29,4,3,372,176,24,24,6,0,238,78,27,17,0,3,128,34,9,7,4,4,61,10,7,3,3,0,22,3023,312,212,42,34,3623
125041491,59,8,9,2048,1739,67,51,6,17,1881,1660,68,53,3,15,1801,1600,28,29,3,7,1669,1080,31,35,0,4,1153,424,25,27,3,7,482,110,15,14,3,0,141,37,3,5,0,0,44,16087,408,408,54,126,17083
125041492,120,24,42,5703,4804,219,139,21,27,5213,4495,223,148,20,40,4930,3662,176,148,19,35,4031,2234,98,93,12,16,2453,802,68,54,17,11,951,180,24,15,4,10,235,63,14,7,5,4,89,46206,1699,1127,215,374,49620
125041493,32,16,3,394,282,52,39,7,8,398,257,45,51,7,9,367,251,29,39,5,3,322,162,20,22,3,6,206,51,18,10,0,0,85,19,4,6,3,0,35,3,4,3,0,0,15,2535,306,304,59,45,3253
125041494,24,3,0,253,222,27,27,3,0,276,183,28,27,0,4,241,178,19,17,5,0,215,101,22,18,4,4,144,55,13,11,4,0,86,27,0,13,3,0,51,5,3,5,0,0,13,2030,202,199,41,20,2480
125041588,42,7,4,609,499,55,32,3,10,590,540,50,39,3,7,643,398,49,28,3,9,486,270,28,26,10,0,325,98,27,17,3,0,152,48,9,6,0,0,62,12,4,4,0,0,16,4814,393,287,53,45,5587
125041589,40,6,4,336,236,33,34,11,3,310,212,36,37,10,7,293,174,27,34,3,3,243,115,18,19,7,4,161,47,14,13,4,3,82,16,9,11,3,0,36,6,3,0,0,3,13,2481,264,261,54,40,3107
126011495,70,7,4,494,315,87,63,8,9,472,316,94,74,10,5,489,287,84,75,20,0,458,193,70,55,11,0,324,109,34,35,8,3,182,28,13,18,0,3,64,19,9,14,4,0,44,3589,563,521,88,33,4803
126011496,65,7,6,554,482,82,66,5,0,639,420,86,75,13,0,590,417,87,51,23,4,584,281,82,51,8,3,428,125,42,32,5,5,206,39,17,25,5,4,92,17,12,19,7,3,48,4403,580,516,97,37,5636
126021497,80,20,5,613,405,105,99,20,0,627,426,126,102,14,3,678,386,95,98,10,4,597,261,59,56,16,0,388,107,34,38,5,4,182,42,8,12,3,0,72,15,13,16,6,0,39,4235,724,647,138,42,5788
126021498,55,12,5,713,543,115,65,13,9,744,511,118,56,11,0,693,438,97,65,15,4,619,253,49,43,5,3,366,124,37,29,3,0,201,42,12,12,5,0,81,18,7,9,3,3,40,5120,707,463,100,41,6425
126021499,28,5,0,276,260,60,34,3,0,363,222,57,33,7,0,315,237,47,28,6,3,319,182,28,19,11,0,233,91,35,21,9,3,158,28,16,13,6,0,54,14,14,11,4,0,39,2283,345,254,53,15,2952
126021500,115,6,17,6850,5342,168,79,11,23,5617,4405,166,87,9,25,4685,3193,85,69,8,16,3372,1849,76,52,16,14,2001,702,40,33,11,13,793,194,13,9,3,3,223,77,6,9,8,10,114,46491,979,688,111,233,48503
126021501,42,6,5,1674,1319,67,52,5,4,1445,1086,78,59,12,5,1243,872,55,40,7,12,992,503,41,32,5,3,571,208,25,25,3,5,273,48,8,5,0,3,65,17,3,10,3,4,38,11105,452,359,57,74,12046
126021503,52,8,3,526,386,76,47,8,5,521,389,76,53,6,4,529,330,59,52,9,5,460,240,42,43,9,5,338,100,28,16,3,4,152,24,6,10,3,0,49,15,3,17,0,3,37,4182,477,426,76,47,5212
126021590,13,3,4,58,45,11,16,0,0,71,31,21,12,3,0,63,46,25,14,0,0,84,21,11,8,0,0,46,9,8,6,4,0,31,4,0,3,0,0,8,3,0,0,0,0,7,382,111,94,15,9,608
126021591,72,14,10,856,643,89,86,14,11,838,669,70,70,13,13,831,602,62,72,9,8,756,354,37,42,9,7,446,150,29,25,3,7,206,42,14,10,4,0,72,20,6,16,0,3,39,6842,536,545,108,96,8123
127011504,8,0,3,188,165,20,22,3,7,208,149,3,17,4,3,179,143,3,22,0,0,168,89,11,4,0,0,110,23,3,5,0,3,36,7,0,0,0,0,10,0,3,0,0,0,3,1328,90,123,18,22,1584
127011505,54,19,3,423,240,68,62,23,7,398,260,56,52,9,5,390,192,55,43,6,0,297,119,46,44,5,6,218,55,21,25,9,3,112,16,10,11,15,0,49,4,6,9,0,0,18,2260,429,383,116,37,3233
127011506,57,3,8,518,359,61,57,5,9,494,336,57,57,4,3,463,256,32,49,6,8,347,197,43,30,11,3,291,68,21,21,15,0,123,28,11,9,5,4,58,6,10,6,11,0,33,3535,443,446,98,68,4590
127011592,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,8
127011593,15,0,0,93,41,14,7,3,0,68,42,15,13,0,0,75,55,12,10,0,0,78,26,8,3,0,0,41,12,0,3,3,0,15,0,0,4,0,0,4,0,0,0,0,0,0,512,102,87,16,8,727
127011594,27,0,0,158,124,23,22,0,3,178,108,22,22,8,0,158,90,11,18,0,0,120,64,13,15,0,0,88,22,3,4,0,0,27,4,3,0,0,0,9,5,0,0,0,0,7,1179,134,162,13,9,1505
127011595,14,0,4,154,100,18,15,3,3,147,90,22,16,0,0,129,90,3,17,0,3,111,43,3,9,0,4,59,19,3,3,0,3,26,0,0,0,0,0,3,0,0,0,0,0,3,927,106,136,17,27,1208
127011596,19,0,3,186,124,18,29,5,3,181,118,14,14,4,0,152,97,7,13,3,0,124,63,10,8,0,3,80,25,8,0,0,0,30,6,0,7,0,0,13,4,0,0,0,0,4,1388,133,133,28,23,1707
127011597,26,5,3,179,112,20,37,7,5,180,88,24,27,0,0,138,60,15,13,0,0,93,47,7,13,3,0,74,10,3,5,3,0,24,8,3,0,0,0,15,0,0,0,0,0,0,999,170,184,33,19,1405
127021509,32,3,0,237,181,15,25,8,3,229,159,33,35,7,3,233,153,17,26,0,0,203,88,18,17,0,0,129,42,0,3,0,0,57,7,0,0,0,0,9,3,0,0,0,0,3,1807,163,212,36,24,2249
127021510,35,5,3,194,139,34,34,3,0,205,132,34,41,5,0,214,109,33,29,7,0,180,79,18,18,6,0,131,39,4,8,0,0,48,12,0,3,0,0,15,8,0,0,0,0,8,1310,230,248,35,27,1850
127021511,70,22,5,798,629,85,91,19,7,833,615,100,105,18,12,842,502,83,84,21,16,700,313,63,55,6,5,443,97,31,25,3,3,162,26,14,4,4,0,50,8,7,6,5,0,25,5254,668,564,147,92,6723
127021512,30,3,6,178,137,20,27,4,0,190,101,22,20,4,4,152,103,20,33,7,0,167,58,9,10,0,0,87,27,6,10,0,0,49,8,0,0,0,0,5,4,0,0,0,0,9,1210,138,199,30,19,1600
127021513,42,10,3,288,205,28,38,11,4,293,201,33,44,7,6,300,171,18,35,3,0,222,113,5,21,3,3,145,49,3,7,0,0,63,17,6,6,0,0,24,5,0,0,0,3,15,1926,198,275,57,36,2491
127021514,18,0,4,108,69,26,16,0,0,109,66,23,16,4,0,107,48,17,8,3,0,75,29,4,15,0,0,47,25,4,9,0,0,32,3,0,3,0,0,10,0,0,0,0,0,3,703,143,125,15,11,994
127021515,66,4,6,564,432,50,72,17,6,580,388,67,73,10,9,538,340,60,75,9,6,498,205,40,42,3,8,296,94,27,15,3,0,141,27,14,12,0,0,49,8,5,0,0,0,13,4408,439,500,87,73,5512
127021516,14,0,3,194,138,23,33,3,6,202,125,28,34,3,10,202,103,9,37,3,0,152,76,6,18,3,0,107,22,4,5,0,4,39,5,4,4,0,0,15,3,0,4,0,0,8,1319,185,225,29,42,1801
127021517,14,0,3,297,282,22,15,5,3,328,283,19,32,3,0,336,227,11,19,3,5,268,159,11,9,3,0,190,50,0,6,0,5,61,11,5,3,4,0,19,5,0,0,0,0,5,3165,150,144,27,34,3524
127021518,27,6,0,322,300,44,23,4,0,371,270,37,30,6,5,345,249,48,16,7,0,321,120,21,17,7,5,170,59,19,8,8,0,104,12,10,6,0,0,25,4,3,3,0,0,11,2528,264,196,50,22,3069
127021519,30,10,16,431,292,62,48,4,6,407,336,61,58,6,6,458,259,44,40,7,9,357,167,38,27,3,9,243,63,25,16,3,0,106,27,3,5,4,0,39,4,0,4,0,0,8,2819,413,322,55,69,3682
127021520,14,0,0,155,134,9,11,3,3,165,167,8,14,0,0,189,141,8,18,0,4,172,97,5,13,0,0,117,49,3,3,0,3,54,7,0,0,0,0,14,3,3,0,0,0,4,1259,92,123,11,25,1510
127021521,60,6,32,2117,1757,179,54,6,22,2022,1784,189,68,13,22,2079,1474,179,50,16,27,1739,946,120,31,5,18,1122,335,75,24,7,8,446,68,30,9,4,0,111,20,15,3,4,8,48,15576,1260,421,110,230,17596
127031522,31,7,3,326,219,40,36,3,3,298,167,25,30,7,4,234,148,30,27,7,3,209,95,17,21,6,0,137,41,16,4,4,4,63,9,4,3,0,0,19,3,3,0,0,0,12,2512,238,230,40,36,3058
127031523,72,13,20,1593,1381,152,75,13,25,1650,1250,139,62,16,21,1481,1152,126,52,22,13,1370,686,87,44,14,10,845,233,72,14,9,3,335,51,26,14,8,0,104,20,13,7,6,5,50,11044,1091,530,156,160,12985
127031524,35,6,10,750,522,35,40,7,11,606,504,39,43,8,10,600,443,20,38,3,6,506,212,24,26,3,9,279,93,16,11,0,3,119,10,6,3,0,0,25,10,0,0,0,3,17,5779,256,278,37,59,6420
127031598,76,22,13,1832,1411,103,91,18,18,1630,1345,104,79,18,18,1562,1269,80,83,11,18,1467,669,69,66,14,6,824,273,37,42,3,8,367,67,8,14,3,7,104,35,15,6,7,0,63,13726,788,717,150,164,15556
127031599,12,0,0,78,59,12,22,0,0,94,58,3,10,0,0,67,38,10,16,0,0,58,33,3,7,0,0,46,6,3,3,0,0,15,10,3,0,0,0,13,0,0,0,3,0,5,507,75,130,14,4,728
127031600,74,3,10,1136,828,108,77,12,3,1025,804,123,48,8,13,993,627,75,41,5,6,754,400,47,34,3,3,489,141,29,11,3,0,189,33,11,8,3,0,55,18,10,0,3,7,36,8053,728,446,74,90,9390
127031601,11,7,3,359,323,26,18,3,10,372,311,17,14,0,5,344,275,17,21,0,9,322,165,16,13,4,0,193,55,5,6,0,0,72,21,0,0,3,0,30,4,4,0,3,0,9,3180,152,127,31,41,3525
128011529,64,7,5,305,146,55,55,9,0,267,155,67,55,6,3,287,184,47,46,3,7,282,128,34,29,6,4,201,61,27,15,0,0,103,14,7,21,3,0,47,7,0,9,3,0,17,1973,393,398,54,24,2843
128011530,88,10,3,955,706,123,83,7,8,933,683,94,75,8,5,871,641,110,70,13,4,839,405,81,55,13,9,560,171,47,21,9,3,254,68,19,15,3,0,112,11,14,10,13,0,45,8958,833,610,101,96,10593
128011531,48,6,8,605,457,80,65,22,3,624,472,71,55,9,5,616,395,69,43,12,4,522,216,58,40,15,7,331,103,36,19,15,4,172,27,22,12,7,0,76,13,6,14,9,3,44,4568,585,420,120,52,5746
128011602,82,7,9,1344,1111,148,68,12,5,1341,1040,109,75,14,9,1250,951,113,74,13,4,1156,638,68,72,11,10,787,266,49,33,11,7,358,64,24,15,6,0,108,19,10,15,5,0,51,10318,863,622,92,97,11991
128011603,21,6,0,112,37,39,16,4,0,92,33,20,20,4,0,87,41,35,7,3,3,87,19,28,18,3,0,62,15,18,17,10,0,52,10,9,4,0,0,16,4,3,4,3,0,10,475,219,155,37,7,901
128011604,73,8,15,762,497,118,85,15,6,721,469,114,71,15,13,677,405,87,80,3,7,581,240,67,68,20,6,398,118,52,36,12,3,223,46,27,16,11,0,106,15,10,17,5,4,47,5507,782,666,114,84,7153
128011605,13,0,0,51,28,16,4,0,0,46,29,17,6,0,0,56,22,18,6,0,0,50,10,11,6,0,0,35,3,6,3,0,0,18,3,4,0,0,0,8,0,0,4,3,0,7,219,102,55,6,3,380
128011606,29,0,0,175,120,30,32,4,0,185,124,30,19,4,4,176,115,31,27,5,0,182,71,33,15,6,0,121,33,15,13,11,0,74,10,4,0,0,0,20,4,6,8,0,0,19,1110,230,202,34,17,1602
128021533,15,0,3,146,95,12,11,3,7,125,115,28,7,0,0,148,108,13,19,0,0,144,72,6,7,4,0,98,23,15,4,7,3,49,9,3,5,4,0,20,0,0,0,0,0,6,1179,119,121,19,23,1464
128021534,20,0,0,113,67,28,20,0,0,123,100,29,21,8,3,154,107,38,32,9,0,194,72,31,21,7,3,125,27,11,23,3,3,62,4,3,7,0,0,15,3,0,0,0,0,3,874,221,186,39,13,1335
128021535,55,3,7,617,526,56,58,9,7,657,509,68,71,7,4,667,472,53,63,7,7,597,293,40,34,11,0,372,112,34,27,4,8,177,38,5,7,3,0,58,14,8,0,0,0,24,4808,424,441,54,54,5769
128021536,57,6,3,356,173,74,55,5,0,305,179,48,51,6,5,290,172,45,39,8,0,264,126,29,42,5,0,203,55,24,24,3,3,107,20,8,14,4,0,51,3,4,10,0,0,22,1947,380,420,65,21,2839
128021537,0,0,0,12,11,0,0,0,0,11,4,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4,0,0,0,93
128021538,85,8,9,1147,915,145,78,7,6,1155,937,134,85,10,9,1181,852,120,71,15,13,1069,510,76,61,6,10,666,222,56,47,12,8,340,78,16,20,9,3,126,18,9,8,4,0,39,8672,927,685,101,99,10473
128021607,55,3,6,346,247,45,59,3,3,354,235,41,46,8,7,337,214,39,37,3,4,294,141,26,34,3,7,210,61,21,15,5,0,106,20,9,9,3,0,37,3,7,3,0,3,13,2550,329,373,43,32,3331
128021608,10,0,0,77,50,11,25,0,0,82,51,15,12,0,0,81,30,10,14,0,0,58,22,8,13,0,0,45,3,11,0,3,0,18,0,0,4,0,0,9,3,0,3,0,0,5,428,96,114,12,5,652
128021609,5,0,0,36,22,11,3,0,0,39,21,8,11,0,0,39,12,4,11,0,0,34,3,3,11,3,3,23,3,0,3,0,0,10,0,0,3,0,0,5,0,0,0,0,0,0,185,47,58,5,7,302
197979799,0,0,3,9,9,0,0,0,0,11,6,0,4,0,3,14,3,0,0,0,0,10,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,65,7,16,0,3,90
199999499,5354,207,280,16018,7582,2499,5540,232,287,16145,7353,2382,5983,217,285,16220,6535,1911,5248,206,269,14163,4221,1239,3818,184,211,9671,1837,610,1713,152,102,4419,643,172,537,95,61,1508,209,84,226,89,75,688,79641,17188,41955,1991,2587,143362
201011001,24,0,7,384,333,47,23,10,3,416,316,42,26,13,5,399,292,28,21,5,0,355,148,23,28,4,3,202,60,13,8,11,0,86,16,9,4,4,0,34,7,5,3,0,3,19,3175,287,208,58,50,3786
201011002,93,17,14,1821,1647,133,87,16,9,1892,1603,133,94,20,22,1870,1445,132,92,14,16,1697,959,90,65,16,16,1148,334,49,52,12,13,457,78,17,10,9,9,116,25,18,13,11,7,68,15503,897,678,160,165,17416
201011003,54,7,0,396,292,54,56,11,3,409,326,57,59,6,3,450,274,54,61,15,10,407,179,35,40,15,4,274,78,23,16,17,4,140,18,11,15,0,0,49,17,4,3,6,0,27,2779,370,441,98,42,3722
201011004,58,13,5,539,426,35,40,6,11,523,386,32,50,13,11,489,356,43,50,7,8,467,263,24,35,8,10,335,99,8,23,10,3,139,13,5,3,4,4,35,14,4,4,0,0,22,4267,264,418,71,84,5101
201011005,16,0,0,329,261,9,16,3,3,294,249,14,16,0,9,292,221,25,13,3,3,270,145,10,25,5,3,187,33,3,9,0,0,49,11,0,3,0,0,16,3,0,4,0,0,5,2620,100,142,33,30,2914
201011006,19,3,0,310,289,49,24,7,3,371,290,36,27,3,5,361,248,36,24,9,3,318,158,20,25,3,7,215,70,20,13,4,3,110,13,12,3,7,3,33,8,3,3,4,3,15,2409,262,221,53,38,2979
201011007,12,4,0,44,16,11,16,5,0,43,24,5,7,0,0,37,19,8,7,3,0,31,16,3,14,0,0,30,0,3,3,3,0,5,0,3,3,0,0,10,0,0,5,0,0,6,177,50,78,20,7,333
201011008,28,3,13,1092,903,63,31,9,7,1013,961,76,36,13,12,1098,796,44,36,6,10,900,495,35,32,11,9,577,148,20,19,12,7,203,38,8,8,4,3,63,19,3,4,4,3,28,8296,413,294,86,89,9175
201021009,25,5,0,143,118,19,18,4,3,154,126,20,19,7,3,171,95,25,17,7,3,151,69,17,9,10,0,100,22,10,7,9,4,58,3,6,16,18,0,34,3,3,3,7,3,20,1053,154,137,88,21,1451
201021010,40,14,0,229,128,19,19,3,7,181,158,24,43,15,4,244,142,23,56,14,7,245,90,19,44,26,3,183,31,15,27,22,3,100,9,5,18,16,7,58,5,7,5,6,0,29,1272,168,310,144,33,1933
201021011,70,14,4,336,242,42,78,12,5,380,264,38,65,6,9,388,237,50,66,15,7,383,171,45,76,27,5,330,55,32,45,26,4,161,3,12,26,16,0,53,10,6,13,11,4,41,2106,300,533,148,58,3140
201021012,7,4,3,86,43,25,27,9,4,99,50,25,31,11,6,111,32,16,30,6,0,86,16,8,24,11,0,62,12,9,19,9,0,47,9,5,16,4,0,38,3,3,13,9,0,26,432,136,186,79,22,854
201031013,14,11,4,98,55,12,16,17,6,105,58,16,14,5,4,97,48,20,14,16,7,101,60,10,23,23,0,110,17,6,20,18,0,63,0,5,10,18,3,33,0,0,6,7,0,13,498,91,140,144,22,893
201031014,20,8,4,133,102,11,15,9,0,135,116,13,25,13,0,165,121,19,25,13,3,181,64,15,19,6,3,112,33,13,13,14,0,77,7,3,9,4,0,26,3,3,6,9,3,20,841,104,148,88,23,1215
201031015,12,7,0,56,36,0,11,7,0,58,32,9,11,12,0,63,26,3,17,7,0,56,23,7,24,4,3,64,8,10,18,10,0,38,0,8,5,0,0,13,0,3,5,4,0,17,292,47,143,60,5,548
201031016,34,3,10,369,344,25,25,4,4,401,387,20,26,8,4,441,309,19,46,3,7,390,233,19,34,9,8,296,77,10,22,8,0,119,19,9,11,3,0,34,19,3,6,3,0,32,2868,146,230,57,56,3361
201031017,8,0,0,52,67,9,22,4,3,106,55,14,20,3,0,93,55,5,25,6,0,95,30,8,25,7,3,79,12,7,16,8,3,45,3,8,5,3,0,22,0,0,3,10,0,14,495,68,152,53,17,785
202011018,85,8,10,2164,1962,131,72,15,29,2217,1974,109,105,17,24,2230,1788,82,91,10,19,1993,1163,72,68,13,12,1337,361,54,45,14,8,480,88,24,17,13,3,143,32,13,6,4,4,64,18467,823,701,145,197,20329
202011019,25,3,4,208,177,20,17,6,8,224,186,21,22,6,0,239,189,21,34,0,7,250,134,12,20,6,3,178,44,6,10,5,0,73,11,3,4,0,0,17,9,3,0,0,0,14,1684,121,203,47,26,2088
202011020,35,3,5,503,465,76,32,12,8,592,467,61,39,0,4,570,453,66,43,6,9,574,250,35,31,7,7,334,92,35,15,9,4,151,20,11,15,0,5,46,17,6,0,0,0,33,4513,451,306,61,75,5408
202011021,21,6,0,182,150,19,22,0,4,188,149,18,24,3,0,193,131,16,19,5,3,177,88,7,11,0,0,117,34,5,10,0,3,53,4,0,3,0,0,8,4,0,3,0,0,9,1331,103,176,27,26,1663
202011022,36,10,4,636,552,76,46,3,4,687,548,69,59,8,8,681,513,51,56,7,4,631,323,50,56,4,6,440,116,13,28,13,0,164,22,9,9,7,0,45,15,8,4,0,0,29,5438,406,415,62,61,6381
202011023,11,3,0,64,31,14,23,0,0,68,34,10,15,0,0,66,24,8,12,5,3,54,25,5,9,3,0,36,6,3,0,3,0,13,0,0,0,0,0,3,0,0,0,0,0,3,371,62,99,26,14,570
202011024,32,0,0,182,104,20,16,3,0,139,81,19,15,4,3,122,105,15,18,3,0,146,53,16,17,4,0,89,18,10,10,6,0,54,5,0,0,3,0,14,7,3,0,3,0,11,970,142,164,35,12,1321
202011025,21,0,0,360,294,21,36,4,0,347,276,23,16,0,8,320,246,24,29,4,0,306,168,13,24,8,4,213,52,5,17,11,0,81,10,3,9,4,3,30,3,3,3,0,0,14,2764,178,223,39,39,3235
202021026,16,3,0,158,94,23,22,8,4,157,113,23,34,5,3,177,92,6,27,5,0,139,58,9,23,6,3,99,11,15,21,5,3,50,3,3,10,8,0,31,0,3,7,9,0,18,1124,143,185,80,19,1551
202021027,72,10,7,550,511,48,69,3,16,644,527,41,72,4,12,661,537,40,71,9,3,662,376,22,75,19,4,494,98,23,36,14,3,179,30,9,15,3,3,56,16,4,7,9,3,44,4514,261,513,89,83,5461
202021028,38,12,0,135,95,21,44,5,4,164,92,22,77,13,0,204,75,31,58,9,0,175,82,24,77,8,0,197,27,13,33,19,0,98,4,9,17,17,0,43,10,4,24,15,3,57,779,157,413,118,21,1491
202021029,15,8,0,112,97,10,9,5,0,124,107,8,27,3,4,146,91,9,23,8,0,133,62,11,10,8,0,97,13,7,11,8,0,40,8,4,10,9,3,23,5,0,10,14,0,31,828,69,133,65,15,1113
202021030,61,11,5,460,401,50,54,12,9,527,417,39,52,9,6,522,380,36,53,11,6,484,236,32,42,15,10,336,105,23,34,12,3,176,22,13,19,19,0,79,9,3,21,10,0,40,3476,302,429,117,74,4396
202021031,33,3,0,192,180,41,27,4,6,254,126,37,30,12,0,207,112,27,24,16,3,177,88,22,21,3,0,142,22,18,23,12,4,73,10,9,15,7,0,32,3,3,7,0,0,14,1275,216,229,65,23,1804
202031032,11,3,0,126,103,16,26,12,5,162,105,21,30,15,3,172,76,16,35,6,0,138,59,20,31,15,0,126,3,9,25,17,0,63,4,3,13,12,0,33,0,3,17,4,0,23,932,121,223,96,18,1391
202031033,41,13,5,240,195,20,57,19,10,303,181,24,47,17,10,280,188,37,88,40,3,350,137,35,70,42,3,281,41,19,43,37,3,146,13,8,26,30,5,79,6,11,27,20,5,70,1510,225,459,258,52,2496
203011034,16,4,0,153,121,26,12,9,3,165,98,23,9,8,3,140,71,15,15,4,0,101,75,5,9,3,0,93,30,6,5,5,0,50,6,0,4,6,0,19,3,0,4,3,0,12,1010,132,118,44,14,1329
203011035,17,9,0,131,77,28,22,5,3,145,63,21,27,5,6,123,59,21,23,9,3,116,42,13,26,6,3,87,17,11,25,18,3,74,4,8,22,16,0,43,3,4,8,10,0,25,725,168,194,98,27,1215
203011036,27,9,0,139,85,29,32,11,0,143,80,39,39,18,3,173,63,28,53,14,4,167,64,14,26,19,3,127,25,12,41,23,8,105,8,5,23,14,0,45,3,3,7,16,3,32,788,191,281,131,24,1420
203021037,56,4,6,508,435,37,51,3,3,530,453,36,48,3,10,545,402,54,48,0,3,514,264,34,41,13,3,355,86,14,21,3,7,122,29,8,5,0,0,51,8,0,3,0,4,17,4560,307,391,52,49,5369
203021038,34,13,5,845,723,46,41,7,9,824,778,59,36,10,5,891,678,39,35,12,6,772,416,33,29,6,4,490,134,17,15,10,6,179,25,11,3,3,3,42,5,8,3,0,5,23,6687,343,292,79,83,7476
203021039,138,19,15,3674,3126,197,147,31,23,3521,2917,172,127,27,25,3266,2600,158,139,19,31,2941,1654,136,90,18,19,1918,535,94,37,14,12,697,151,25,22,14,4,222,67,9,9,3,7,98,28228,1311,1074,216,240,31068
