Home_SLA,Work_SLA,workers
Hornsby,Liverpool,166
Ku_ring_gai,Liverpool,71
Manly,Liverpool,12
Warringah,Liverpool,68
Gosford,Liverpool,51
Wyong,Liverpool,30
Cessnock,Liverpool,3
Lake_Macquarie,Liverpool,23
Maitland,Liverpool,6
Newcastle_Inner,Liverpool,0
Newcastle_Remainder,Liverpool,12
Port_Stephens,Liverpool,6
Kiama,Liverpool,10
Shell_harbour,Liverpool,27
Shoal_haven,Liverpool,3
Wingecar_ribee,Liverpool,155
Wollong_ong,Liverpool,164
Botany,Camden,0
Leichhardt,Camden,0
Marrickville,Camden,6
South_Sydney,Camden,6
Sydney_Inner,Camden,0
Sydney_Remainder,Camden,0
Randwick,Camden,6
Waverley,Camden,3
Woollahra,Camden,0
Hurstville,Camden,9
Kogarah,Camden,3
Rockdale,Camden,0
Sutherland,Camden,24
Bankstown,Camden,55
Canterbury,Camden,10
Fairfield,Camden,89
Liverpool,Camden,240
Camden,Camden,3305
Wollon_dilly,Camden,1458
Ashfield,Camden,6
Burwood,Camden,3
Concord,Camden,0
Drum_moyne,Camden,3
Strathfield,Camden,4
Auburn,Camden,0
Holroyd,Camden,23
Parramatta,Camden,16
Blue_Mountains,Camden,40
Hawkes_bury,Camden,25
Penrith,Camden,74
Baulkham_Hills,Camden,14
Blacktown,Camden,37
Hunters_Hill,Camden,3
Lane_Cove,Camden,0
Mosman,Camden,0
North_Sydney,Camden,0
Ryde,Camden,6
Willoughby,Camden,0
Hornsby,Camden,4
Ku_ring_gai,Camden,9
Manly,Camden,0
Warringah,Camden,3
Gosford,Camden,9
Wyong,Camden,0
Cessnock,Camden,0
Lake_Macquarie,Camden,0
Maitland,Camden,0
Newcastle_Inner,Camden,0
Newcastle_Remainder,Camden,6
Port_Stephens,Camden,0
Kiama,Camden,3
Shell_harbour,Camden,8
Shoal_haven,Camden,3
Wingecar_ribee,Camden,81
Wollong_ong,Camden,56
Botany,Campbelltown,10
Leichhardt,Campbelltown,30
Marrickville,Campbelltown,55
South_Sydney,Campbelltown,25
Sydney_Inner,Campbelltown,3
Sydney_Remainder,Campbelltown,3
Randwick,Campbelltown,30
Waverley,Campbelltown,10
Woollahra,Campbelltown,12
Hurstville,Campbelltown,95
Kogarah,Campbelltown,49
Rockdale,Campbelltown,66
Sutherland,Campbelltown,341
Bankstown,Campbelltown,428
Canterbury,Campbelltown,154
Fairfield,Campbelltown,744
Liverpool,Campbelltown,1388
Camden,Campbelltown,1575
Campbell_town,Campbelltown,16563
Ashfield,Campbelltown,45
Burwood,Campbelltown,43
Concord,Campbelltown,27
Drum_moyne,Campbelltown,15
Strathfield,Campbelltown,51
Auburn,Campbelltown,61
Holroyd,Campbelltown,130
Parramatta,Campbelltown,126
Blue_Mountains,Campbelltown,61
Hawkes_bury,Campbelltown,27
Penrith,Campbelltown,258
Baulkham_Hills,Campbelltown,101
Blacktown,Campbelltown,203
Hunters_Hill,Campbelltown,3
Lane_Cove,Campbelltown,11
Mosman,Campbelltown,6
North_Sydney,Campbelltown,13
Ryde,Campbelltown,31
Willoughby,Campbelltown,9
Hornsby,Campbelltown,42
Ku_ring_gai,Campbelltown,21
Manly,Campbelltown,3
Warringah,Campbelltown,13
Gosford,Campbelltown,13
Wyong,Campbelltown,12
Cessnock,Campbelltown,6
Lake_Macquarie,Campbelltown,6
Maitland,Campbelltown,0
Newcastle_Inner,Campbelltown,0
Newcastle_Remainder,Campbelltown,6
Port_Stephens,Campbelltown,6
Kiama,Campbelltown,13
Shell_harbour,Campbelltown,61
Shoal_haven,Campbelltown,3
Wingecar_ribee,Campbelltown,223
Wollong_ong,Campbelltown,491
Botany,Wollondilly,0
Leichhardt,Wollondilly,3
Marrickville,Wollondilly,3
South_Sydney,Wollondilly,0
Sydney_Inner,Wollondilly,0
Sydney_Remainder,Wollondilly,0
Randwick,Wollondilly,0
Waverley,Wollondilly,3
Woollahra,Wollondilly,0
Hurstville,Wollondilly,0
Kogarah,Wollondilly,3
Rockdale,Wollondilly,3
Sutherland,Wollondilly,16
Bankstown,Wollondilly,14
Canterbury,Wollondilly,3
Fairfield,Wollondilly,45
Liverpool,Wollondilly,76
Camden,Wollondilly,392
Campbell_town,Wollondilly,405
Wollon_dilly,Wollondilly,3881
Ashfield,Wollondilly,3
Burwood,Wollondilly,0
Concord,Wollondilly,3
Drum_moyne,Wollondilly,3
Strathfield,Wollondilly,0
Auburn,Wollondilly,3
Holroyd,Wollondilly,6
Parramatta,Wollondilly,7
Blue_Mountains,Wollondilly,23
Hawkes_bury,Wollondilly,7
Penrith,Wollondilly,137
Baulkham_Hills,Wollondilly,5
Blacktown,Wollondilly,29
Hunters_Hill,Wollondilly,3
Lane_Cove,Wollondilly,0
Mosman,Wollondilly,0
North_Sydney,Wollondilly,3
Ryde,Wollondilly,0
Willoughby,Wollondilly,6
Hornsby,Wollondilly,9
Ku_ring_gai,Wollondilly,4
Manly,Wollondilly,0
Warringah,Wollondilly,0
Gosford,Wollondilly,3
Wyong,Wollondilly,6
Cessnock,Wollondilly,0
Lake_Macquarie,Wollondilly,12
Maitland,Wollondilly,0
Newcastle_Inner,Wollondilly,0
Newcastle_Remainder,Wollondilly,6
Port_Stephens,Wollondilly,0
Kiama,Wollondilly,18
Shell_harbour,Wollondilly,105
Shoal_haven,Wollondilly,17
Wingecar_ribee,Wollondilly,238
Wollong_ong,Wollondilly,915
Botany,Ashfield,32
Leichhardt,Ashfield,331
Marrickville,Ashfield,470
South_Sydney,Ashfield,163
Sydney_Inner,Ashfield,0
Sydney_Remainder,Ashfield,12
Randwick,Ashfield,169
Waverley,Ashfield,120
Woollahra,Ashfield,71
Hurstville,Ashfield,153
Kogarah,Ashfield,104
Rockdale,Ashfield,185
Sutherland,Ashfield,302
Bankstown,Ashfield,478
Canterbury,Ashfield,906
Fairfield,Ashfield,300
Liverpool,Ashfield,177
Camden,Ashfield,25
Campbell_town,Ashfield,218
Wollon_dilly,Ashfield,18
Ashfield,Ashfield,2251
Concord,Ashfield,285
Drum_moyne,Ashfield,424
Strathfield,Ashfield,263
Auburn,Ashfield,187
Holroyd,Ashfield,192
Parramatta,Ashfield,295
Blue_Mountains,Ashfield,49
Hawkes_bury,Ashfield,32
Penrith,Ashfield,192
Baulkham_Hills,Ashfield,202
Blacktown,Ashfield,328
Hunters_Hill,Ashfield,51
Lane_Cove,Ashfield,52
Mosman,Ashfield,19
North_Sydney,Ashfield,63
Ryde,Ashfield,232
Willoughby,Ashfield,56
Hornsby,Ashfield,182
Ku_ring_gai,Ashfield,107
Manly,Ashfield,28
Warringah,Ashfield,123
Gosford,Ashfield,65
Wyong,Ashfield,43
Cessnock,Ashfield,6
Lake_Macquarie,Ashfield,19
Maitland,Ashfield,0
Newcastle_Inner,Ashfield,0
Newcastle_Remainder,Ashfield,17
Port_Stephens,Ashfield,3
Kiama,Ashfield,3
Shell_harbour,Ashfield,3
Shoal_haven,Ashfield,0
Wingecar_ribee,Ashfield,0
Wollong_ong,Ashfield,52
Botany,Burwood,27
Leichhardt,Burwood,213
Marrickville,Burwood,280
South_Sydney,Burwood,94
Sydney_Inner,Burwood,3
Sydney_Remainder,Burwood,6
Randwick,Burwood,142
Waverley,Burwood,97
Woollahra,Burwood,69
Hurstville,Burwood,177
Kogarah,Burwood,111
Rockdale,Burwood,191
Sutherland,Burwood,333
Bankstown,Burwood,681
Canterbury,Burwood,784
Fairfield,Burwood,384
Liverpool,Burwood,241
Camden,Burwood,33
Campbell_town,Burwood,223
Wollon_dilly,Burwood,27
Ashfield,Burwood,503
Burwood,Burwood,1637
Drum_moyne,Burwood,335
Strathfield,Burwood,588
Auburn,Burwood,252
Holroyd,Burwood,287
Parramatta,Burwood,462
Blue_Mountains,Burwood,94
Hawkes_bury,Burwood,37
Penrith,Burwood,314
Baulkham_Hills,Burwood,288
Blacktown,Burwood,587
Hunters_Hill,Burwood,42
Lane_Cove,Burwood,46
Mosman,Burwood,22
North_Sydney,Burwood,61
Ryde,Burwood,278
Willoughby,Burwood,86
Hornsby,Burwood,296
Ku_ring_gai,Burwood,135
Manly,Burwood,29
Warringah,Burwood,136
Gosford,Burwood,133
Wyong,Burwood,39
Cessnock,Burwood,3
Lake_Macquarie,Burwood,12
Maitland,Burwood,0
Newcastle_Inner,Burwood,0
Newcastle_Remainder,Burwood,9
Port_Stephens,Burwood,3
Kiama,Burwood,12
Shell_harbour,Burwood,3
Shoal_haven,Burwood,0
Wingecar_ribee,Burwood,0
Wollong_ong,Burwood,30
Botany,Concord,32
Leichhardt,Concord,202
Marrickville,Concord,231
South_Sydney,Concord,94
Sydney_Inner,Concord,3
Sydney_Remainder,Concord,3
Randwick,Concord,112
Waverley,Concord,68
Woollahra,Concord,47
Hurstville,Concord,138
Kogarah,Concord,83
Rockdale,Concord,143
Sutherland,Concord,267
Bankstown,Concord,513
Canterbury,Concord,491
Fairfield,Concord,520
Liverpool,Concord,183
Camden,Concord,17
Campbell_town,Concord,198
Wollon_dilly,Concord,14
Ashfield,Concord,314
Burwood,Concord,393
Concord,Concord,2051
Strathfield,Concord,356
Auburn,Concord,396
Holroyd,Concord,352
Parramatta,Concord,689
Blue_Mountains,Concord,101
Hawkes_bury,Concord,75
Penrith,Concord,327
Baulkham_Hills,Concord,509
Blacktown,Concord,750
Hunters_Hill,Concord,55
Lane_Cove,Concord,87
Mosman,Concord,25
North_Sydney,Concord,108
Ryde,Concord,851
Willoughby,Concord,117
Hornsby,Concord,503
Ku_ring_gai,Concord,291
Manly,Concord,37
Warringah,Concord,238
Gosford,Concord,148
Wyong,Concord,62
Cessnock,Concord,6
Lake_Macquarie,Concord,16
Maitland,Concord,6
Newcastle_Inner,Concord,0
Newcastle_Remainder,Concord,6
Port_Stephens,Concord,3
Kiama,Concord,3
Shell_harbour,Concord,9
Shoal_haven,Concord,9
Wingecar_ribee,Concord,7
Wollong_ong,Concord,40
Botany,Drummoyne,12
Leichhardt,Drummoyne,334
Marrickville,Drummoyne,202
South_Sydney,Drummoyne,66
Sydney_Inner,Drummoyne,0
Sydney_Remainder,Drummoyne,16
Randwick,Drummoyne,89
Waverley,Drummoyne,54
Woollahra,Drummoyne,34
Hurstville,Drummoyne,66
Kogarah,Drummoyne,38
Rockdale,Drummoyne,78
Sutherland,Drummoyne,114
Bankstown,Drummoyne,214
Canterbury,Drummoyne,315
Fairfield,Drummoyne,153
Liverpool,Drummoyne,83
Camden,Drummoyne,7
Campbell_town,Drummoyne,57
Wollon_dilly,Drummoyne,3
Ashfield,Drummoyne,384
Burwood,Drummoyne,196
Concord,Drummoyne,299
Drum_moyne,Drummoyne,2098
Auburn,Drummoyne,101
Holroyd,Drummoyne,92
Parramatta,Drummoyne,243
Blue_Mountains,Drummoyne,30
Hawkes_bury,Drummoyne,15
Penrith,Drummoyne,92
Baulkham_Hills,Drummoyne,158
Blacktown,Drummoyne,176
Hunters_Hill,Drummoyne,83
Lane_Cove,Drummoyne,75
Mosman,Drummoyne,13
North_Sydney,Drummoyne,44
Ryde,Drummoyne,334
Willoughby,Drummoyne,53
Hornsby,Drummoyne,122
Ku_ring_gai,Drummoyne,92
Manly,Drummoyne,15
Warringah,Drummoyne,114
Gosford,Drummoyne,44
Wyong,Drummoyne,21
Cessnock,Drummoyne,3
Lake_Macquarie,Drummoyne,4
Maitland,Drummoyne,0
Newcastle_Inner,Drummoyne,0
Newcastle_Remainder,Drummoyne,3
Port_Stephens,Drummoyne,0
Kiama,Drummoyne,3
Shell_harbour,Drummoyne,0
Shoal_haven,Drummoyne,0
Wingecar_ribee,Drummoyne,3
Wollong_ong,Drummoyne,9
Botany,Strathfield,32
Leichhardt,Strathfield,204
Marrickville,Strathfield,292
South_Sydney,Strathfield,143
Sydney_Inner,Strathfield,3
Sydney_Remainder,Strathfield,14
Randwick,Strathfield,195
Waverley,Strathfield,99
Woollahra,Strathfield,74
Hurstville,Strathfield,274
Kogarah,Strathfield,141
Rockdale,Strathfield,219
Sutherland,Strathfield,494
Bankstown,Strathfield,1202
Canterbury,Strathfield,934
Fairfield,Strathfield,990
Liverpool,Strathfield,467
Camden,Strathfield,54
Campbell_town,Strathfield,515
Wollon_dilly,Strathfield,56
Ashfield,Strathfield,376
Burwood,Strathfield,478
Concord,Strathfield,392
Drum_moyne,Strathfield,182
Strathfield,Strathfield,1614
Auburn,Strathfield,591
Holroyd,Strathfield,509
Parramatta,Strathfield,804
Blue_Mountains,Strathfield,149
Hawkes_bury,Strathfield,116
Penrith,Strathfield,599
Baulkham_Hills,Strathfield,449
Blacktown,Strathfield,1038
Hunters_Hill,Strathfield,34
Lane_Cove,Strathfield,55
Mosman,Strathfield,27
North_Sydney,Strathfield,67
Ryde,Strathfield,413
Willoughby,Strathfield,90
Hornsby,Strathfield,387
Ku_ring_gai,Strathfield,211
Manly,Strathfield,34
Warringah,Strathfield,249
Gosford,Strathfield,160
Wyong,Strathfield,66
Cessnock,Strathfield,3
Lake_Macquarie,Strathfield,26
Maitland,Strathfield,0
Newcastle_Inner,Strathfield,0
Newcastle_Remainder,Strathfield,9
Port_Stephens,Strathfield,0
Kiama,Strathfield,3
Shell_harbour,Strathfield,18
Shoal_haven,Strathfield,3
Wingecar_ribee,Strathfield,5
Wollong_ong,Strathfield,48
Botany,Auburn,83
Leichhardt,Auburn,301
Marrickville,Auburn,407
South_Sydney,Auburn,178
Sydney_Inner,Auburn,3
Sydney_Remainder,Auburn,15
Randwick,Auburn,270
Waverley,Auburn,141
Woollahra,Auburn,95
Hurstville,Auburn,387
Kogarah,Auburn,200
Rockdale,Auburn,354
Sutherland,Auburn,901
Bankstown,Auburn,2571
Canterbury,Auburn,922
Fairfield,Auburn,2389
Liverpool,Auburn,1059
Camden,Auburn,120
Campbell_town,Auburn,1233
Wollon_dilly,Auburn,142
Ashfield,Auburn,373
Burwood,Auburn,334
Concord,Auburn,286
Drum_moyne,Auburn,289
Strathfield,Auburn,496
Auburn,Auburn,4090
Parramatta,Auburn,3009
Blue_Mountains,Auburn,350
Hawkes_bury,Auburn,357
Penrith,Auburn,1850
Baulkham_Hills,Auburn,1699
Blacktown,Auburn,3308
Hunters_Hill,Auburn,78
Lane_Cove,Auburn,130
Mosman,Auburn,58
North_Sydney,Auburn,156
Ryde,Auburn,887
Willoughby,Auburn,165
Hornsby,Auburn,902
Ku_ring_gai,Auburn,428
Manly,Auburn,80
Warringah,Auburn,478
Gosford,Auburn,286
Wyong,Auburn,120
Cessnock,Auburn,6
Lake_Macquarie,Auburn,64
Maitland,Auburn,6
Newcastle_Inner,Auburn,3
Newcastle_Remainder,Auburn,27
Port_Stephens,Auburn,11
Kiama,Auburn,13
Shell_harbour,Auburn,25
Shoal_haven,Auburn,10
Wingecar_ribee,Auburn,24
Wollong_ong,Auburn,120
Botany,Holroyd,24
Leichhardt,Holroyd,98
Marrickville,Holroyd,110
South_Sydney,Holroyd,46
Sydney_Inner,Holroyd,0
Sydney_Remainder,Holroyd,3
Randwick,Holroyd,80
Waverley,Holroyd,45
Woollahra,Holroyd,46
Hurstville,Holroyd,132
Kogarah,Holroyd,64
Rockdale,Holroyd,109
Sutherland,Holroyd,290
Bankstown,Holroyd,764
Canterbury,Holroyd,213
Fairfield,Holroyd,4036
Liverpool,Holroyd,1017
Camden,Holroyd,150
Campbell_town,Holroyd,896
Wollon_dilly,Holroyd,160
Ashfield,Holroyd,135
Burwood,Holroyd,82
Concord,Holroyd,83
Drum_moyne,Holroyd,103
Strathfield,Holroyd,99
Auburn,Holroyd,378
Holroyd,Holroyd,6498
Blue_Mountains,Holroyd,335
Hawkes_bury,Holroyd,362
Penrith,Holroyd,2235
Baulkham_Hills,Holroyd,1534
Blacktown,Holroyd,3961
Hunters_Hill,Holroyd,26
Lane_Cove,Holroyd,42
Mosman,Holroyd,20
North_Sydney,Holroyd,55
Ryde,Holroyd,318
Willoughby,Holroyd,44
Hornsby,Holroyd,518
Ku_ring_gai,Holroyd,173
Manly,Holroyd,20
Warringah,Holroyd,153
Gosford,Holroyd,98
Wyong,Holroyd,64
Cessnock,Holroyd,3
Lake_Macquarie,Holroyd,25
Maitland,Holroyd,3
Newcastle_Inner,Holroyd,0
Newcastle_Remainder,Holroyd,3
Port_Stephens,Holroyd,4
Kiama,Holroyd,9
Shell_harbour,Holroyd,9
Shoal_haven,Holroyd,6
Wingecar_ribee,Holroyd,36
Wollong_ong,Holroyd,43
Botany,Parramatta,66
Leichhardt,Parramatta,575
Marrickville,Parramatta,534
South_Sydney,Parramatta,297
Sydney_Inner,Parramatta,0
Sydney_Remainder,Parramatta,31
Randwick,Parramatta,402
Waverley,Parramatta,237
Woollahra,Parramatta,184
Hurstville,Parramatta,368
Kogarah,Parramatta,202
Rockdale,Parramatta,332
Sutherland,Parramatta,893
Bankstown,Parramatta,1964
Canterbury,Parramatta,860
Fairfield,Parramatta,3870
Liverpool,Parramatta,1362
Camden,Parramatta,227
Campbell_town,Parramatta,1541
Wollon_dilly,Parramatta,235
Ashfield,Parramatta,478
Burwood,Parramatta,371
Concord,Parramatta,356
Drum_moyne,Parramatta,466
Strathfield,Parramatta,387
Auburn,Parramatta,1349
Holroyd,Parramatta,6445
Parramatta,Parramatta,15040
Blue_Mountains,Parramatta,1514
Hawkes_bury,Parramatta,1232
Penrith,Parramatta,5325
Baulkham_Hills,Parramatta,8064
Blacktown,Parramatta,10162
Hunters_Hill,Parramatta,169
Lane_Cove,Parramatta,320
Mosman,Parramatta,102
North_Sydney,Parramatta,368
Ryde,Parramatta,2138
Willoughby,Parramatta,335
Hornsby,Parramatta,3011
Ku_ring_gai,Parramatta,934
Manly,Parramatta,144
Warringah,Parramatta,830
Gosford,Parramatta,521
Wyong,Parramatta,273
Cessnock,Parramatta,20
Lake_Macquarie,Parramatta,92
Maitland,Parramatta,9
Newcastle_Inner,Parramatta,3
Newcastle_Remainder,Parramatta,48
Port_Stephens,Parramatta,19
Kiama,Parramatta,12
Shell_harbour,Parramatta,22
Shoal_haven,Parramatta,5
Wingecar_ribee,Parramatta,45
Wollong_ong,Parramatta,142
Botany,Blue Mountains,0
Leichhardt,Blue Mountains,9
Marrickville,Blue Mountains,9
South_Sydney,Blue Mountains,6
Sydney_Inner,Blue Mountains,0
Sydney_Remainder,Blue Mountains,0
Randwick,Blue Mountains,3
Waverley,Blue Mountains,0
Woollahra,Blue Mountains,0
Hurstville,Blue Mountains,3
Kogarah,Blue Mountains,0
Rockdale,Blue Mountains,0
Sutherland,Blue Mountains,3
Bankstown,Blue Mountains,7
Canterbury,Blue Mountains,6
Fairfield,Blue Mountains,30
Liverpool,Blue Mountains,32
Camden,Blue Mountains,4
Campbell_town,Blue Mountains,18
Wollon_dilly,Blue Mountains,21
Ashfield,Blue Mountains,0
Burwood,Blue Mountains,3
Concord,Blue Mountains,3
Drum_moyne,Blue Mountains,0
Strathfield,Blue Mountains,3
Auburn,Blue Mountains,3
Holroyd,Blue Mountains,20
Parramatta,Blue Mountains,32
Blue_Mountains,Blue Mountains,11293
Penrith,Blue Mountains,650
Baulkham_Hills,Blue Mountains,15
Blacktown,Blue Mountains,95
Hunters_Hill,Blue Mountains,0
Lane_Cove,Blue Mountains,9
Mosman,Blue Mountains,0
North_Sydney,Blue Mountains,3
Ryde,Blue Mountains,9
Willoughby,Blue Mountains,6
Hornsby,Blue Mountains,4
Ku_ring_gai,Blue Mountains,9
Manly,Blue Mountains,0
Warringah,Blue Mountains,10
Gosford,Blue Mountains,6
Wyong,Blue Mountains,8
Cessnock,Blue Mountains,0
Lake_Macquarie,Blue Mountains,3
Maitland,Blue Mountains,3
Newcastle_Inner,Blue Mountains,0
Newcastle_Remainder,Blue Mountains,3
Port_Stephens,Blue Mountains,0
Kiama,Blue Mountains,0
Shell_harbour,Blue Mountains,0
Shoal_haven,Blue Mountains,0
Wingecar_ribee,Blue Mountains,0
Wollong_ong,Blue Mountains,0
Botany,Hawkesbury,0
Leichhardt,Hawkesbury,24
Marrickville,Hawkesbury,12
South_Sydney,Hawkesbury,7
Sydney_Inner,Hawkesbury,0
Sydney_Remainder,Hawkesbury,0
Randwick,Hawkesbury,3
Waverley,Hawkesbury,8
Woollahra,Hawkesbury,6
Hurstville,Hawkesbury,7
Kogarah,Hawkesbury,6
Rockdale,Hawkesbury,3
Sutherland,Hawkesbury,17
Bankstown,Hawkesbury,20
Canterbury,Hawkesbury,25
Fairfield,Hawkesbury,64
Liverpool,Hawkesbury,44
Camden,Hawkesbury,13
Campbell_town,Hawkesbury,31
Wollon_dilly,Hawkesbury,9
Ashfield,Hawkesbury,17
Burwood,Hawkesbury,6
Concord,Hawkesbury,10
Drum_moyne,Hawkesbury,12
Strathfield,Hawkesbury,6
Auburn,Hawkesbury,8
Holroyd,Hawkesbury,75
Parramatta,Hawkesbury,136
Blue_Mountains,Hawkesbury,390
Hawkes_bury,Hawkesbury,10606
Baulkham_Hills,Hawkesbury,646
Blacktown,Hawkesbury,899
Hunters_Hill,Hawkesbury,6
Lane_Cove,Hawkesbury,6
Mosman,Hawkesbury,3
North_Sydney,Hawkesbury,13
Ryde,Hawkesbury,38
Willoughby,Hawkesbury,15
Hornsby,Hawkesbury,148
Ku_ring_gai,Hawkesbury,50
Manly,Hawkesbury,6
Warringah,Hawkesbury,25
Gosford,Hawkesbury,18
Wyong,Hawkesbury,9
Cessnock,Hawkesbury,3
Lake_Macquarie,Hawkesbury,6
Maitland,Hawkesbury,6
Newcastle_Inner,Hawkesbury,0
Newcastle_Remainder,Hawkesbury,19
Port_Stephens,Hawkesbury,3
Kiama,Hawkesbury,3
Shell_harbour,Hawkesbury,3
Shoal_haven,Hawkesbury,0
Wingecar_ribee,Hawkesbury,0
Wollong_ong,Hawkesbury,0
Botany,Penrith,3
Leichhardt,Penrith,39
Marrickville,Penrith,50
South_Sydney,Penrith,34
Sydney_Inner,Penrith,3
Sydney_Remainder,Penrith,3
Randwick,Penrith,34
Waverley,Penrith,27
Woollahra,Penrith,24
Hurstville,Penrith,28
Kogarah,Penrith,22
Rockdale,Penrith,29
Sutherland,Penrith,83
Bankstown,Penrith,137
Canterbury,Penrith,54
Fairfield,Penrith,458
Liverpool,Penrith,412
Camden,Penrith,107
Campbell_town,Penrith,247
Wollon_dilly,Penrith,459
Ashfield,Penrith,44
Burwood,Penrith,27
Concord,Penrith,30
Drum_moyne,Penrith,26
Strathfield,Penrith,57
Auburn,Penrith,63
Holroyd,Penrith,387
Parramatta,Penrith,448
Blue_Mountains,Penrith,4521
Hawkes_bury,Penrith,1226
Penrith,Penrith,22706
Baulkham_Hills,Penrith,616
Blacktown,Penrith,3756
Hunters_Hill,Penrith,19
Lane_Cove,Penrith,16
Mosman,Penrith,4
North_Sydney,Penrith,14
Ryde,Penrith,97
Willoughby,Penrith,23
Hornsby,Penrith,199
Ku_ring_gai,Penrith,58
Manly,Penrith,3
Warringah,Penrith,54
Gosford,Penrith,33
Wyong,Penrith,33
Cessnock,Penrith,0
Lake_Macquarie,Penrith,9
Maitland,Penrith,0
Newcastle_Inner,Penrith,0
Newcastle_Remainder,Penrith,3
Port_Stephens,Penrith,0
Kiama,Penrith,3
Shell_harbour,Penrith,3
Shoal_haven,Penrith,0
Wingecar_ribee,Penrith,17
Wollong_ong,Penrith,46
Botany,Baulkham Hills,19
Leichhardt,Baulkham Hills,109
Marrickville,Baulkham Hills,92
South_Sydney,Baulkham Hills,44
Sydney_Inner,Baulkham Hills,0
Sydney_Remainder,Baulkham Hills,7
Randwick,Baulkham Hills,65
Waverley,Baulkham Hills,40
Woollahra,Baulkham Hills,32
Hurstville,Baulkham Hills,61
Kogarah,Baulkham Hills,30
Rockdale,Baulkham Hills,47
Sutherland,Baulkham Hills,147
Bankstown,Baulkham Hills,195
Canterbury,Baulkham Hills,117
Fairfield,Baulkham Hills,415
Liverpool,Baulkham Hills,174
Camden,Baulkham Hills,28
Campbell_town,Baulkham Hills,162
Wollon_dilly,Baulkham Hills,28
Ashfield,Baulkham Hills,49
Burwood,Baulkham Hills,58
Concord,Baulkham Hills,66
Drum_moyne,Baulkham Hills,80
Strathfield,Baulkham Hills,53
Auburn,Baulkham Hills,94
Holroyd,Baulkham Hills,742
Parramatta,Baulkham Hills,2384
Blue_Mountains,Baulkham Hills,195
Hawkes_bury,Baulkham Hills,1119
Penrith,Baulkham Hills,833
Baulkham_Hills,Baulkham Hills,14014
Hunters_Hill,Baulkham Hills,35
Lane_Cove,Baulkham Hills,100
Mosman,Baulkham Hills,30
North_Sydney,Baulkham Hills,123
Ryde,Baulkham Hills,609
Willoughby,Baulkham Hills,116
Hornsby,Baulkham Hills,2770
Ku_ring_gai,Baulkham Hills,462
Manly,Baulkham Hills,43
Warringah,Baulkham Hills,308
Gosford,Baulkham Hills,182
Wyong,Baulkham Hills,111
Cessnock,Baulkham Hills,3
Lake_Macquarie,Baulkham Hills,33
Maitland,Baulkham Hills,6
Newcastle_Inner,Baulkham Hills,0
Newcastle_Remainder,Baulkham Hills,26
Port_Stephens,Baulkham Hills,16
Kiama,Baulkham Hills,6
Shell_harbour,Baulkham Hills,11
Shoal_haven,Baulkham Hills,6
Wingecar_ribee,Baulkham Hills,5
Wollong_ong,Baulkham Hills,30
Botany,Blacktown,16
Leichhardt,Blacktown,137
Marrickville,Blacktown,112
South_Sydney,Blacktown,65
Sydney_Inner,Blacktown,3
Sydney_Remainder,Blacktown,3
Randwick,Blacktown,69
Waverley,Blacktown,56
Woollahra,Blacktown,31
Hurstville,Blacktown,85
Kogarah,Blacktown,54
Rockdale,Blacktown,72
Sutherland,Blacktown,231
Bankstown,Blacktown,429
Canterbury,Blacktown,169
Fairfield,Blacktown,1317
Liverpool,Blacktown,514
Camden,Blacktown,99
Campbell_town,Blacktown,461
Wollon_dilly,Blacktown,168
Ashfield,Blacktown,109
Burwood,Blacktown,103
Concord,Blacktown,89
Drum_moyne,Blacktown,115
Strathfield,Blacktown,112
Auburn,Blacktown,268
Holroyd,Blacktown,1842
Parramatta,Blacktown,2520
Blue_Mountains,Blacktown,1447
Hawkes_bury,Blacktown,2213
Penrith,Blacktown,6841
Baulkham_Hills,Blacktown,3693
Blacktown,Blacktown,24409
Hunters_Hill,Blacktown,30
Lane_Cove,Blacktown,66
Mosman,Blacktown,13
North_Sydney,Blacktown,76
Ryde,Blacktown,411
Willoughby,Blacktown,68
Hornsby,Blacktown,994
Ku_ring_gai,Blacktown,310
Manly,Blacktown,33
Warringah,Blacktown,195
Gosford,Blacktown,143
Wyong,Blacktown,99
Cessnock,Blacktown,3
Lake_Macquarie,Blacktown,27
Maitland,Blacktown,3
Newcastle_Inner,Blacktown,0
Newcastle_Remainder,Blacktown,12
Port_Stephens,Blacktown,10
Kiama,Blacktown,3
Shell_harbour,Blacktown,9
Shoal_haven,Blacktown,3
Wingecar_ribee,Blacktown,21
Wollong_ong,Blacktown,57
Botany,Hunters Hill,0
Leichhardt,Hunters Hill,90
Marrickville,Hunters Hill,26
South_Sydney,Hunters Hill,12
Sydney_Inner,Hunters Hill,0
Sydney_Remainder,Hunters Hill,0
Randwick,Hunters Hill,26
Waverley,Hunters Hill,7
Woollahra,Hunters Hill,10
Hurstville,Hunters Hill,13
Kogarah,Hunters Hill,13
Rockdale,Hunters Hill,11
Sutherland,Hunters Hill,17
Bankstown,Hunters Hill,18
Canterbury,Hunters Hill,32
Fairfield,Hunters Hill,18
Liverpool,Hunters Hill,8
Camden,Hunters Hill,3
Campbell_town,Hunters Hill,6
Wollon_dilly,Hunters Hill,3
Ashfield,Hunters Hill,17
Burwood,Hunters Hill,15
Concord,Hunters Hill,13
Drum_moyne,Hunters Hill,101
Strathfield,Hunters Hill,11
Auburn,Hunters Hill,9
Holroyd,Hunters Hill,12
Parramatta,Hunters Hill,124
Blue_Mountains,Hunters Hill,0
