Australian Bureau of Statistics

"2016 Census - Counting Employed Persons, Place of Work (POW)"
"DZN (POW)"
"Counting: Persons Aged 15 Years and Over, Place of Work"

Filters:
"Default Summation","Persons Aged 15 Years and Over, Place of Work"
"113401684",995,
"113401685",813,
"113401686",455,
"113401687",736,
"113401688",600,
"113401689",369,
"113411647",905,
"113411648",773,
"113411649",764,
"113411650",849,
"113411651",5921,
"113411652",265,
"113411653",5432,
"113411654",373,
"113421575",101,
"113430001",398,
"113430002",176,
"113430003",114,
"113430004",207,
"113431605",347,
"113431607",257,
"113431608",1385,
"113431609",1236,
"113431610",506,
"113431611",771,
"113431612",368,
"113431613",1680,
"113431614",154,
"113431615",1064,
"113431616",646,
"113431617",182,
"113441667",321,
"113441668",537,
"113441669",331,
"113441670",269,
"113450001",892,
"113451551",2886,
"113451552",194,
"113451553",513,
"113451554",289,
"113451555",519,
"113451556",604,
"113451557",830,
"113451558",500,
"113451559",928,
"113451560",734,
"113451561",420,
"113451562",133,
"113461630",1574,
"113461631",609,
"113461632",481,
"113461633",698,
"113461634",895,
"113471588",1520,
"113471589",632,
"113471590",316,
"113471591",353,
"113480001",225,
"113480002",403,
"113481764",359,
"113481765",175,
"113481767",1243,
"113481768",431,
"113481769",358,
"113481770",362,
"113481771",247,
"113501806",594,
"113501807",262,
"113501808",396,
"113501809",85,
"113501810",1062,
"113501811",429,
"113501812",198,
"113501813",563,
"113501814",1268,
"113501815",179,
"115640001",414,
"115640002",563,
"115640003",8411,
"115640004",530,
"115640005",374,
"115640006",417,
"115650001",557,
"115650002",262,
"115650003",657,
"115650004",129,
"115650005",63,
"115650006",668,
"115660001",558,
"115660002",320,
"115660003",253,
"115660004",1025,
"115670001",478,
"115670002",346,
"115670003",70,
"115670004",560,
"115680001",600,
"115680002",1226,
"115680003",391,
"115680004",158,
"115690001",126,
"115690002",697,
"115690003",656,
"115690004",863,
"115690005",522,
"115690006",1310,
"115700001",2813,
"115700002",253,
"115700003",5828,
"115700004",265,
"115700005",156,
"115700006",687,
"115700007",561,
"113541828",670,
"113541829",480,
"113541830",228,
"113541831",769,
"113541832",303,
"113541833",429,
"113541834",164,
"113551889",1030,
"113551890",2367,
"113551891",783,
"113551892",3588,
"113561867",3238,
"113561868",3039,
"113561869",1911,
"113561870",323,
"113561871",2031,
"113561872",147,
"113561873",243,
"113561874",1780,
"113561875",250,
"113561876",174,
"113570001",414,
"113570002",140,
"113571972",230,
"113571974",641,
"113571975",2579,
"113571976",444,
"113571977",674,
"113571978",1211,
"113581991",221,
"113581992",209,
"113581993",179,
"113581994",659,
"113581995",44,
"113581996",296,
"113581997",1802,
"113581998",180,
"113591905",506,
"113591906",175,
"113591907",728,
"113591908",318,
"113591909",147,
"113591910",60,
"113591911",255,
"113591912",173,
"113591913",227,
"113591914",798,
"113601952",197,
"113601953",186,
"113601954",141,
"113601955",742,
"113601956",863,
"113601957",140,
"113601958",650,
"113601959",347,
"113610001",460,
"113611847",176,
"113611848",76,
"113611849",437,
"113611851",280,
"113611852",347,
"113611854",490,
"115710001",327,
"115710002",5933,
"115710003",650,
"115710004",161,
"115710005",395,
"115720001",2203,
"115720002",244,
"115720003",2885,
"115720004",280,
"115720005",1482,
"115720006",96,
"115720007",3002,
"113622051",421,
"113622052",523,
"113622053",923,
"113622054",364,
"113622055",712,
"113622056",506,
"113622057",227,
"113632087",1290,
"113632088",534,
"113632089",2472,
"113632090",800,
"113632091",368,
"113632092",265,
"113632093",913,
"113632094",207,
"113632095",290,
"113642108",1847,
"113642109",2548,
"113642110",543,
"113642111",162,
"113642112",941,
"113642113",287,
"113642114",317,
"113642115",146,
"113662011",383,
"113662012",1735,
"113662013",520,
"113662014",129,
"113662015",281,
"113662016",625,
"113662017",183,
"113662018",518,
"113672070",462,
"113672071",96,
"113672072",309,
"113672073",1432,
"113672074",649,
"115730001",563,
"115730002",623,
"115730003",527,
"115730004",282,
"115730005",915,
"115730006",165,
"115740001",220,
"115740002",292,
"113682200",5938,
"113682201",953,
"113682202",1197,
"113682203",604,
"113682204",508,
"113682205",173,
"113682206",144,
"113692180",197,
"113692181",443,
"113692182",159,
"113692183",672,
"113692184",385,
"113692185",591,
"113692186",480,
"113692187",226,
"113702143",262,
"113702144",612,
"113702145",242,
"113702146",261,
"113702147",371,
"113712219",69,
"113712220",191,
"113712221",585,
"113712222",244,
"113712223",696,
"113712224",161,
"113722160",295,
"113722161",237,
"113722162",282,
"113722163",396,
"113722164",3484,
"113722165",189,
"113722166",331,
"113722167",267,
"113732128",1455,
"113732129",272,
"113732130",140,
"113742237",217,
"113742238",247,
"113742239",289,
"113742240",198,
"113742241",764,
"113742242",445,
"113742243",308,
"113742244",102,
"113742245",1239,
"113750001",274,
"113750002",773,
"113750003",263,
"113750004",51,
"113752298",731,
"113752299",91,
"113752301",117,
"113752303",524,
"113752304",312,
"113752305",102,
"113752306",106,
"113752308",778,
"113762276",197,
"113762277",429,
"113762278",199,
"113762279",534,
"113762280",159,
"113762281",383,
"113762282",412,
"113762283",240,
"113762284",529,
"113762285",123,
"113772258",122,
"113772259",520,
"113772260",563,
"113772261",242,
"113772262",291,
"113772263",262,
"113782358",457,
"113782359",74,
"113782360",5224,
"113782361",335,
"113782362",4888,
"113782363",171,
"113792340",86,
"113792341",806,
"113792342",854,
"113792343",73,
"113792344",180,
"113792345",487,
"113802376",251,
"113802377",679,
"113802378",761,
"113802379",189,
"113802380",161,
"113812321",2081,
"113812322",769,
"113812323",808,
"113812324",1478,
"113812325",95,
"113812326",363,
"113812327",152,
"113822393",648,
"113822394",459,
"113822395",290,
"113822396",1027,
"113832592",452,
"113832593",602,
"113832594",262,
"113832595",859,
"113832596",306,
"113832597",440,
"113832598",251,
"113832599",941,
"113842569",1866,
"113842570",525,
"113842571",700,
"113842572",1423,
"113842573",293,
"113842574",305,
"113842575",805,
"113842576",2912,
"113842577",3778,
"113842578",6917,
"113842579",324,
"113852631",282,
"113852632",293,
"113852633",434,
"113852634",2138,
"113852635",144,
"113852636",840,
"113862612",1739,
"113862613",1416,
"113862614",445,
"113862615",440,
"113862616",408,
"113862617",685,
"113862618",191,
"113870001",919,
"113870002",22,
"113872694",501,
"113872695",229,
"113872697",568,
"113872698",583,
"113872699",1573,
"113872700",292,
"113872701",392,
"113872702",28,
"113882672",2394,
"113882673",1902,
"113882674",1509,
"113882675",436,
"113882676",903,
"113882677",533,
"113882678",721,
"113882679",483,
"113882680",1182,
"113882681",358,
"113892649",639,
"113892650",478,
"113892651",23,
"113892652",736,
"113892653",682,
"113892654",252,
"113892655",857,
"113892656",227,
"113892657",289,
"113892658",1076,
"113892659",541,
"113902497",624,
"113902498",821,
"113902499",405,
"113902500",4378,
"113902501",263,
"113902502",621,
"113902503",634,
"113910001",724,
"113910002",162,
"113910003",3071,
"113912456",169,
"113912457",261,
"113912458",294,
"113912460",534,
"113912461",279,
"113912462",149,
"113912463",4789,
"113912464",773,
"113912465",320,
"113912466",1973,
"113922535",645,
"113922536",627,
"113922537",313,
"113932479",216,
"113932480",471,
"113932481",292,
"113932482",281,
"113932483",979,
"113932484",540,
"113940001",156,
"113942551",499,
"113942553",399,
"113942554",376,
"113942555",304,
"113942556",944,
"113952516",296,
"113952517",339,
"113952518",521,
"113952519",680,
"113952520",540,
"113952521",781,
"113952522",205,
"113962409",951,
"113962410",397,
"113962411",1075,
"113962412",1723,
"113962413",1226,
"113962414",2972,
"113962415",2458,
"115750001",1421,
"115750002",838,
"115750003",769,
"115750004",143,
"115750005",1141,
"115750006",198,
"115750007",310,
"115750008",198,
"115750009",442,
"115750010",259,
"115750011",360,
"115750012",1129,
"115750013",153,
"115750014",830,
"115760001",2044,
"115760002",432,
"113983220",674,
"113983221",352,
"113983222",327,
"113983223",895,
"113983224",801,
"113983225",11079,
"113983226",6168,
"113983227",3700,
"113983228",133,
"113983229",407,
"113983230",3166,
"113993200",118,
"113993201",120,
"113993202",269,
"113993203",767,
"113993204",173,
"113993205",793,
"113993206",166,
"113993207",589,
"114003243",278,
"114003244",310,
"114003245",120,
"114003246",560,
"114003247",669,
"114003248",1077,
"114003249",1653,
"114003250",269,
"114003251",999,
"114003252",735,
"114003253",4182,
"114003254",189,
"114003255",1394,
"114013268",9724,
"114013269",9755,
"114013270",5268,
"114013271",792,
"114013272",221,
"114013273",213,
"114013274",3551,
"114023287",620,
"114023288",367,
"114023289",1411,
"114023290",594,
"114023291",799,
"114023292",581,
"114023293",598,
"114023294",1124,
"114023295",227,
"114023296",439,
"114023297",389,
"114030001",182,
"114030002",477,
"114033017",459,
"114033019",190,
"114033020",423,
"114033021",162,
"114033022",152,
"114033023",146,
"114033024",1885,
"114033025",161,
"114042998",213,
"114042999",400,
"114043000",328,
"114043001",184,
"114043002",257,
"114043003",228,
"114043004",39,
"114063038",1821,
"114063039",253,
"114063040",237,
"114063041",762,
"114063042",309,
"114063043",1459,
"114063044",398,
"115770001",319,
"115770002",2254,
"115770003",3334,
"115770004",555,
"115770005",405,
"115770006",523,
"115770007",708,
"115780001",823,
"115780002",238,
"115780003",1063,
"115780004",186,
"115780005",172,
"115790001",941,
"115790002",1036,
"115790003",186,
"114073160",174,
"114073161",695,
"114073162",661,
"114073163",506,
"114073164",265,
"114073165",2679,
"114073166",443,
"114073167",80,
"114083180",508,
"114083181",112,
"114083182",471,
"114083183",802,
"114083184",1266,
"114083185",716,
"114083186",386,
"114083187",458,
"114093121",316,
"114093122",489,
"114093123",2775,
"114093124",742,
"114093125",700,
"114093126",140,
"114093127",410,
"114103140",125,
"114103141",341,
"114103142",135,
"114103143",389,
"114103144",1663,
"114103145",545,
"114103146",827,
"114103147",224,
"114113102",455,
"114113103",186,
"114113104",727,
"114113105",711,
"114113106",243,
"114113107",313,
"114113108",1320,
"114123082",2825,
"114123083",273,
"114123084",296,
"114123085",580,
"114123086",1603,
"114123087",150,
"114123088",271,
"114123089",204,
"114130001",97,
"114130002",199,
"114133356",684,
"114133357",219,
"114133358",888,
"114133359",584,
"114133360",717,
"114133361",207,
"114140001",188,
"114140002",148,
"114143310",891,
"114143311",122,
"114143313",1660,
"114143314",471,
"114143315",304,
"114143316",2035,
"114143317",1874,
"114143318",1132,
"114153393",495,
"114153394",361,
"114153395",353,
"114153396",943,
"114153397",285,
"114153398",692,
"114153399",481,
"114153400",580,
"114153401",367,
"114153402",1044,
"114153403",267,
"114153404",681,
"114153405",506,
"114153406",801,
"114153407",410,
"114153408",450,
"114163374",787,
"114163375",496,
"114163376",356,
"114163377",899,
"114163378",319,
"114163379",467,
"114163380",3366,
"114173331",207,
"114173332",3269,
"114173333",1624,
"114173334",1705,
"114173335",509,
"114173336",6886,
"114173337",8015,
"114173338",5154,
"114173339",13176,
"114173340",6892,
"114173341",905,
"114173342",596,
"114182958",284,
"114182959",432,
"114182960",860,
"114182961",409,
"114182962",432,
"114182963",1065,
"114182964",309,
"114182965",1236,
"114190001",0,
"114192978",1316,
"114192979",774,
"114192980",212,
"114192981",400,
"114192982",4670,
"114192983",276,
"114192984",238,
"114192985",772,
"114202736",1388,
"114202737",187,
"114202738",718,
"114202739",473,
"114202740",706,
"114212715",598,
"114212716",153,
"114212717",100,
"114212718",209,
"114212719",78,
"114212720",44,
"114212721",543,
"114212722",290,
"114212723",76,
"114222753",118,
"114222754",721,
"114222755",449,
"114222756",775,
"114222757",350,
"114222758",195,
"114232771",426,
"114232772",384,
"114232773",1911,
"114232774",315,
"114232775",370,
"114232776",3652,
"114232777",950,
"114232778",540,
"114232779",371,
"114232780",1788,
"114232781",1903,
"114232782",325,
"114242864",94,
"114242865",130,
"114242866",414,
"114242867",373,
"114242868",198,
"114242869",203,
"114252849",422,
"114252850",320,
"114252851",2110,
"114262918",223,
"114262919",571,
"114262920",288,
"114262921",136,
"114262922",525,
"114262923",3347,
"114262924",196,
"114262925",396,
"114272833",686,
"114272834",1193,
"114272835",239,
"114272836",286,
"114280001",264,
"114280002",167,
"114282810",5777,
"114282811",519,
"114282812",420,
"114282813",683,
"114282814",276,
"114282815",349,
"114282816",796,
"114282817",655,
"114282818",157,
"114282819",699,
"114282820",3427,
"114292938",480,
"114292939",614,
"114292940",589,
"114292941",618,
"114292942",311,
"114292943",7276,
"114292944",5294,
"114292945",1032,
"114302882",366,
"114302883",787,
"114302884",607,
"114302885",662,
"114302886",351,
"114302887",719,
"114312900",1010,
"114312901",430,
"114312902",820,
"114312903",924,
"114312904",313,
"114312905",1337,
"114322795",1704,
"114322796",644,
"114334764",500,
"114334765",888,
"114334766",394,
"114334767",454,
"114334768",2659,
"114340001",176,
"114344781",476,
"114344782",526,
"114344783",1575,
"114344784",2462,
"114344785",385,
"114344786",405,
"114354800",344,
"114354801",769,
"114354802",330,
"114354803",1090,
"114354804",403,
"114354805",439,
"114354806",6134,
"114365024",119,
"114365025",192,
"114365026",131,
"114365027",82,
"114365028",558,
"114365029",439,
"114365030",276,
"114374925",787,
"114374926",3628,
"114374927",2499,
"114374928",462,
"114374929",121,
"114374930",6840,
"114374931",2014,
"114374932",201,
"114374933",165,
"114374934",202,
"114374935",1389,
"114380001",200,
"114384883",146,
"114384884",129,
"114384885",216,
"114384886",536,
"114384887",177,
"114384888",187,
"114384889",491,
"114395043",0,
"114404902",275,
"114404903",131,
"114404904",185,
"114404905",854,
"114404906",136,
"114404907",4257,
"114404908",186,
"114404909",1100,
"114404910",3983,
"114404911",95,
"114404912",94,
"114415008",203,
"114415009",401,
"114415010",286,
"114415011",586,
"114424969",134,
"114424970",478,
"114424971",210,
"114424972",1041,
"114424973",220,
"114424974",716,
"114424975",452,
"114434948",1434,
"114434949",2691,
"114434950",189,
"114434951",283,
"114434952",1003,
"114434953",458,
"114434954",1352,
"114434955",166,
"114434956",118,
"114444988",345,
"114444989",293,
"114444990",585,
"114444991",182,
"114444992",196,
"114444993",166,
"114444994",268,
"114444995",196,
"114454851",1193,
"114464864",257,
"114464865",1270,
"114464866",437,
"114464867",489,
"114464868",260,
"114464869",375,
"114474833",130,
"114474834",73,
"114474835",1201,
"114474836",180,
"114474837",456,
"114474838",2296,
"114484819",949,
"114484820",466,
"114495056",757,
"114495057",210,
"114495058",241,
"114495059",11,
"114505159",555,
"114505160",98,
"114505161",465,
"114505162",1114,
"114505163",220,
"114505164",289,
"114505165",270,
"114505166",175,
"114515090",27,
"114515091",0,
"114515092",13,
"114525072",1081,
"114525073",1427,
"114525074",2191,
"114525075",744,
"114525076",253,
"114525077",793,
"114535120",577,
"114535121",103,
"114535122",73,
"114535123",752,
"114535124",48,
"114545137",355,
"114545138",1029,
"114545139",256,
"114545140",337,
"114545141",267,
"114545142",483,
"114545143",634,
"114545144",180,
"114545145",407,
"114545146",801,
"114555105",406,
"114555106",433,
"114555107",300,
"114565179",13,
"114575336",228,
"114575337",222,
"114575338",234,
"114575339",271,
"114575340",394,
"114580001",423,
"114580002",438,
"114585264",873,
"114585265",234,
"114585266",116,
"114585267",266,
"114585268",138,
"114585269",232,
"114595245",226,
"114595246",683,
"114595247",176,
"114595248",569,
"114595249",224,
"114595250",2497,
"114605319",295,
"114605320",455,
"114605321",627,
"114605322",145,
"114605323",586,
"114615301",720,
"114615302",379,
"114615303",323,
"114615304",628,
"114615305",265,
"114615306",3296,
"114625367",250,
"114625368",1582,
"114625369",112,
"114625370",488,
"114625371",855,
"114625372",3738,
"114625373",479,
"114625374",816,
"114625375",115,
"114625376",144,
"114630001",439,
"114630002",607,
"114630003",127,
"114635389",353,
"114635391",297,
"114635393",504,
"114635394",342,
"114645282",2341,
"114645283",1207,
"114645284",10565,
"114645285",662,
"114645286",2081,
"114645287",3026,
"114645288",192,
"114655353",319,
"114655354",571,
"114660001",483,
"114665192",981,
"114665194",208,
"114665195",2431,
"114665196",2317,
"114665197",1933,
"114675226",136,
"114675227",168,
"114675228",225,
"114675229",498,
"114675230",318,
"114675231",2592,
"114675232",2814,
"114685210",843,
"114685211",572,
"114685212",302,
"114685213",294,
"114695449",5016,
"114695450",406,
"114695451",264,
"114705431",174,
"114705432",172,
"114705433",675,
"114705434",202,
"114705435",402,
"114705436",207,
"115800001",227,
"115800002",331,
"115800003",348,
"115810001",743,
"115810002",107,
"115810003",474,
"115810004",541,
"115810005",1134,
"115810006",1741,
"115810007",2082,
"115810008",1532,
"115810009",1543,
"114734043",9841,
"114734044",2519,
"114734045",300,
"114734046",2764,
"114734047",2092,
"114734048",629,
"114734049",4474,
"114734050",2479,
"114734051",1220,
"114734052",216,
"114754092",172,
"115820001",1060,
"115820002",452,
"115820003",2376,
"115820004",174,
"115820005",1015,
"115820006",351,
"115820007",57,
"115830001",690,
"115830002",454,
"115830003",304,
"115830004",1889,
"115830005",948,
"115840001",199,
"115840002",2003,
"115840003",254,
"115850001",505,
"115850002",166,
"115860001",328,
"115860002",948,
"115860003",960,
"115860004",830,
"115860005",706,
"115860006",3980,
"115860007",1187,
"115860008",3639,
"115860009",315,
"115870001",732,
"115870002",1785,
"115870003",546,
"114763954",382,
"114763955",360,
"114763956",435,
"114763957",597,
"114763958",1673,
"114763959",218,
"114763960",428,
"114763961",380,
"114763962",183,
"114773995",584,
"114773996",452,
"114773997",200,
"114773998",2314,
"114773999",7464,
"114774000",623,
"114774001",239,
"114774002",147,
"114774003",454,
"114774004",352,
"114774005",461,
"114780001",273,
"114783975",541,
"114783976",161,
"114783977",265,
"114783979",156,
"114783980",120,
"114783982",281,
"114793934",272,
"114793935",256,
"114793936",2382,
"114793937",943,
"114793938",1772,
"114793939",875,
"114793940",266,
"114793941",1052,
"114803871",652,
"114803872",95,
"114803873",114,
"114803874",186,
"114803875",381,
"114803876",388,
"114803877",2660,
"114803878",1109,
"114813891",305,
"114813892",420,
"114813893",252,
"114813894",793,
"114813895",467,
"114813896",145,
"114813897",262,
"114813898",427,
"114813899",1068,
"114813900",1295,
"114813901",1182,
"114820001",3542,
"114823778",3,
"114823779",209,
"114823780",307,
"114823782",392,
"114823783",174,
"114823784",741,
"114823785",497,
"114823786",212,
"114823787",286,
"114823788",65,
"114833914",1787,
"114833915",373,
"114833916",270,
"114833917",223,
"114833918",437,
"114833919",413,
"114833920",163,
"114833921",203,
"114840001",299,
"114843817",422,
"114843818",680,
"114843820",277,
"114843822",410,
"114843823",433,
"114853836",208,
"114853837",170,
"114853838",392,
"114853839",3238,
"114853840",143,
"114853841",387,
"114853842",381,
"114853843",323,
"114853844",105,
"114853845",410,
"114863801",1593,
"114863802",2617,
"114863803",2606,
"114863804",2964,
"114873858",2931,
"114893722",483,
"114893723",455,
"114893724",2073,
"114893725",513,
"114893726",699,
"114893727",574,
"114893728",1248,
"114893729",520,
"114893730",200,
"114893731",365,
"114893732",973,
"114893733",758,
"114900001",1926,
"114903707",251,
"114903708",1338,
"114903709",109,
"114910001",213,
"114913683",400,
"114913684",642,
"114913685",11215,
"114913686",990,
"114913687",1480,
"114913688",133,
"114913689",868,
"114913690",744,
"114913691",263,
"114913692",125,
"114920001",627,
"114920002",2790,
"114923747",169,
"114923748",162,
"114923749",1114,
"114923750",169,
"114923751",412,
"114923752",342,
"114923753",250,
"114923754",386,
"114923755",595,
"114923756",921,
"114923757",5003,
"114923758",3662,
"114923759",396,
"114923760",4599,
"114923761",4892,
"114923762",3820,
"114923763",10527,
"114923764",3161,
"114923765",5614,
"114933639",211,
"114933640",200,
"114933641",938,
"114933642",222,
"114933643",220,
"114933644",226,
"114933645",923,
"114933646",148,
"114933647",160,
"114940001",435,
"114940002",137,
"114943625",1811,
"114943626",94,
"115880001",503,
"115880002",211,
"115880003",311,
"115880004",245,
"115880005",4017,
"115880006",301,
"115890001",932,
"115890002",596,
"115890003",172,
"115890004",946,
"115890005",470,
"114953442",319,
"114953443",293,
"114953444",196,
"114953445",371,
"114953446",1169,
"114953447",1400,
"114953448",356,
"114953449",273,
"114953450",54,
"114953451",161,
"114953452",216,
"114960001",75,
"114960002",154,
"114963422",1121,
"114963423",183,
"114963424",103,
"114963425",586,
"114963426",572,
"114963427",368,
"114963428",2236,
"114963429",220,
"114973465",144,
"114973466",118,
"114973467",211,
"114973468",336,
"114973469",2031,
"114973470",213,
"114973471",1837,
"114973472",299,
"114973473",178,
"114973474",123,
"114973475",105,
"114973476",183,
"114980001",1699,
"114980002",145,
"114983588",534,
"114983589",1591,
"114983590",154,
"114983591",737,
"114983592",907,
"114983593",659,
"114993607",191,
"114993608",389,
"114993609",631,
"114993610",1025,
"114993611",717,
"115000001",772,
"115000002",138,
"115003511",307,
"115003512",560,
"115003513",105,
"115003514",3488,
"115003515",3502,
"115003516",10354,
"115003518",386,
"115003520",5382,
"115003521",7191,
"115003522",292,
"115003524",8207,
"115003525",5381,
"115003526",121,
"115003527",1867,
"115003528",309,
"115003529",141,
"115013569",405,
"115013570",352,
"115013571",1315,
"115013572",563,
"115013573",8888,
"115013574",104,
"115013575",426,
"115030001",422,
"115030002",357,
"115033490",238,
"115033491",223,
"115033492",467,
"115033493",860,
"115033494",199,
"115033495",1097,
"115033496",932,
"115033497",412,
"115900001",190,
"115900002",419,
"115910001",2875,
"115910002",198,
"115910003",579,
"115910004",150,
"115910005",382,
"115910006",331,
"115910007",460,
"115910008",927,
"115910009",845,
"115910010",220,
"115910011",380,
"115910012",435,
"115910013",338,
"115044190",758,
"115044191",205,
"115044192",239,
"115044193",386,
"115050001",162,
"115050002",187,
"115054105",342,
"115054106",809,
"115054107",239,
"115054108",181,
"115054109",247,
"115054110",420,
"115054112",166,
"115054114",158,
"115054115",324,
"115060001",176,
"115060002",242,
"115060003",369,
"115060004",147,
"115060005",421,
"115060006",204,
"115060007",116,
"115060008",145,
"115060009",1511,
"115064128",395,
"115064131",252,
"115064132",411,
"115064133",205,
"115920001",11,
"115930001",326,
"115930002",397,
"115940001",958,
"115940002",407,
"115940003",135,
"115950001",110,
"115950002",188,
"115950003",423,
"115950004",481,
"115960001",323,
"115960002",270,
"115960003",141,
"115960004",570,
"115960005",405,
"115970001",517,
"115970002",350,
"115970003",450,
"115970004",89,
"115094271",199,
"115094272",158,
"115094273",505,
"115094274",562,
"115094275",817,
"115104225",305,
"115104226",327,
"115104227",398,
"115104228",298,
"115104229",520,
"115110001",115,
"115110002",371,
"115114406",1035,
"115114408",464,
"115114409",507,
"115114410",233,
"115114411",372,
"115114412",289,
"115114413",2577,
"115114414",362,
"115114415",409,
"115124355",266,
"115124356",215,
"115124357",601,
"115124358",189,
"115124359",325,
"115130001",904,
"115130002",290,
"115130003",132,
"115130004",65,
"115134372",173,
"115134373",256,
"115134375",665,
"115144257",456,
"115144258",535,
"115154389",418,
"115154390",395,
"115154391",229,
"115154392",3101,
"115154393",1369,
"115164338",231,
"115164339",113,
"115164340",190,
"115164341",546,
"115164342",722,
"115174288",526,
"115174289",143,
"115174290",2855,
"115184206",427,
"115184207",174,
"115184208",267,
"115184209",360,
"115184210",383,
"115184211",215,
"115184212",1236,
"115194303",192,
"115194304",401,
"115194305",376,
"115194306",150,
"115194307",385,
"115194308",1943,
"115194309",237,
"115204322",357,
"115204323",277,
"115204324",583,
"115204325",295,
"115214242",8760,
"115214243",6817,
"115214244",2014,
"115224477",716,
"115224478",314,
"115224479",559,
"115224480",849,
"115224481",280,
"115224482",333,
"115234495",507,
"115234496",75,
"115234497",1809,
"115234498",1620,
"115234499",2331,
"115234500",722,
"115234501",189,
"115234502",754,
"115234503",630,
"115234504",3720,
"115234505",303,
"115234506",327,
"115244519",2501,
"115244520",120,
"115244521",1461,
"115244522",353,
"115244523",81,
"115244524",732,
"115244525",953,
"115244526",212,
"115980001",1116,
"115980002",250,
"115980003",352,
"115980004",358,
"115980005",362,
"115980006",625,
"115980007",481,
"115980008",1939,
"115980009",2462,
"115980010",7311,
"115980011",296,
"115990001",291,
"115990002",173,
"115990003",172,
"115990004",97,
"116000001",190,
"116000002",335,
"116000003",4279,
"116000004",125,
"116000005",1657,
"116000006",361,
"116000007",256,
"116000008",2183,
"116010001",105,
"116010002",1298,
"116010003",835,
"116010004",1239,
"116010005",38,
"116010006",16,
"115294681",306,
"115294682",320,
"115294683",355,
"115294684",626,
"115294685",1241,
"115304698",271,
"115304699",558,
"115304700",208,
"115304701",433,
"115304702",6390,
"115304703",1763,
"115304704",961,
"115314662",597,
"115314663",204,
"115314664",400,
"115314665",2754,
"115314666",325,
"115314667",1194,
"115314668",271,
"116020001",3711,
"116020002",297,
"116020003",2806,
"116020004",2431,
"116020005",2301,
"116020006",445,
"116030001",222,
"116030002",267,
"116030003",236,
"116030004",179,
"116040001",593,
"116040002",331,
"116040003",275,
"116040004",321,
"116040005",281,
"116040006",51,
"116040007",1589,
"116040008",3017,
"116040009",473,
"116040010",220,
"116050001",247,
"116050002",138,
"116060001",706,
"116060002",402,
"116060003",487,
"115334594",117,
"115334595",893,
"115334596",446,
"115344559",576,
"115344560",511,
"115344561",248,
"115354539",1531,
"115354540",514,
"115354541",517,
"115354542",141,
"115354543",842,
"115354544",400,
"115354545",249,
"115354546",1577,
"115364609",153,
"115364610",445,
"115364611",172,
"115364612",904,
"115364613",404,
"115364614",378,
"115364615",382,
"115374648",67,
"115374649",21,
"115380001",393,
"115380002",3174,
"115384628",224,
"115384629",284,
"115384630",1141,
"115384632",705,
"115384633",440,
"115384634",2828,
"115384635",1299,
"116070001",152,
"116070002",2331,
"116070003",406,
"116070004",233,
"116070005",209,
"116080001",358,
"116080002",296,
"116090001",299,
"Migratory - Offshore - Shipping (NSW)",84,
"POW No Fixed Address (NSW)",143362,
"210010001",159,
"210010002",346,
"210010003",962,
"210010004",397,
"210013331",641,
"210013350",1279,
"210023330",545,
"210023332",1721,
"210023337",356,
"210023338",4284,
"210023341",1724,
"210023342",856,
"210023343",1381,
"210023344",3090,
"210023345",2866,
"210023351",592,
"210033333",532,
"210033334",345,
"210033335",583,
"210033339",258,
"210033340",265,
"210033346",654,
"210033347",212,
"210033348",432,
"210033349",320,
"210033361",114,
"210043327",117,
"210043328",583,
"210043329",667,
"210043336",612,
"210043366",493,
"210043367",526,
"210043368",1605,
"210043369",499,
"210053363",430,
"210053364",2263,
"210053365",227,
"210060001",790,
"210060002",91,
"210063370",1654,
"210063371",446,
"210073283",331,
"210083352",2583,
"210083353",2081,
"210083354",397,
"210083356",106,
"210083358",1895,
"210083359",663,
"210083360",1454,
"210093377",261,
"210093381",63,
"210093383",165,
"210093384",599,
"210093385",356,
"210103362",343,
"210103374",754,
"210103375",628,
"210103376",207,
"210110001",968,
"210110002",299,
"210113372",1877,
"210123386",449,
"210123387",124,
"210123388",279,
"210133392",623,
"210133393",270,
"210143394",708,
"210143395",503,
"210153284",404,
"210153285",144,
"210163506",3360,
"210170001",339,
"210170002",111,
"210170003",336,
"210180001",337,
"210183436",193,
"210183441",343,
"210183442",713,
"210183445",578,
"210183446",821,
"210183447",177,
"210183448",456,
"210183449",582,
"210183450",293,
"210183452",1007,
"210183453",2575,
"210183454",339,
"210183455",1858,
"210183456",4628,
"210183457",3053,
"210183458",1037,
"210183468",120,
"210183483",666,
"210183499",573,
"210190001",76,
"210190002",107,
"210193459",392,
"210193460",181,
"210193461",135,
"210193462",354,
"210193463",200,
"210193464",206,
"210193465",289,
"210193466",145,
"210203473",833,
"210203474",206,
"210203475",370,
"210203476",486,
"210203477",692,
"210203480",252,
"210203481",108,
"210203482",229,
"210203486",861,
"210203502",1373,
"210213469",435,
"210213470",496,
"210213471",292,
"210213478",275,
"210213479",172,
"210213504",0,
"210220001",0,
"210220002",235,
"210223437",263,
"210223438",223,
"210223439",185,
"210223467",1808,
"210223472",98,
"210223493",284,
"210223494",510,
"210223495",289,
"210223496",619,
"210223497",1326,
"210223498",321,
"210223501",217,
"210233500",576,
"210243503",675,
"210243505",649,
"210250001",295,
"210250002",280,
"210250003",232,
"210253485",296,
"210253487",113,
"210253488",356,
