SA3_CODE_2016,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
60104,132,13,5,864,658,70,122,10,9,869,605,70,122,16,9,821,606,63,139,14,13,839,351,43,117,20,7,541,144,25,74,14,5,259,30,17,37,8,3,101,14,3,15,5,3,40,6262,474,1001,139,89,7970
60105,348,19,39,5925,5317,314,343,49,49,6073,5052,284,385,45,42,5808,4461,266,334,38,45,5139,2707,224,306,47,35,3315,943,140,222,39,21,1360,214,32,96,30,14,390,95,32,47,21,16,204,45792,1990,2774,376,424,51349
60106,56,8,9,304,225,23,60,9,9,325,251,39,81,9,7,386,243,28,88,13,0,371,131,23,51,17,7,217,46,14,41,16,3,125,13,8,19,10,0,53,7,7,6,5,0,26,2255,182,527,97,41,3108
60201,254,26,35,3995,3775,256,309,35,35,4415,3609,289,289,40,37,4254,3276,248,313,56,34,3925,2046,181,284,31,33,2576,701,106,152,37,22,1014,193,46,52,22,12,321,76,15,37,12,12,150,32194,1704,2297,332,340,36869
60202,84,21,11,500,446,50,106,21,8,633,430,53,103,36,4,636,364,77,136,57,14,633,311,46,132,36,8,530,81,28,91,40,10,250,27,21,44,21,0,113,14,6,35,13,0,75,3509,400,878,304,74,5172
60203,124,36,13,1202,1084,101,149,42,14,1395,1126,100,174,52,22,1476,1061,122,218,79,14,1502,684,106,171,74,25,1060,231,77,107,63,8,476,54,24,65,42,9,202,23,16,45,47,14,149,9101,748,1272,506,179,11808
60301,36,17,8,207,154,18,61,12,14,257,174,18,60,19,8,269,150,14,64,29,7,264,113,17,64,27,8,232,41,20,39,22,4,123,19,6,15,23,0,69,11,10,17,13,0,45,1388,142,429,182,65,2207
60302,84,17,6,523,396,54,112,26,5,595,385,44,87,33,6,562,403,37,145,39,10,636,239,35,110,21,5,414,95,34,63,29,10,222,30,9,27,19,3,82,5,4,19,20,9,58,3486,271,817,233,82,4887
60303,41,6,10,224,157,26,41,11,7,236,201,20,45,5,6,275,197,26,44,14,6,284,144,26,60,18,5,246,61,20,22,18,0,124,20,7,20,10,0,59,4,11,3,11,3,29,1529,162,324,100,50,2166
60401,130,19,19,1925,1910,151,158,30,24,2268,2009,135,158,41,32,2379,1683,110,190,53,28,2071,1068,87,158,39,20,1371,301,53,77,33,18,485,77,22,35,32,5,175,30,20,30,23,9,109,15815,861,1196,335,240,18442
60402,121,14,22,1805,1710,114,169,11,30,2034,1638,118,188,45,18,2011,1502,118,161,45,25,1849,947,86,142,41,29,1238,306,72,109,31,13,529,81,31,53,30,6,202,27,23,37,21,18,116,14198,794,1249,292,228,16767
60403,81,36,11,719,652,52,86,32,22,844,680,60,96,31,14,879,604,73,123,31,22,855,362,47,105,44,14,565,117,24,56,35,4,245,32,10,25,16,4,93,16,7,27,24,3,81,5628,372,750,308,144,7203
69797,0,0,0,7,5,0,0,0,0,5,3,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,55
69999,325,13,11,943,562,104,425,15,21,1130,586,86,390,11,25,1099,524,80,408,16,19,1050,396,48,308,15,22,790,129,18,108,10,7,278,51,6,23,3,4,85,15,0,25,8,7,54,5407,613,2815,126,170,9132
70101,113,21,33,2899,2589,216,118,11,19,2952,2234,195,132,15,12,2593,1844,161,103,26,17,2155,1164,118,93,21,14,1415,472,82,58,19,7,631,100,30,26,14,4,178,43,11,6,14,7,88,24802,1288,907,182,230,27413
70102,124,16,25,2605,2193,130,154,19,26,2521,1866,134,134,22,27,2192,1597,122,131,12,17,1887,1045,88,126,19,18,1296,447,40,63,11,6,568,102,12,29,6,5,162,29,4,10,6,3,62,20269,900,1080,168,254,22672
70103,69,8,17,1661,1374,91,89,17,15,1583,1251,72,88,26,18,1454,967,66,65,18,11,1129,548,43,58,18,12,679,184,28,38,22,7,275,36,14,15,10,0,82,14,3,7,3,0,32,13514,508,587,160,137,14906
70104,67,3,13,880,640,75,53,15,4,786,508,63,64,8,6,653,418,50,48,0,9,526,250,23,26,4,3,307,96,20,13,5,0,132,31,5,4,0,0,45,6,3,8,0,0,18,6308,474,457,65,83,7396
70201,61,3,3,1670,1580,101,74,5,15,1777,1506,110,82,7,26,1727,1373,100,80,15,9,1577,955,70,68,9,14,1120,371,38,38,10,8,464,99,10,19,5,5,138,34,8,10,0,0,62,14802,636,624,79,143,16277
70202,7,4,3,162,160,11,4,3,7,188,153,5,6,4,0,179,157,10,3,3,4,173,114,14,4,0,3,138,46,8,7,0,3,63,8,0,0,3,0,19,8,0,0,0,0,6,1714,77,58,25,34,1913
70203,21,11,6,489,444,25,23,4,8,507,440,28,30,15,3,519,376,22,22,3,0,418,261,16,14,6,3,302,84,12,14,6,0,113,19,3,6,7,3,40,12,0,4,0,4,21,4013,136,169,61,47,4432
70204,12,0,3,591,490,12,7,0,9,524,475,14,22,3,3,513,411,12,8,0,7,430,240,8,3,0,8,255,97,12,4,0,0,113,26,0,3,0,0,25,4,0,0,0,0,12,4209,93,80,20,50,4453
70205,19,4,7,613,605,36,23,7,6,684,581,45,27,15,10,674,482,40,24,11,4,566,293,33,29,8,4,373,168,14,15,8,3,203,44,12,8,5,3,70,9,4,4,7,0,36,5831,297,230,84,88,6525
79797,0,0,0,13,7,0,0,0,0,9,17,0,0,0,0,15,15,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,88,3,4,4,0,91
79999,104,10,9,413,234,31,110,8,6,389,217,50,94,10,10,372,189,42,89,3,6,324,119,30,53,10,5,221,54,8,29,4,6,98,11,6,5,0,0,29,13,0,4,0,0,20,2491,331,736,60,61,3674
80101,160,32,22,3287,2726,189,150,24,20,3104,2351,141,174,22,9,2694,1795,137,174,28,11,2129,1138,125,167,29,9,1462,440,72,118,23,7,660,133,37,43,18,5,230,49,8,20,17,3,100,25353,1236,1468,256,151,28466
80103,27,7,0,1592,1505,70,36,3,4,1621,1348,62,26,5,4,1438,975,44,25,5,3,1059,502,39,17,7,5,573,190,11,12,4,0,220,31,10,0,3,0,49,19,3,0,0,3,22,12454,418,238,37,54,13195
80104,126,23,11,1658,1132,192,121,26,10,1476,898,138,97,17,7,1161,718,100,74,20,9,925,429,71,62,12,10,580,191,44,39,6,6,292,59,21,18,11,3,114,18,16,0,10,4,48,12404,1200,951,187,100,14840
80105,179,10,32,7559,6742,275,196,27,28,7259,5967,229,192,25,25,6430,4430,192,156,12,26,4821,2383,134,143,18,24,2701,896,87,89,14,19,1110,222,33,33,6,5,293,71,14,22,13,4,130,59549,1764,1447,207,273,63241
80106,106,19,43,6369,5637,386,151,25,29,6231,4929,348,170,34,46,5524,3826,315,153,27,22,4341,2283,191,138,17,14,2647,989,150,108,38,17,1294,239,58,42,15,12,368,79,34,30,23,16,188,49992,2334,1238,251,301,54124
80107,154,15,6,2020,1656,173,141,18,12,2000,1606,136,173,19,6,1939,1285,131,159,26,6,1605,720,97,137,19,8,970,259,49,87,16,5,418,74,15,35,13,6,134,24,10,13,4,0,55,16069,1034,1219,175,102,18594
80108,42,0,3,442,307,49,43,4,0,410,283,28,48,3,0,366,232,23,41,0,3,294,142,22,41,6,7,214,78,24,37,3,4,147,31,14,25,3,3,70,10,3,4,4,0,27,3440,295,370,46,30,4182
80109,73,15,11,2582,2332,138,85,13,15,2577,2129,138,100,9,17,2387,1700,101,92,20,11,1921,983,79,74,13,10,1156,383,59,60,19,6,523,96,31,28,11,4,172,50,22,13,13,9,103,21450,862,735,130,132,23316
80110,0,3,0,28,23,0,3,0,0,25,23,3,0,0,0,24,11,8,3,0,0,19,4,0,4,0,0,5,8,0,8,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,207,32,30,5,4,280
80111,0,0,0,38,47,3,6,0,0,57,48,4,3,4,0,56,29,0,0,0,0,32,16,0,0,0,0,16,7,4,3,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,366,21,12,5,0,403
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,175,3,7,698,374,100,196,11,12,690,300,89,173,11,7,587,267,65,170,5,8,516,200,50,119,8,11,385,100,20,70,6,5,199,18,6,24,3,3,53,16,0,9,5,3,32,4341,805,1533,69,78,6817
90101,0,0,3,91,97,3,7,3,5,111,112,3,9,3,0,129,81,7,3,3,3,92,73,3,5,3,0,93,64,5,0,7,0,78,12,0,0,0,0,13,5,0,0,0,0,5,874,32,42,19,13,986
90102,0,0,0,26,11,0,0,0,3,20,30,0,0,0,3,31,22,5,3,0,0,36,14,0,3,0,3,21,6,0,3,3,3,8,0,0,0,0,0,3,0,0,0,0,0,0,187,11,19,3,16,237
90103,0,0,0,55,33,3,3,0,0,39,45,0,0,0,0,46,57,3,0,0,0,61,23,0,0,0,0,26,9,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,433,10,17,4,9,478
90104,16,0,5,99,83,3,25,0,0,114,90,4,25,3,6,126,79,6,38,3,4,131,72,3,17,7,0,103,43,3,16,0,0,74,19,0,10,0,3,34,5,3,15,3,3,33,710,34,190,23,23,988
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,16,17,0,4,0,0,19,11,3,3,0,0,18,8,3,0,0,0,12,3,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,92,13,11,3,0,118
