GCCSA_CODE_2016,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000mo_Mng,NG_3000mo_Pro,NG_3000mo_TecTW,NG_3000mo_CoPSW,NG_3000mo_ClAW,NG_3000mo_SWks,NG_3000mo_MaOpDv,NG_3000mo_Lab,NG_3000mo_IDNS,NG_3000mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot
3RQLD,3,20,0,9,81,5,3,3,3,122,6,129,9,31,131,12,3,7,13,341,11,183,19,38,213,18,3,16,8,506,14,141,12,66,197,33,4,19,9,495,20,166,23,100,240,27,10,18,12,607,26,333,50,109,403,64,17,40,11,1055,50,306,67,153,620,65,54,41,28,1383,82,413,145,460,958,74,124,32,48,2336,173,691,423,873,1715,57,193,34,68,4228,300,943,622,758,1638,19,165,23,78,4549,460,1199,407,482,750,11,56,13,52,3432,480,920,188,253,304,3,15,3,31,2207,719,1464,129,214,239,3,12,3,31,2803,214,444,6,13,33,3,3,0,4,717,26,51,20,23,59,12,3,6,3,195,2577,7418,2127,3576,7569,398,669,257,396,24993,15,65,10,37,34,0,0,17,7,186,15,142,23,256,54,10,3,198,4,702,33,250,41,597,151,11,3,271,8,1363,45,396,75,809,192,16,15,325,8,1877
3GBRI,7,47,6,7,36,0,0,3,8,110,15,283,15,52,174,15,4,10,12,576,13,435,21,81,224,15,6,8,20,829,23,348,21,40,176,19,5,20,13,672,15,435,26,77,279,37,11,26,10,914,32,834,46,96,553,59,32,33,18,1696,64,618,90,183,853,69,63,28,24,2002,114,920,205,414,1501,87,155,28,53,3482,293,1438,543,996,2954,81,299,30,113,6745,538,2208,863,897,2777,39,195,19,136,7675,842,2891,576,496,1547,20,88,6,105,6581,807,1936,274,237,609,8,32,4,54,3958,1712,3352,249,228,665,15,22,3,52,6305,561,1275,30,26,125,4,6,0,10,2041,32,117,10,28,105,3,10,8,10,321,5074,17138,2974,3865,12579,470,914,230,648,43890,11,83,7,25,42,0,3,19,0,196,15,113,21,271,72,17,3,153,3,667,42,275,25,633,134,23,5,193,3,1346,63,412,29,777,230,30,18,212,11,1783
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,3,0,0,20,0,0,0,3,27,0,8,0,3,39,0,0,0,0,52,0,14,0,3,71,0,0,3,0,92,0,6,0,6,39,0,0,3,0,55,3,12,3,3,37,0,4,0,0,61,0,20,4,11,37,0,4,0,0,74,4,14,0,3,25,4,3,3,0,60,3,12,9,11,24,0,6,0,3,65,8,17,17,26,22,3,12,0,3,110,13,18,10,25,15,0,11,0,4,83,6,12,19,6,19,0,3,0,0,67,8,14,8,9,12,0,0,0,0,52,11,16,7,9,11,0,0,0,0,64,4,11,0,0,4,0,0,0,0,18,0,0,0,0,3,0,0,0,0,6,64,173,80,117,371,9,44,13,13,887,0,9,0,0,4,0,0,0,0,10,0,25,0,9,0,0,0,14,0,49,0,45,4,13,0,0,0,23,0,91,0,50,0,20,9,0,0,18,0,93
2RVIC,3,10,3,3,42,0,0,0,4,65,4,70,11,16,92,12,0,6,0,199,6,93,11,31,188,8,4,8,3,350,11,82,20,31,181,18,10,15,3,357,13,140,16,47,192,29,3,16,7,455,30,213,35,93,352,54,23,28,16,841,51,231,132,216,449,56,81,24,17,1254,72,323,179,213,672,51,54,29,20,1622,137,477,185,232,1127,41,49,19,66,2334,176,658,169,209,912,15,42,12,59,2246,304,879,124,156,456,3,11,3,49,1986,311,626,55,72,164,3,7,6,17,1253,510,797,31,64,118,3,3,0,26,1554,145,172,9,3,17,0,0,0,0,340,12,28,9,15,45,0,0,5,8,123,1773,4775,977,1388,5003,290,289,176,303,14967,0,40,0,27,9,0,0,3,3,91,3,124,27,163,44,8,0,78,8,455,10,340,46,353,136,5,10,86,0,997,25,421,65,545,252,10,15,157,6,1502
2GMEL,8,82,6,16,76,0,0,3,13,204,17,425,43,100,227,26,4,25,11,893,31,790,86,138,413,48,19,14,24,1565,23,684,54,126,391,38,22,30,15,1387,40,865,70,190,500,87,39,43,21,1861,83,1740,129,249,948,188,88,44,35,3506,146,1560,336,407,1442,169,156,52,59,4330,251,2027,490,423,2613,229,216,53,87,6385,510,3128,728,471,4763,153,202,40,187,10183,798,4062,759,430,4738,67,90,27,223,11197,1332,5846,548,364,2700,44,46,21,217,11115,1376,4333,317,243,1035,28,20,15,130,7492,3313,7410,342,307,1207,54,8,5,168,12816,1799,2828,52,45,291,34,0,0,38,5085,75,242,41,47,230,14,9,3,26,694,9802,36021,4001,3545,21581,1183,922,393,1258,78708,21,179,15,50,47,0,8,6,12,328,19,336,54,307,119,12,6,67,7,927,43,797,93,675,306,19,21,105,3,2068,35,953,173,985,525,23,17,138,15,2862
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,3,0,0,25,0,0,0,0,31,0,20,3,4,59,0,0,0,0,87,0,23,3,7,54,0,0,4,0,94,0,10,0,12,40,0,0,3,0,62,0,27,6,10,36,6,3,0,0,84,0,18,0,13,41,4,3,8,0,85,0,20,3,14,26,0,3,4,3,68,0,25,7,15,29,7,10,0,0,94,8,18,15,21,38,0,10,3,3,109,7,23,4,13,9,0,3,0,0,62,10,21,10,3,8,0,3,0,0,56,11,14,7,6,3,0,0,0,0,43,12,23,0,4,3,0,0,0,3,43,3,6,0,0,3,0,0,0,0,14,0,3,0,0,0,0,0,0,0,10,55,244,58,125,368,20,29,23,15,944,3,5,0,0,0,0,0,0,3,13,0,7,0,8,0,0,0,4,0,24,0,17,3,27,0,0,0,3,0,52,0,22,3,19,3,4,0,8,0,63
1RNSW,8,21,0,3,54,3,0,0,8,92,7,176,17,46,169,15,3,10,15,454,23,266,19,84,297,20,8,36,16,759,8,203,23,84,294,24,8,25,15,687,19,296,38,104,403,46,11,43,10,977,34,492,53,223,661,96,22,44,21,1651,64,492,161,700,851,82,44,58,33,2474,112,608,242,360,1437,133,58,37,67,3058,224,950,523,401,2438,65,89,32,106,4822,383,1299,682,405,2332,33,51,28,104,5318,585,1709,577,326,971,16,30,19,92,4322,550,1387,285,192,376,7,16,11,39,2852,1072,2247,208,160,357,9,35,8,37,4129,414,636,12,15,52,0,4,0,6,1144,25,92,9,26,84,4,4,8,15,269,3534,10874,2858,3117,10771,549,384,348,576,33008,4,47,7,34,16,6,3,13,8,129,5,192,10,217,67,12,0,71,7,586,16,316,40,497,179,11,15,163,0,1244,18,521,61,646,265,15,20,211,8,1762
1GSYD,19,71,3,3,55,7,3,3,12,172,15,447,25,72,215,28,3,6,20,832,28,626,37,124,379,36,6,25,27,1288,25,525,32,129,324,31,10,25,12,1121,40,606,56,166,456,61,28,40,18,1470,70,1302,124,164,920,136,61,46,37,2862,136,1116,140,305,1478,144,114,56,40,3540,212,1501,310,423,2806,181,256,70,69,5825,437,2420,840,734,4795,186,313,70,187,9996,768,3282,1220,856,4522,74,193,46,191,11163,1245,4486,1132,799,2960,40,112,26,185,10982,1313,3944,659,497,1380,28,57,13,117,8022,3382,7679,676,626,1336,60,52,19,152,13983,2174,3351,72,77,357,29,8,3,42,6111,66,222,36,43,200,8,15,6,23,616,9932,31586,5377,5023,22179,1041,1237,464,1139,77983,26,142,11,54,62,5,8,15,11,337,21,280,23,334,167,7,6,62,9,919,43,530,40,736,317,30,32,203,13,1942,51,828,62,868,431,20,36,204,11,2500
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,25,0,0,0,0,26,0,19,0,4,53,0,0,0,0,83,0,25,3,3,78,3,0,0,3,116,0,23,0,3,56,3,0,0,0,92,0,15,3,4,52,0,4,0,3,79,0,17,9,14,58,0,5,3,0,108,3,11,0,29,42,3,8,0,3,106,5,32,10,18,38,10,11,0,3,129,9,27,21,26,36,0,6,3,6,139,8,21,22,26,24,0,5,3,3,119,16,39,28,14,25,0,3,0,0,131,8,25,13,17,11,0,3,0,0,70,30,35,17,11,10,0,0,0,0,110,11,16,3,4,0,0,0,0,0,31,0,3,0,0,0,0,0,0,3,10,94,303,132,191,527,19,40,16,26,1349,0,4,0,5,4,0,0,0,0,16,3,29,0,20,3,0,3,5,0,61,0,45,7,42,4,0,4,13,0,121,3,60,3,79,18,0,4,11,0,174
