GCCSA_CODE_2016,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49mo_Mng,FTS_49mo_Pro,FTS_49mo_TecTW,FTS_49mo_CoPSW,FTS_49mo_ClAW,FTS_49mo_SWks,FTS_49mo_MaOpDv,FTS_49mo_Lab,FTS_49mo_IDNS,FTS_49mo_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49mo_Mng,PTS_49mo_Pro,PTS_49mo_TecTW,PTS_49mo_CoPSW,PTS_49mo_ClAW,PTS_49mo_SWks,PTS_49mo_MaOpDv,PTS_49mo_Lab,PTS_49mo_IDNS,PTS_49mo_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
3RQLD,37,60,97,456,84,781,44,397,34,1984,244,875,986,6257,1306,15290,542,6807,210,32518,158,240,355,1653,467,2594,176,1138,46,6839,97,123,137,750,210,781,51,315,10,2470,44,109,301,227,163,140,14,83,11,1081,35,87,206,110,73,43,5,45,3,609,20,24,153,53,26,22,3,33,0,333,23,32,111,73,25,32,9,27,7,351,9,34,48,210,38,349,25,183,283,1185,662,1582,2388,9788,2399,20038,875,9031,610,47372,10,9,75,65,28,49,3,33,5,279,21,69,130,485,111,695,57,304,13,1879,36,93,145,487,167,518,44,272,0,1761,56,119,226,605,206,455,36,176,7,1891,105,303,1109,493,472,245,48,130,10,2924,94,231,932,185,228,73,31,47,14,1841,55,114,526,104,85,60,24,45,3,1009,51,104,398,95,55,26,30,55,3,811,8,17,48,41,20,53,5,24,65,270,434,1057,3590,2574,1373,2168,268,1084,129,12670
3GBRI,44,111,86,505,194,782,48,396,20,2179,337,2271,1129,8656,2604,16173,846,7027,301,39350,299,719,655,2971,1541,4049,424,2018,87,12766,165,312,171,1151,589,1251,92,464,23,4219,91,168,240,284,259,211,27,83,16,1380,58,125,185,113,141,63,14,38,3,742,30,63,116,60,58,50,10,21,3,423,43,65,85,63,52,40,6,22,10,380,22,57,49,247,71,359,30,174,331,1329,1097,3888,2713,14049,5502,22973,1500,10240,796,62773,6,24,63,71,37,56,10,17,7,282,19,134,84,591,169,729,75,363,16,2192,54,144,158,555,273,545,79,326,13,2149,86,185,192,592,270,425,47,183,18,1994,112,353,864,474,584,205,47,75,25,2752,96,335,877,186,349,87,24,55,21,2039,64,175,462,83,120,54,21,32,6,1015,65,164,345,81,63,41,21,22,4,805,9,10,44,47,13,33,11,17,55,238,512,1531,3089,2674,1883,2183,326,1099,174,13458
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,3,18,16,52,17,19,3,23,10,168,17,328,156,468,51,172,38,261,29,1518,8,13,51,78,23,34,17,87,3,319,0,10,13,34,8,16,4,13,0,105,0,3,43,7,4,4,0,3,0,60,4,3,41,5,0,3,0,3,0,68,0,0,21,3,0,0,0,4,0,29,4,0,24,3,0,3,0,7,3,36,3,11,3,23,4,16,0,17,27,107,39,394,369,669,105,277,67,427,70,2414,0,0,22,3,0,4,0,9,0,36,3,12,21,42,8,12,0,31,0,131,0,3,26,18,5,12,5,20,3,98,3,7,43,19,4,3,4,14,3,106,7,3,192,11,5,3,0,8,5,231,8,3,246,3,6,3,8,10,3,290,3,0,133,3,3,0,0,3,0,143,5,0,79,4,5,3,0,4,0,104,0,0,7,0,0,0,0,0,3,20,24,39,776,105,34,40,18,96,19,1149
2RVIC,24,33,39,390,60,728,40,370,24,1708,242,456,523,4411,691,10517,233,5352,159,22591,104,117,155,905,205,1356,98,684,29,3665,47,64,60,355,80,305,27,132,9,1093,26,43,207,108,70,59,3,38,4,557,15,43,153,63,25,17,7,20,4,355,18,17,88,42,13,23,5,15,3,220,18,15,33,49,11,28,15,17,3,183,9,19,43,197,20,322,12,158,240,1026,501,812,1311,6522,1181,13366,445,6786,480,31408,12,12,56,35,12,35,6,16,3,175,34,42,95,307,60,418,32,237,10,1232,27,38,116,228,58,265,10,158,6,894,24,84,146,260,68,155,8,96,11,847,52,138,1003,212,155,102,11,83,17,1776,69,89,1075,94,102,35,12,53,6,1539,27,53,370,47,29,25,4,44,0,600,48,38,199,45,12,13,4,28,3,393,9,5,57,33,9,19,0,13,41,186,299,497,3121,1257,505,1063,94,720,92,7643
2GMEL,62,231,120,1020,320,1817,97,717,61,4446,936,4367,1623,18416,4974,35909,1298,13858,613,81998,654,1211,1400,5496,2470,8543,1019,4706,215,25721,305,357,283,1528,747,2042,132,640,58,6088,138,312,375,398,310,354,48,122,21,2083,91,293,366,194,187,111,23,74,25,1364,61,110,159,123,66,75,5,25,9,623,45,109,123,125,38,71,13,32,9,577,61,140,115,557,181,856,48,402,869,3226,2358,7138,4561,27850,9295,49779,2693,20567,1883,126119,15,33,122,74,46,101,8,48,13,466,64,241,229,1148,344,1622,125,646,46,4466,131,304,418,991,494,1204,193,697,50,4472,130,333,420,700,397,620,80,245,22,2940,198,484,2374,490,604,288,76,148,47,4699,166,573,2869,306,391,155,38,111,34,4634,99,239,976,122,152,83,19,43,4,1735,93,208,537,126,90,51,14,40,18,1175,17,24,153,78,37,109,10,44,189,661,922,2435,8098,4030,2552,4237,562,2011,418,25258
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,3,42,10,91,20,35,14,47,11,271,22,484,127,884,75,272,67,358,30,2324,5,31,85,109,20,68,47,173,6,549,6,3,23,19,12,20,3,20,4,107,0,3,47,3,3,4,5,4,0,68,7,0,88,6,3,0,3,3,0,110,0,0,22,5,0,0,0,0,0,31,3,6,12,8,0,0,0,0,0,28,3,14,6,31,10,27,5,20,45,157,49,590,418,1151,141,422,143,635,101,3654,0,3,46,7,0,3,3,5,0,70,3,30,38,56,7,27,4,50,0,225,3,10,51,29,0,20,5,47,0,164,0,16,81,9,4,4,4,22,0,143,13,7,530,3,0,3,0,11,0,570,18,7,915,3,3,5,3,6,3,974,3,3,237,4,0,4,0,7,0,258,9,3,118,3,0,4,0,4,3,139,0,0,31,3,4,0,0,3,7,55,55,78,2046,116,18,71,24,154,22,2591
1RNSW,41,90,78,650,98,1183,49,626,43,2849,282,1085,645,6923,1156,15853,683,7662,228,34508,129,249,261,1808,355,2460,163,1103,34,6556,92,134,112,782,146,693,50,290,6,2310,38,126,311,236,127,128,12,63,11,1066,32,85,248,140,56,29,4,37,8,637,15,39,147,60,22,29,3,17,3,344,25,40,77,156,18,39,3,29,3,381,23,76,41,283,42,424,26,202,355,1470,678,1924,1912,11036,2020,20833,995,10024,699,50127,11,23,98,110,30,64,11,48,0,386,30,92,103,629,134,742,57,405,19,2221,29,113,154,610,139,544,45,304,9,1950,47,206,302,635,190,414,32,205,7,2038,123,425,2307,608,524,297,44,162,26,4515,119,275,2118,279,227,103,31,118,13,3296,66,100,928,140,108,61,27,65,4,1484,81,98,506,90,43,47,20,59,9,948,4,21,116,54,17,34,8,26,65,347,516,1350,6637,3162,1408,2308,269,1381,159,17183
1GSYD,65,297,146,1137,417,2132,104,869,86,5263,714,5950,1588,16201,5363,28341,1409,11086,637,71292,728,1921,1535,6823,3373,9413,1005,4636,346,29768,339,631,339,2151,1045,2268,197,698,70,7743,184,434,433,504,514,395,56,156,44,2714,143,370,427,311,333,188,38,88,32,1929,70,140,211,160,104,66,17,45,9,825,99,121,145,177,97,75,13,34,11,780,42,213,109,595,205,762,74,321,965,3292,2388,10089,4934,28052,11456,43632,2926,17942,2194,123610,20,55,133,119,71,98,12,50,20,589,64,365,277,1231,428,1473,131,625,41,4653,156,446,554,1497,679,1427,228,965,72,6027,182,476,846,983,547,821,96,328,46,4332,298,925,2737,874,985,461,102,191,59,6626,304,959,3471,669,817,302,75,153,64,6808,140,429,1398,231,232,116,29,55,15,2647,163,441,971,161,164,79,22,59,23,2091,11,51,246,121,59,96,6,64,219,870,1338,4146,10630,5887,3985,4875,709,2498,563,34640
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,5,48,17,110,19,42,8,45,4,306,17,705,120,842,93,283,71,385,19,2538,15,62,72,134,36,88,37,136,17,602,7,15,32,50,17,21,0,40,7,196,3,5,59,8,3,6,0,11,0,102,11,14,72,4,7,0,4,18,4,125,3,4,24,0,0,0,0,3,0,37,4,12,20,9,0,3,3,4,0,54,4,33,17,31,18,45,5,27,47,220,75,905,441,1186,189,483,134,665,101,4177,0,4,57,9,3,3,3,6,0,82,3,43,47,72,8,28,8,67,3,281,8,25,75,39,9,14,10,71,4,259,12,23,224,28,9,9,3,23,0,330,19,17,720,11,12,7,4,26,3,810,22,10,1193,13,8,0,0,37,4,1292,11,5,341,10,0,0,4,10,0,386,4,15,253,8,7,6,3,8,6,310,3,0,45,5,3,0,0,7,17,73,81,133,2952,192,54,72,37,261,35,3824
