GCCSA_CODE_2016,M_15_19_EWFT,M_15_19_EWPT,M_15_19_EAFW,M_15_19_EHW_NS,M_15_19_Tot,M_20_24_EWFT,M_20_24_EWPT,M_20_24_EAFW,M_20_24_EHW_NS,M_20_24_Tot,M_25_29_EWFT,M_25_29_EWPT,M_25_29_EAFW,M_25_29_EHW_NS,M_25_29_Tot,M_30_34_EWFT,M_30_34_EWPT,M_30_34_EAFW,M_30_34_EHW_NS,M_30_34_Tot,M_35_39_EWFT,M_35_39_EWPT,M_35_39_EAFW,M_35_39_EHW_NS,M_35_39_Tot,M_40_44_EWFT,M_40_44_EWPT,M_40_44_EAFW,M_40_44_EHW_NS,M_40_44_Tot,M_45_49_EWFT,M_45_49_EWPT,M_45_49_EAFW,M_45_49_EHW_NS,M_45_49_Tot,M_50_54_EWFT,M_50_54_EWPT,M_50_54_EAFW,M_50_54_EHW_NS,M_50_54_Tot,M_55_59_EWFT,M_55_59_EWPT,M_55_59_EAFW,M_55_59_EHW_NS,M_55_59_Tot,M_60_64_EWFT,M_60_64_EWPT,M_60_64_EAFW,M_60_64_EHW_NS,M_60_64_Tot,M_65_69_EWFT,M_65_69_EWPT,M_65_69_EAFW,M_65_69_EHW_NS,M_65_69_Tot,M_70_74_EWFT,M_70_74_EWPT,M_70_74_EAFW,M_70_74_EHW_NS,M_70_74_Tot,M_75ov_EWFT,M_75ov_EWPT,M_75ov_EAFW,M_75ov_EHW_NS,M_75ov_Tot,M_Tot_EWFT,M_Tot_EWPT,M_Tot_EAFW,M_Tot_EHW_NS,M_Tot_Tot,F_15_19_EWFT,F_15_19_EWPT,F_15_19_EAFW,F_15_19_EHW_NS,F_15_19_Tot,F_20_24_EWFT,F_20_24_EWPT,F_20_24_EAFW,F_20_24_EHW_NS,F_20_24_Tot,F_25_29_EWFT,F_25_29_EWPT,F_25_29_EAFW,F_25_29_EHW_NS,F_25_29_Tot,F_30_34_EWFT,F_30_34_EWPT,F_30_34_EAFW,F_30_34_EHW_NS,F_30_34_Tot,F_35_39_EWFT,F_35_39_EWPT,F_35_39_EAFW,F_35_39_EHW_NS,F_35_39_Tot,F_40_44_EWFT,F_40_44_EWPT,F_40_44_EAFW,F_40_44_EHW_NS,F_40_44_Tot,F_45_49_EWFT,F_45_49_EWPT,F_45_49_EAFW,F_45_49_EHW_NS,F_45_49_Tot,F_50_54_EWFT,F_50_54_EWPT,F_50_54_EAFW,F_50_54_EHW_NS,F_50_54_Tot,F_55_59_EWFT,F_55_59_EWPT,F_55_59_EAFW,F_55_59_EHW_NS,F_55_59_Tot,F_60_64_EWFT,F_60_64_EWPT,F_60_64_EAFW,F_60_64_EHW_NS,F_60_64_Tot,F_65_69_EWFT,F_65_69_EWPT,F_65_69_EAFW,F_65_69_EHW_NS,F_65_69_Tot,F_70_74_EWFT,F_70_74_EWPT,F_70_74_EAFW,F_70_74_EHW_NS,F_70_74_Tot,F_75ov_EWFT,F_75ov_EWPT,F_75ov_EAFW,F_75ov_EHW_NS,F_75ov_Tot,F_Tot_EWFT,F_Tot_EWPT,F_Tot_EAFW,F_Tot_EHW_NS,F_Tot_Tot,P_15_19_EWFT,P_15_19_EWPT,P_15_19_EAFW,P_15_19_EHW_NS,P_15_19_Tot,P_20_24_EWFT,P_20_24_EWPT,P_20_24_EAFW,P_20_24_EHW_NS,P_20_24_Tot,P_25_29_EWFT,P_25_29_EWPT,P_25_29_EAFW,P_25_29_EHW_NS,P_25_29_Tot,P_30_34_EWFT,P_30_34_EWPT,P_30_34_EAFW,P_30_34_EHW_NS,P_30_34_Tot,P_35_39_EWFT,P_35_39_EWPT,P_35_39_EAFW,P_35_39_EHW_NS,P_35_39_Tot,P_40_44_EWFT,P_40_44_EWPT,P_40_44_EAFW,P_40_44_EHW_NS,P_40_44_Tot,P_45_49_EWFT,P_45_49_EWPT,P_45_49_EAFW,P_45_49_EHW_NS,P_45_49_Tot,P_50_54_EWFT,P_50_54_EWPT,P_50_54_EAFW,P_50_54_EHW_NS,P_50_54_Tot,P_55_59_EWFT,P_55_59_EWPT,P_55_59_EAFW,P_55_59_EHW_NS,P_55_59_Tot,P_60_64_EWFT,P_60_64_EWPT,P_60_64_EAFW,P_60_64_EHW_NS,P_60_64_Tot,P_65_69_EWFT,P_65_69_EWPT,P_65_69_EAFW,P_65_69_EHW_NS,P_65_69_Tot,P_70_74_EWFT,P_70_74_EWPT,P_70_74_EAFW,P_70_74_EHW_NS,P_70_74_Tot
49799,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,0,0,0,4,6,0,3,0,7,8,3,0,0,10,9,3,0,0,13,7,0,6,0,14,0,0,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,14,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,0,0,0,4,4,0,3,0,9,8,3,0,0,10,9,3,0,0,13,10,0,6,0,12,0,0,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
49499,449,323,40,26,846,1555,728,91,59,2435,1943,689,101,57,2794,1874,646,98,51,2674,1621,582,85,51,2341,1835,708,112,54,2707,1932,779,126,51,2884,1860,841,129,47,2876,1478,924,127,40,2576,888,764,118,26,1797,307,454,58,19,835,64,169,13,4,250,33,73,15,16,136,15836,7690,1123,498,25145,18,186,22,10,239,171,459,65,17,709,250,421,69,23,767,234,423,85,23,762,189,528,80,17,816,252,647,48,23,965,326,790,63,21,1195,276,909,51,24,1256,235,804,81,25,1138,109,614,70,15,804,41,242,37,6,332,18,97,9,6,127,7,24,5,10,46,2131,6141,687,206,9160,467,511,65,41,1080,1727,1190,156,80,3145,2195,1109,172,79,3556,2106,1073,183,72,3435,1813,1113,165,64,3157,2083,1351,166,76,3676,2253,1565,189,69,4076,2138,1748,186,64,4135,1711,1724,209,63,3712,996,1375,195,32,2598,348,699,92,21,1163,80,266,24,13,375
3RQLD,8937,18846,938,822,29545,29983,13233,1013,1205,45430,38953,8549,1246,1155,49903,43015,6772,1381,1072,52244,41568,6109,1238,1008,49928,45011,6451,1348,1042,53847,45470,6902,1388,1055,54810,43038,7154,1543,905,52635,36972,7776,1768,787,47303,23758,8150,1396,607,33911,9500,6086,715,370,16673,3132,3169,281,206,6786,1738,1836,169,300,4049,371081,101041,14423,10520,497069,5224,26771,1097,877,33969,22529,20301,1521,877,45230,27066,17379,2763,819,48033,23344,21459,3376,720,48901,22241,23650,2009,672,48579,27771,25903,1399,908,55981,31115,24793,1404,811,58122,29524,23027,1767,728,55053,23815,20810,1788,650,47061,13137,15049,1452,479,30118,4309,7185,594,283,12370,1231,2654,201,192,4278,558,1125,116,276,2083,231867,230117,19505,8287,489766,14164,45619,2033,1701,63520,52514,33530,2532,2082,90663,66024,25935,4014,1976,97941,66359,28236,4759,1793,101146,63806,29764,3255,1681,98502,72782,32355,2743,1944,109825,76587,31691,2787,1860,112932,72562,30187,3309,1625,107687,60780,28586,3558,1432,94359,36892,23201,2844,1087,64025,13803,13272,1311,655,29047,4361,5819,485,396,11068
3GBRI,6610,18317,787,697,26409,30132,20181,1125,1365,52802,45978,11729,1212,1287,60207,53641,8381,1356,1190,64575,51889,6767,1168,1017,60843,52926,6466,1128,960,61484,50309,6398,1160,934,58798,44683,5965,1277,704,52631,35640,6229,1405,611,43889,21744,6381,1171,400,29702,7866,4990,540,224,13621,2048,2415,171,111,4746,779,1296,94,169,2336,404265,105516,12586,9668,532039,3945,26216,928,746,31841,24591,26699,1635,971,53892,36420,18724,2864,929,58935,33025,21829,4660,779,60301,28543,23587,2963,711,55802,32041,24991,1560,753,59355,33490,23053,1375,744,58663,30359,19481,1525,638,52004,23056,16870,1617,490,42033,12164,12145,1202,332,25847,3533,5976,518,180,10206,698,1977,132,96,2900,213,685,64,142,1108,262078,222226,21052,7517,512876,10556,44532,1715,1447,58246,54728,46875,2754,2339,106696,82394,30451,4073,2219,119143,86671,30217,6020,1973,124873,80438,30351,4134,1720,116641,84969,31459,2686,1716,120836,83796,29450,2531,1683,117460,75044,25446,2809,1342,104635,58702,23100,3023,1098,85929,33913,18527,2370,730,55547,11405,10958,1065,403,23825,2741,4394,301,206,7639
39799,0,0,0,0,3,3,3,0,5,10,12,0,0,0,18,14,0,5,0,21,12,0,0,0,14,21,0,3,0,30,11,0,6,0,25,11,0,3,0,21,22,0,0,0,22,11,0,0,0,16,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,137,15,25,11,175,0,0,0,0,0,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,26,0,0,0,0,3,9,3,0,5,16,11,0,0,0,19,21,0,5,0,20,12,3,0,0,17,29,0,4,0,34,17,0,6,0,24,12,0,3,0,23,22,0,0,0,22,14,0,0,0,14,3,0,0,0,3,3,0,0,0,4
39499,1656,1270,110,105,3147,4956,1852,226,194,7225,6321,1646,276,188,8422,6402,1503,317,176,8401,5815,1477,283,175,7748,6400,1827,336,200,8763,6070,1870,342,174,8455,5288,2003,336,152,7769,4264,2098,364,90,6810,2623,1948,303,97,4966,876,1091,160,50,2177,189,409,63,28,679,76,168,37,20,299,50925,19161,3136,1642,74867,132,639,63,53,894,609,1078,106,91,1883,793,1083,190,64,2131,729,1317,224,77,2347,731,1448,177,72,2421,875,1732,142,78,2826,1000,1856,142,68,3074,915,1890,178,76,3059,692,1634,179,57,2554,357,1242,121,59,1780,106,504,76,27,715,33,156,32,18,247,10,57,13,23,115,6990,14652,1653,760,24053,1790,1909,175,159,4033,5560,2936,334,281,9110,7116,2733,463,247,10562,7136,2825,539,251,10751,6551,2921,459,244,10174,7276,3559,478,279,11589,7071,3730,487,241,11527,6201,3896,514,228,10831,4956,3727,538,145,9364,2980,3183,420,158,6745,983,1597,236,80,2887,224,564,92,45,924
2RVIC,4583,10501,599,517,16196,15827,7935,653,760,25171,20626,4404,600,655,26281,21852,3514,651,593,26607,21325,3256,651,516,25748,23173,3531,680,526,27910,24166,3793,741,574,29280,24187,4171,962,558,29888,22152,5159,1236,503,29050,14766,6210,1261,413,22647,5870,4605,682,227,11388,2058,2228,254,163,4711,1452,1619,206,260,3528,202035,60925,9174,6272,278403,1941,14595,801,609,17944,10313,12766,1087,639,24803,14117,9598,1620,423,25761,10502,12481,2202,386,25571,9676,14192,1393,370,25627,12460,16100,977,430,29968,14945,16399,985,445,32774,15361,15719,1324,448,32849,12949,15283,1477,461,30173,7050,11284,1253,344,19939,2343,5028,632,196,8197,671,1713,184,150,2723,427,878,123,197,1618,112762,146036,14071,5087,277953,6529,25089,1397,1122,34144,26136,20698,1738,1400,49973,34740,14004,2217,1082,52041,32355,15993,2850,972,52175,31005,17442,2044,882,51375,35632,19636,1658,949,57877,39119,20191,1726,1025,62054,39550,19892,2287,1009,62734,35097,20449,2719,962,59230,21815,17496,2512,753,42585,8214,9634,1318,420,19587,2730,3943,442,318,7430
2GMEL,7988,29244,1200,1166,39600,47205,44063,1936,2844,96056,96510,26161,2189,3180,128042,116772,18326,2593,2821,140509,108930,14457,2270,2334,127992,103130,13416,2160,2080,120788,98502,13297,2027,1979,115804,87207,12796,2140,1809,103954,70631,13366,2288,1447,87741,42443,14657,2117,1012,60227,15905,11589,1154,566,29212,4337,5937,478,300,11048,1796,3369,287,351,5803,801366,220672,22833,21900,1066778,3359,40305,1474,1261,46406,38772,54032,2814,2276,97897,80471,37358,4857,2233,124917,71669,42999,9169,1896,125730,53529,48236,6396,1496,109658,54211,52333,3097,1549,111190,57918,50099,2503,1594,112116,52449,42084,2591,1404,98527,40150,36493,2795,1076,80518,21356,26646,2279,753,51031,6370,13136,1074,420,20995,1379,4311,366,225,6274,525,1702,178,340,2741,482149,449740,39589,16524,988003,11345,69549,2679,2430,86001,85974,98096,4750,5124,193949,176987,63519,7041,5409,252955,188443,61324,11761,4716,266240,162456,62694,8672,3829,237653,157339,65750,5256,3632,231976,156416,63393,4528,3579,227919,139657,54879,4732,3215,202483,110782,49866,5087,2520,168256,63794,41306,4399,1768,111262,22273,24725,2223,983,50203,5715,10245,838,525,17325
29799,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,10,0,0,0,11,11,0,3,0,11,22,3,0,0,28,18,0,3,0,28,16,6,6,0,26,16,0,9,0,21,8,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,102,16,22,7,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,12,0,0,0,0,0,5,0,0,0,3,3,3,0,0,7,10,0,0,0,16,11,0,3,0,14,24,3,0,0,29,23,0,3,0,26,15,6,6,0,29,16,0,9,3,22,8,0,0,0,9,0,0,0,0,3,0,0,0,0,3
29499,2020,1290,129,124,3564,6614,2488,296,282,9680,8177,2298,340,272,11090,7903,2120,350,262,10626,6986,1893,292,225,9398,7180,2163,297,216,9853,7105,2347,306,221,9978,6027,2342,365,183,8914,5068,2479,357,140,8047,2744,2348,312,113,5515,981,1331,146,40,2498,259,534,71,45,906,118,259,36,44,456,61172,23905,3291,2167,90534,71,665,63,53,858,587,1614,162,113,2477,985,1449,202,113,2754,892,1514,265,93,2770,715,1719,197,90,2720,917,2085,154,90,3241,963,2433,167,99,3669,938,2325,192,94,3547,684,2055,184,78,3005,329,1521,151,56,2057,100,707,76,38,933,30,255,36,23,339,18,94,20,20,150,7228,18437,1878,957,28505,2087,1951,197,184,4420,7201,4104,455,396,12149,9162,3753,540,390,13844,8791,3633,613,357,13401,7695,3613,490,319,12119,8091,4250,448,299,13092,8067,4782,474,318,13646,6965,4668,556,274,12464,5753,4541,542,221,11052,3074,3861,462,174,7571,1082,2045,222,80,3434,288,791,103,61,1240
1RNSW,9648,17571,1125,937,29287,28519,13732,1142,1388,44779,37000,8405,1119,1138,47655,39806,6691,1195,1026,48720,38943,6081,1014,959,47000,43003,6754,1157,984,51902,44035,7157,1244,1043,53476,43995,8320,1522,981,54816,40259,9739,2010,871,52875,25027,10561,1694,674,37960,9944,7501,880,442,18768,3542,3979,362,285,8169,2353,2684,293,451,5780,366081,109178,14757,11177,501189,4578,25678,1441,978,32679,19307,21474,1744,974,43492,24263,17381,2819,745,45206,19696,22226,3617,692,46228,19507,24609,2176,682,46974,25768,27207,1469,799,55244,29572,26669,1484,812,58531,29781,26515,1863,802,58960,25618,25363,2354,747,54075,13651,18287,1819,551,34318,4376,8408,826,334,13951,1291,3103,296,239,4929,775,1463,173,412,2823,218189,248378,22086,8761,497415,14232,43249,2564,1919,61965,47831,35205,2885,2359,88279,61263,25787,3930,1884,92859,59504,28920,4809,1713,94946,58453,30692,3190,1643,93967,68773,33963,2630,1784,107148,73600,33828,2725,1853,112008,73774,34834,3386,1784,113782,65876,35098,4359,1614,106959,38684,28854,3522,1222,72275,14319,15906,1709,775,32718,4830,7080,659,523,13101
1GSYD,11482,28884,1628,1388,43382,55121,42918,2108,3216,103361,104969,26526,2304,3463,137263,127361,19063,2627,3352,152403,121199,15236,2356,2788,141576,114939,14173,2139,2340,133601,103792,13856,1929,2266,121846,95143,14374,2136,2057,113707,77183,14479,2425,1550,95642,45467,15446,1953,1103,63969,18344,12037,1122,556,32054,5088,6333,431,258,12113,2047,3759,289,302,6394,882136,227093,23438,24636,1157307,6406,40011,1982,1306,49702,48088,51065,2895,2655,104702,89631,35789,5105,2513,133039,81236,42333,9351,2186,135106,65558,46824,6438,1759,120581,66457,49234,3109,1647,120448,66705,44759,2260,1605,115330,61412,39166,2507,1539,104626,48316,34438,2626,1180,86563,25814,25593,2128,837,54366,8323,13680,1097,431,23533,1911,5102,379,232,7624,617,2115,166,313,3213,570482,430099,40043,18207,1058826,17892,68891,3608,2695,93082,103208,93981,5000,5867,208061,194607,62315,7409,5975,270300,208598,61393,11980,5542,287513,186759,62060,8801,4548,262159,181403,63409,5250,3986,254047,170505,58613,4183,3870,237172,156549,53540,4639,3598,218337,125502,48919,5049,2732,182202,71276,41042,4081,1935,118337,26664,25718,2217,981,55585,6999,11436,811,492,19736
19799,0,0,0,0,0,3,0,0,0,3,12,0,0,0,8,9,0,0,0,9,3,0,0,0,4,10,0,0,0,11,3,3,3,0,11,9,4,3,0,16,3,0,3,0,5,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,49,12,13,0,78,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,3,0,3,0,10,9,0,0,0,13,9,0,0,0,9,3,0,0,0,4,10,0,3,0,9,3,3,3,0,11,5,4,3,0,14,3,0,3,0,10,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3
19499,2926,1747,165,159,5004,7177,2966,366,376,10886,8408,2603,339,319,11672,8682,2515,350,308,11861,8378,2494,306,249,11422,8676,2838,356,229,12104,8306,2958,388,274,11924,7894,3211,441,252,11799,6239,3359,472,194,10260,3712,3068,384,133,7295,1359,1700,221,80,3352,319,709,82,36,1154,109,297,45,54,506,72180,30459,3931,2669,109237,134,900,71,98,1206,770,1793,191,124,2880,1185,1587,243,114,3127,1082,1789,287,104,3263,958,1945,242,79,3220,1172,2456,163,120,3907,1258,2670,171,116,4218,1253,2838,227,107,4421,968,2608,217,105,3901,454,1679,177,60,2375,146,799,87,35,1068,37,263,33,17,358,20,97,29,42,181,9443,21412,2149,1122,34124,3061,2651,235,258,6207,7947,4758,558,501,13764,9588,4190,585,433,14794,9765,4304,638,412,15125,9330,4434,553,326,14643,9849,5301,518,344,16018,9568,5621,557,396,16145,9145,6046,670,362,16220,7214,5968,690,298,14163,4163,4742,567,201,9671,1500,2495,310,117,4419,359,971,117,58,1508
