GCCSA_CODE_2016,F_IDNS_H_0,F_IDNS_H_1_15,F_IDNS_H_16_24,F_IDNS_H_25_34,F_IDNS_H_35_39,F_IDNS_H_40,F_IDNS_H_41_48,F_IDNS_H_49_more,F_IDNS_H_NS,F_IDNS_H_Tot,F_Tot_H_0,F_Tot_H_1_15,F_Tot_H_16_24,F_Tot_H_25_34,F_Tot_H_35_39,F_Tot_H_40,F_Tot_H_41_48,F_Tot_H_49_more,F_Tot_H_NS,F_Tot_H_Tot,P_AgFF_H_0,P_AgFF_H_1_15,P_AgFF_H_16_24,P_AgFF_H_25_34,P_AgFF_H_35_39,P_AgFF_H_40,P_AgFF_H_41_48,P_AgFF_H_49_more,P_AgFF_H_NS,P_AgFF_H_Tot,P_Min_H_0,P_Min_H_1_15,P_Min_H_16_24,P_Min_H_25_34,P_Min_H_35_39,P_Min_H_40,P_Min_H_41_48,P_Min_H_49_more,P_Min_H_NS,P_Min_H_Tot,P_Mnf_H_0,P_Mnf_H_1_15,P_Mnf_H_16_24,P_Mnf_H_25_34,P_Mnf_H_35_39,P_Mnf_H_40,P_Mnf_H_41_48,P_Mnf_H_49_more,P_Mnf_H_NS,P_Mnf_H_Tot,P_EGWWS_H_0,P_EGWWS_H_1_15,P_EGWWS_H_16_24,P_EGWWS_H_25_34,P_EGWWS_H_35_39,P_EGWWS_H_40,P_EGWWS_H_41_48,P_EGWWS_H_49_more,P_EGWWS_H_NS,P_EGWWS_H_Tot,P_Const_H_0,P_Const_H_1_15,P_Const_H_16_24,P_Const_H_25_34,P_Const_H_35_39,P_Const_H_40,P_Const_H_41_48,P_Const_H_49_more,P_Const_H_NS,P_Const_H_Tot,P_WST_H_0,P_WST_H_1_15,P_WST_H_16_24,P_WST_H_25_34,P_WST_H_35_39,P_WST_H_40,P_WST_H_41_48,P_WST_H_49_more,P_WST_H_NS,P_WST_H_Tot,P_RetT_H_0,P_RetT_H_1_15,P_RetT_H_16_24,P_RetT_H_25_34,P_RetT_H_35_39,P_RetT_H_40,P_RetT_H_41_48,P_RetT_H_49_more,P_RetT_H_NS,P_RetT_H_Tot,P_AcFd_H_0,P_AcFd_H_1_15,P_AcFd_H_16_24,P_AcFd_H_25_34,P_AcFd_H_35_39,P_AcFd_H_40,P_AcFd_H_41_48,P_AcFd_H_49_more,P_AcFd_H_NS,P_AcFd_H_Tot,P_TPW_H_0,P_TPW_H_1_15,P_TPW_H_16_24,P_TPW_H_25_34,P_TPW_H_35_39,P_TPW_H_40,P_TPW_H_41_48,P_TPW_H_49_more,P_TPW_H_NS,P_TPW_H_Tot,P_IMT_H_0,P_IMT_H_1_15,P_IMT_H_16_24,P_IMT_H_25_34,P_IMT_H_35_39,P_IMT_H_40,P_IMT_H_41_48,P_IMT_H_49_more,P_IMT_H_NS,P_IMT_H_Tot,P_FinIns_H_0,P_FinIns_H_1_15,P_FinIns_H_16_24,P_FinIns_H_25_34,P_FinIns_H_35_39,P_FinIns_H_40,P_FinIns_H_41_48,P_FinIns_H_49_more,P_FinIns_H_NS,P_FinIns_H_Tot,P_RHRE_H_0,P_RHRE_H_1_15,P_RHRE_H_16_24,P_RHRE_H_25_34,P_RHRE_H_35_39,P_RHRE_H_40,P_RHRE_H_41_48,P_RHRE_H_49_more,P_RHRE_H_NS,P_RHRE_H_Tot,P_ProSTS_H_0,P_ProSTS_H_1_15,P_ProSTS_H_16_24,P_ProSTS_H_25_34,P_ProSTS_H_35_39,P_ProSTS_H_40,P_ProSTS_H_41_48,P_ProSTS_H_49_more,P_ProSTS_H_NS,P_ProSTS_H_Tot,P_AdSup_H_0,P_AdSup_H_1_15,P_AdSup_H_16_24,P_AdSup_H_25_34,P_AdSup_H_35_39,P_AdSup_H_40,P_AdSup_H_41_48,P_AdSup_H_49_more,P_AdSup_H_NS,P_AdSup_H_Tot,P_PubAS_H_0,P_PubAS_H_1_15,P_PubAS_H_16_24,P_PubAS_H_25_34,P_PubAS_H_35_39,P_PubAS_H_40,P_PubAS_H_41_48,P_PubAS_H_49_more,P_PubAS_H_NS,P_PubAS_H_Tot,P_EdTrn_H_0,P_EdTrn_H_1_15,P_EdTrn_H_16_24,P_EdTrn_H_25_34,P_EdTrn_H_35_39,P_EdTrn_H_40,P_EdTrn_H_41_48,P_EdTrn_H_49_more,P_EdTrn_H_NS,P_EdTrn_H_Tot,P_HltHC_SA_H_0,P_HltHC_SA_H_1_15,P_HltHC_SA_H_16_24,P_HltHC_SA_H_25_34,P_HltHC_SA_H_35_39,P_HltHC_SA_H_40,P_HltHC_SA_H_41_48,P_HltHC_SA_H_49_more,P_HltHC_SA_H_NS,P_HltHC_SA_H_Tot,P_ArtsR_H_0,P_ArtsR_H_1_15,P_ArtsR_H_16_24,P_ArtsR_H_25_34,P_ArtsR_H_35_39,P_ArtsR_H_40,P_ArtsR_H_41_48,P_ArtsR_H_49_more,P_ArtsR_H_NS,P_ArtsR_H_Tot
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,5,0,12,10,0,0,0,0,0,0,4,0,11,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,5,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,52,119,42,38,32,30,10,26,94,451,687,3015,1648,1476,808,560,308,456,206,9160,110,134,137,190,215,258,115,332,28,1524,86,8,13,9,20,20,20,203,3,382,43,79,101,97,153,174,74,170,11,898,14,14,10,27,44,64,28,58,5,269,423,697,818,1557,2027,3540,1406,2153,171,12805,21,45,59,40,87,101,63,93,11,519,60,251,150,132,146,132,88,122,11,1086,37,114,50,49,24,27,14,39,4,362,97,147,181,231,191,238,131,483,23,1721,15,59,17,31,90,85,54,59,3,406,22,18,16,20,23,26,8,17,0,153,10,28,21,23,21,26,8,22,3,165,54,330,142,155,89,120,55,131,9,1096,148,1320,722,803,427,306,180,271,52,4221,81,112,88,103,132,138,78,122,18,864,124,440,219,216,94,88,34,65,11,1283,235,854,630,617,354,178,117,173,38,3203,24,247,36,51,23,31,11,30,5,454
3RQLD,607,2547,1678,1997,2072,1784,550,1204,3600,16049,19505,75178,66908,88030,94154,60925,30672,46110,8287,489766,1213,3660,3052,4262,4470,7226,3614,19854,848,48193,2246,591,616,751,2410,2632,6321,17928,477,33972,1357,3118,2696,4089,13543,12093,8860,10615,577,56951,430,296,353,582,2686,3055,1579,2270,85,11343,1899,4400,3893,5911,10846,16889,9420,20595,906,74764,527,1328,1268,1768,5335,4835,3143,4602,173,22973,3216,22479,14350,17232,20110,10346,7370,10964,1095,107162,2296,22370,12344,13608,10926,7526,5289,10825,1193,86377,1573,2909,3133,4405,7604,7077,4860,10978,659,43203,263,913,713,1004,2343,1683,894,1623,72,9517,659,1055,1475,2068,4470,3827,1753,2820,118,18242,430,1845,1609,2043,3949,3668,2046,4388,179,20159,1134,4784,4034,4975,8315,8684,4126,8561,296,44915,938,5130,3848,4612,5985,4499,2106,3921,424,31460,2956,2534,2987,3911,18477,12870,7499,7359,615,59206,3481,11439,10181,16647,14967,11985,7324,13414,720,90160,6314,10479,17879,27137,29449,19680,7234,10377,1265,129813,556,3359,1939,2571,3002,2290,1214,1799,197,16930
3GBRI,526,2278,1727,1878,2545,2201,678,1127,3275,16237,21052,72177,68815,81242,108021,75970,35335,42751,7517,512876,206,944,945,1200,1332,1648,796,2714,167,9951,529,212,311,422,1520,2674,1915,4563,116,12251,1505,3059,3038,4573,19733,15777,9935,11193,598,69411,399,237,399,588,2526,3630,1643,2299,57,11774,1586,3497,3578,5103,10571,19463,10277,19912,891,74871,632,1480,1549,2149,7756,7809,4342,5595,212,31513,2825,21134,13857,14230,19016,11447,7256,10531,1002,101299,1682,21436,11660,9410,7798,5684,3786,6681,959,69089,2139,2544,3858,5588,12691,11622,7318,12308,754,58833,424,1164,969,1200,3899,3162,1605,2189,103,14716,1297,1240,2220,2936,9500,8641,3816,5494,205,35362,484,1774,1541,1941,3955,4596,2253,4968,152,21654,2133,6281,6274,7023,14503,21501,9574,16414,494,84192,901,4427,4773,4072,6544,5622,2627,3901,333,33211,4052,2460,4170,5526,24846,17926,9655,8048,630,77311,3622,14057,11280,15751,17439,14352,8003,13829,694,99039,6575,12380,19635,26683,33524,21774,8472,11376,1250,141677,539,3397,1775,1957,2441,2308,1073,1819,161,15468
39799,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,0,26,3,0,4,3,0,3,0,23,0,39,8,0,0,0,0,0,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,0,8,39,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,0,0,0,0,0,4,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,135,336,187,154,140,138,46,106,418,1674,1653,6806,4031,3812,2269,2052,911,1759,760,24053,142,180,162,231,188,281,170,862,59,2276,306,41,39,42,96,113,212,1173,28,2057,103,186,189,187,344,502,269,500,26,2308,23,41,44,49,114,133,84,191,10,684,1327,1961,2235,3955,5351,10508,5130,9074,578,40118,64,125,110,104,249,365,177,354,21,1562,138,534,351,361,392,440,252,539,40,3040,109,354,193,183,136,147,79,245,31,1468,289,495,580,634,570,784,458,1654,112,5575,53,97,68,92,218,240,108,184,7,1081,61,45,45,56,77,130,63,135,7,627,48,118,58,83,83,130,46,162,10,740,215,800,389,456,306,498,202,674,43,3578,386,3043,1899,1814,1060,1016,420,825,153,10620,280,312,235,331,408,394,247,357,46,2612,266,1327,529,483,247,241,98,235,66,3499,393,1219,1080,1294,737,470,223,399,86,5906,71,552,175,165,107,118,31,140,29,1389
2RVIC,461,1365,902,913,924,744,239,463,2163,8185,14071,51053,45483,49500,44837,31647,15361,20910,5087,277953,1572,4088,3107,3993,3919,6588,3269,15931,819,43299,176,105,112,122,414,547,619,1281,35,3413,1502,3107,2682,3279,10549,10904,6501,6512,446,45467,441,271,384,492,2313,2180,1117,1242,75,8507,1207,2351,2001,2867,6025,11151,4757,7791,534,38672,392,964,879,973,2506,2586,1654,2082,106,12141,2508,15323,8642,8972,10423,7092,4512,5682,767,63918,1578,14948,5930,5252,4260,3152,2100,4827,711,42761,832,1650,1659,2047,3032,3402,2323,4922,319,20178,187,738,489,513,1301,839,594,561,54,5281,548,636,1137,1294,2498,2338,1078,1221,85,10824,211,627,595,581,1337,1134,678,1287,59,6508,691,2734,2373,2853,4146,4426,2258,3280,189,22957,493,2969,2005,1868,2407,1755,770,1167,218,13660,2065,2175,2752,3212,8281,7577,3788,3411,287,33558,1942,6425,6841,7389,8979,6542,4677,7216,447,50451,4929,8587,15069,19252,13894,10921,4276,5255,792,82973,398,2359,1097,1171,1384,1100,598,1098,118,9333
2GMEL,1324,5533,4308,4062,6131,5230,1508,2127,7863,38088,39589,154513,145369,149861,187769,151793,66337,76251,16524,988003,494,1548,1475,1639,2394,2691,1270,3169,279,14955,151,124,153,163,448,990,545,1339,35,3953,3625,8817,8950,10470,46323,40029,21492,23725,1448,164886,653,561,886,1133,5919,5959,2654,3372,175,21306,2910,6866,7440,9407,21401,41373,16958,29676,1852,137874,1679,4172,4813,5200,17863,19301,9129,11744,483,74386,5992,47582,30199,26533,37082,27633,14803,20005,2361,212186,3291,40991,24019,15927,15618,12662,7875,13280,2112,135780,3327,5212,7123,9657,21011,23528,12696,18571,1402,102534,1198,3020,2831,3127,10369,12340,5141,6785,346,45157,3381,3109,5943,7038,19633,29679,10303,15185,659,94928,873,2877,2845,2877,6582,8045,4087,7419,309,35915,4917,14419,14294,15944,32300,51405,20890,33850,1193,189212,1793,9519,9809,8225,13991,11725,4975,6561,802,67396,5423,5706,8231,9752,28828,24312,13021,10931,826,107042,5800,27519,22995,22704,32666,26675,16043,25655,1430,181477,11245,26506,39751,50440,48382,37803,15240,19016,2434,250824,1263,9593,4807,4810,5817,6495,3063,4937,427,41226
29799,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,3,0,0,0,12,0,3,0,0,0,3,0,10,3,19,10,5,0,0,0,0,3,33,0,50,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,3,0,3,3,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
29499,191,424,248,179,188,186,39,108,521,2076,1878,8866,5215,4360,2435,2385,876,1534,957,28505,116,251,190,235,190,356,144,533,44,2060,83,12,13,12,20,34,34,187,8,392,101,213,249,223,430,657,253,435,45,2597,37,64,52,63,195,236,85,149,14,887,1528,2145,2787,4590,7793,16735,5768,8681,803,50835,78,114,118,125,306,488,188,353,8,1779,190,657,424,450,485,554,274,482,58,3576,113,512,222,179,112,119,58,148,49,1514,274,686,754,907,735,1190,542,1692,129,6910,65,160,122,159,295,346,173,329,22,1668,69,78,59,54,129,175,53,130,8,759,49,101,55,65,68,116,41,99,8,603,212,1070,591,634,482,802,295,712,54,4844,447,3386,2339,2143,1183,1365,459,773,205,12298,290,684,544,599,388,427,188,288,59,3462,255,1718,686,604,312,324,106,222,67,4290,518,2100,1568,1334,734,586,293,416,126,7669,98,868,206,229,117,147,52,147,46,1915
1RNSW,659,2312,1568,1646,1682,1370,414,829,3733,14224,22086,83250,77998,87132,90632,61639,27386,38530,8761,497415,1824,5067,4402,5352,5445,9419,4482,22044,1098,59123,1036,373,547,771,2943,3623,5110,8853,339,23587,1672,3641,3395,4749,15234,14299,8572,9586,646,61798,405,281,440,791,4138,3394,1512,1713,110,12783,1832,4284,4330,5567,11340,19198,8220,15257,939,70966,473,1360,1311,1577,4051,4385,2816,3963,169,20092,4075,24451,16079,16582,19387,10864,7243,9967,1314,109960,2858,26719,12627,12272,9664,6813,4131,9091,1318,85494,1428,3295,3434,3835,6016,5916,4004,9546,627,38105,260,982,676,753,2026,1541,771,1024,57,8091,937,1236,2159,2551,5288,3885,1755,2236,144,20195,427,1405,1252,1416,2989,2608,1456,2743,110,14392,1262,4999,4587,5418,8219,8129,3933,7024,322,43896,965,5496,3945,4195,5267,4270,1550,2473,400,28551,3265,2911,4276,5400,23435,11805,8105,6610,561,66375,3645,12232,11542,13986,16715,13540,7701,13074,799,93244,7433,13507,24869,31070,29553,24510,7856,10886,1515,151193,495,2974,1388,1613,1960,1545,800,1429,170,12373
1GSYD,1349,5531,5124,4192,7223,6883,1926,2769,8912,43907,40043,140462,150515,139115,211817,190754,74521,93388,18207,1058826,267,1143,1045,1209,1610,1955,867,2457,202,10753,227,156,200,229,1283,1260,909,1664,57,5993,2665,6514,7725,7663,36377,31737,16273,21983,1111,132058,480,386,621,726,4783,5252,2150,3326,168,17891,2877,8092,10169,10514,20736,43614,17909,36146,2161,152220,1658,3495,4718,4859,19890,22565,9851,14211,516,81767,5939,39604,31824,25931,38603,30375,14402,21915,2448,211041,3879,36743,30111,17886,19777,16204,8810,15753,2145,151314,3557,5698,7723,9949,23195,24859,12447,21458,1517,110403,1589,3366,3397,3550,13431,17841,7574,11635,403,62793,4941,4182,7584,9702,31168,42982,16738,27521,1036,145853,985,3327,3517,3299,7375,11095,4936,9127,357,44012,5189,14921,16643,16283,35760,62768,24928,44938,1446,222884,1817,8704,10496,8083,14558,14854,5670,8147,886,73223,5837,4851,7563,8593,40500,27444,16660,14280,1101,126839,6129,27699,21993,21118,32579,30449,14819,24944,1574,181297,9873,24584,39868,40256,54290,49516,15546,22591,2523,259039,1166,7059,4355,4260,5428,6536,2787,4703,417,36713
19799,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,3,3,0,3,0,0,0,8,0,16,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,6,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19499,207,434,274,222,224,254,63,142,589,2411,2149,9781,6355,5279,3123,3271,1119,1932,1122,34124,160,320,316,403,373,537,204,839,71,3229,96,30,29,35,82,98,103,370,6,859,140,236,280,255,470,716,283,631,46,3045,54,41,72,77,213,265,100,192,14,1027,1726,3011,4000,5334,7740,17713,6316,10609,910,57361,76,145,159,140,362,557,200,418,30,2089,213,673,561,475,577,736,328,606,71,4233,112,550,338,229,165,213,89,197,58,1951,413,1035,1050,1203,976,1663,797,2444,182,9766,84,240,158,198,403,456,197,410,18,2158,122,92,85,94,173,267,89,203,11,1141,41,166,99,94,83,190,70,136,15,900,255,1143,660,604,513,1002,351,826,69,5415,589,3998,2803,2488,1553,1833,575,971,230,15042,280,428,351,322,571,606,298,461,69,3382,312,2252,1000,781,416,422,173,294,95,5749,544,2251,2060,2003,1029,808,352,550,154,9751,157,988,308,268,140,226,75,229,35,2422
