GCCSA_CODE_2016,Mng_NNI_H_0,Mng_NNI_H_1_15,Mng_NNI_H_16_24,Mng_NNI_H_25_34,Mng_NNI_H_35_39,Mng_NNI_H_40,Mng_NNI_H_41_48,Mng_NNI_H_49mo,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_15,Mng_1_149_H_16_24,Mng_1_149_H_25_34,Mng_1_149_H_35_39,Mng_1_149_H_40,Mng_1_149_H_41_48,Mng_1_149_H_49mo,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_15,Mng_150_299_H_16_24,Mng_150_299_H_25_34,Mng_150_299_H_35_39,Mng_150_299_H_40,Mng_150_299_H_41_48,Mng_150_299_H_49mo,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_15,Mng_300_399_H_16_24,Mng_300_399_H_25_34,Mng_300_399_H_35_39,Mng_300_399_H_40,Mng_300_399_H_41_48,Mng_300_399_H_49mo,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_15,Mng_400_499_H_16_24,Mng_400_499_H_25_34,Mng_400_499_H_35_39,Mng_400_499_H_40,Mng_400_499_H_41_48,Mng_400_499_H_49mo,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_15,Mng_500_649_H_16_24,Mng_500_649_H_25_34,Mng_500_649_H_35_39,Mng_500_649_H_40,Mng_500_649_H_41_48,Mng_500_649_H_49mo,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_15,Mng_650_799_H_16_24,Mng_650_799_H_25_34,Mng_650_799_H_35_39,Mng_650_799_H_40,Mng_650_799_H_41_48,Mng_650_799_H_49mo,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_15,Mng_800_999_H_16_24,Mng_800_999_H_25_34,Mng_800_999_H_35_39,Mng_800_999_H_40,Mng_800_999_H_41_48,Mng_800_999_H_49mo,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_15,Mng_1000_1249_H_16_24,Mng_1000_1249_H_25_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40,Mng_1000_1249_H_41_48,Mng_1000_1249_H_49mo,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_15,Mng_1250_1499_H_16_24,Mng_1250_1499_H_25_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40,Mng_1250_1499_H_41_48,Mng_1250_1499_H_49mo,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_15,Mng_1500_1749_H_16_24,Mng_1500_1749_H_25_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40,Mng_1500_1749_H_41_48,Mng_1500_1749_H_49mo,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_15,Mng_1750_1999_H_16_24,Mng_1750_1999_H_25_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40,Mng_1750_1999_H_41_48,Mng_1750_1999_H_49mo,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_15,Mng_2000_2999_H_16_24,Mng_2000_2999_H_25_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40,Mng_2000_2999_H_41_48,Mng_2000_2999_H_49mo,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000mo_H_0,Mng_3000mo_H_1_15,Mng_3000mo_H_16_24,Mng_3000mo_H_25_34,Mng_3000mo_H_35_39,Mng_3000mo_H_40,Mng_3000mo_H_41_48,Mng_3000mo_H_49mo,Mng_3000mo_H_NS,Mng_3000mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_15,Mng_PINS_H_16_24,Mng_PINS_H_25_34,Mng_PINS_H_35_39,Mng_PINS_H_40,Mng_PINS_H_41_48,Mng_PINS_H_49mo,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_15,Mng_Tot_H_16_24,Mng_Tot_H_25_34,Mng_Tot_H_35_39,Mng_Tot_H_40,Mng_Tot_H_41_48,Mng_Tot_H_49mo,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_15,Pro_NNI_H_16_24,Pro_NNI_H_25_34,Pro_NNI_H_35_39,Pro_NNI_H_40,Pro_NNI_H_41_48,Pro_NNI_H_49mo,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_15,Pro_1_149_H_16_24,Pro_1_149_H_25_34,Pro_1_149_H_35_39,Pro_1_149_H_40,Pro_1_149_H_41_48,Pro_1_149_H_49mo,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_15,Pro_150_299_H_16_24,Pro_150_299_H_25_34,Pro_150_299_H_35_39,Pro_150_299_H_40,Pro_150_299_H_41_48,Pro_150_299_H_49mo,Pro_150_299_H_NS,Pro_150_299_H_Tot,Pro_300_399_H_0,Pro_300_399_H_1_15,Pro_300_399_H_16_24,Pro_300_399_H_25_34,Pro_300_399_H_35_39,Pro_300_399_H_40,Pro_300_399_H_41_48,Pro_300_399_H_49mo,Pro_300_399_H_NS,Pro_300_399_H_Tot
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,3,3,0,4,3,0,5,16,0,34,8,10,3,3,0,0,0,3,0,29,10,18,16,0,4,0,0,8,3,51,10,7,12,16,6,4,0,10,3,73,7,15,13,10,9,16,4,19,3,97,11,17,18,35,17,22,10,19,0,143,10,10,14,31,30,53,15,46,7,219,16,12,10,37,38,47,31,69,3,264,8,13,14,23,40,69,46,84,8,304,6,3,8,15,41,64,38,86,3,266,11,8,3,10,19,51,28,84,3,211,3,0,6,3,8,22,12,62,3,120,11,0,4,5,15,35,19,99,0,181,8,3,6,0,8,15,9,50,0,98,5,0,4,7,3,9,4,10,10,47,117,122,134,205,240,388,228,660,40,2141,3,10,3,0,0,0,0,3,0,24,17,116,7,8,3,3,0,0,3,148,22,136,14,3,0,3,0,3,4,189,22,98,33,16,0,3,0,6,6,186
3RQLD,85,226,137,180,100,353,136,1842,101,3159,52,383,135,133,53,156,65,657,33,1669,99,571,307,251,103,263,171,1108,51,2927,99,578,520,404,198,426,174,1414,68,3878,100,411,590,574,239,498,201,1512,72,4197,188,507,759,1195,717,934,364,2495,117,7281,242,383,537,1325,2117,1767,879,2812,138,10194,321,354,414,1078,3318,3127,1889,4072,157,14729,373,334,388,793,2962,3624,2675,5721,140,17003,296,247,243,477,1770,2474,1748,4739,75,12065,270,203,185,407,1533,2351,1585,4863,69,11477,204,137,107,260,903,1670,1193,3391,63,7919,406,221,177,345,1226,2585,2234,7382,103,14673,237,260,210,268,417,1265,953,5798,68,9480,55,112,84,127,161,317,166,991,282,2296,3023,4940,4794,7835,15807,21808,14432,48784,1543,122961,84,163,76,88,53,82,25,119,11,716,95,1127,152,96,45,60,20,81,41,1711,133,1523,379,241,86,131,53,135,35,2715,159,1403,642,366,134,185,59,178,45,3179
3GBRI,46,117,65,107,74,149,67,505,33,1149,38,297,81,80,36,74,31,206,13,850,42,456,223,134,50,146,43,308,18,1428,59,382,452,252,129,202,93,419,32,2026,64,328,501,395,181,283,105,479,32,2380,99,336,655,870,504,534,259,915,68,4230,147,285,496,995,1689,1295,558,1252,73,6799,244,258,442,911,3136,2699,1530,2241,125,11594,350,222,445,804,3408,3660,2434,3764,131,15225,318,187,296,617,2298,3023,1923,3572,71,12318,390,181,273,581,2289,3206,2113,4380,88,13497,275,111,177,377,1689,2583,1782,3734,67,10793,687,214,270,609,3005,5984,4524,9942,127,25363,337,293,255,431,932,3387,2617,10636,90,18959,37,42,52,77,172,285,140,437,166,1409,3141,3712,4679,7243,19571,27512,18224,42797,1141,128017,137,199,102,77,67,126,35,146,22,912,125,1776,193,116,56,81,10,86,33,2484,172,2231,465,229,74,125,42,117,46,3507,193,1913,798,394,127,219,57,188,46,3939
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,11,11,9,0,7,9,9,36,8,96,9,24,8,9,3,4,0,10,0,71,10,31,16,4,5,8,5,31,0,110,16,43,21,27,10,17,5,30,0,176,21,28,34,45,9,34,16,48,3,229,21,33,40,53,37,53,13,76,7,332,22,13,28,53,64,99,47,95,8,438,19,20,27,56,101,163,55,181,15,638,38,31,18,51,106,223,114,299,17,889,41,14,17,27,81,204,109,327,5,823,26,21,18,34,63,174,101,344,10,798,23,11,5,16,41,142,77,258,3,571,41,14,7,20,32,139,82,404,8,744,31,22,9,16,9,57,31,254,4,432,6,8,8,8,7,28,17,53,16,144,325,323,261,416,579,1359,672,2438,123,6496,15,31,13,9,11,4,4,17,4,105,34,310,15,8,3,3,3,12,7,395,42,300,38,24,9,11,7,9,14,453,24,268,90,49,6,13,3,17,5,480
2RVIC,82,205,154,185,91,256,112,1282,68,2432,54,331,109,126,51,148,91,568,23,1512,113,521,251,261,143,312,129,946,46,2722,117,499,432,373,177,369,223,1280,82,3548,150,462,538,528,225,528,206,1449,79,4164,217,552,646,870,494,822,379,2169,110,6271,263,394,503,912,1228,1281,598,2302,111,7590,291,340,412,827,1686,2108,1114,2870,117,9765,325,261,340,700,1642,2344,1445,3442,122,10618,231,181,202,463,1032,1595,1069,2629,66,7465,234,158,140,331,894,1466,1025,2583,60,6887,154,76,101,205,606,1076,825,1904,53,5004,240,171,153,223,817,1602,1522,3826,59,8610,171,152,113,187,204,736,554,2846,52,5007,70,106,71,89,118,254,130,655,175,1673,2705,4406,4166,6294,9412,14893,9418,30748,1226,83263,43,64,53,38,22,40,16,60,10,353,85,701,93,61,15,29,4,29,13,1035,123,1086,311,135,46,88,27,66,33,1916,149,1037,540,207,93,106,33,124,33,2327
2GMEL,130,278,226,270,171,400,155,925,82,2638,107,750,207,138,74,153,67,322,41,1863,115,1056,537,348,186,273,120,517,64,3214,135,963,1001,568,309,520,201,839,73,4615,150,771,1208,882,430,669,259,984,84,5435,281,877,1619,1896,1314,1464,564,1714,151,9868,363,686,1418,2294,3409,2822,1090,2282,209,14566,519,592,1244,2025,6299,6005,2855,3978,252,23763,730,591,1228,2028,6981,8415,4305,6440,275,30997,651,403,774,1574,5235,7076,3945,6374,229,26263,654,421,678,1550,5014,7439,4358,7694,203,28007,574,257,371,946,3623,6263,3925,6860,154,22975,1410,515,631,1613,6225,13995,9888,19332,284,53905,903,711,694,1182,2429,9014,6955,24364,208,46460,81,136,116,190,509,784,379,1109,444,3746,6801,8995,11950,17512,42218,65290,39062,83731,2764,278324,320,461,214,183,161,289,73,337,70,2111,330,4187,442,233,117,168,42,171,95,5780,440,5441,1271,505,212,310,76,279,130,8666,394,4375,2174,775,384,447,110,376,120,9160
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,16,13,3,10,3,22,4,35,0,101,3,29,6,9,4,3,0,12,5,73,8,32,22,13,4,15,3,24,5,128,20,50,38,23,13,40,3,35,13,231,27,33,41,49,33,54,14,40,4,286,28,47,44,76,48,84,28,85,13,452,32,25,40,88,111,153,51,121,16,647,38,17,44,85,140,246,80,217,18,882,36,27,28,72,157,337,134,340,15,1143,47,20,22,42,102,291,138,288,19,966,24,19,21,38,90,245,128,356,4,936,21,11,9,13,50,156,82,231,5,582,38,11,15,22,58,158,97,349,5,752,34,30,20,21,14,92,46,254,14,520,6,8,9,14,21,60,13,55,37,222,382,372,359,566,853,1955,831,2431,176,7931,21,39,12,5,9,16,3,14,3,121,46,417,19,14,10,8,3,6,12,541,50,515,77,26,10,17,6,9,19,730,44,340,104,47,20,22,3,29,13,621
1RNSW,88,249,177,206,114,365,143,1633,87,3065,66,399,151,168,68,181,80,706,41,1868,128,649,364,369,179,367,173,1294,95,3604,139,657,622,498,220,530,241,1637,123,4673,167,585,749,668,329,653,320,1962,112,5554,255,668,933,1334,798,1203,553,3065,170,8985,290,533,764,1337,2088,2005,909,3310,145,11375,400,479,649,1220,3080,3184,1691,4116,191,15016,450,418,532,1063,2782,3834,2342,5560,182,17156,293,298,337,648,1923,2572,1734,4246,108,12157,291,252,291,526,1670,2446,1572,4286,91,11427,208,170,146,320,1208,1719,1156,3156,77,8167,530,280,254,419,1859,3255,2779,6966,107,16452,233,240,249,314,510,1336,1169,5583,83,9721,91,128,107,159,171,378,179,955,240,2402,3632,6015,6348,9243,17016,24019,15037,48460,1851,131623,86,131,64,55,55,59,24,91,25,581,109,1276,156,107,51,63,16,54,46,1882,181,1817,449,248,91,137,37,146,72,3170,210,1735,904,388,170,200,64,193,51,3916
1GSYD,130,255,213,201,154,364,143,698,75,2219,59,618,186,109,62,136,43,232,16,1464,106,934,468,306,134,249,67,339,44,2646,91,834,976,502,273,436,115,657,74,3958,121,692,1285,735,370,601,184,774,80,4847,211,795,1616,1661,1119,1445,434,1610,144,9039,324,666,1359,1894,3121,3029,959,2250,190,13793,455,647,1308,1889,5995,6036,2445,3976,246,22994,700,636,1197,1908,7365,9228,4165,6739,326,32270,644,441,937,1454,5496,7795,4012,6718,246,27745,674,440,763,1452,5134,8452,4531,8212,216,29882,650,292,500,997,4044,7147,3990,7644,180,25445,1731,638,852,1979,8380,17926,11237,22182,360,65273,1314,920,875,1500,3738,13483,9702,34570,320,66428,70,110,137,193,430,786,369,1035,445,3573,7270,8921,12676,16776,45824,77116,42394,97647,2960,311581,300,463,250,182,157,328,60,327,100,2175,326,4538,418,210,132,219,52,166,122,6182,356,5256,1251,464,236,341,80,289,133,8411,352,4396,2242,741,378,514,131,404,136,9303
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,14,17,5,6,12,27,5,35,8,133,10,40,7,12,6,10,0,17,5,106,19,44,39,12,4,16,5,24,3,162,18,67,54,30,20,33,16,41,14,285,22,40,64,47,32,51,12,46,4,321,30,41,83,80,69,116,31,115,12,575,31,27,53,106,96,172,58,150,14,711,43,31,59,94,158,319,103,226,24,1051,46,31,58,77,172,466,173,398,30,1455,40,29,35,52,143,393,183,390,11,1280,42,10,27,34,109,284,152,431,8,1109,21,10,21,19,56,202,100,279,9,728,45,10,14,29,63,252,151,555,19,1137,27,24,13,22,38,113,56,367,10,666,6,8,10,12,17,61,8,73,40,237,420,425,529,626,994,2527,1064,3161,220,9963,29,38,5,3,7,21,0,12,3,111,59,573,18,19,9,11,3,13,31,729,46,560,90,39,11,23,3,17,14,798,52,491,169,55,12,24,9,19,13,834
